date,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CCB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,19.931562440482846,30.06601638220311,10.770618821759456,0.0,20.55256216459222,15.218052141418328,0.7001573905521092,0.46241268808965574,0.20292995088811086,2.0956880200141597
2024-03-04,20.230146107600078,29.929002406608575,10.5480622773,0.0,14.509211171866312,20.85685532136614,1.2589645790505577,0.4593882570888549,0.20210951167610613,2.0062603674433808
2024-03-05,19.931585037516903,30.00626692313164,10.549132010254889,0.0,14.253469030174127,22.493143525279667,0.16597163702579112,0.45885226894019093,0.20289386041573068,1.9386857072610637
2024-03-06,19.67850127127189,29.93505032043483,10.463009786533831,0.0,13.973559224440146,22.6696352316541,0.7189096524347167,0.45808046236385747,0.18964264039553283,1.9136114104710955
2024-03-07,16.88515281918363,25.919327782089795,8.902091421809883,14.471272548786182,11.543916293204164,19.743446993988208,0.33669465920148955,0.3963034380466285,0.16422691109714374,1.6375671325928702
2024-03-08,16.864953431439183,25.839030918581035,8.946353977076473,14.505932694750582,11.520483239088637,20.067005165008243,0.0870773479771418,0.3876484444789677,0.16383865675745843,1.6176761248422773
2024-03-11,16.787770038492546,25.800733972766178,8.890791168976788,14.488809753403237,11.034475761375088,20.134445712091402,0.7589728988659541,0.38587861082996117,0.1636452600439123,1.5544768231549373
2024-03-12,16.690232564260526,25.807599102447888,8.847742928750515,14.497879519911324,10.45363455694648,19.788921440607364,1.8513745658166552,0.3851953431693514,0.16374857179046018,1.5136714062994325
2024-03-13,16.466342904418,25.471579824492572,8.908125811520435,14.310485252894441,9.979671335259086,20.05776707733835,2.8017895524961105,0.3793777929116852,0.16163201788038034,1.4632284307889365
2024-03-14,16.262670832799184,25.31891692348424,8.770479185331846,14.22867673029149,9.952569101564585,21.031524521714715,2.4907460769439527,0.37197841876426246,0.15661451256714212,1.4158236965385838
