date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,OCBC BANK (HONG KONG) LTD,KGI ASIA LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SHANGHAI COMMERCIAL BANK LTD,ICBC (ASIA) SECURITIES LTD
2024-05-06,34.544452692922356,21.685336969301943,13.226813430605343,11.360126250440208,8.772774260257451,2.719185512946835,2.3863626071496613,2.3889851888091953,1.5242117279055243,1.391751359661479
2024-05-07,34.534026774717354,21.680645311427526,13.244530683151726,11.363316308508901,8.770126534798274,2.7183648310852866,2.3856423751178855,2.388264165251726,1.5237517030516492,1.3913313128896714
2024-05-08,34.53256399155154,21.67972696839176,13.257206467115493,11.353833965407814,8.76975505209975,2.7182496873072557,2.385541324709581,2.388163003790329,1.523687160380311,1.3912723792461712
2024-05-10,34.53356964166589,21.680358320871413,13.257592540712663,11.353899865833261,8.770010443074284,2.718328847606779,2.385610795945675,2.385585115820805,1.5237315328794818,1.3913128955897482
2024-05-14,34.53096421434859,21.67872261977233,13.271813911393629,11.353043256997994,8.769348778930713,2.7181237599685635,2.3854308106270214,2.3854051324396197,1.5159395892315952,1.3912079262899424
2024-05-16,34.55181864743514,21.691285376642554,13.27982921480173,11.300300971179302,8.7746448892909,2.719765328090477,2.3958774916129952,2.3868457603760413,1.5152658163766421,1.3843665041942177
2024-05-17,34.552825419338625,21.691917417951018,13.280216162854247,11.300630239679894,8.772781435748314,2.719049903166382,2.395947302761501,2.3869153083576977,1.5153099682363693,1.3844068419059534
2024-05-20,34.50237606962941,21.72637192622062,13.25685862598631,11.278575999207757,8.759972610038599,2.7150799152485527,2.4934897527814757,2.3834302583319418,1.5059558988611286,1.3778889436942041
2024-05-21,34.48281183341378,21.73837280647283,13.296132188001893,11.26557173175575,8.741787631289647,2.7115576973904147,2.4994777678186653,2.3820787574241957,1.5051019612402472,1.3771076251925756
2024-05-23,34.480988792969136,21.738545242477123,13.299394353719569,11.264976142480775,8.741325469662941,2.711414342510476,2.4993456251998083,2.3819528214669403,1.5050223893723296,1.377034820140903
2024-05-24,34.48072445251258,21.738545242477123,13.29675094915406,11.264976142480775,8.741325469662941,2.711414342510476,2.503839412961173,2.3819528214669403,1.5050223893723296,1.3754487774015978
2024-05-27,34.48195500503805,21.73848777885928,13.28349881266511,11.264946364670124,8.741302362864367,2.7114071751643705,2.5159924231766544,2.381946525018621,1.5050184109997906,1.375445141543631
2024-05-28,34.47124826237363,21.731737918112465,13.279374249442125,11.235022799624078,8.738588164236782,2.700655612732696,2.60426603856492,2.3812069240162983,1.5045510986090216,1.3533489322879864
2024-05-29,34.47106607749495,21.731623063146788,13.277982784865895,11.195324978677162,8.738541979700255,2.700641339428422,2.645740511111818,2.3811943390384855,1.5045431468674055,1.3533417796688192
2024-05-30,34.443078043182545,21.73378167266314,13.225615442976729,11.18623517742363,8.730918826655603,2.6984486122785425,2.747096716002159,2.379260979950731,1.5033215656977268,1.3522429631691895
2024-05-31,34.44432196209489,21.762667654482634,13.220201232646875,11.187239502752117,8.731702708165288,2.7118941566597754,2.706677279984511,2.3794745953474523,1.5034565372856956,1.352364370580766
2024-06-03,34.42367878922006,21.775848625273213,13.212176810538429,11.180449051501142,8.72640272316334,2.710248086146663,2.7390781402561917,2.378030297472301,1.5025439664658893,1.3515435099627624
2024-06-04,34.424042176499405,21.76420264096893,13.206774215835837,11.180567075869995,8.726494841840239,2.7102766963856912,2.7554693468030536,2.3780554007149055,1.5025598277969054,1.3515577772850322
2024-06-05,34.41318928960231,21.73887329743347,13.144305242893934,11.219254129490244,8.723743634964503,2.709422225946255,2.822667409456407,2.3773056698678805,1.5001074294311052,1.351131670913893
2024-06-06,34.38561109466164,21.721452102305584,13.132189921156423,11.210263193635152,8.706208030125307,2.707250937092586,2.9126700253110953,2.375400534059472,1.4989052666564595,1.350048894996282
2024-06-07,34.53034335722404,21.73531592769804,13.187464540370133,11.231240677783758,8.742853276390383,2.7186460102343983,3.0178474577814653,2.385398817726437,1.5052142995252566,0.9456756352660858
2024-06-11,35.317635560827554,21.6394776744308,13.093124915307222,11.167708758552063,8.693397453641529,2.703267406596829,2.1703001601568737,2.37190529823282,1.4951203798279622,1.348062392426352
2024-06-12,35.39101579907284,21.638946480965483,13.070915268601697,11.15549329546192,8.683888441719851,2.7003105186673526,2.1679262424559287,2.369310860801625,1.4934849872680405,1.3287081049852634
2024-06-13,35.39511074788813,21.63671681184424,13.06585345239539,11.156521083768641,8.684893218719992,2.700622960486545,2.1681770842811137,2.3695850040123645,1.4936577922706995,1.3288618443328781
2024-06-14,35.423566540114344,21.63135861777976,13.053597552463847,11.157283925786219,8.685487059883888,2.7008076191854737,2.155439027086812,2.369747027549246,1.4937599231155456,1.3289527070348623
2024-06-17,35.4433836938634,21.631152518759357,13.056261747611133,11.157313267947151,8.676305370775331,2.687665392268699,2.1554446956024855,2.36975325966623,1.4937638515038836,1.328956202002317
2024-06-18,35.471194540672336,21.57969875152736,13.030051925773328,11.140525463281232,8.658261377301832,2.6836214077959877,2.2519860536926952,2.3661876203519707,1.491516265982726,1.326956593620533
2024-06-19,35.88950403306115,21.491693210104675,12.791600053857591,11.109151386285722,8.62183271771201,2.675278207926859,2.2770661501002287,2.359523935337163,1.4873158405788047,1.2970344650357968
2024-06-20,36.50515219444728,21.33014863618983,12.598721745105603,11.055840239424906,8.555641772968407,2.6750505565805875,2.1896832946646665,2.3449225525237023,1.4871892782450495,1.257649729849973
2024-06-21,36.576754041295914,21.325843753021477,12.581140753373484,11.046151356530176,8.496085632236108,2.672706252482581,2.216017107779471,2.3428675590074617,1.485885966832514,1.2565475774408188
2024-06-24,36.653587058877406,21.325361481447093,12.515924961296918,11.037777668337753,8.4844170300668,2.6693731637863376,2.2396931545682808,2.3410915157701333,1.4847595703733167,1.2480143954759584
2024-06-25,37.01404438628613,21.06926039979586,12.491300483999897,11.008765111162527,8.472147975586592,2.6498516656629447,2.2698653892254583,2.3246549689236065,1.4643408722439069,1.2357687471130818
2024-06-26,37.40781247835943,20.943364008400366,12.44286798703685,10.975942143805739,8.438178082004908,2.6428910165071784,2.1384201335573905,2.319069224098979,1.4589323052286323,1.2325226210005236
2024-06-27,37.95601715686068,20.69146011025232,12.264165091913021,10.912973076601562,8.379414422920709,2.6251402886549284,2.23823150041461,2.2863513972139806,1.450562399012779,1.1956845561554081
2024-06-28,38.29581443368288,20.59892932081249,12.12508147665812,10.851802054961327,8.331173450279328,2.6238057458059174,2.2717611284512462,2.2774277088329744,1.4446507259997277,1.1795539545159843
2024-07-02,38.697137343907,20.53145851328312,12.063492975047701,10.760313188461568,8.29957525478881,2.615277288828154,2.153234303092061,2.264094077356472,1.4396971403274814,1.1757199149076327
2024-07-03,38.746238980067325,20.530386195491666,11.904340653115684,10.726862340646692,8.284773444336647,2.612155149922927,2.3582601376003947,2.258815546268774,1.4212367746133259,1.1569307779365627
2024-07-04,38.777420954908415,20.48142313802421,11.87009290118517,10.714080914924,8.277684439769407,2.609920015804588,2.436533381822999,2.2568827530751356,1.4200206696644029,1.1559408308216685
2024-07-05,38.832489816713775,20.44014805755104,11.910826915364037,10.692892479220804,8.26131428297144,2.604758572384058,2.4265781435084124,2.260124518007488,1.4172124010975224,1.1536548131814202
2024-07-08,38.962214469410526,20.433541918489166,11.890709228694265,10.668239684993852,8.260720224500915,2.60457126818032,2.3519270223126565,2.25996199591132,1.4171104915220518,1.1510036959849286
2024-07-09,39.09961701243135,20.414772553075274,11.855411832774159,10.620466453166225,8.227474278727332,2.602178821972315,2.356437725825897,2.2578860928352906,1.4158087952839085,1.1499464339082481
2024-07-10,39.272999656935355,20.3663099301895,11.819909418204706,10.572902932188187,8.222410982552978,2.600577406807962,2.3606288305288063,2.232905721086902,1.4149374878797258,1.136417633625877
2024-07-11,39.29420847451274,20.362730379031525,11.818575978492792,10.563505587563645,8.221483387514478,2.6002840278094053,2.3603625208544807,2.2262439893958526,1.4163162239077292,1.1362894309173468
2024-07-12,39.31000432000262,20.34754898502433,11.80848365176959,10.555629986529945,8.215353876574335,2.5983453911127543,2.389347006817868,2.2245842175219406,1.4152602921032167,1.1354422725434024
2024-07-15,39.36943926791469,20.34436950045222,11.802796041014545,10.55398057594414,8.214070154838405,2.5979393766542,2.3428644818265876,2.224236606553948,1.4150391451597901,1.1352648496414728
2024-07-16,39.364046517878826,20.334967170965392,11.797341274906362,10.549102960898345,8.210145928165984,2.596738716097698,2.3753234257085856,2.2232086560229165,1.414385172360129,1.134740176995761
2024-07-17,39.3629378685083,20.334394456761746,11.797009014477485,10.5488058558649,8.20991469754006,2.596665581524459,2.3780729280033475,2.223146041553748,1.4143453376030415,1.1347082181629118
2024-07-18,39.39613682801878,20.33038636043415,11.781884416375501,10.500905098591298,8.208296447780077,2.5961537548357705,2.4149781411139255,2.2227078390046726,1.4140665571178075,1.1344845567280075
2024-07-19,39.45407350936282,20.327264263628265,11.780075095930155,10.499292495579923,8.207035916097743,2.595755068691697,2.3659774105615927,2.2223665022036125,1.4138494017424486,1.1343103362017422
2024-07-22,39.38544410850871,20.292486196520862,11.913000738894407,10.48113122163055,8.19283969976723,2.591265031012698,2.381558637057449,2.218522337763064,1.4114037792094054,1.13234824963562
2024-07-23,39.415617798378,20.25994694937168,11.90716075910166,10.481613278463792,8.19321651160914,2.5913842106115905,2.4090083509248865,2.218624373872526,1.411468693656314,1.1119590740104095
2024-07-24,39.43385530209535,20.268554272307078,11.885828609731881,10.486463093633697,8.19700749155399,2.5925832373378968,2.389927913100562,2.219650925593036,1.4121217765454155,1.1140073781010993
2024-07-25,39.40631645679871,20.25571271512013,11.891071697788691,10.4798191804223,8.191814109773995,2.590940653192185,2.4415518927172695,2.2182446203423947,1.4112270979065342,1.113301575937789
2024-07-26,39.383778806337524,20.18642422619666,11.948102299966799,10.473825458531454,8.187128966384574,2.5894588167746315,2.478454373142327,2.216975939928038,1.4104199749396151,1.1254311377983814
2024-07-29,39.39203493040753,20.180189672148845,11.944412142228941,10.470590629510875,8.184600380961747,2.588659065378997,2.4715629776014154,2.2162912294431445,1.4099843683425604,1.141674603975937
2024-07-30,39.45116200566045,20.164748697969433,11.960777983442672,10.462579004140645,8.178337892590507,2.5866783398042026,2.4314140958389814,2.2145954230010907,1.4089055116727935,1.1408010458792253
2024-07-31,39.515529637226045,20.177810065321445,11.96096102323895,10.46273911649555,8.178463048437711,2.5867179246102254,2.3549346279390497,2.214629313697467,1.4073967390933826,1.140818503940174
2024-08-01,39.541035196107764,20.177810065321445,11.96096102323895,10.46273911649555,8.178463048437711,2.5867179246102254,2.3294290690573285,2.214629313697467,1.4073967390933826,1.140818503940174
2024-08-02,39.54436357971705,20.179508541144337,11.953295222287068,10.46361982205146,8.179151474075143,2.5869356627017908,2.329880226807276,2.2148157310705026,1.407515207317973,1.1409145328274009
2024-08-05,39.53569078269507,20.164881963872112,11.950673647584072,10.461324960214856,8.177357637631077,2.586368300734609,2.36150190228028,2.21432998176168,1.4072065136738383,1.1406643095524027
2024-08-07,39.534178475152586,20.164110622775407,11.950216513952732,10.464749967111823,8.177044839766966,2.5862693677398534,2.361411570808445,2.214245279866591,1.4071526856267664,1.1406206771988348
2024-08-08,39.49397307791167,20.17827388235177,11.967436804357384,10.460855217211721,8.174001523426593,2.5853068151329306,2.360532705330683,2.2134211864472864,1.4066289743294114,1.15956981350055
2024-08-09,39.49412731733471,20.178222444743323,11.967406297470022,10.460828550838878,8.173980686605157,2.585300224777361,2.3605266879598346,2.2134155440869447,1.4066253886098976,1.1595668575738747
2024-08-12,39.493573602858014,20.179341559831826,11.967238512369665,10.460681888218373,8.17386608598613,2.585263978422312,2.36049359296854,2.21338451161926,1.406605667479343,1.1595506002465363
2024-08-13,39.491761554939934,20.17841568935403,11.977650153217013,10.460201930212348,8.168902842325213,2.5851453610934048,2.3631891944157526,2.2086947473435243,1.4065411294636916,1.1594973976350884
2024-08-14,39.49135890020597,20.17820995189686,11.977528030086868,10.460095278858757,8.16881955286758,2.585119003165152,2.3680081602412177,2.2086722276745885,1.402703319507474,1.1594855754955382
2024-08-15,39.51521053777361,20.17425032338862,11.975177645114204,10.458042664104337,8.16721656177683,2.5846117177852035,2.3606625855101075,2.203141855282559,1.4024280629774963,1.1592580462870223
2024-08-16,39.58457605137477,20.15960806639077,11.966486188139896,10.450452327614622,8.161288882584905,2.5827358340024196,2.333482946965629,2.201542838281646,1.4014101955578924,1.1584166690874502
2024-08-19,39.630086361033676,20.06963376611177,11.978183107750215,10.453993113053253,8.174498780188081,2.5836109074582074,2.347011030970315,2.202288757269642,1.4018850164229057,1.1588091597419394
2024-08-20,39.67221644286364,20.06875807247146,11.98594472072819,10.452541899584137,8.173364003973402,2.583252253027569,2.3398079467124733,2.2019830376204257,1.4016904080664643,1.1204412149522347
2024-08-21,39.699551181497384,20.063392127075733,11.98197600491831,10.449747119315363,8.17117862584555,2.5825615480779613,2.32874185719566,2.20139427569009,1.401315626818704,1.1201416335652428
2024-08-22,39.695507864362376,20.061348712106057,11.98075566545728,10.448682834195594,8.170346408211653,2.58229851952855,2.338689472720099,2.2011700682385973,1.4011729057219449,1.120027549457845
2024-08-23,39.69540679198644,20.05620524849924,11.980725160155654,10.448656229845222,8.170325604942768,2.582291944501279,2.3440305207120318,2.201164463637457,1.401169338067006,1.1200246976529022
2024-08-26,39.730296486579306,20.03023332251645,11.97914705220637,10.448390193792674,8.170117578080351,2.5822261960700614,2.337350908640018,2.2011084191957573,1.4011336625168251,1.1199961804021894
2024-08-27,39.72979070112449,20.029978328177954,11.978994552001847,10.448257180846547,8.170013568621561,2.5821933231099656,2.338594200328139,2.2010803980451157,1.4011158254229847,1.11998192232139
2024-08-28,39.76369986725895,19.982009540598984,11.97618317851053,10.448470003185967,8.170179985026776,2.582245920247876,2.3549371725262667,2.201125232228603,1.4011443649911255,1.1200047354249243
2024-08-29,39.85535193034997,19.900781154734247,11.974399246447504,10.459065731968089,8.170700079992027,2.5824103001152254,2.3349712454167686,2.201010719976541,1.4012335586357159,1.120076032363917
2024-08-30,39.85433711598282,19.900274432358074,11.98402469929671,10.448869068441713,8.170492034060196,2.582344545656979,2.337458035008319,2.2009546768808788,1.4011978798152271,1.1200475124990834
2024-09-02,39.852464541180844,19.89870375696833,11.99224458595672,10.448044367176802,8.169847158995601,2.582140728114689,2.334727503022388,2.200780961419986,1.401087287017451,1.1199591101471862
2024-09-03,39.88330683186045,19.837729598389327,11.994881595494759,10.452000805584952,8.165856976515187,2.582489209885439,2.3630528434766167,2.199295505055515,1.4012763756187965,1.1201102581189535
2024-09-04,39.91050406057202,19.834524522579294,11.997183586074721,10.45178789126978,8.165690632493758,2.5824366028361485,2.337286728864297,2.199250703920782,1.4012478306726723,1.1200874407165284
2024-09-05,39.91040243534063,19.83421938458192,11.997153037311016,10.4517612775903,8.165669839967594,2.582430027105686,2.3436465972033327,2.193388549656755,1.4012442626361772,1.1200845886065887
2024-09-09,39.90938621149084,19.833714353172798,11.995829052990798,10.451495148249714,8.165461920529687,2.582364271642854,2.343586921794862,2.1933327002135012,1.4012085832705936,1.1236208366443559
2024-09-10,39.90908135442736,19.829743483292326,11.995737420080191,10.451415312090296,8.165399546763028,2.582344545656979,2.3481522583323677,2.19331594593513,1.4011978798152271,1.1236122536070998
2024-09-11,39.91040243534063,19.830399892679406,11.992060381440995,10.4517612775903,8.165669839967594,2.582430027105686,2.3489938858668546,2.193388549656755,1.4012442626361772,1.123649447715603
2024-09-12,39.924126524358364,19.77353893276955,12.025476961762752,10.455355350649276,8.168477789097013,2.583318053720589,2.3498016402172137,2.194142795614428,1.401726111974258,1.1240358398365584
2024-09-13,39.92285537887296,19.77290936245874,12.025094082233997,10.455022462270513,8.168217712682871,2.5634956044167847,2.3726509268304867,2.194072936234855,1.4016814823737103,1.1240000516250779
2024-09-17,39.921025071570035,19.76767294199707,12.024542778543209,10.454543140243484,8.167843231739823,2.5633780781356292,2.3814566698823376,2.1939723465430547,1.4016172207413888,1.1239485206039757
2024-09-19,39.95158913962182,19.76767294199707,12.024542778543209,10.454543140243484,8.167843231739823,2.5633780781356292,2.350892601830554,2.1939723465430547,1.4016172207413888,1.1239485206039757
2024-09-20,39.953115551800074,19.76842819647791,12.021181540300061,10.454942572213803,8.16815529680776,2.5634760159548797,2.350982421313946,2.194056170645691,1.4016707716924541,1.1239914627934235
2024-09-23,39.95301378735947,19.730426106600017,12.058083820376178,10.454915942466215,8.168134491728027,2.5634694865341032,2.3624383673648395,2.194050582172908,1.3914788155195394,1.1239885998787078
2024-09-24,39.99850438220447,19.673964748290853,12.062508129970876,10.458752023356436,8.171131514832268,2.5644100657184863,2.356935107251838,2.1948556154755923,1.3945374030869442,1.1244010098122306
2024-09-25,40.05283284700878,19.611913039812997,12.088240471327738,10.459631521736712,8.171818642408892,2.564625712336183,2.336747344173479,2.195040185484943,1.3946546726602653,1.1244955630500073
2024-09-26,40.043139071481036,19.60716647211319,12.085314818350781,10.481302504061857,8.169840860316038,2.564005009524399,2.3361817935592195,2.194508931505637,1.3943171317580496,1.124223407329792
2024-09-27,40.07800891457573,19.5528990957883,12.098086141465274,10.48375970685801,8.171756171490228,2.5646061065995296,2.3367294804934753,2.1950234051104767,1.3946440109749743,1.1244869666440014
2024-09-30,40.09429593419358,19.484724816227338,12.156455596506545,10.48135590926598,8.169882487968579,2.564018073855941,2.336193697066966,2.194520113150036,1.3943242361986479,1.1242291355663852
2024-10-02,40.05469898393057,19.458137092126822,12.212137836981746,10.470339269866114,8.16740328226988,2.561323111221437,2.367840709125871,2.192213518759805,1.3928587037379943,1.1230474919797566
2024-10-03,40.02826359359399,19.470727909021374,12.201534758583184,10.478180080152264,8.162012941079459,2.5578523844941223,2.400612312965068,2.1907666967504125,1.3877430227903724,1.1223063005697569
2024-10-04,40.09213750439765,19.33565291826535,12.198479834012003,10.488236391489883,8.172392063057469,2.5603072535398326,2.428373523539593,2.2119621977237536,1.3890748929994197,1.1233834209750533
2024-10-07,40.1243328331578,19.331709179805337,12.202060604015012,10.488969991002756,8.170187363659275,2.559616549053617,2.384707263826686,2.228162720577548,1.3887001566239483,1.1215533382780205
2024-10-08,40.25263341503943,19.20593145030833,12.208968620934458,10.48168616331159,8.172644779090868,2.56406050459979,2.369216726743388,2.229481755592673,1.3918760274136275,1.12350055696584
2024-10-09,40.353881634790845,19.15007626460678,12.206676468893338,10.478186670453827,8.173739108447185,2.5542843282665104,2.3444688282868773,2.2190527024481623,1.3965085370023396,1.1231254568041356
2024-10-10,40.31765531256382,19.075773719407007,12.229344910380421,10.474501905914861,8.156397072718093,2.552765179113547,2.451580500297025,2.2238459468206373,1.3956779698107329,1.1224574829738558
2024-10-14,40.48109796300234,18.939832829567788,12.240256872971626,10.483848062540293,8.163674837830511,2.55504295264457,2.390033921131992,2.2258302333018953,1.3969233010944238,1.1234590259145603
2024-10-15,40.46624247229973,18.894656005056568,12.259720238303526,10.492742903838927,8.160678985401724,2.5541053195580754,2.4146411136791865,2.2250134125633223,1.409152803089075,1.1230467462098574
2024-10-16,40.50066537771978,18.892829782898353,12.253817589806113,10.490595494448595,8.160990950767696,2.5542029575612575,2.389503026822765,2.225098470084245,1.4092066719976193,1.1230896778935826
2024-10-17,40.61916939364018,18.82404981381387,12.25881629296867,10.494874925939303,8.1541218091984,2.55524489427267,2.3343873648207354,2.226006155112024,1.409781530060944,1.1235478201732092
2024-10-18,40.621655014067024,18.748710112473184,12.27257002336816,10.508265742948582,8.154620786701743,2.555401258102842,2.372776017050061,2.23251667230822,1.4098677992245143,1.1236165737556691
2024-10-21,40.66601345334632,18.687017160664336,12.286883233476704,10.506551261907758,8.153290315711011,2.554984330408407,2.380036798339734,2.232152425000279,1.4096377715804702,1.123433249564981
2024-10-22,40.73137393664653,18.61007731736138,12.299325268900835,10.506291165081809,8.153088475461121,2.5549210800327007,2.379977878909232,2.232097166548071,1.4096028750382092,1.1232448360201162
2024-10-24,40.77412819595778,18.600972991253524,12.316240202287892,10.50115133146802,8.149099863538614,2.553671174710128,2.3421224449518894,2.2310051914766014,1.4089132763848524,1.1226953279707028
2024-10-25,40.80023188832448,18.54316221549263,12.318976528346088,10.501311875145245,8.14922444858809,2.553710215739809,2.3706962207504034,2.231039299524952,1.4089348161295092,1.1227124919587903
2024-10-29,40.82332152853489,18.5410338536238,12.303142822223311,10.50082801140023,8.148848960810225,2.5535925496992835,2.3667651140464323,2.2309365010323847,1.4088698973379603,1.12266076129148
