date,CHINA SECURITIES (INTERNATIONAL),DONGXING SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CINDA INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-01,0.0,0.0,0.0,25.38584792939982,0.0,67.00242540088107,0.0,7.611726669719119,0.0,0.0
2024-03-04,0.0,0.0,0.0,25.335558958956376,0.0,66.8696946368745,0.0,7.794746404169126,0.0,0.0
2024-03-06,0.0,0.0,0.0,22.506036062201073,0.0,59.40156131561677,0.0,6.924214458900919,11.168188163281236,0.0
2024-03-12,0.0,0.0,0.0,22.500201068117544,0.0,59.386160657861176,0.0,6.948345614491854,11.165292659529426,0.0
2024-03-14,0.0,0.0,0.0,22.49561855202932,0.0,59.374065742095375,0.0,6.9672970319465914,11.163018673928713,0.0
2024-03-15,0.0,0.0,0.0,22.47522818215682,0.0,59.32024818831193,0.0,7.051623285050941,11.15290034448031,0.0
2024-03-18,0.0,0.0,0.0,22.48271422537134,0.0,59.34000656130084,0.0,7.020664063673151,11.156615149654671,0.0
2024-03-19,0.0,0.0,0.0,22.48414861202781,0.0,59.3389085286136,0.0,7.020534152689403,11.156408706669186,0.0
2024-03-20,0.0,0.0,0.0,22.47998889516123,0.0,59.327930436318,0.0,7.0192353072302645,11.1728453612905,0.0
2024-03-22,0.0,0.0,0.0,22.37515277437034,0.0,59.408164043006785,0.0,7.0287279451961355,11.187955237426744,0.0
2024-03-25,0.0,0.0,0.0,22.371008392006736,0.0,59.39716031267267,0.0,7.027426066436765,11.20440522888383,0.0
2024-03-27,0.0,0.0,23.751100465245976,17.05764771373261,0.0,45.28968109330657,0.0,5.358335041276485,8.54323568643836,0.0
2024-04-03,0.0,0.0,23.71339157605664,17.066083572497686,0.0,45.31207910267049,0.0,5.36098500558474,8.547460743190442,0.0
2024-04-05,0.0,0.0,23.621546585983243,17.066083572497686,0.0,45.31207910267049,0.0,5.452829995658134,8.547460743190442,0.0
2024-04-08,0.0,0.0,23.631564004882232,17.07332095246722,0.0,45.33129503655963,0.0,5.412734458128461,8.551085547962456,0.0
2024-04-09,0.0,0.0,23.62655423361183,17.0697014953386,0.0,45.32168503277498,0.0,5.43278647691822,8.549272761356368,0.0
2024-04-11,0.0,0.0,23.632031171875333,17.046522378928433,0.0,45.33521356376774,0.0,5.434408164641809,8.551824720786692,0.0
2024-04-15,0.0,0.0,23.68090935139796,17.08177973683448,0.0,45.42898048084524,0.0,5.238817953170991,8.56951247775132,0.0
2024-04-16,0.0,0.0,33.71198317711146,24.317506670802437,0.0,22.313063882449118,0.0,7.457945980221578,12.199500289415402,0.0
2024-04-17,0.0,0.0,29.181047653958643,21.049201325774522,0.0,19.314158322837674,13.438387760758921,6.457333764759679,10.55987117191056,0.0
2024-04-18,0.0,0.0,29.168318046385462,21.040019062142886,0.0,19.305732934586658,13.432525551675845,6.4981397511191945,10.555264654089957,0.0
2024-04-22,0.0,0.0,29.167300157543696,21.03928482712118,0.0,19.30505922106965,13.432056795889036,6.499657838589064,10.556641159787377,0.0
2024-04-25,0.0,0.0,29.125627795383412,21.00922525039747,0.0,19.103241336898286,13.412865937210569,6.807481170113258,10.541558509997007,0.0
2024-04-26,0.0,0.0,29.140859961032824,21.02021268735258,0.0,19.113231979452962,13.419880618481105,6.758743203190278,10.547071550490255,0.0
2024-04-29,0.0,0.0,29.119032134421452,21.004467594088787,0.0,19.098915301283952,13.409828518863003,6.828585136101937,10.539171315240862,0.0
2024-04-30,0.0,0.0,28.90403826584539,21.496070916734855,0.0,18.957902726852403,13.310820045748132,6.869810346534779,10.461357698284441,0.0
2024-05-02,0.0,0.0,29.04888284517211,21.583889944509867,0.0,18.883457368833923,13.25855008856443,6.804942522787708,10.420277230131965,0.0
2024-05-03,0.0,0.0,29.51971230172684,21.509058306525407,0.0,18.817988167065735,13.21258251631601,6.556508720143983,10.384149988222022,0.0
2024-05-07,0.0,0.0,29.51414009803258,21.504998210921137,0.0,18.814436043585964,13.210088481131804,6.574147312349489,10.382189853979023,0.0
2024-05-09,0.0,0.0,29.519205650812356,21.508689143575946,0.0,18.81766519132613,13.212355746930655,6.558112503738668,10.383971763616245,0.0
2024-05-14,0.0,0.0,29.51869901728902,21.50831999329825,0.0,18.81734222667289,13.212128985329313,6.559716232282378,10.38379354512815,0.0
2024-05-16,0.0,0.0,29.519205650812356,21.508689143575946,0.0,18.81766519132613,13.212355746930655,6.5598288176014306,10.382255449753483,0.0
2024-05-17,0.0,0.0,29.53102197046189,21.617569261187153,0.0,18.770629405791706,13.179330739577267,6.545144189772432,10.356304433209553,0.0
2024-05-20,0.0,0.0,29.52091386878456,21.61016983598855,0.0,18.764204452711144,13.17481961851657,6.577132625042805,10.352759598956375,0.0
2024-05-23,85.92610729132282,0.0,4.20344467954408,3.0224576563076795,0.0,2.671810761794463,1.8759454966590619,0.8017491460952266,1.498484968276658,0.0
2024-05-24,85.9305047657805,0.0,4.203659800898872,3.0226123378213896,0.0,2.6719474981130404,1.8760415026654504,0.7966724378847998,1.498561656835944,0.0
2024-05-29,85.93071418055318,0.0,4.203670045322131,3.02261970400267,0.0,2.671954009715404,1.8760460746251508,0.7964306769135697,1.4985653088678916,0.0
2024-05-30,85.97681025702157,0.0,4.193733372342746,3.043503960890089,0.0,2.673387334196952,1.8770524477728523,0.7361434389247205,1.4993691888510756,0.0
2024-06-03,85.98582572304542,0.0,4.1941731241853475,3.0438231005100738,0.0,2.6736676636556513,1.877249274132394,0.7379276418521402,1.4873334726189655,0.0
2024-06-04,85.9778584698903,0.0,4.193784501539977,3.031349257481267,0.0,2.673419927625324,1.8770753324382075,0.7256674579085833,1.5208450531163478,0.0
2024-06-05,85.9799549723073,0.0,4.193886763674674,3.0289847532441025,0.0,2.673485116866364,1.8771211034429913,0.7256851527384676,1.5208821377261121,0.0
2024-06-06,85.98016462817237,0.0,4.193896990162439,3.028992139203062,0.0,2.6734916359653234,1.87712568066624,0.7254430795440036,1.5208858462865598,0.0
2024-06-07,85.98037428505992,0.0,4.193907216700076,3.0289995251980417,0.0,2.673498155096075,1.8771302579118112,0.7252010051689809,1.5208895548650931,0.0
2024-06-11,85.98247091017255,0.0,4.194009484819559,3.029073387129017,0.0,2.6735633481522485,1.8771760315952957,0.7249748398766236,1.5187319982547025,0.0
2024-06-12,85.9826805783077,0.0,4.258883774728729,2.968118308461119,0.0,2.673569867632736,1.8771806090864251,0.7247327578665209,1.5148341039167739,0.0
2024-06-13,85.92841067419059,0.0,4.256195684376744,2.966244913785296,0.0,2.671882383834942,1.8759957842940318,0.7242753264743451,1.5769952330440478,0.0
2024-06-14,85.92652607902276,0.0,4.256102336835957,2.966179857643942,0.0,2.671823783698036,1.87595463966489,0.7264526569932609,1.576960646141153,0.0
2024-06-17,85.9269448708049,0.0,4.256123080380051,2.966194314317631,0.0,2.671836805728543,1.875963782759841,0.7259688140205752,1.5769683319884633,0.0
2024-06-19,85.9154295840648,0.0,4.255552706584667,2.9657968071316416,0.0,2.671478746135164,1.8757123801188533,0.7392727774824576,1.5767569984824228,0.0
2024-06-24,85.9183604551283,0.0,4.253261203675663,2.965897980670368,0.0,2.6715698794716523,1.875776367125203,0.7383233268372567,1.576810787091563,0.0
2024-06-25,85.91815110056373,0.0,4.253250839887963,2.9658907537601134,0.0,2.671563369741417,1.8760154633323736,0.7383215277880456,1.5768069449263498,0.0
2024-06-26,85.9171043430446,0.0,4.253199021707051,2.9634179808995,0.0,2.671530821566098,1.875992607471684,0.7419674909299288,1.5767877343811427,0.0
2024-06-27,85.91731369250797,0.0,4.253209385242223,2.9634252016964386,0.0,2.671537331137715,1.8759971785992688,0.7417256343636542,1.5767915764527365,0.0
2024-06-28,85.92401341405417,0.0,4.253541045036206,2.9636562857797406,0.0,2.67174565418053,1.8761434664448482,0.7339856018739688,1.5769145326305383,0.0
2024-07-02,85.907684673003,0.0,4.25273271489059,2.963093081453821,0.0,2.6712379236729773,1.8757869297838945,0.7528498166596193,1.5766148605360908,0.0
2024-07-03,85.90747537046184,0.0,4.252722353678232,2.963329498850966,0.0,2.671231415560372,1.8757823596808518,0.752847982442106,1.576611019325633,0.0
2024-07-04,85.90601028122968,0.0,4.252649826605345,2.9632789614312434,0.0,2.6711858596600657,1.875750369583073,0.7545405701140924,1.5765841313765023,0.0
2024-07-22,85.91166161507091,0.0,4.252929587518479,2.9634739009776254,0.0,2.6713615838381006,1.8758737659729952,0.7480116995306677,1.5766878470912242,0.0
2024-07-23,85.90810328114499,0.0,4.252753437466771,2.9633511582728267,0.0,2.6712509399933246,1.8757960700567864,0.7521225700521428,1.5766225430131582,0.0
2024-07-24,85.89784855592953,0.0,4.252245792480505,2.961048553169931,0.0,2.67093207665768,1.875572159010867,0.7659185188758844,1.5764343438755963,0.0
2024-07-25,85.90328953380181,0.0,4.252515140032898,2.961236113160401,0.0,2.6711012599675272,1.8756909622962412,0.7596327916942218,1.5765341990468993,0.0
2024-07-30,85.90328953380181,0.0,4.252027890623928,2.9617233625693697,0.0,2.6711012599675272,1.8756909622962412,0.7596327916942218,1.5765341990468993,0.0
2024-08-05,85.90287097257071,0.0,4.2520071727441096,2.961708931660105,0.0,2.6710882451058398,1.8756818230476442,0.7601163374408291,1.5765265174307608,0.0
2024-08-08,85.88801469099738,0.0,4.251271818790338,2.96119672547504,0.0,2.670626299671104,1.8753574374131516,0.7772791591056163,1.5762538685473695,0.0
2024-08-13,85.8855042777925,0.0,4.251147558741368,2.964033064095759,0.0,2.6705482401705773,1.8753026227560465,0.7772564400816419,1.5762077963620935,0.0
2024-08-15,85.87901972287219,0.0,4.250826587233418,2.9640528285941143,0.0,2.670346607579882,1.8751610330552961,0.7845044316501404,1.5760887890149597,0.0
2024-08-19,85.87023575872085,0.0,4.250391799918935,2.963749656365635,0.0,2.6700734765060954,1.87496923595112,0.7946524906189195,1.5759275819184337,0.0
2024-08-20,85.86479896705771,0.0,4.250122690436485,2.97403317778502,0.0,2.669904423363423,1.8748505240712632,0.7904624137118498,1.5758278035742452,0.0
2024-08-26,85.86417168924359,0.0,4.250091641535153,2.9740114512445364,0.0,2.669884918609079,1.8748368275139697,0.7911871803522652,1.5758162915014058,0.0
2024-08-27,85.87483665868488,0.0,4.250619534561871,2.9743808456103302,0.0,2.67021653819509,1.8750696962073894,0.7788647071225937,1.5760120196178402,0.0
2024-08-28,85.87337268249054,0.0,4.250547070892047,2.9743301389898535,0.0,2.6701710169038972,1.8750377304126955,0.7805562082153183,1.575985152095659,0.0
2024-08-30,85.86877193939132,0.0,4.250319344013582,2.9741707865802036,0.0,2.6700279600925017,1.8749372735815557,0.785871979065734,1.5759007172751034,0.0
2024-09-03,85.87922888677907,0.0,4.250836940396501,2.9745329758456966,0.0,2.670353111381753,1.8751656001312713,0.7737898577845532,1.5760926276811416,0.0
2024-09-04,85.87901972287219,0.0,4.250826587233418,2.974525731195896,0.0,2.670346607579882,1.8751610330552961,0.7740315290483587,1.5760887890149597,0.0
