date,CHINA SECURITIES (INTERNATIONAL),DONGXING SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CINDA INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-09-10,85.87546409233441,0.0,4.250650591176719,2.974402577548365,0.0,2.6702360477950235,1.8750833961673354,0.7781397604275129,1.5760235345506381,0.0
2024-09-16,85.8729544127459,0.0,4.253448831516547,2.9743156517015494,0.0,2.670158011105773,1.8750285975286805,0.7781170195725505,1.575977475829006,0.0
2024-09-17,85.87650983545836,0.0,4.253624938285963,2.974438798150795,0.0,2.6702685644284516,1.8751062298787935,0.7740089073184073,1.5760427264792278,0.0
2024-09-20,85.87650983545836,0.0,4.253868487042296,2.974438798150795,0.0,2.6702685644284516,1.8751062298787935,0.7737653585620748,1.5760427264792278,0.0
2024-09-23,85.86919016839289,0.0,4.253505909416293,2.9741852724573214,0.0,2.6700409646237495,1.8749464055759495,0.7822228867397748,1.575908392794022,0.0
2024-09-24,85.8510009719481,0.0,4.252604912744336,2.994737715083532,0.0,2.66947538458828,1.8745492460309765,0.7820571927845551,1.5755745768202216,0.0
2024-10-02,85.84577561658328,0.0,4.2584326160782755,2.9945554391798317,0.0,2.6693129059058633,1.8744351508445667,0.7820095925620574,1.5754786788461217,0.0
2024-10-03,84.86702327608036,0.0,4.209881002910074,2.96041365265846,0.0,2.6388793029076356,1.8530641774002352,0.7728529908067356,1.5575161939916522,1.1403694032448357
2024-10-04,84.97808317151176,0.0,4.126942908581239,2.944043685306532,0.0,2.642332630809612,1.855489160695575,0.7396422609378954,1.5716044524259194,1.1418617297314795
2024-10-07,84.93878017077337,0.0,4.209104540097911,2.9515949479573553,0.0,2.601604683258436,1.8546309830439835,0.744117957295931,1.5588331074546273,1.1413336101183769
2024-10-08,84.89154190427334,0.0,4.096016205762853,3.08838776165039,0.0,2.6121955818291767,1.8535995395447937,0.7595939732232474,1.5579661704252639,1.1406988632909345
2024-10-09,84.73914342832369,0.0,4.1006791378293705,3.199880817022946,0.0,2.5933270664106387,1.850271931887883,0.8228772657870462,1.555169287901659,1.138651064836772
2024-10-10,84.77928104265708,0.0,4.132195217206486,3.20139647527662,0.0,2.5248287004349628,1.8511483332557686,0.8160539212044361,1.5559059107016489,1.1391903992630088
2024-10-14,82.85117714344491,0.0,4.038218226453369,3.129528172012882,2.2620447149213208,2.46740745314104,1.8090483499169776,0.8087732108415248,1.5205205168137053,1.113282212454266
2024-10-15,82.84825713001112,0.0,4.038075903171113,3.1294178746747052,2.261964991238651,2.467320491637797,1.8089845916739895,0.812269114276163,1.5204669274684655,1.1132429758480034
2024-10-16,82.8564336863594,0.0,4.038474433644833,3.1297267268156674,2.262188231712855,2.467563999295387,1.8091631260808605,0.8024799636200092,1.5206169871551605,1.1133528453158312
2024-10-17,82.85662838594354,0.0,4.038483923424417,3.1297340811811054,2.262193547499311,2.467569797682587,1.8091673773295882,0.8022468650537329,1.5206205603658558,1.1133554615198646
2024-10-18,82.8564336863594,0.0,4.038474433644833,3.1297267268156674,2.262188231712855,2.467563999295387,1.8091631260808605,0.8024799636200092,1.5206169871551605,1.1133528453158312
2024-10-21,82.8542920513239,0.0,4.038370049012858,3.12964583107696,2.2621297597106413,2.467500218834678,1.8091163636634673,0.805043975548753,1.5205776829458144,1.1133240678829353
2024-10-22,82.85721249018616,0.0,4.038512393030765,3.129756144484799,2.262209495008575,2.467587193007691,1.8091801311956492,0.801547562781918,1.520631280098701,1.1133633102057368
2024-10-28,82.85565489717298,0.0,4.038436474972482,3.1296973096995453,2.2621669688168544,2.4675408060190906,1.8091461212857425,0.803412346930344,1.520602694480306,1.1133423806226503
2024-10-29,82.86539081438283,0.0,4.038911009670522,3.2094981454537423,2.2624327837494693,2.3766472153379437,1.809358704203338,0.8035067515440639,1.5207813722297114,1.113473203428377
2024-11-01,82.86500133376448,0.0,4.0388920261414265,3.2097180683119606,2.2624221499527666,2.3766360447151063,1.8093501999274275,0.8037379829474613,1.5207742243135136,1.1134679699258552
2024-11-06,82.85701778785692,0.0,4.038502903117383,3.2190432314902657,2.2622041791471705,2.3764070700857314,1.8091758798869824,0.8036605476131075,1.520627706837626,1.113360693964817
2024-11-11,82.8924686899182,0.0,4.040230802270829,3.2204205196111437,2.26317207759366,2.3774238309654807,1.8099499472942087,0.7612187628536161,1.5212783170737416,1.1138370524191088
2024-11-13,82.89461229902938,0.0,4.040335283120487,3.2179177881612584,2.263230603493085,2.377485311428853,1.8099967528153749,0.7612384480614696,1.5213176575121752,1.1138658563779202
2024-11-18,82.74890479881549,0.0,4.209007799698787,3.2122615127556218,2.2592524236754032,2.3733063010937316,1.8068152420400225,0.7599003858128204,1.5186435706594887,1.1119079654486406
2024-11-20,82.74793383968968,0.0,4.20895841204171,3.213397200752679,2.2592259140585864,2.3732784531914906,1.8067940412307533,0.7598914692934283,1.51862575119907,1.111894918542597
2024-11-26,82.75084678542774,0.0,4.2091065784900925,3.213510320817994,2.2593054447754546,2.3733619988588526,1.8068576451512104,0.7563979554644547,1.5186792108349108,1.1119340601792982
2024-11-27,82.75104098910226,0.0,4.208881771805794,3.2135178624388554,2.2593107470223353,2.37336756877915,1.8068618855717942,0.756399730615623,1.5186827749444594,1.1119366697197284
2024-11-28,82.73376043088746,0.0,4.207768212593484,3.212846796772098,2.258838944487617,2.372871948229279,1.8064845660646736,0.7773589976981382,1.5183656346911334,1.1117044685761224
2024-12-02,82.73492518545946,0.0,4.207592811900213,3.2128920283435414,2.258870745205659,2.3729053543434953,1.8065099983808963,0.7761967460604399,1.5183870107691189,1.111720119537178
2024-12-10,82.73492518545946,0.0,4.207592811900213,3.210545637209018,2.258870745205659,2.3729053543434953,1.8065099983808963,0.7785431371949632,1.5183870107691189,1.111720119537178
2024-12-11,82.73550757504391,0.0,4.207387789318985,3.2105682369555617,2.2588866459004584,2.3729220577533328,1.8065227148075433,0.7780793360034264,1.5183976990338177,1.1117279451829616
2024-12-12,82.73414867876753,0.0,4.20708404781446,3.210515504708548,2.258849544627476,2.372883083496174,1.8064930434238495,0.7799436516641984,1.5183727599835872,1.111709685514177
2024-12-16,82.73026636393418,0.0,4.2068866296375065,3.210364850690036,2.2587435477056066,2.3727717355299474,1.8064082734123028,0.7845995706852805,1.5183015100682526,1.1116575183368822
2024-12-17,82.54047825006856,0.0,4.197001695759065,3.2030000842434654,2.253561856693766,2.3673284571251747,1.8022642662169912,1.012439642721937,1.5148184367924145,1.1091073103786293
2024-12-19,82.53796650459275,0.0,4.19827846221937,3.202902615448261,2.253493279749241,2.3672564182096267,1.8022094224698642,1.0140473974313182,1.5147723401567277,1.1090735597228527
2024-12-20,82.53081852717283,0.0,4.19768082140471,3.2026252367273766,2.253298122056827,2.367051408368203,1.8020533469957116,1.0228538684744806,1.514641157393906,1.108977511405967
2025-01-03,82.53197757454008,0.0,4.197973836395442,3.2012658325147427,2.2533297669538803,2.367084650795117,1.8020786546956082,1.0226341696957533,1.51466242873081,1.1089930856785588
2025-01-06,82.5300458470136,0.0,4.199982102047614,3.201190904304975,2.2532770259525736,2.3670292472689707,1.8020364755906786,1.022844292186446,1.5146269768345522,1.1089671288005916
2025-01-07,82.54299014842087,0.0,4.200640841948653,3.2016929902968365,2.2536304378122023,2.364825457855912,1.8023191133021632,1.009895411040983,1.5148645362337563,1.1091410630886271
2025-01-09,82.5427969200428,0.0,4.200865102721813,3.2016854953182508,2.2536251621933583,2.3648199219359416,1.8023148941770941,1.009893046934086,1.514860990023269,1.1091384666533846
2025-01-17,82.53796650459275,0.0,4.200619267537484,3.2066479039572444,2.253493279749241,2.3646815323597004,1.8022094224698642,1.0105361894541458,1.5147723401567277,1.1090735597228527
2025-01-21,82.54183079172243,0.0,4.2005818418919665,3.2021162039338025,2.2535987844696326,2.36479224272486,1.802293798848047,1.0108175925298821,1.5148432592198735,1.1091254846595118
2025-01-24,82.54183079172243,0.0,4.200347750400903,3.202350295424866,2.2535987844696326,2.36479224272486,1.802293798848047,1.0108175925298821,1.5148432592198735,1.1091254846595118
2025-02-10,82.5460819255103,0.0,4.200564079988838,3.2025152253690035,2.2537148510730147,2.3649140361005085,1.8023866219898463,1.0057193744030302,1.5149212778596448,1.1091826077058216
2025-02-12,82.55187963187085,0.0,4.193835511097189,3.2027401572186904,2.2538731429824814,2.3650801381955984,1.802513214411179,1.00579001210597,1.5150276798659366,1.109260512252103
2025-02-13,82.55168636187106,0.0,4.193825692512901,3.2027326589813123,2.25386786622726,2.365074601083181,1.8025089943773034,1.00602177679781,1.5150241328915892,1.1092579152575837
2025-02-14,82.51749182192115,0.0,4.191854504564098,3.2365093935540905,2.252934269614155,2.3640949404427336,1.8017623595290684,1.0121576917132393,1.5143965799545098,1.1087984387069563
2025-02-20,82.51903672659124,0.0,4.191932985083288,3.2365699879610035,2.2529764493823197,2.364139201377396,1.801796092390092,1.0103044267086003,1.514424932710963,1.1088191977951003
2025-02-25,82.51942296179753,0.0,4.191484549788887,3.236585136917251,2.252986994571142,2.364150266870019,1.8018045258027087,1.0103091554979093,1.5144320210659596,1.1088243876885913
2025-02-27,82.51961608075653,0.0,4.191494359056862,3.2363586829591813,2.2529922672025706,2.3641557996551748,1.8018087425386218,1.010311519909164,1.514435565268341,1.1088269826535557
2025-02-28,82.52251297361411,0.0,4.191641503586224,3.236472296967565,2.2530713596355825,2.3642387945402157,1.8018719959458103,1.006836436830109,1.5144887302948,1.1088659085855812
2025-03-03,82.52386492655465,0.0,4.191710174568873,3.2348870357933457,2.253108271338101,2.3642775274807826,1.8019015157223612,1.0068529316680919,1.5145135419179385,1.1088840749558453
2025-03-04,82.52483063434781,0.0,4.192227313204419,3.2332865880254413,2.25313463758038,2.3643051946439178,1.8019226018692325,1.0068647140261229,1.5145312650036369,1.108897051299038
2025-03-05,82.52135419206417,0.0,4.1934549118844995,3.2331503825449417,2.253039721996008,2.3642055958869506,1.801846694050012,1.0096306998523183,1.5144674638362903,1.108850337884812
2025-03-06,82.51556077242867,0.0,4.193160509977685,3.2329233989102915,2.2528815471248764,2.364039616604913,1.8017201952289534,1.0165803282829626,1.5143611405018247,1.1087724909398218
2025-03-07,82.51073354408544,0.0,4.192915206630388,3.2327342702257544,2.25274975169676,2.3639013183380775,1.8016147931119275,1.0223709399503451,1.514272549126442,1.1087076268348655
2025-03-13,82.50590688050285,0.0,4.192669931982309,3.2325451636682914,2.2526179716880246,2.3637630362514206,1.8015094033264019,1.0281608741462456,1.5141839681157896,1.1086427703186725
2025-03-14,82.50552077181092,0.0,4.1931182882792974,3.232530036099467,2.252607429953362,2.3637519743833866,1.801500972676216,1.0281560625895316,1.5141768820826393,1.108637582125172
2025-03-17,82.51556077242867,0.0,4.181459660558732,3.2329233989102915,2.2528815471248764,2.364039616604913,1.8017201952289534,1.028281177701914,1.5143611405018247,1.1087724909398218
2025-03-19,82.51575387331083,0.0,4.18123542837158,3.232930964517971,2.2528868192627622,2.3640451488721745,1.8017244115701603,1.0282835840601894,1.514364684372452,1.108775085661885
2025-03-20,82.5178780426655,0.0,4.176428569442715,3.2330141885395456,2.25294481440813,2.365276123322216,1.8017707926259101,1.0294801725457583,1.5144036680440949,1.1088036284061205
2025-03-21,73.11703486121824,11.407630096853772,3.651484353039669,2.8906135905295613,1.9962782422774845,2.095812215092816,1.5965041877135746,0.9032801346090812,1.3470594027293095,0.9943029159364847
2025-03-24,73.09157203031602,11.414021928702757,3.644408605990533,2.9414294987976795,1.9955830431981811,2.0685492041211853,1.5959482089838075,0.9249383338513794,1.341408036796437,0.9821411092420258
2025-03-25,73.08021042010195,11.412247693116814,3.6531687166984566,2.94097227268379,1.99527284277347,2.068227661580602,1.595700129198839,0.9310122984331932,1.341199523628246,0.981988441784637
2025-03-26,73.0780899773922,11.411916563563636,3.6607310427782127,2.940886939552162,1.9952149493748454,2.0681676513775407,1.5956538295140619,0.926218488981916,1.3411606083495975,0.981959949115822
2025-03-27,73.07915018336556,11.412082125938236,3.659333367107608,2.940929605498976,1.9952438956542033,2.0681976560437616,1.5956769790205958,0.9262319264208932,1.3411800657066333,0.9819741952435459
2025-03-28,73.07975602916221,11.41217673516631,3.658534677087524,2.9409539865958454,1.9952604367623645,2.0682148019582045,1.5956902076116257,0.9262396051325087,1.34119118444985,0.9819823360735518
2025-04-01,73.07990749218095,11.412200387718435,3.6585422596621857,2.9409600819332278,1.995264572082258,2.0682190884812357,1.5956935147936546,0.9260342676814451,1.3411939641644597,0.9819843713021439
2025-04-02,73.07036654800368,11.410710468387999,3.6580646188349393,2.9536316207123026,1.9950040804019262,2.067949072227155,1.5954851890955097,0.9259133693174847,1.3410188646441934,0.981856168374813
2025-04-03,73.06370450884353,11.40967012052091,3.656695046395043,2.962894044518961,1.9948221900414946,2.067760531258344,1.5953397240415987,0.9264505846758152,1.3408966000297837,0.9817666496745197
2025-04-07,73.06400730245122,11.409717404944846,3.6565029885655993,2.963320747577001,1.9948304570656166,2.0677691005565375,1.5953463355140634,0.9258327879442965,1.3409021570285944,0.9817707183522272
2025-04-08,73.11430585221909,11.417572055407067,3.528179371539577,2.9786314508266076,1.9962037334944307,2.0691925892324634,1.5964446000360417,0.9751985029388507,1.3418252576956569,0.9824465866102225
2025-04-09,73.16482551772965,11.42546123543085,3.5279197578090224,2.9806895906505595,1.997583046937014,2.0706223356585087,1.597547692601305,0.9094729807792712,1.3427524163741438,0.9831254260296638
2025-04-10,73.1649773335792,11.425484943081237,3.527719579776544,2.980695775534063,1.9975871918900725,2.0706266321669298,1.5975510074873644,0.9094748679212447,1.3427552025640561,0.9831274659992898
2025-04-11,73.16512915005877,11.425508650830006,3.527519400913332,2.9807019604432345,1.9975913368603322,2.070630928693181,1.5975543223871802,0.9094767550710496,1.3427579887655314,0.9831295059773818
2025-04-14,73.14195406856658,11.421889616774456,3.5261946247342446,3.003197764010414,1.9969585990717484,2.069975055587096,1.5970482964696477,0.9125076078169295,1.3474562676231028,0.9828180993457925
2025-04-15,73.14635423164036,11.422576748770922,3.5261993122664093,3.0033784340522907,1.9970787345480208,2.0700995836766074,1.5971443736531281,0.9109029388120301,1.343388417661931,0.9828772249183051
2025-04-16,73.0669293897346,11.410173719775733,3.415237525986053,2.9847829565014825,1.9949102373695762,2.06785179793404,1.5954101390393791,1.1409645307902325,1.3419297200438254,0.9818099828250807
2025-04-17,73.09131446135459,11.413981706585593,3.3912952845884172,2.877573967609573,1.9986853534115157,2.0685419147161914,1.595942584987617,1.238149508065535,1.3423775704271048,0.9821376482538646
2025-04-22,73.18218214980149,11.42817165707829,3.4212472223750225,2.8950570524846864,1.998056926478628,2.071113542051546,1.5979266731745723,1.2479906732603805,1.1748954539076433,0.9833586493877366
2025-04-23,73.2142444684537,11.433178527200463,3.4225384889671395,2.828843031351963,1.998932308108146,2.048557821937776,1.5986267511535712,1.295878932882186,1.1754101949459617,0.9837894749991064
2025-04-24,73.23097056467446,11.435790484006732,3.4150129592472065,2.79335200321371,1.9993889724412548,2.0490258234242673,1.5989919640305872,1.3177742809435464,1.1756787222545786,0.9840142257636507
2025-04-25,73.30130470151607,11.446416816490283,3.417978369255274,2.7647658506690607,2.001246838936345,2.050929813331877,1.6004777747641856,1.2551800633224686,1.1767711830699448,0.9849285886444794
2025-04-28,73.27068957747264,11.441636090251961,3.416550811694346,2.805169460972291,2.0004109954208023,2.0500732191567086,1.5998093170088605,1.2548636148167673,1.1762796911942253,0.9845172220114013
2025-04-29,73.32599820352387,11.45027284767269,3.419129806546431,2.82080361047983,2.001921012377549,1.9461907920267456,1.6010169384435429,1.2722387909183963,1.1771676098687607,0.9852603881421862
2025-04-30,73.32477838082049,11.450082365400075,3.4190729272366904,2.8207566846912946,2.0018877092004885,1.9461584159558922,1.6009903045502736,1.2738811874425167,1.177148026967588,0.9852439977346958
2025-05-02,73.3202044071203,11.449368113318299,3.4188596466786922,2.823075912718599,2.001762832154355,1.9460370152833293,1.6008904353422246,1.277544501930384,1.177074596890669,0.9851825385631386
