date,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,THE HONGKONG AND SHANGHAI BANKING,INNOVAX SECURITIES LTD,GLOBAL MASTERMIND SECURITIES LTD,ADVENT SECURITIES (HONG KONG) LTD,CSC SECURITIES (HK) LTD,OPEN SECURITIES LTD,FULBRIGHT SECURITIES LTD,VALUABLE CAPITAL LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,73.84750815085413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.152491849145875
2024-03-05,73.80946909224619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.190530907753818
2024-03-06,66.77826370000423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.526156303135636,23.695579996860143
2024-03-07,66.80010841566755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.519892447028676,23.67999913730376
2024-03-11,66.62479118661986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71077005893101,23.664438754449133
2024-03-12,63.0872748501786,0.0,5.247147027849039,0.0,0.0,0.0,0.0,0.0,9.213340046649066,22.4522380753233
2024-03-13,63.02492979323138,0.0,5.30949208479626,0.0,0.0,0.0,0.0,0.0,9.213340046649066,22.4522380753233
2024-03-14,62.886341685220415,0.0,5.329060579477639,0.0,0.0,0.0,0.0,0.0,9.247969705567725,22.53662802973422
2024-03-18,41.29617650796437,0.0,8.414951349357915,0.0,0.0,0.0,0.0,0.0,14.701994189156952,35.58687795352077
2024-03-19,41.1973593688826,0.0,8.414951349357915,0.0,0.0,0.0,0.0,0.0,14.800811328238716,35.58687795352077
2024-03-21,40.977065139449415,0.19705012028924593,8.390078841723628,0.0,0.0,0.0,0.0,0.0,14.855588863594221,35.58021703494349
2024-03-22,41.15100815328386,0.29470410823420956,8.36535293469298,0.0,0.0,0.0,0.0,0.0,14.811808832910826,35.377125970878126
2024-03-25,19.64723249263603,0.09425280336113037,3.9651871615617464,0.0,52.40455866878848,0.0,0.0,0.0,6.917203813393022,16.97156506025959
2024-03-27,26.35771135867594,0.08643218651650976,3.6361761570936104,0.0,48.05629570317942,0.0,0.0,0.0,6.300033431969744,15.563351162564768
2024-03-28,26.389522931093882,0.0863948500375472,3.6346054226246,0.0,48.03553662087624,0.0,0.0,0.0,6.297311979751812,15.55662819561591
2024-04-02,29.745325084196118,0.08240786553409692,3.466874180659797,0.0,45.81877323695788,0.0,0.0,0.0,6.047905010760819,14.838714621891286
2024-04-05,27.979756573323638,0.46219404015071225,3.535339020168803,0.0,46.72361569523564,0.0,0.0,0.0,6.167340797683046,15.13175387343816
2024-04-09,24.075067369190105,0.39769297581650703,3.0419680335832195,0.0,40.203144464359625,13.955408060470157,0.0,0.0,5.306663222886522,13.020055873693867
2024-04-10,19.4274045879862,0.11634831054108713,2.4473692599851864,0.0,32.34483033042222,30.832302293388086,0.0,0.0,4.269395437889665,10.562349779787553
2024-04-11,19.40482739914388,0.0871598239232101,2.4445250963348477,0.0,32.30724140086988,30.796471119534235,0.0,0.0,4.438753489007752,10.521021671186194
2024-04-12,19.375791012408143,0.05810659992775025,2.444440067080583,0.0,32.307269559829145,30.796497961707637,0.0,0.0,4.438757357820848,10.5791374412259
2024-04-15,19.41048369842536,0.058123486718696105,2.4451504639794512,0.0,32.31665861559503,30.805447960908932,0.0,0.0,4.440047338092523,10.524088436280007
2024-04-17,19.416126363239368,0.05814038332768694,2.445861273905799,0.0,32.326053130193934,30.814403163674076,0.0,0.0,4.441338068363672,10.498077617295461
2024-04-19,19.416126363239368,0.05814038332768694,2.445861273905799,0.0,32.326053130193934,30.814403163674076,0.0,0.0,4.441338068363672,10.498077617295461
2024-04-22,19.445196554903212,0.05814038332768694,2.445861273905799,0.0,32.326053130193934,30.814403163674076,0.0,0.0,4.441338068363672,10.469007425631618
2024-04-23,16.38397245670573,0.027130049356613593,2.336884783401011,8.274665053767146,30.168614884554312,28.757852318010407,0.0,0.0,4.280573761476622,9.770306692728154
2024-04-26,16.334684367693107,0.10837318892822656,2.3337190876993232,8.263455655777275,30.127746522046984,28.71889506598004,0.0,0.0,4.35605491031062,9.757071201564433
2024-04-30,16.330259961822883,0.13542979376371803,2.3330869775098244,8.2612174195868,30.11958613305089,28.71111627790822,0.0,0.0,4.354875031074366,9.754428405283301
2024-05-02,14.817078156192117,0.13351004366686295,2.3000149050612753,8.14411266367864,29.692633711510325,28.30412925737495,0.0,2.672518607695316,4.319845632483271,9.616157022337244
2024-05-03,14.796369031912013,0.2129337787127227,2.2926686420888207,8.118100313422552,29.597795241068454,28.213725679435754,0.0,2.663982565408067,4.518981795386289,9.585442952565328
2024-05-06,14.788496605752655,0.21282048703649228,2.291448824946264,8.113781068266269,29.58204769807243,28.198714532335227,0.0,2.6625651902404996,4.569782587378905,9.580343005971265
2024-05-09,14.803285007913,0.21265077538054786,2.289621531061128,8.107310811383387,29.55845777789615,28.176227737922595,0.0,2.660441953169727,4.619301151934566,9.572703253338895
2024-05-10,14.822035416244136,0.21253848474194187,2.2880830574893753,8.103029730786535,29.54284937912992,28.161349228307298,0.0,2.6590371018337238,4.643429231937457,9.567648369529612
2024-05-14,14.814163966338825,0.21242561319706868,2.286867938873043,8.098726503138243,29.527160234392547,28.146393748611597,0.0,2.6576249828665466,4.694069676981895,9.562567335600233
2024-05-16,14.810231375736848,0.2123692223692112,2.2862608634157433,8.096576602826177,29.51932190932036,28.138921963920488,0.0,2.656919485677846,4.719369734869237,9.56002884186409
2024-05-20,14.552993032881481,0.21287782021201462,2.344955628545447,8.115966895583057,29.59001700947003,28.206311178091937,0.0,2.6632824769994827,4.730672037715989,9.582923920500566
2024-05-22,14.525490053854902,0.2120877167224961,2.283230314376032,8.085844200045164,29.48019262442696,28.101622465730735,0.0,2.6533976107576405,5.110778451527432,9.547356562558639
