date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA CITIC BANK INTERNATIONAL LTD,DEUTSCHE BANK AG
2024-12-27,4209553200.0,1537137096.0,240629296.0,129522906.0,83600365.0,310595610.0,180462368.0,174858382.0,120600200.0,133667949.0
2024-12-30,4209461800.0,1535037906.0,240091966.0,153534409.0,80680086.0,317462627.0,181172368.0,174888982.0,120583200.0,135707949.0
2025-01-02,4209582600.0,1530361858.0,239064808.0,146005289.0,80599383.0,317377945.0,181772368.0,174800182.0,120573000.0,137568957.0
2025-01-03,4209364600.0,1473035818.0,238208208.0,201491065.0,80488181.0,317475969.0,181907408.0,174498382.0,0.0,137394157.0
2025-01-06,4209535000.0,1479259541.0,234282289.0,176466477.0,80427999.0,328917243.0,180507834.0,175496182.0,120607000.0,138174865.0
2025-01-07,4209486000.0,1434746541.0,220334792.0,179447677.0,80311189.0,322339540.0,182677398.0,175213582.0,120608400.0,138144765.0
2025-01-08,4209876800.0,1395608771.0,219712882.0,135012677.0,80228790.0,322323940.0,181728398.0,175088382.0,0.0,137367765.0
2025-01-09,4208570800.0,1360142588.0,218664621.0,175401763.0,80186378.0,322279998.0,178764398.0,178348582.0,120628400.0,138874765.0
2025-01-10,4213814000.0,1327291388.0,218448781.0,179031618.0,80257367.0,322339862.0,175746779.0,178536782.0,120648400.0,0.0
2025-01-13,4209825400.0,1323925488.0,222471781.0,192802018.0,80256757.0,322336462.0,177444019.0,178198582.0,0.0,140874765.0
2025-01-14,4208409800.0,1322455941.0,227070411.0,172478358.0,80215665.0,322044462.0,177476619.0,177769982.0,0.0,142245471.0
2025-01-15,4238496600.0,1309552941.0,230871011.0,180546706.0,79979409.0,315223414.0,177596619.0,177061582.0,120512800.0,143614571.0
2025-01-16,4268129800.0,1269294721.0,220409279.0,229274406.0,79801208.0,315795546.0,177641039.0,179210382.0,0.0,143623571.0
2025-01-17,4297860000.0,1264780321.0,219572179.0,200532506.0,79860158.0,315842927.0,177665006.0,179240582.0,0.0,0.0
2025-01-20,4299128400.0,1258909316.0,219178889.0,269290306.0,79817508.0,316540867.0,177712466.0,178771382.0,0.0,143596011.0
2025-01-21,4298670000.0,1223501628.0,219162579.0,279388706.0,79451308.0,316608577.0,182348154.0,179002982.0,120492800.0,142156011.0
2025-01-22,4297371600.0,1184706328.0,218218279.0,269592906.0,79161908.0,329912107.0,182628142.0,178116582.0,120460800.0,142134011.0
2025-01-23,4298295200.0,1148568238.0,217794365.0,231783686.0,78680308.0,328313847.0,182327742.0,177745382.0,120394400.0,127149011.0
2025-01-24,4296953400.0,1123642138.0,216985875.0,212747450.0,78612628.0,327498573.0,182126542.0,176361782.0,120388000.0,0.0
2025-01-27,4296760600.0,1100142738.0,217909675.0,230495850.0,78528688.0,327691173.0,182340542.0,176024982.0,120380200.0,127169011.0
2025-02-03,4296959400.0,1057711606.0,217979375.0,250636450.0,78407488.0,326285073.0,182512542.0,176288582.0,0.0,127005843.0
2025-02-04,4296670200.0,993761406.0,217758015.0,350434170.0,92531075.0,331723025.0,180667542.0,176761382.0,120370200.0,124597843.0
2025-02-05,0.0,997804661.0,206781676.0,251558073.0,94580897.0,323943405.0,181661886.0,177059582.0,120350200.0,124574576.0
2025-02-06,0.0,985108516.0,201973756.0,256171718.0,95553807.0,323486939.0,180258771.0,172925382.0,120381200.0,0.0
2025-02-07,4297050800.0,955315916.0,202255046.0,207557147.0,96561207.0,321832187.0,177444571.0,173449782.0,120371200.0,121585209.0
2025-02-10,4337353800.0,919264216.0,203244246.0,191428867.0,94930833.0,321316231.0,174949251.0,173498182.0,120064200.0,118636125.0
2025-02-11,4267320800.0,902669926.0,201246936.0,266553037.0,96456633.0,330029131.0,176255451.0,175222382.0,120091000.0,117946947.0
2025-02-12,4306738600.0,877229626.0,201455536.0,255579437.0,86999633.0,329192788.0,179461987.0,175232182.0,120151000.0,115134947.0
2025-02-13,4254578200.0,892200506.0,200809336.0,310371937.0,87992557.0,328330288.0,175035507.0,173343982.0,120211800.0,0.0
2025-02-14,4249782200.0,892256664.0,200222136.0,320954713.0,88435206.0,327832191.0,176303408.0,155355982.0,120220800.0,115223947.0
2025-02-17,4151749600.0,925470510.0,198500738.0,406240913.0,83700726.0,325958331.0,174062764.0,153734782.0,120055600.0,111701899.0
2025-02-18,4150949600.0,894705910.0,197216532.0,296479195.0,174972926.0,229113497.0,178882764.0,151279582.0,120055400.0,111698899.0
2025-02-19,4096957200.0,945245532.0,199158912.0,196085885.0,175655665.0,233222297.0,183250252.0,150757382.0,120354400.0,111700409.0
2025-02-20,4146419600.0,916837132.0,198419592.0,142982165.0,174906155.0,232259737.0,175950852.0,145030182.0,120352200.0,109412197.0
2025-02-21,4140601400.0,923641654.0,203137160.0,138177615.0,174275760.0,234118183.0,175237957.0,144039782.0,120366600.0,110145197.0
2025-02-24,4041899000.0,885015416.0,204846998.0,203452495.0,173943158.0,234129383.0,174040677.0,143863782.0,120373200.0,110067197.0
2025-02-25,4011938600.0,886645881.0,207471628.0,159723695.0,172666046.0,236481173.0,170378464.0,144408582.0,120013200.0,109953251.0
2025-02-26,4008824400.0,863573585.0,205228951.0,155872295.0,168891546.0,258892173.0,169667448.0,144249382.0,120001200.0,109699451.0
2025-02-27,4007003800.0,898956154.0,201062697.0,70406335.0,174019646.0,231078973.0,168630048.0,142878382.0,119944600.0,109438651.0
2025-02-28,4007590200.0,888336764.0,202060166.0,105733722.0,190767856.0,231696143.0,174118278.0,144666582.0,119948400.0,110598401.0
2025-03-03,4025986600.0,904768244.0,200634086.0,126415522.0,190703485.0,228652683.0,183922538.0,144847382.0,119952800.0,108253651.0
2025-03-04,4088712200.0,839334044.0,198177984.0,128425922.0,186347695.0,228281531.0,177648138.0,142942582.0,119969600.0,110036851.0
2025-03-05,4142228600.0,849952876.0,193465384.0,127435535.0,184681223.0,251320731.0,174496138.0,143107782.0,119941600.0,110922758.0
2025-03-06,4165320200.0,883475724.0,193320778.0,136556315.0,185635197.0,250930111.0,159986538.0,143383982.0,119898000.0,110822758.0
2025-03-07,4180250200.0,874032724.0,194074641.0,153472915.0,191462807.0,264317811.0,158336938.0,142901982.0,119896400.0,109810758.0
2025-03-10,4180839200.0,859438124.0,200841691.0,102212495.0,189907689.0,288807881.0,158932144.0,142716582.0,119852800.0,110927208.0
2025-03-11,4183958000.0,834255797.0,209219027.0,98892685.0,189586169.0,292790481.0,174577394.0,142870182.0,119880600.0,109436948.0
2025-03-12,4229797600.0,860300105.0,194600927.0,136956015.0,189687640.0,287487351.0,174621144.0,142517782.0,119853600.0,109203948.0
2025-03-13,4213362600.0,898949865.0,203595127.0,99497555.0,191883112.0,288071451.0,182008744.0,143770182.0,119907800.0,109123948.0
2025-03-14,4286091000.0,775515782.0,205573617.0,101599195.0,190935192.0,234503281.0,176051374.0,144694782.0,119889400.0,110123948.0
2025-03-17,4317004000.0,796148762.0,214016917.0,109615315.0,191229991.0,234608821.0,170508354.0,145625182.0,119925400.0,110186948.0
2025-03-18,4342537800.0,797752362.0,217917437.0,180002515.0,193182791.0,235583801.0,171010754.0,145590782.0,119879400.0,110689948.0
2025-03-19,4386066800.0,797427002.0,213227982.0,106261721.0,193319438.0,260313401.0,171347414.0,145660582.0,0.0,110559897.0
2025-03-20,4425797600.0,799588982.0,212336810.0,112202441.0,192807023.0,259201581.0,173975414.0,146085182.0,119875400.0,110251662.0
2025-03-21,4476797200.0,804587782.0,214712210.0,113403858.0,192662293.0,237591681.0,173427297.0,146100382.0,119871400.0,111654662.0
2025-03-24,4511344400.0,793015132.0,210075095.0,98303458.0,193666311.0,206672049.0,161058097.0,143998582.0,119977600.0,111653862.0
2025-03-25,4558322000.0,748619072.0,194945806.0,121536082.0,194368510.0,200791019.0,160923001.0,145622582.0,120357600.0,111174202.0
2025-03-26,4601382000.0,742226422.0,235666706.0,71902512.0,194269204.0,241651189.0,161265351.0,145863782.0,120380600.0,111034802.0
2025-03-27,4640193800.0,775105782.0,236635287.0,111637652.0,194287603.0,194137663.0,163086651.0,144573782.0,0.0,111084202.0
2025-03-28,4685150600.0,812449885.0,248329827.0,89260292.0,194739203.0,193024323.0,149086651.0,145715782.0,120347600.0,111152202.0
2025-03-31,4705468800.0,854162965.0,201282727.0,89169092.0,194834152.0,194098863.0,148941231.0,146113382.0,120340600.0,0.0
2025-04-01,4742447400.0,840635411.0,202675527.0,94373092.0,197462432.0,194052663.0,149260231.0,146496782.0,0.0,0.0
2025-04-02,4761057000.0,837090823.0,246472242.0,129389791.0,197735544.0,192373751.0,149782552.0,144301582.0,120350600.0,111011067.0
2025-04-03,4790122200.0,821263833.0,283338040.0,161056971.0,201069744.0,205093371.0,150400456.0,144307982.0,0.0,110716267.0
2025-04-07,4819031400.0,793349833.0,220514840.0,103966671.0,206331144.0,204433071.0,150795256.0,144721782.0,120221600.0,111410467.0
2025-04-08,4986737400.0,745125383.0,195001490.0,79915871.0,214477753.0,188078971.0,150801656.0,144252382.0,120231600.0,111703667.0
2025-04-09,5111084200.0,844556921.0,196563853.0,114770739.0,204976570.0,179642747.0,152067282.0,143507982.0,124183000.0,112647302.0
2025-04-10,5005990600.0,854274391.0,198315132.0,160890846.0,206565138.0,179062765.0,152781355.0,143121582.0,125165000.0,114428702.0
2025-04-11,5049149000.0,873515392.0,199207515.0,144366795.0,208528636.0,178118035.0,150778755.0,143844182.0,125199600.0,125428702.0
2025-04-14,4981754800.0,921623103.0,232770964.0,219280495.0,207086636.0,171121521.0,148058869.0,145006982.0,125169600.0,126428702.0
2025-04-15,4995220000.0,931507558.0,207233885.0,245901515.0,207906713.0,171178121.0,148732469.0,137825182.0,125160600.0,128188702.0
2025-04-16,5005384200.0,939878134.0,209710559.0,253040236.0,207894913.0,161954401.0,149461469.0,138015582.0,125190000.0,128150821.0
2025-04-17,5005231600.0,922806781.0,209909159.0,136117818.0,207783913.0,162151972.0,151271669.0,136965182.0,125174400.0,0.0
2025-04-22,5008684800.0,900610090.0,210557032.0,177451656.0,210099413.0,158931452.0,152477669.0,137645182.0,125173000.0,129849349.0
2025-04-23,5105392600.0,949765088.0,235469850.0,176079758.0,209827413.0,158995390.0,152361381.0,138305582.0,125163000.0,0.0
2025-04-24,5170223000.0,854694801.0,279058740.0,139525902.0,209823013.0,183455671.0,152351191.0,138580782.0,125177000.0,125838483.0
2025-04-25,5190360000.0,909048401.0,254583700.0,141439078.0,210326213.0,189978249.0,153742383.0,139477382.0,0.0,126058483.0
2025-04-28,5190324200.0,877944765.0,239219460.0,156828478.0,210700613.0,188042934.0,148441551.0,139545782.0,125165000.0,126032859.0
2025-04-29,5189506000.0,832324165.0,240660243.0,178366078.0,210433813.0,190600534.0,149437551.0,139506782.0,0.0,126034459.0
2025-04-30,5189268400.0,847868601.0,260169343.0,200636330.0,210331813.0,192054118.0,149425167.0,139164782.0,125158000.0,124900787.0
2025-05-02,5128771200.0,878136701.0,259702947.0,220546930.0,210366452.0,192335718.0,149453767.0,138917782.0,125160000.0,0.0
