date,YUET SHEUNG INTERNATIONAL SECURITIES LTD,MIGHTY DIVINE SECURITIES LTD,KGI ASIA LTD,SOOCHOW SECURITIES INTERNATIONAL,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-11,10.06250348460671,0.32682357670849177,0.0,0.0,0.0,0.0,0.0,0.0,10.389327061315202
2024-03-20,10.06250348460671,0.32682357670849177,0.0,0.0,0.0,0.0,0.409233832042314,0.0,10.798560893357516
2024-05-06,9.783777712598544,0.6035368882689451,2.397645377404539,0.0,0.0,0.0,0.409233832042314,0.4421375603624116,13.636331370676755
2024-05-07,9.45494167544234,0.900978542440836,2.3922117341957154,0.0,0.0,0.5320945423751553,0.4311696509223791,0.44837618775031995,14.159772333126746
2024-05-08,9.45494167544234,0.900978542440836,2.3922117341957154,0.0,0.0,0.5320945423751553,0.4299621746537517,0.44837618775031995,14.158564856858119
2024-05-09,9.45494167544234,0.900978542440836,2.3922117341957154,0.0,0.0,0.5320945423751553,0.409233832042314,0.44837618775031995,14.137836514246679
2024-05-14,9.45494167544234,0.900978542440836,2.3922117341957154,0.0,0.0,0.5318932963303841,0.409233832042314,0.44837618775031995,14.137635268201908
2024-06-20,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5318932963303841,0.4706138756975419,0.4421375603624116,14.183720612454524
2024-06-21,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5318932963303841,0.42895594442989543,0.4439487747653527,14.143873895589817
2024-06-25,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5333020186437828,0.42895594442989543,0.4489799258846337,14.150313769022496
2024-06-27,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5331007725990115,0.4299621746537517,0.4489799258846337,14.151118753201583
2024-06-28,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5318932963303841,0.4299621746537517,0.4540110770039147,14.154942428052236
2024-07-02,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5318932963303841,0.4299621746537517,0.45602353745162705,14.156954888499948
2024-07-04,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5333020186437828,0.4299621746537517,0.45602353745162705,14.158363610813346
2024-07-08,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5333020186437828,0.4299621746537517,0.4562247834963983,14.158564856858119
2024-07-18,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5333020186437828,0.43257837323577775,0.4562247834963983,14.161181055440144
2024-07-22,9.00998667045313,1.345933547430045,2.3831556621810095,0.0,0.0,0.5333020186437828,0.43338335741486267,0.4562247834963983,14.16198603961923
2024-07-29,9.00998667045313,1.3793403908620705,2.4002615759865646,0.0,0.0,0.5333020186437828,0.42835220629558174,0.4461624812578364,14.197405343498968
2024-07-30,9.00998667045313,1.3793403908620705,2.4002615759865646,0.0,0.0,0.5333020186437828,0.42875469838512426,0.4461624812578364,14.197807835588511
2024-07-31,9.00998667045313,1.5147789789931143,2.3922117341957154,0.0,0.0,0.5333020186437828,0.4307671588328366,0.4459612352130651,14.327007796331644
2024-08-01,9.00998667045313,1.5147789789931143,2.3922117341957154,0.0,0.0,0.5333020186437828,0.43338335741486267,0.4459612352130651,14.329623994913671
2024-08-15,9.00998667045313,1.5147789789931143,2.3922117341957154,0.0,0.0,0.5347107409571814,0.43338335741486267,0.44354628267581026,14.328617764689817
2024-08-16,9.00998667045313,1.5147789789931143,2.3922117341957154,0.0,0.0,0.53611946327058,0.43338335741486267,0.4423388064071828,14.328819010734586
2024-09-02,9.00998667045313,1.5147789789931143,2.3922117341957154,0.0,0.6729667737150224,0.53611946327058,0.43338335741486267,0.4423388064071828,15.00178578444961
2024-09-12,9.00998667045313,1.5147789789931143,2.3922117341957154,0.0,0.6729667737150224,0.53611946327058,0.43318211137009144,0.4423388064071828,15.001584538404838
2024-09-23,9.00998667045313,1.5147789789931143,2.3922117341957154,0.0,0.6729667737150224,0.53611946327058,0.43298086532532026,0.4423388064071828,15.001383292360066
2024-09-25,9.00998667045313,1.4896232233967095,2.3922117341957154,1.4013768327645213,0.6729667737150224,0.53611946327058,0.43298086532532026,0.4423388064071828,16.377604369528182
2024-10-04,9.00998667045313,1.4896232233967095,2.3922117341957154,1.4013768327645213,0.681016615505872,0.53611946327058,0.43298086532532026,0.44274129849672533,16.386056703408574
2024-10-08,9.00998667045313,1.4896232233967095,2.3922117341957154,1.4013768327645213,0.681016615505872,0.53611946327058,0.4309684048776078,0.44274129849672533,16.38404424296086
2024-10-10,9.00998667045313,1.4896232233967095,2.3922117341957154,1.4013768327645213,0.681016615505872,0.5381319237182925,0.4279497142060392,0.44274129849672533,16.383038012737007
2024-10-16,9.007974210005418,1.4896232233967095,2.394224194643428,1.4013768327645213,0.681016615505872,0.5381319237182925,0.4279497142060392,0.4421375603624116,16.38243427460269
2024-10-21,9.007974210005418,1.4896232233967095,2.394224194643428,1.4013768327645213,0.681016615505872,0.5405468762555474,0.4279497142060392,0.4421375603624116,16.38484922713995
2024-10-22,9.007974210005418,1.4896232233967095,2.394224194643428,1.4013768327645213,0.6898714414758065,0.5405468762555474,0.4279497142060392,0.4421375603624116,16.393704053109882
2024-10-28,9.007974210005418,1.4896232233967095,2.394224194643428,1.4013768327645213,0.6898714414758065,0.5483954720016256,0.4279497142060392,0.4421375603624116,16.40155264885596
2024-10-30,9.007974210005418,1.4896232233967095,2.394224194643428,1.4013768327645213,0.6898714414758065,0.5081462630473779,0.4279497142060392,0.4421375603624116,16.36130343990171
