date,CINDA INTERNATIONAL SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,DBS BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.21907011765863,58.78092988234137
2024-03-06,0.0,0.0,58.88120538059335,0.0,0.0,0.0,0.0,16.94878478570927,24.170009833697385
2024-03-07,0.0,40.94515518585255,34.66581466889341,0.0,0.0,0.0,0.0,10.090325577793282,14.298704567460755
2024-03-08,0.0,35.71313099267649,30.302582667699124,0.0,0.0,0.0,12.583641080647032,8.805714470578167,12.59493078839919
2024-03-11,0.0,35.84680726715581,30.028062369815096,0.0,0.0,0.0,12.60061631859176,8.912592788361879,12.611921256075453
2024-03-12,0.0,35.874753545624934,30.051472337308738,0.0,0.0,0.0,12.610439796869684,8.84158077248009,12.621753547716551
2024-03-13,0.0,35.88396490733561,30.059188487366335,0.0,0.0,0.0,12.613677709630588,8.818174530220892,12.624994365446579
2024-03-14,0.0,35.852256780050574,30.317669053986336,0.0,0.0,0.0,12.602531892846343,8.810382531729424,12.417159741387321
2024-03-18,0.0,31.763974908492838,26.860503789838507,0.0,0.0,11.606850784863004,11.249627295928633,7.974081262366998,10.544961958510019
2024-03-19,0.0,31.74847402626359,27.039231067080244,0.0,0.0,11.618014272879593,11.244137455682269,7.994589993368222,10.355553184726077
2024-03-21,0.0,31.75775284766949,27.06291214385289,0.0,0.0,11.628189380568832,11.253985120420575,7.999907451057273,10.297253056430938
2024-03-22,0.0,31.779697938701556,27.08161302843494,0.0,0.0,11.636224636580762,11.261761795587919,7.993637687903475,10.24706491279135
2024-03-25,0.0,31.820188469001977,27.11611772621486,0.0,0.0,11.650206581480248,11.2761104123715,8.003822385997111,10.1335544249343
2024-03-26,0.0,31.90390881931387,26.740775987407527,0.0,0.0,11.680858800185916,11.305778367192035,8.208461762455038,10.160216263445614
2024-04-03,0.0,32.03271284448275,26.860372086054134,0.0,0.0,11.769638460229062,10.723708105790365,8.412332916669072,10.201235586774606
2024-04-24,0.0,33.59572039457479,23.291589410811277,0.0,0.0,12.34392743364519,11.246961843795898,8.822805171281944,10.698995745890901
2024-05-10,0.0,33.6163840928088,23.24440841782143,0.0,0.0,12.351519805188813,11.253879505416489,8.828231808409996,10.705576370354478
2024-06-26,0.0,28.821592098820233,19.928998197642148,14.263259191562675,0.0,10.589790521277537,9.648709502452782,7.569038223544497,9.17861226470013
2024-06-27,0.0,28.82202728748368,19.928876350661508,14.263171985218968,0.0,10.589725774721396,9.648650509717257,7.5689919460324635,9.178556146164727
2024-08-02,0.0,28.83084095409334,19.904390904795164,14.267533609105449,0.0,10.592964072691734,9.651601030441476,7.5713065150569845,9.18136291381585
2024-08-13,0.0,26.3030703162772,18.15925502849974,13.016614408081198,8.767592460591242,9.664216153301274,8.805387986170143,6.907485215874595,8.37637843120461
2024-08-14,0.0,25.29266394848283,17.461685250729587,12.51659407102913,12.272194943062065,9.292974871442478,8.467137736859112,6.642141019792433,8.054608158602365
2024-09-12,0.0,25.296396370169905,17.46426206007065,12.518441136536115,12.274005942751415,9.294346229596695,8.453630292926478,6.643121196148762,8.055796771799981
2024-10-23,0.0,25.304883244898463,17.436571536160645,12.522641040750452,12.278123839598434,9.297464458413959,8.456466463748905,6.6453499459111125,8.058499470518035
2024-10-24,0.0,25.30335518720764,17.43551861341133,12.521884850027638,12.277382414262448,9.296903022823313,8.455955812563833,6.6509872487829895,8.05801285092081
2024-11-01,47.336980063334224,13.325510986884515,9.18207064344188,6.594402715016385,6.465640348523731,4.896029892401925,4.45316169540614,3.5026107408116847,4.2435929141795175
2024-11-12,47.33865274985617,13.325981853479638,9.182395098567415,6.594635733018948,6.465868816614688,4.896202897169047,4.449785478578759,3.5027345081024994,4.2437428646128295
2024-11-18,47.245663839166426,13.29980517830102,9.360791180007697,6.581681667839918,6.453167692628399,4.886585120838791,4.441044615026039,3.495853968682314,4.235406737509403
2024-11-20,47.245663839166426,13.29980517830102,9.360791180007697,6.581681667839918,6.524864109193537,4.886585120838791,4.441044615026039,3.495853968682314,4.163710320944265
2024-12-10,47.245663839166426,13.29980517830102,9.350563948918719,6.581681667839918,6.524864109193537,4.886585120838791,4.441044615026039,3.495853968682314,4.173937552033243
2025-01-06,47.22068434687357,13.345644873891068,9.345620165275612,6.578201833858635,6.52141431550914,4.884001509869118,4.438696568015611,3.4940056581671963,4.171730728540048
2025-01-24,47.59715771940091,13.45204485524921,9.420129401866415,6.6306474488219065,6.5734071842056805,4.922939880739442,4.474084684255332,3.5218620967587504,3.4077267287023565
