date,MIRAE ASSET SECURITIES (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,SOUTH CHINA SECURITIES LTD
2025-03-25,58.894230769230774,19.391025641025642,15.044070512820513,3.766025641025641,1.4022435897435899,0.3205128205128205,0.921474358974359,0.1201923076923077,0.08012820512820512,0.06009615384615385
2025-03-26,58.87064477372847,22.446936323588307,12.014417300760913,3.7645174209050865,1.4016820184221064,0.32038446135362436,0.92110532639167,0.12014417300760913,0.08009611533840609,0.060072086503804564
2025-03-28,58.87064477372847,22.206647977573088,12.014417300760913,3.7645174209050865,1.4016820184221064,0.5606728073688426,0.92110532639167,0.12014417300760913,0.08009611533840609,0.060072086503804564
2025-03-31,58.88243540957341,22.11095533747246,12.016823552974163,3.7652713799319044,1.4019627478469858,0.5607850991387944,1.001401962747847,0.12016823552974164,0.08011215701982777,0.06008411776487082
2025-04-01,58.88243540957341,20.708992589625474,13.41878630082115,3.7652713799319044,1.4019627478469858,0.5607850991387944,1.001401962747847,0.12016823552974164,0.08011215701982777,0.06008411776487082
2025-04-03,58.894230769230774,20.693108974358974,13.421474358974358,3.766025641025641,1.4022435897435899,0.5608974358974359,1.001602564102564,0.1201923076923077,0.08012820512820512,0.06009615384615385
2025-04-08,58.90603085553997,20.456822280104188,13.42416349428972,3.7868162692847123,1.402524544179523,0.7613704668403126,1.0018032458425166,0.12021638950110197,0.08014425966740132,0.060108194750550986
2025-04-09,58.88243540957341,20.60885239335069,13.358702183056279,3.785299419186862,1.4019627478469858,0.7610654916883637,0.8812337272181053,0.18025235329461245,0.08011215701982777,0.06008411776487082
2025-04-10,58.88243540957341,20.74904866813539,13.358702183056279,3.785299419186862,1.4019627478469858,0.7610654916883637,0.7410374524334068,0.18025235329461245,0.08011215701982777,0.06008411776487082
2025-04-11,58.88243540957341,20.789104746645304,13.318646104546364,3.785299419186862,1.4019627478469858,0.7610654916883637,0.7410374524334068,0.18025235329461245,0.08011215701982777,0.06008411776487082
2025-04-15,58.88243540957341,20.588824354095735,13.318646104546364,3.785299419186862,1.6022431403965551,0.7610654916883637,0.7410374524334068,0.18025235329461245,0.08011215701982777,0.06008411776487082
2025-04-16,58.894230769230774,21.013621794871796,12.880608974358973,3.786057692307692,1.6025641025641024,0.7612179487179487,0.7411858974358974,0.18028846153846154,0.08012820512820512,0.06009615384615385
2025-04-22,58.894230769230774,22.375801282051285,11.518429487179487,3.786057692307692,1.6025641025641024,0.7612179487179487,0.7411858974358974,0.18028846153846154,0.08012820512820512,0.06009615384615385
2025-04-25,58.894230769230774,22.556089743589745,11.338141025641026,3.786057692307692,1.6025641025641024,0.7612179487179487,0.7411858974358974,0.18028846153846154,0.08012820512820512,0.06009615384615385
2025-04-29,58.894230769230774,22.83653846153846,11.057692307692307,3.786057692307692,1.6025641025641024,0.7612179487179487,0.7411858974358974,0.18028846153846154,0.08012820512820512,0.06009615384615385
