date,MIRAE ASSET SECURITIES (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,SOUTH CHINA SECURITIES LTD
2025-01-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,99.39959973315544,0.0,0.600400266844563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17,99.46595460614152,0.0,0.5340453938584779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,99.4991652754591,0.0,0.5008347245409015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,99.4991652754591,0.0,0.4340567612687813,0.0,0.0,0.0,0.0667779632721202,0.0,0.0,0.0
2025-01-24,98.13084112149532,0.0,0.8344459279038717,0.0,0.0,0.0,0.23364485981308408,0.0,0.801068090787717,0.0
2025-01-27,98.19639278557113,0.0,0.6012024048096193,0.033400133600534405,0.0,0.0,0.23380093520374082,0.13360053440213762,0.8016032064128256,0.0
2025-02-03,98.0653769179453,0.0,0.733822548365577,0.033355570380253496,0.0,0.0,0.23348899266177453,0.13342228152101399,0.8005336891260841,0.0
2025-02-05,97.86950732356857,0.1997336884154461,0.7323568575233023,0.033288948069241014,0.0,0.0,0.2330226364846871,0.13315579227696406,0.7989347536617843,0.0
2025-02-06,73.42657342657343,25.124875124875125,0.5494505494505495,0.024975024975024976,0.0,0.0,0.17482517482517482,0.0999000999000999,0.5994005994005994,0.0
2025-02-07,73.46326836581709,25.087456271864067,0.5497251374312844,0.02498750624687656,0.0,0.0,0.17491254372813594,0.09995002498750624,0.5997001499250375,0.0
2025-02-10,73.57357357357357,24.274274274274273,0.5255255255255256,0.22522522522522523,0.0,0.0,0.7007007007007007,0.10010010010010009,0.6006006006006006,0.0
2025-02-11,73.9622641509434,23.647798742138367,0.5031446540880503,0.3270440251572327,0.12578616352201258,0.025157232704402514,0.7044025157232704,0.10062893081761005,0.6037735849056604,0.0
2025-02-12,74.03676655754218,21.88365650969529,0.503651473180559,1.8383278771090406,0.12591286829513976,0.02518257365902795,0.8813900780659782,0.1007302946361118,0.6043817678166709,0.0
2025-02-13,73.62885048835463,22.31404958677686,0.5008765339343851,1.828199348860506,0.12521913348359628,0.025043826696719257,0.8765339343851741,0.10017530678687703,0.6010518407212623,0.0
2025-02-14,73.62885048835463,22.28900576008014,0.5008765339343851,1.8532431755572252,0.12521913348359628,0.025043826696719257,0.8765339343851741,0.10017530678687703,0.6010518407212623,0.0
2025-02-17,73.70268237653548,19.127600902481827,0.5013787916771121,1.7548257708698924,0.42617197292554526,0.0250689395838556,3.76034093757834,0.1002757583354224,0.6016545500125344,0.0
2025-02-19,73.70268237653548,20.431185760842315,0.5515166708448233,1.7548257708698924,0.42617197292554526,0.22562045625470042,1.6545500125344699,0.1002757583354224,1.153171220857358,0.0
2025-02-20,73.70268237653548,16.69591376284783,3.9608924542491852,1.88017046878917,0.5013787916771121,0.22562045625470042,1.779894710453748,0.1002757583354224,1.153171220857358,0.0
2025-02-21,73.73965387509406,11.838475043892652,8.72836719337848,1.8811136192626037,0.5016302984700276,0.2257336343115124,1.8309505894156006,0.1003260596940055,1.1537496864810635,0.0
2025-02-24,73.70268237653548,9.726748558535974,10.704437202306343,1.88017046878917,0.5013787916771121,0.22562045625470042,1.9303083479568814,0.1002757583354224,1.153171220857358,0.0752068187515668
2025-02-25,73.72116349047143,4.287863590772317,15.446339017051153,1.9307923771313942,0.5015045135406219,0.22567703109327986,2.5576730190571713,0.10030090270812438,1.1534603811434303,0.07522567703109327
2025-02-27,73.77666248431619,1.8820577164366372,18.293601003764117,1.932245922208281,0.5018820577164366,0.2258469259723965,2.5595984943538266,0.10037641154328732,0.6524466750313677,0.0752823086574655
2025-02-28,73.72116349047143,3.5356068204613846,18.27983951855567,1.8304914744232699,0.5015045135406219,0.025075225677031094,1.2788365095285856,0.10030090270812438,0.6519558676028084,0.07522567703109327
2025-03-03,73.64729458917836,3.3316633266533064,18.261523046092183,1.8286573146292586,0.6513026052104208,0.17535070140280562,1.277555110220441,0.1002004008016032,0.6513026052104208,0.07515030060120241
2025-03-04,74.07407407407408,1.7132779037540944,18.669690098261526,1.8392542202066011,1.6628873771730914,0.1763668430335097,1.0330057949105569,0.10078105316200556,0.655076845553036,0.07558578987150416
2025-03-05,74.14880201765448,1.614123581336696,18.688524590163937,1.9167717528373267,1.7654476670870116,0.17654476670870115,0.9331651954602775,0.025220680958385876,0.6557377049180327,0.07566204287515763
2025-03-06,59.21450151057401,21.73212487411883,14.924471299093655,1.5307150050352467,1.4098690835850958,0.32225579053373615,0.7452165156092648,0.02014098690835851,0.04028197381671702,0.060422960725075525
2025-03-07,59.21450151057401,20.362537764350453,16.535750251762334,1.5307150050352467,1.1681772406847934,0.32225579053373615,0.7452165156092648,0.02014098690835851,0.04028197381671702,0.060422960725075525
2025-03-10,59.154929577464785,18.832997987927566,18.128772635814887,1.529175050301811,1.1670020120724347,0.32193158953722334,0.744466800804829,0.02012072434607646,0.04024144869215292,0.060362173038229376
2025-03-11,58.894230769230774,19.190705128205128,18.048878205128204,1.5224358974358974,1.1618589743589745,0.3205128205128205,0.7411858974358974,0.02003205128205128,0.04006410256410256,0.06009615384615385
2025-03-12,58.894230769230774,19.471153846153847,17.648237179487182,1.5224358974358974,1.1618589743589745,0.3205128205128205,0.78125,0.02003205128205128,0.1201923076923077,0.06009615384615385
2025-03-13,58.91783567134269,18.236472945891784,18.857715430861724,1.5230460921843687,1.1623246492985972,0.32064128256513025,0.781563126252505,0.02004008016032064,0.12024048096192384,0.06012024048096192
2025-03-14,58.91783567134269,18.196392785571142,18.857715430861724,1.56312625250501,1.1623246492985972,0.32064128256513025,0.781563126252505,0.02004008016032064,0.12024048096192384,0.06012024048096192
2025-03-17,58.91783567134269,19.218436873747493,17.755511022044086,1.56312625250501,1.1623246492985972,0.32064128256513025,0.8016032064128256,0.12024048096192384,0.08016032064128256,0.06012024048096192
2025-03-18,58.894230769230774,19.210737179487182,17.78846153846154,1.5625,1.1618589743589745,0.3205128205128205,0.8012820512820512,0.1201923076923077,0.08012820512820512,0.06009615384615385
2025-03-19,58.894230769230774,18.970352564102562,17.828525641025642,1.5625,1.1618589743589745,0.3205128205128205,1.001602564102564,0.1201923076923077,0.08012820512820512,0.06009615384615385
2025-03-20,58.894230769230774,21.454326923076923,15.344551282051283,1.5625,1.1618589743589745,0.3205128205128205,1.001602564102564,0.1201923076923077,0.08012820512820512,0.06009615384615385
2025-03-21,58.894230769230774,21.955128205128204,15.044070512820513,1.5625,1.1618589743589745,0.3205128205128205,0.8012820512820512,0.1201923076923077,0.08012820512820512,0.06009615384615385
2025-03-24,58.894230769230774,19.51121794871795,15.044070512820513,3.766025641025641,1.4022435897435899,0.3205128205128205,0.8012820512820512,0.1201923076923077,0.08012820512820512,0.06009615384615385
