date,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,CAITONG INTERNATIONAL SECURITIES CO LTD,SOOCHOW SECURITIES INTERNATIONAL,HANG SENG BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,YUE XIU SECURITIES CO LTD,DBS BANK LTD
2024-03-01,50.82331855117798,0.0,25.210806858032107,16.789909144925538,0.0,0.0,0.0,7.175965445864378,0.0,0.0
2024-03-04,50.719843782310015,0.0,25.25228458256898,16.780419004611264,0.0,0.0,0.0,7.2474526305097475,0.0,0.0
2024-03-05,50.750231279690496,0.0,25.22828127174634,16.76925603077323,0.0,0.0,0.0,7.252231417789937,0.0,0.0
2024-03-06,50.704285290363934,0.0,25.22687274239756,16.814805123015265,0.0,0.0,0.0,7.2540368442232355,0.0,0.0
2024-03-07,50.722136320622646,0.0,25.198505524319003,16.827778668488342,0.0,0.0,0.0,7.251579486570014,0.0,0.0
2024-03-08,50.69762262964264,0.0,25.200279756125926,16.862574251074193,0.0,0.0,0.0,7.239523363157238,0.0,0.0
2024-03-11,50.735057765012826,0.0,25.182231568928888,16.86180027226029,0.0,0.0,0.0,7.220910393798001,0.0,0.0
2024-03-12,50.24100060106404,0.0,24.92097746651994,16.686124973387,1.0025451171784456,0.0,0.0,7.149351841850581,0.0,0.0
2024-03-13,47.05951225616822,0.0,23.334706851122142,15.6275423441036,0.982223746210737,0.0,6.3010728554848585,6.694941946910444,0.0,0.0
2024-03-14,47.06422407954853,0.0,23.295514515545186,15.604076653358351,1.0502072942050944,0.0,6.296535217136562,6.68944224020627,0.0,0.0
2024-03-15,46.86017280877814,0.0,23.34664226937206,15.661165441055166,1.0865928227022048,0.0,6.325690936550865,6.719735721541562,0.0,0.0
2024-03-18,47.037197571273104,0.0,23.25792540794708,15.605174483368845,1.10655097818839,0.0,6.3044601637007505,6.688691395521833,0.0,0.0
2024-03-19,47.03446753311963,0.0,23.227406821043452,15.615443070158175,1.1263555547266286,0.0,6.30600094246285,6.6903260784892655,0.0,0.0
2024-03-20,46.96693578416757,0.0,23.28491164162653,15.606150034622917,1.159905852702022,0.0,6.299096183916871,6.68300050296409,0.0,0.0
2024-03-21,46.96499956399669,0.0,23.28114326586939,15.605501621682222,1.1666571068426037,0.0,6.298902949701106,6.682795491907989,0.0,0.0
2024-03-22,46.96920694478022,0.0,23.27130657355853,15.60631824577959,1.170960151589742,0.0,6.299232566528581,6.682975517763337,0.0,0.0
2024-03-25,46.94365728983797,0.0,23.297443542844782,15.608956279911704,1.1707634832500864,0.0,6.298174580389359,6.681004823766097,0.0,0.0
2024-03-26,46.946981450172196,0.0,23.27908702603275,15.615786842053964,1.1868253654930372,0.0,6.295183301387795,6.676136014860254,0.0,0.0
2024-03-27,47.03153344038562,0.0,23.150110470921128,15.62156169204936,1.2545288773786325,0.0,6.281822126914164,6.660443392351096,0.0,0.0
2024-03-28,47.024467854394516,0.0,23.12899596663946,15.634267973564134,1.2713961739707762,0.0,6.281556400116928,6.659315631314186,0.0,0.0
2024-04-02,47.08519930911092,0.0,23.04454691231121,15.645207717397499,1.2727816998749313,0.0,6.28840183452121,6.6638625267842295,0.0,0.0
2024-04-03,47.309069343875024,0.0,22.824459420508493,15.644823460739953,1.272750439513892,0.0,6.288247387209682,6.660649948152951,0.0,0.0
2024-04-05,47.15395317518627,0.0,22.93726622330831,15.646059968875397,1.3198250017714934,0.0,6.286566351556049,6.656329279302479,0.0,0.0
2024-04-08,47.170515761368456,0.0,22.895631727633486,15.65627101392502,1.3507618722456223,0.0,6.280812362469064,6.646007262358348,0.0,0.0
2024-04-09,47.20972452968525,0.0,22.82456089782065,15.659179393579128,1.3780127457211067,0.0,6.281639713677581,6.646882719516276,0.0,0.0
2024-04-10,47.205472720074596,0.0,22.77130923236873,15.669767591963463,1.4230916577586006,0.0,6.282696409797915,6.6476623880367,0.0,0.0
2024-04-11,44.65724051257614,0.0,22.752199750610476,15.679270188350932,3.9790951519175373,0.0,6.283588303797711,6.6486060927472,0.0,0.0
2024-04-12,44.48665194325614,0.0,22.797066871540412,15.72083261430515,4.03457019366987,0.0,6.297525484140238,6.663352893088183,0.0,0.0
2024-04-15,44.640750984905196,0.0,22.535801833171824,15.782569081147424,4.134944360667922,0.0,6.288936893345322,6.616996846762309,0.0,0.0
2024-04-16,44.7012744976474,0.0,22.440070442865338,15.795938495210219,4.1578101694729375,0.0,6.288931566543299,6.615974828260812,0.0,0.0
2024-04-17,44.61900666779236,0.0,22.414958614119058,15.800559044645048,4.269994884588788,0.0,6.2845031909789935,6.610977597875747,0.0,0.0
2024-04-18,44.55882573964576,0.0,22.29946852468138,15.804334673054063,4.460869216857025,0.0,6.275583490238676,6.600918355523088,0.0,0.0
2024-04-19,44.520761937571706,0.0,22.28014366675725,15.815930910335348,4.498216246380633,0.0,6.2801856528157,6.604761586139361,0.0,0.0
2024-04-22,44.35042006900753,0.0,22.26928555653452,15.850045161087484,4.631307136291847,0.0,6.2870068046580085,6.611935272420612,0.0,0.0
2024-04-23,44.26596928574554,0.0,22.211528177012514,15.850171643538449,4.78155025353717,0.0,6.283028880802178,6.607751759364146,0.0,0.0
2024-04-24,44.24118377620174,0.0,22.228739709682145,15.846342233617664,4.784635634144211,0.0,6.287083117280809,6.612015529073435,0.0,0.0
2024-04-25,44.21554383558338,0.0,22.229041047365623,15.847417106008937,4.806645543185036,0.0,6.288181640790702,6.613170827066317,0.0,0.0
2024-04-26,44.181870027035444,0.0,22.27889345946505,15.842188426524773,4.803673304105068,0.0,6.284293278512523,6.609081504357139,0.0,0.0
2024-04-29,44.175393968042734,0.0,22.28075278919422,15.846245000044757,4.80382535235505,0.0,6.284492192080303,6.609290698282934,0.0,0.0
2024-04-30,44.23109355282804,0.0,22.245359775353908,15.830401433811112,4.802613917742755,0.0,6.28290736107506,6.607623959189121,0.0,0.0
2024-05-02,44.26828439435581,0.0,22.172175446018933,15.832644709001539,4.823501026768622,0.0,6.289176900028087,6.614217523827007,0.0,0.0
2024-05-03,44.28973855219478,0.0,22.11480900377257,15.840597592561373,4.84221548609125,0.0,6.293682929276735,6.618956436103293,0.0,0.0
2024-05-06,44.304726615356465,0.0,22.035932766054025,15.841601398748844,4.906216250665253,0.0,6.2931387923627815,6.618384176812636,0.0,0.0
2024-05-07,44.34137473905663,0.0,22.010393291811976,15.822321505210892,4.923197609071214,0.0,6.2888446999955745,6.613868154853707,0.0,0.0
2024-05-08,44.4845467776512,0.0,21.830031340207604,15.818745124568654,4.979457611838665,0.0,6.287153942631725,6.600065203102156,0.0,0.0
2024-05-09,44.47185362785997,0.0,21.803514200819624,15.816364516383832,5.02848674309545,0.0,6.2849292674077475,6.594851644433382,0.0,0.0
2024-05-10,43.988369473871956,0.0,22.00218242015825,15.911637313016994,5.134895765023898,0.0,6.325496109568844,6.637418918360065,0.0,0.0
2024-05-13,44.13420218991045,0.0,21.849473613514437,15.829254884318422,5.294602446432582,0.0,6.290685715970603,6.601781149853507,0.0,0.0
2024-05-14,43.97207925101049,0.0,21.81995282044277,15.900888689843482,5.42535294545466,0.0,6.289992791601377,6.591733501647219,0.0,0.0
2024-05-16,43.96364446193617,0.0,21.923217799966338,15.859652020356696,5.428879704802557,0.0,6.2744830387970145,6.550122974141229,0.0,0.0
2024-05-17,43.9722652823382,0.0,21.859562939617383,15.882214569151326,5.458315632510744,0.0,6.277694935052024,6.549946641330323,0.0,0.0
2024-05-20,44.06762898417204,0.0,21.804737352911655,15.872622576815893,5.449682827404613,0.0,6.267766209683477,6.5375620490123225,0.0,0.0
2024-05-21,44.03925170969378,0.0,21.760857131572045,15.904276453188453,5.4739113490728215,0.0,6.276194853299602,6.5455085031732985,0.0,0.0
2024-05-22,44.21500922236925,0.0,21.435650946892707,15.97009330031118,5.511074474047389,0.0,6.299356329146197,6.568815727233275,0.0,0.0
2024-05-23,44.2265746791289,0.0,21.387021992073095,15.984870215640301,5.538532088700522,0.0,6.296824953864209,6.5661760705929755,0.0,0.0
2024-05-24,44.22421954124562,0.0,21.34334948705495,15.96715598991128,5.613426188522438,0.0,6.291448533734835,6.560400259530877,0.0,0.0
2024-05-27,44.078782019617826,0.0,21.467540107221584,15.967764115192823,5.644564220290247,0.0,6.2949381281675505,6.546411409509973,0.0,0.0
2024-05-28,43.95493314573469,0.0,21.46164059144475,16.010079082563383,5.72530802074697,0.0,6.298217437356511,6.549821722153693,0.0,0.0
2024-05-29,43.87640945285351,0.0,21.653345852938994,15.958859656738552,5.7062079441886,0.0,6.277206090054523,6.527971003225824,0.0,0.0
2024-05-30,43.8661665314551,0.0,21.648722483695508,15.967010230218321,5.708278090671097,0.0,6.279483388084025,6.530339275875953,0.0,0.0
2024-05-31,43.80769214401145,0.0,21.715191462572385,15.969100988785046,5.705169241485952,0.0,6.276063448392215,6.526782714752957,0.0,0.0
2024-06-03,43.7842331665853,0.0,21.711457170959896,15.981696359422715,5.709669101634473,0.0,6.2810135921312735,6.531930609266341,0.0,0.0
2024-06-04,43.765553426193186,0.0,21.730744018853507,15.97231064724531,5.724019370084921,0.0,6.278313258010167,6.529059279612907,0.0,0.0
2024-06-05,43.7532922576543,0.0,21.73316714712714,15.979906576070157,5.724868175867657,0.0,6.279244259157207,6.529521584123535,0.0,0.0
2024-06-06,43.73546284121542,0.0,21.718083061477092,15.999833054380957,5.74319376868435,0.0,6.280844160527745,6.5225831137144334,0.0,0.0
2024-06-07,43.67684388742678,0.0,21.673818921324173,16.024821279990558,5.825514177437934,0.0,6.278673169189335,6.520328564631218,0.0,0.0
2024-06-11,43.64833438746953,0.0,21.69383338012413,16.03328166786761,5.825525016547863,0.0,6.278684851459195,6.520340696531672,0.0,0.0
