date,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,SDICS INTERNATIONAL SECURITIES (HONG,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,TOTAL_CCASS_PCT
2024-03-01,44.651462401722995,30.290107238472235,6.377880856112991,0.0,0.4045248552953669,0.0,0.0,0.8228097377119468,0.0,0.0,82.54678508931553
2024-03-04,44.65285834650341,30.290107238472235,6.378379407820282,0.0,0.41050747578285085,0.587493331870915,0.0,0.823208579077779,0.8130381242490565,0.0,83.95559250377653
2024-03-05,44.65365602923507,30.290107238472235,6.383863476600475,0.0,0.41030805509993473,0.5878921732367473,0.0,0.823208579077779,0.8130381242490565,0.0,83.96207367597131
2024-03-06,44.653556318893614,30.290107238472235,6.383863476600475,0.0,0.4066187724659863,0.5888892766513278,0.0,0.8239065514679854,0.8130381242490565,0.0,83.95997975880069
2024-03-07,44.653456608552155,30.290107238472235,6.378877959527572,0.0,0.4037271725637025,0.5893878283586182,0.0,0.8245048135167339,0.8130381242490565,0.0,83.95309974524008
2024-03-08,44.65395516025944,30.28970839710641,6.375088966552165,0.0,0.4063196414416121,0.5894875387000763,0.0,0.8284932271750565,0.8130381242490565,0.0,83.95609105548381
2024-03-11,44.65415458094236,30.28970839710641,6.36561648411365,0.0,0.4287544682696766,0.5888892766513278,0.0,0.832481640833379,0.8130381242490565,0.0,83.97264297216586
2024-03-12,44.65614878777152,30.291702603935565,6.370502290845096,0.0,0.44680204007358626,0.5892881180171602,0.0,0.8162288551757145,0.8112433381028115,0.0,83.98191603392145
2024-03-13,44.66193198757609,30.28970839710641,6.3595341532847085,4.997083472512352,0.4447081229029669,0.5901855110902827,0.0,0.7896061940064114,0.8322822201504629,0.0,88.96504005862968
2024-03-14,44.664524456454004,30.291702603935565,6.367510980601352,4.997083472512352,0.44371101948838626,0.5910829041634054,0.0,0.7889082216162049,0.7995772281522179,0.0,88.94410088692348
2024-03-15,44.664424746112545,30.291702603935565,6.302699258653612,4.997183182853809,0.44580493665900556,0.6558946261111471,0.0,0.7899053250307856,0.7995772281522179,0.0,88.94719190750868
2024-03-18,44.662430539283385,30.291702603935565,6.302100996604863,4.998279996609849,0.4506907433904507,0.6564928881598955,0.0,0.7901047457137017,0.7995772281522179,0.0,88.95137974184992
2024-03-19,44.66292909099067,30.291702603935565,6.289238362556773,4.999277100024429,0.46594642563353456,0.6564928881598955,0.0,0.790603297420992,0.7995772281522179,0.0,88.95576699687409
