date,UBS SECURITIES HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,DAIWA CAPITAL MARKETS HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,1.389180773635159,0.7384445807367505,14.974327733435125,17.101953087807033
2024-03-04,0.0,0.0,0.0,0.0,1.389180773635159,0.7358712295043297,14.99062562457379,17.11567762771328
2024-03-05,0.0,12.361629531778744,0.0,7.97957616905202,1.389609665507229,0.7172144330692789,14.99062562457379,37.43865542398106
2024-03-06,0.0,12.361629531778744,0.0,7.984830094484879,1.389609665507229,0.7339412160800141,14.972183274074775,37.44219378192564
2024-03-07,0.0,12.361629531778744,0.0,7.997589627678966,1.389609665507229,0.6987720825702632,14.99362786767828,37.44122877521348
2024-03-08,0.0,12.373209612324636,0.0,7.997589627678966,1.3868218683387732,0.7352278916962244,14.975399963115299,37.4682489631539
2024-03-11,0.0,12.386934152230882,0.0,7.999412418135264,1.3915396789315446,0.7412323779052064,14.904203912351658,37.423322539554555
2024-03-12,0.0,12.3748179568449,0.0,7.999412418135264,1.3915396789315446,0.7802615382635884,14.942160843029864,37.48819243520516
2024-03-13,0.0,12.3748179568449,0.0,7.999412418135264,1.3915396789315446,0.7786531937433253,14.903882243447605,37.44830549110264
2024-03-14,0.0,12.378249091821461,0.0,8.024180923747313,1.3881085439549836,0.7441273980416797,14.995021766262507,37.52968772382795
2024-03-15,0.0,12.3748179568449,0.0,8.024180923747313,1.388001320986966,0.7324400945277686,14.926077397827234,37.445517693934185
2024-03-18,0.0,12.3748179568449,0.0,8.001985769367685,1.3931480234518077,0.7357640065363121,14.92146681020248,37.42718256640318
2024-03-19,0.0,12.3748179568449,0.0,8.001985769367685,1.3931480234518077,0.7228972503742082,14.931331323260094,37.42418032329869
2024-03-20,0.0,12.3748179568449,0.0,8.001985769367685,1.3961502665562986,0.732332871559751,14.933904674492512,37.43919153882115
2024-03-21,0.0,12.3748179568449,0.0,8.001985769367685,1.396043043588281,0.7258994934786991,14.930366316547936,37.4291125798275
2024-03-22,0.0,12.3748179568449,0.0,8.001985769367685,1.3768501323131426,0.7296522973593128,14.905597810935886,37.388903966820926
2024-03-25,0.0,12.3748179568449,0.0,8.001985769367685,1.3768501323131426,0.7117460617003847,14.905597810935886,37.370997731162
2024-03-26,0.0,12.387255821134934,0.0,8.001985769367685,1.3768501323131426,0.754635248907398,14.906026702807956,37.42675367453111
2024-03-28,0.0,12.387255821134934,0.0,8.001985769367685,1.3768501323131426,0.7632130863488006,14.910315621528655,37.43962043069322
2024-04-02,0.0,12.387255821134934,0.0,8.001985769367685,1.3768501323131426,0.7632130863488006,14.905168919063815,37.434473728228376
2024-04-05,0.0,12.387255821134934,0.0,8.001985769367685,1.3768501323131426,0.7632130863488006,14.879435406739608,37.40874021590417
2024-04-08,0.0,12.387255821134934,0.0,8.001985769367685,1.3768501323131426,0.7889465986730084,14.82099888917005,37.37603721065882
2024-04-09,0.0,12.387255821134934,0.0,8.001985769367685,1.3768501323131426,0.7958088686261306,14.816709970449349,37.37861056189124
