date,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,MIRAE ASSET SECURITIES (HK) LTD,EVERBRIGHT SECURITIES INVESTMENT,PHILLIP SECURITIES (HONG KONG) LTD,HANG SENG BANK LTD,MERRILL LYNCH FAR EAST LTD
2024-10-29,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-10-31,0.0,0.0,0.0,0.0,0.0,99.25925925925925,0.0,0.0,0.7407407407407408,0.0
2024-11-08,89.53258722843977,2.106649111257406,0.0,0.0,0.0,8.294930875576037,0.0,0.0,0.06583278472679394,0.0
2024-11-11,90.19091507570771,0.7899934167215273,0.0,0.0,0.0,8.953258722843977,0.0,0.0,0.06583278472679394,0.0
2024-11-18,90.84924292297563,0.13166556945358787,0.0,0.0,0.0,8.953258722843977,0.0,0.0,0.06583278472679394,0.0
2024-11-28,90.65174456879525,0.32916392363396973,0.0,0.0,0.0,8.953258722843977,0.0,0.0,0.06583278472679394,0.0
2024-11-29,89.86175115207374,0.32916392363396973,0.0,0.0,0.0,8.953258722843977,0.7899934167215273,0.0,0.06583278472679394,0.0
2024-12-02,89.79591836734694,0.32916392363396973,0.0,0.0,0.0,8.953258722843977,0.7899934167215273,0.06583278472679394,0.06583278472679394,0.0
2024-12-10,88.87425938117183,1.7774851876234363,0.0,0.0,0.0,8.426596445029624,0.7899934167215273,0.06583278472679394,0.06583278472679394,0.0
2024-12-13,88.96146309601568,1.7635532331809274,0.0,0.0,0.0,8.360548661005879,0.7838014369693012,0.06531678641410843,0.06531678641410843,0.0
2024-12-18,88.47158719790986,2.2534291312867407,0.0,0.0,0.0,8.360548661005879,0.7838014369693012,0.06531678641410843,0.06531678641410843,0.0
2025-01-14,88.21032005225344,2.2534291312867407,0.0,0.0,0.0,8.621815806662312,0.7838014369693012,0.06531678641410843,0.06531678641410843,0.0
2025-01-15,87.68778576094056,2.2534291312867407,0.0,0.0,0.0,9.14435009797518,0.7838014369693012,0.06531678641410843,0.06531678641410843,0.0
2025-01-16,87.42651861528414,2.2534291312867407,0.0,0.0,0.13063357282821686,9.274983670803397,0.7838014369693012,0.06531678641410843,0.06531678641410843,0.0
2025-01-21,82.06621704475782,2.1152667075413856,0.0,0.0,0.1226241569589209,8.706315144083385,0.7357449417535254,0.06131207847946045,0.06131207847946045,6.131207847946046
2025-01-22,77.32524552281917,1.9930675909878681,0.0,5.7770075101097635,0.11554015020219525,8.203350664355865,0.6932409012131715,0.05777007510109763,0.05777007510109763,5.7770075101097635
2025-01-23,78.07625649913345,3.3506643558636626,0.0,5.7770075101097635,0.11554015020219525,6.0947429231658,0.6932409012131715,0.05777007510109763,0.05777007510109763,5.7770075101097635
2025-01-24,78.55203097012769,3.3512451609175478,0.0,7.031836829028716,0.11556017796267405,4.362396718090946,0.6933610677760443,0.057780088981337026,0.057780088981337026,5.778008898133703
2025-01-27,78.20535043623967,3.3512451609175478,0.0,7.031836829028716,0.6933610677760443,4.131276362165598,0.6933610677760443,0.057780088981337026,0.057780088981337026,5.778008898133703
2025-02-03,78.65984773638635,3.370721218108909,0.0,7.072702969721625,0.6973905968501192,3.5741268088568603,0.6973905968501192,0.05811588307084326,0.05811588307084326,5.811588307084326
2025-02-04,78.4564421456384,3.951880048817342,0.0,7.072702969721625,0.6973905968501192,3.1963735688963797,0.6973905968501192,0.05811588307084326,0.05811588307084326,5.811588307084326
2025-02-11,79.84858342698291,4.0220027207665465,0.0,7.198201928195422,0.7097651860176258,1.4786774708700539,0.7097651860176258,0.05914709883480215,0.05914709883480215,5.914709883480215
2025-02-12,80.87887390584339,4.05133664537497,0.0,6.1095339484267805,0.7097232079488999,1.5081618168914124,0.7097232079488999,0.059143600662408334,0.059143600662408334,5.914360066240833
2025-02-13,80.16766326650252,4.015711103294642,0.0,6.055809590807832,0.7034822370735139,2.3742525501231095,0.7034822370735139,0.058623519756126154,0.058623519756126154,5.862351975612616
2025-02-14,79.58142806894126,4.66056982061203,0.0,6.055809590807832,0.7034822370735139,2.315629030366983,0.7034822370735139,0.058623519756126154,0.058623519756126154,5.862351975612616
2025-02-17,78.36925627664614,6.839175746091899,0.0,6.11676930364756,0.7105637138796779,1.2138796778777832,0.7105637138796779,0.059213642823306496,0.059213642823306496,5.921364282330649
2025-02-18,76.85930838465183,8.02344860255803,0.0,6.11676930364756,1.0362387494078635,1.2138796778777832,0.7105637138796779,0.059213642823306496,0.059213642823306496,5.921364282330649
2025-02-19,75.6158218853624,9.385362387494078,0.0,6.11676930364756,1.0362387494078635,1.09545239223117,0.7105637138796779,0.059213642823306496,0.059213642823306496,5.921364282330649
2025-02-20,75.58621506395073,9.414969208905733,0.0,6.11676930364756,1.0362387494078635,1.09545239223117,0.7105637138796779,0.059213642823306496,0.059213642823306496,5.921364282330649
2025-02-24,75.58621506395073,9.533396494552344,0.0,6.11676930364756,1.0362387494078635,0.9770251065845571,0.7105637138796779,0.059213642823306496,0.059213642823306496,5.921364282330649
2025-02-25,73.9639745702849,10.65457970331999,0.0,6.08076289145279,1.0301389215917118,1.5599246526960207,0.7063809748057452,0.05886508123381211,0.05886508123381211,5.88650812338121
2025-02-27,73.96309262445855,11.155283925710556,0.0,6.129472497478194,1.0383907909570995,0.6527027828873198,0.7120393995134398,0.3560196997567199,0.059336616626119984,5.933661662611998
2025-02-28,73.96309262445855,11.451967008841155,0.0,6.129472497478194,1.0383907909570995,0.6527027828873198,0.7120393995134398,0.059336616626119984,0.059336616626119984,5.933661662611998
2025-03-03,73.01370675844063,12.401352874859075,0.0,6.129472497478194,1.0383907909570995,0.6527027828873198,0.7120393995134398,0.059336616626119984,0.059336616626119984,5.933661662611998
2025-03-04,72.86536521687533,12.549694416424376,0.0,6.129472497478194,1.0383907909570995,0.6527027828873198,0.7120393995134398,0.059336616626119984,0.059336616626119984,5.933661662611998
2025-03-05,69.89853438556933,15.546193556043434,0.0,6.129472497478194,1.0383907909570995,0.6230344745742598,0.7120393995134398,0.059336616626119984,0.059336616626119984,5.933661662611998
2025-03-07,69.12715836942978,15.813208330860975,0.0,6.129472497478194,1.5427520322791195,0.6230344745742598,0.7120393995134398,0.059336616626119984,0.059336616626119984,5.933661662611998
2025-03-10,67.88282757410981,15.815938724200432,0.0,6.039876045138279,1.5202011343039232,2.075659241068818,0.7016312927556569,0.05846927439630475,0.05846927439630475,5.846927439630474
2025-03-12,67.66522904767456,15.76524070404476,0.0,6.020515211563119,1.835878307495046,2.069005711621401,0.6993822123790652,0.05828185103158877,0.05828185103158877,5.8281851031588765
2025-03-18,67.25725609045344,16.17321366126588,0.0,6.020515211563119,1.835878307495046,2.069005711621401,0.6993822123790652,0.05828185103158877,0.05828185103158877,5.8281851031588765
2025-03-19,65.93504111696149,18.754067325326865,0.0,6.111341182038691,1.8635745133999884,0.5916109566349169,0.7099331479619003,0.05916109566349169,0.05916109566349169,5.916109566349169
2025-04-01,65.25468851683132,19.434419925457018,0.0,6.111341182038691,1.8635745133999884,0.5916109566349169,0.7099331479619003,0.05916109566349169,0.05916109566349169,5.916109566349169
