date,FIRST FIDELITY CAPITAL (INTERNATIONAL),ZHESHANG INTERNATIONAL FINANCIAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA INDUSTRIAL SECURITIES,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD
2024-03-01,0.0,0.0,44.664505994762685,55.33549400523731,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,41.608889597671975,51.458461793934,0.0,0.0,0.0,6.932648608394029,0.0,0.0
2024-03-05,0.0,0.0,34.82941808080494,42.98209753957571,0.0,0.0,0.0,5.809029620399954,10.477651480109245,5.901803279110153
2024-03-06,0.0,0.0,34.87012327099207,42.80191931067385,0.0,0.0,0.0,5.802184457751633,10.441539744727832,6.084233215854614
2024-03-07,0.0,0.0,28.82104767792251,35.37306050342029,16.807614157076898,0.0,0.0,5.329920615872628,8.63105757889065,5.037299466817019
2024-03-08,0.0,0.0,28.81670189154039,35.36326185048899,16.80274046455504,0.0,0.0,5.325051343338195,8.628554836955663,5.063689613121724
2024-03-11,0.0,0.0,28.80092450549147,35.343956866936,16.794350862667525,0.0,0.0,5.374171473872298,8.624571767774718,5.062024523257995
2024-03-12,0.0,0.0,25.41978461509024,31.182652306090365,14.817028145112992,11.667395707476174,0.0,4.787424314846186,7.634408604704836,4.491306306679205
2024-03-13,0.0,0.0,25.443979859647648,31.20172626143202,14.815703032404064,11.670333148716997,0.0,4.769823082391864,7.605997555242061,4.492437060165345
2024-03-14,0.0,0.0,25.41808611993449,31.19724706065338,14.817619982792033,11.668657800215803,0.0,4.7995682121119945,7.607028681251392,4.491792143040911
2024-03-15,0.0,0.0,25.417875828128633,31.18616320197804,14.816436656747772,11.667725948360202,0.0,4.816066589360657,7.604298344149532,4.491433431275159
2024-03-18,0.0,0.0,25.293639094223575,31.094690809630027,14.773217876176522,11.63268386468542,0.0,5.145319204795952,7.582116998583934,4.478332151904573
2024-03-19,0.0,0.0,24.829750394035113,30.527937935101384,14.50870109149477,11.369201659337286,0.0,6.914875650482706,7.452826229652029,4.396707039896709
2024-03-20,0.0,0.0,24.83405595845355,30.522808918357992,14.508614948761789,11.369134156802318,0.0,6.915923102490794,7.4527819798728245,4.396680935260729
2024-03-21,0.0,0.0,24.87960872568599,30.439592146370657,14.522497116499075,11.380012399001856,0.0,6.917488865795275,7.459912968593622,4.400887778053524
2024-03-22,0.0,0.0,24.800479305690168,30.593734127594047,14.462432265139471,11.332944821867347,0.0,6.937211957068976,7.429058869603643,4.444138653036349
2024-03-25,0.0,0.0,24.757536038601433,30.560125753358534,14.44687079325612,11.320849189833865,0.0,6.927579816572436,7.414660537723432,4.5723778706541784
2024-03-26,0.0,0.0,24.797521298746954,30.520399584914998,14.432465017341991,11.309560543391308,0.0,6.964968087878185,7.407266968575183,4.5678184991513815
2024-03-27,0.0,0.0,24.796781029255506,30.51085633337382,14.432607085977537,11.309671871139761,0.0,6.974880333560816,7.4073398833759505,4.567863463316603
2024-03-28,0.0,0.0,24.78662365364012,30.43275651912814,14.438846656825355,11.314561320321404,0.0,7.046831328592784,7.410542258506157,4.569838262986041
2024-04-02,0.0,0.0,24.728486253267732,30.39105484657733,14.42074468403355,11.221319589193309,0.0,7.027976854942046,7.400746902329996,4.809670869656035
2024-04-03,0.0,0.0,24.719806961930615,30.380388086940112,14.416666387329988,11.217381090859686,0.0,6.985889321248652,7.3981493620754195,4.88171878961553
2024-04-05,0.0,8.701468053020998,22.593321309101338,27.755906675268903,13.178290652311214,10.16256476862052,0.0,6.384938292918766,6.761734259798555,4.461775988959705
2024-04-08,0.0,8.740826498291044,22.593788259136574,27.714336363674708,13.179461608027172,10.162774804582558,0.0,6.385070254356397,6.761874008709643,4.461868203221908
2024-04-09,0.0,8.757683145306427,22.619353787902817,27.588438638808636,13.204878144120496,10.182373672905957,0.0,6.401885459532965,6.774914254200112,4.470472897222592
2024-04-10,0.0,8.757691030073092,22.60794001708644,27.59674647325533,13.204890032810832,10.182382840358027,0.0,6.404952330483213,6.77492035382911,4.4704769221039555
2024-04-11,0.0,8.76574879104028,22.7038973350492,27.628806178894383,13.223798219877406,10.191751429261458,0.0,6.2380040490552755,6.758624960441535,4.489369036380461
2024-04-12,0.0,8.761074905004085,22.68890949080477,27.610381773395424,13.21674730759156,10.141283524758633,0.0,6.355278136764849,6.7406104940437,4.485714367636976
2024-04-15,0.0,8.756295647481984,22.66753063272385,27.595320022844337,13.209537434411336,10.135751349072999,0.0,6.347130319040783,6.736933420881272,4.551501173543437
2024-04-16,0.0,8.749868443302116,22.650892449924278,27.58316048882602,13.19984150845925,10.128311611304943,0.0,6.3020829522313955,6.729739644145691,4.656102901806302
2024-04-17,0.0,8.750679199932465,22.643995217684722,27.567724229122792,13.201064596451015,10.129250093505709,0.0,6.266412825601851,6.730363217068229,4.7105106206332135
2024-04-19,0.0,8.751190919797082,22.615630692929415,27.56933632708548,13.195089134251942,10.129842429068251,0.0,6.25706297127999,6.7307567934381956,4.7510907321496445
2024-04-22,0.0,8.74903422924774,22.61032700599233,27.56254199158839,13.191837265529804,10.127345976227343,0.0,6.233214942068321,6.729098029539733,4.7966005598063415
2024-04-24,0.0,8.748396871001454,22.608679866663465,27.560444151417858,13.19087625360042,10.126608209371957,0.0,6.232760858698646,6.728607821591423,4.803625967654784
2024-04-25,0.0,8.748396871001454,22.607330811421754,27.560444151417858,13.19087625360042,10.126608209371957,0.0,6.234109913940353,6.728607821591423,4.803625967654784
2024-04-26,0.0,8.747909079280761,22.606070275467644,27.558907440558265,13.190140758821201,10.126043571562759,0.0,6.23574081746298,6.7318299290039585,4.803358127842431
2024-04-29,0.0,8.743026293813196,22.60064287987586,27.54352499527526,13.182778470641404,10.120391558270548,0.0,6.228575084937552,6.677738639899521,4.903322077286659
2024-04-30,0.0,2.283483479809662,5.902783877682463,7.174927400955655,3.443047732454104,2.643220568702744,0.0,1.6267649016763728,1.7440764049271424,1.2982447141183158
2024-05-02,0.0,8.743002718707379,22.606873647788355,27.473163344083044,13.182742923979763,10.120364269172487,0.0,6.225412435243272,6.677720633732117,4.970720027293579
2024-05-03,0.0,8.742672680574948,22.614738447142038,27.480305177674293,13.182245290844449,10.119982237251602,0.0,6.2116957078288,6.66542488291826,4.9829355757656115
2024-05-06,0.0,8.741217666701646,22.619871209492757,27.47573172208045,13.180051413699525,10.118298002339605,0.0,6.2196482371193085,6.663075466159937,4.982106282406772
2024-05-07,0.0,8.718090647212211,22.564416480479604,27.40303798451988,13.145180378846167,10.09152758155585,0.0,6.203103018005527,6.645446677810179,5.2291972315705815
2024-05-08,0.0,8.719763084481901,22.564083713632524,27.4038127212322,13.147702088068058,10.093463492470116,0.0,6.204292991945332,6.636681532138583,5.230200376031282
2024-05-09,0.0,8.721566491292489,22.55972450157901,27.3763056919627,13.150421273814217,10.095551005700507,0.0,6.185850691841157,6.620121881690539,5.2904584621193775
2024-05-10,0.0,8.719510352909584,22.555840212119627,27.369851636607894,13.14732101814805,10.093170945886696,0.0,6.2065334495508235,6.618561165881739,5.289211218895583
2024-05-13,0.0,8.719869911718694,22.559728571210762,27.37098026320064,13.146518506492711,10.093587149134192,0.0,6.201052183088447,6.618834089689904,5.289429325464649
