date,HGNH INTERNATIONAL SECURITIES CO LTD,ABN AMRO CLEARING HONG KONG LTD,CHINA MERCHANTS BANK CO LTD,CMB WING LUNG BANK LTD,VALUABLE CAPITAL LTD,LONG BRIDGE HK LTD,EVERBRIGHT SECURITIES INVESTMENT,INTERACTIVE BROKERS HONG KONG LTD,ZINVEST GLOBAL LTD,CITIBANK N.A.
2025-03-24,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,0.0,99.23598659078506,0.3430264286271147,0.0,0.15592110392141575,0.148125048725345,0.11694082794106181,0.0,0.0,0.0
2025-03-28,0.0,99.235307817716,0.3415883859948762,0.0,0.15526744817948918,0.1475040757705147,0.11645058613461688,0.0,0.0038816862044872297,0.0
2025-03-31,0.0,99.20696324951645,0.3404255319148936,0.0,0.15473887814313345,0.1470019342359768,0.11605415860735009,0.0,0.003868471953578336,0.03094777562862669
2025-04-01,0.0,99.20696324951645,0.3404255319148936,0.0,0.15473887814313345,0.1470019342359768,0.11605415860735009,0.0,0.01934235976789168,0.015473887814313345
2025-04-02,0.0,99.19922630560929,0.3404255319148936,0.0,0.15473887814313345,0.1470019342359768,0.11605415860735009,0.0,0.027079303675048353,0.015473887814313345
2025-04-03,0.0,99.13222101115117,0.3689108744864593,0.0,0.16768676113020878,0.15930242307369832,0.12576507084765656,0.0,0.029345183197786538,0.016768676113020877
2025-04-07,0.0,99.00738467440299,0.421981394456699,0.0,0.19180972475304497,0.18221923851539273,0.14385729356478374,0.0,0.03356670183178287,0.019180972475304498
2025-04-08,1.6205354249043884,97.70208076748558,0.28521423478317237,0.0,0.12964283399235108,0.12316069229273352,0.0972321254942633,0.0,0.02916963764827899,0.012964283399235109
2025-04-09,10.912265386294195,84.52640768223483,1.9205587079877782,0.0,0.8729812309035356,0.8293321693583587,0.6547359231776516,0.0,0.19642077695329552,0.08729812309035355
2025-04-10,10.912265386294195,84.57005674378001,1.9205587079877782,0.0,0.8729812309035356,0.8293321693583587,0.6547359231776516,0.0,0.15277171540811874,0.08729812309035355
2025-04-11,10.967317394165386,84.49221320465014,1.9302478613731082,0.0,0.877385391533231,0.8335161219565694,0.6580390436499232,0.0,0.15354244351831542,0.08773853915332311
2025-04-14,10.964912280701753,84.47368421052632,1.9298245614035088,0.0,0.8771929824561403,0.8333333333333334,0.6578947368421052,0.0,0.17543859649122806,0.08771929824561403
2025-04-15,28.49002849002849,64.06695156695157,3.133903133903134,0.0,1.4245014245014245,1.3532763532763532,1.0683760683760684,0.0,0.3205128205128205,0.14245014245014245
2025-04-16,28.49002849002849,61.53846153846154,3.133903133903134,1.0683760683760684,1.4245014245014245,1.3532763532763532,1.0683760683760684,1.3888888888888888,0.39173789173789175,0.14245014245014245
2025-04-17,28.49002849002849,60.00712250712251,3.133903133903134,2.564102564102564,1.4245014245014245,1.3532763532763532,1.0683760683760684,1.3888888888888888,0.4273504273504274,0.14245014245014245
2025-04-22,27.77777777777778,61.00694444444444,3.0555555555555554,2.5,1.3888888888888888,1.3194444444444444,1.0416666666666665,1.3541666666666667,0.4166666666666667,0.1388888888888889
2025-04-23,36.45833333333333,52.326388888888886,3.0555555555555554,2.5,1.3888888888888888,1.3194444444444444,1.0416666666666665,1.3541666666666667,0.4166666666666667,0.1388888888888889
2025-04-24,16.221226633709254,78.94330295071836,1.3594932797775374,1.1123126834543489,0.6179514908079716,0.587053916267573,0.4634636181059787,0.4480148308357794,0.18538544724239148,0.061795149080797154
2025-04-25,15.699760765550238,79.62021531100478,1.3157894736842104,1.076555023923445,0.5980861244019139,0.5681818181818182,0.4485645933014354,0.43361244019138756,0.17942583732057416,0.05980861244019139
2025-04-28,15.004286939125464,80.52300657330666,1.2575021434695628,1.0288653901114604,0.5715918833952558,0.5430122892254929,0.42869391254644185,0.4144041154615604,0.17147756501857675,0.05715918833952558
2025-04-29,52.552552552552555,31.78178178178178,4.404404404404405,3.6036036036036037,2.002002002002002,1.9019019019019021,1.5015015015015014,1.4514514514514516,0.6006006006006006,0.20020020020020018
2025-04-30,45.992115637319316,40.297853701270256,3.8545773105562855,3.1537450722733245,1.7520805957074024,1.6644765659220324,1.314060446780552,1.2702584318878667,0.5256241787122208,0.17520805957074026
2025-05-02,45.992115637319316,40.25405168637757,3.8545773105562855,3.1537450722733245,1.7520805957074024,1.6644765659220324,1.314060446780552,1.2702584318878667,0.5694261936049059,0.17520805957074026
