date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HANG SENG BANK LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,BOCI SECURITIES LTD
2024-03-01,45.88818167847181,12.407114389778638,11.29565138991124,5.671422647341739,6.534967607357844,4.709923423054006,5.220998353572564,3.7859640976422755,1.935933434904526,2.549842977965356
2024-03-04,45.84363933033862,12.411423867468672,11.306022922142153,5.690436222309208,6.553252964271848,4.717176245155059,5.2201361609779156,3.7708249569235566,1.9370432051039992,2.5500441253089625
2024-03-05,45.74650145813011,12.42205446851226,11.33969244787313,5.734516773205913,6.549255557627218,4.760151332657965,5.2220718944474225,3.7795831119662906,1.8919926789383443,2.5541802766413455
2024-03-06,45.90231833219441,12.436076616585536,11.320057474153268,5.707421631406458,6.5532638068428835,4.640598006363793,5.217159532757119,3.740451398358443,1.9186628146106326,2.563990386727454
2024-03-07,45.86476411581174,12.478267204790349,11.435794132918877,5.567170157969358,6.553529739028312,4.653966800177611,5.218576588287732,3.739076942940642,1.899950833334391,2.588903484740994
2024-03-08,45.838580353739964,12.45656598320978,11.453728422256045,5.527556405858611,6.54575532065713,4.597372143750889,5.209944556726616,3.896149190169236,1.9053582151193422,2.568989408512384
2024-03-11,45.877259559925974,12.469515454690647,11.504204367266158,5.486495109281737,6.547866864470535,4.592698695249545,5.208124980506706,3.8982494240820453,1.8260453534494336,2.589540191077215
2024-03-12,45.854128963436004,12.459895028177414,11.530652774478623,5.470167794335358,6.621691276388085,4.563881616594622,5.206749236275913,3.842903558814517,1.88138970318038,2.568540048319085
2024-03-13,45.85199015871403,12.458105559736415,11.526093257185552,5.483356950647008,6.71087041468042,4.581983119763941,5.20710763290763,3.7722747388944433,1.8417045647815518,2.5665136026890014
2024-03-14,45.89162285458916,12.393870612204925,11.443654818079816,5.554099366760514,6.781916061465222,4.55954104079023,5.199744309934422,3.7624761991544444,1.8692579478589915,2.543816789162277
2024-03-15,46.118621615530536,12.380931052406103,11.275575309094481,5.4683120277876,6.871962033294906,4.530262645557164,5.198517001647264,3.760778607370633,1.850217698109845,2.5448220092014706
2024-03-18,46.08560920164832,12.398011277646043,11.227528242856955,5.4614645600756715,6.980490095814937,4.520965730875704,5.200290470913837,3.767479497059882,1.7953545903769579,2.5628063327316983
2024-03-19,45.81480858516554,12.489898712552518,11.19277876265437,5.470281110576971,7.098690668196475,4.579139691673482,5.213095887969105,3.7468683516566084,1.7925789543249322,2.6018592752299963
2024-03-20,45.74136812306243,12.49404021009035,11.110192996325363,5.518467942236865,7.191827626585086,4.611111748686027,5.2170907640239195,3.745516612877638,1.7665699170838212,2.6038140590285046
2024-03-21,45.66209521916005,12.507604333871411,11.113984375074953,5.480385138843698,7.285845086613066,4.637992056771992,5.218373820524952,3.7347146443273838,1.7541040442232374,2.6049012805892544
2024-03-22,45.6729313954146,12.513096878276208,11.05596826790552,5.4844480577235215,7.359553401819113,4.641640516681942,5.219060128348608,3.699584702914338,1.7468854716094064,2.606831179306741
2024-03-25,45.618118346426456,12.493750273042266,11.11060012187142,5.462220891642595,7.424807311669671,4.626624959220216,5.218357518921842,3.680288542306546,1.7614876009929992,2.60374443390599
2024-03-26,45.950704007343376,12.480089866567258,10.888918788839536,5.45381152907382,7.392160204725879,4.619581677617051,5.197641272985821,3.6674208860746296,1.7433401169487377,2.6063316498238924
2024-03-27,45.80113623361723,12.613117813729568,10.709095014162102,5.440217447633464,7.430822376899362,4.675531528067174,5.221800550261397,3.705540353559859,1.7608354072572083,2.641903274812633
2024-03-28,45.71207900882181,12.63105686617376,10.793844426537195,5.4044002540381415,7.442138018519596,4.673771414972338,5.225440485507807,3.6956194575618606,1.7752159786782165,2.646434089189275
2024-04-02,45.68645272046187,12.644779523445324,10.695520690746411,5.451474530527902,7.466209112075791,4.667629975137393,5.233709153705146,3.7283607444897657,1.770536040490748,2.655327508919643
2024-04-03,45.547323215722734,12.586092089823895,10.896629430555246,5.446034724230997,7.525565903541668,4.5865380820319475,5.219223142431885,3.717372676710643,1.834725155817287,2.6404955791336957
2024-04-05,45.800744138465625,12.572005218973162,10.829069570622101,5.330392020780904,7.52670383327659,4.5437637759696585,5.219001846091062,3.7280202864533543,1.8102210868366009,2.6400782225309416
2024-04-08,45.89427024167405,12.530297008013703,10.861682275089363,5.278640028310211,7.506527256426245,4.547758313692081,5.207128154400912,3.7295378838998854,1.8141319193905412,2.6300269191030106
2024-04-09,45.821019692361844,12.53000263001207,10.948549764395691,5.272639500547861,7.5002980736879445,4.542588620386341,5.201150836451738,3.732872925265006,1.824114128557904,2.626763828333603
2024-04-10,45.828555190188325,12.534371892820198,10.911183843774097,5.283613884607079,7.501258608741976,4.562839740961186,5.201986818577048,3.7402566539588955,1.8083707158121094,2.6275626505590854
2024-04-11,45.79273401678299,12.537426084599849,10.9438953822375,5.288171289070768,7.505994606828723,4.554148573920614,5.2059774573499915,3.7359864201100432,1.8061167857510791,2.629549383348446
2024-04-12,45.63314905125696,12.563990207227734,11.05920074438994,5.293949148046123,7.522009060723413,4.5033138227507745,5.213824501801228,3.74103873415216,1.8293446588053561,2.64018007084631
2024-04-15,45.45291567282649,12.591830386677746,11.099970885616967,5.379233155673481,7.52531884985959,4.525640657395587,5.216898599873128,3.7456912902337067,1.8117624205888714,2.65073808125443
2024-04-16,45.442184663982886,12.68580569476026,10.834551582945236,5.503082499564411,7.527844156539976,4.551308498528619,5.218297473526774,3.7444155918597746,1.8136433562562826,2.6788664820357773
2024-04-17,45.34299488808215,12.718649749960957,10.860072203933333,5.548642929045006,7.521851212112035,4.55085540145883,5.224336082947569,3.7206389394460366,1.8181242138189027,2.6938343791951733
2024-04-18,45.37704692796868,12.72971184371492,10.766575995000958,5.565150864334721,7.502339065370451,4.583967321581657,5.222731930744299,3.734436882436539,1.8241752689499693,2.6938638998978095
2024-04-19,45.356743746902254,12.748820104052283,10.77962261941699,5.584497022877921,7.50291006286853,4.616494078103604,5.219350276340104,3.680974632666457,1.815463198955077,2.6951242578167793
2024-04-22,45.28857105798825,12.729222853810636,10.876360520398325,5.577858299960605,7.500641770804652,4.609612443594234,5.215847618988517,3.6903583964435134,1.8278532147261193,2.6836738232851465
2024-04-23,45.32290104562713,12.72647953007205,10.829698683919036,5.5794767086883486,7.51083226804201,4.614710006274033,5.212066916459208,3.7143565244857824,1.8081451270889621,2.6813331893434436
2024-04-24,44.52377555942697,12.682444616399502,10.749519374848509,5.491119164446583,7.510555000270533,4.717569836043769,5.215055993536206,4.6287097551815055,1.8179604697058922,2.663290230140532
2024-04-25,44.76675656075631,12.639722330789061,10.736801359435633,5.363131319313737,7.484253061811439,4.702563189146203,5.209440260253138,4.5964273910271665,1.837265635352776,2.663638892114539
2024-04-26,45.281996542217485,12.506202860325955,10.501689806449653,5.365942459434334,7.463349185372069,4.637419879105266,5.203543233065675,4.5923897763120305,1.8708891818810696,2.576577075836465
2024-04-29,45.62020484578747,12.434302315353438,10.265115936567263,5.332573731019901,7.438272869599688,4.639594991150917,5.194616960254947,4.645012431820051,1.8671235911477209,2.563182327298605
2024-04-30,31.910715727018918,8.60010558816316,7.063958474300095,3.6838510047136377,5.168970841298585,3.2297238944118365,3.6145311862709852,3.2305287135432237,1.3357732212990556,1.7772266476732506
2024-05-02,45.817049731839404,12.281330939877646,10.339941491985371,5.317487889698849,7.416089862196521,4.690892355835126,5.1826421644385405,4.654678604080236,1.7802416703705704,2.519645289677734
2024-05-03,45.89943104989294,12.265475409271653,10.260194863011087,5.250030279542436,7.4805705473536985,4.719152619103097,5.179403743561893,4.626826604386617,1.792592695725342,2.526322188151242
2024-05-06,45.96776840174922,12.184233670922065,10.31545686064614,5.2322249678788255,7.485298202779613,4.703147762236138,5.165867577635849,4.606574434372158,1.8199852735765365,2.519442848203456
2024-05-07,46.3085028766476,12.093827039030732,10.114840860815793,5.21884342610163,7.485389651716814,4.691119348196021,5.153517027679409,4.6284816973985805,1.7953475921216266,2.5101304802917914
2024-05-08,46.32653301087931,12.080749807168562,10.06963272306065,5.199736121328588,7.505131112976751,4.733414926199305,5.151368426850434,4.6286263570635775,1.7902138459114894,2.514593668561336
2024-05-09,46.346522983811056,12.069417223401786,10.120468882459544,5.154807849498646,7.476129336856682,4.75199369978675,5.149506520951725,4.6363094481957825,1.7923528488444003,2.5024912061936315
2024-05-10,46.341462288444,12.076503261560605,10.187841984852351,5.115903684914224,7.435540966294115,4.743811061830123,5.1453517685617625,4.665156542481063,1.8028461304527048,2.485582310609047
2024-05-13,46.20672435627435,12.060934448401927,10.171632408115627,5.093019334937788,7.6201206616087145,4.729235373050003,5.1394428885047745,4.656167198255222,1.8195119197688132,2.503211411082776
2024-05-14,46.28315638380825,12.29757965767006,9.859220316180338,5.014610283627298,7.49059813109427,4.815668012226683,5.152965880343569,4.598014429010318,1.9701825810308653,2.518004325008352
2024-05-16,46.10643501939644,12.21597918996081,9.858631433347554,5.1294832002373685,7.474328390189579,4.9274986474982505,5.128562631605841,4.521252607601083,2.1205270330334205,2.517301847129655
2024-05-17,46.06458353430794,12.203991260981818,9.949631705773184,5.217543297016601,7.487119634028559,4.946124545078791,5.131983280358681,4.459896023895142,2.020398426329708,2.5187282922295804
2024-05-20,46.12853369142124,12.089125132568718,9.857216162598244,5.6411090710602485,7.461965711280872,5.0168992644002985,5.117692502274061,4.329149139426786,1.855255434731792,2.503053890237739
2024-05-21,46.28093329025683,11.876641557255569,9.66962209184427,5.953414945533335,7.490868342533702,5.046993153470376,5.113756190185104,4.212477297955743,1.8689376572575216,2.486355473707547
2024-05-22,46.12898795688119,11.832798071693281,9.805471745625299,6.057393570009211,7.472950810843634,5.042246796757626,5.099374600239383,4.22354914195854,1.8670925595666643,2.4701347464251717
2024-05-23,45.98485594348929,11.828170568252865,9.994083350490575,6.16168767005553,7.434161541914211,5.028734013918986,5.10140248492914,4.13683646146203,1.8831757622090977,2.446892203278268
2024-05-24,45.87444889429538,11.805893910552628,10.13864701732736,6.166326231964566,7.423784211824523,5.035081811831272,5.091237658962067,4.128724115614916,1.8897574322904727,2.4460987153368183
2024-05-27,45.766893575253995,11.805466036429166,10.264419559337913,6.154141402045869,7.420491235685697,5.039202694376091,5.089439104665945,4.113295998018825,1.899384677754146,2.447265716432353
2024-05-28,45.62652632524635,11.843259294436654,10.52672109066591,5.993447567968483,7.429369538425011,4.993799865362549,5.101434514552794,4.11581941791574,1.9121269466399047,2.4574954387866024
2024-05-29,45.51718643652101,11.879413633517172,10.524932158179224,6.035022999676209,7.419269469470496,5.025815846846029,5.1079435039058,4.115175860891875,1.9094641727185497,2.4657759182736414
2024-05-30,45.63532737266176,11.893165982821362,10.497601182799349,6.086097427241728,7.427752973840815,4.975118626647477,5.11343629948318,4.125437591729801,1.7775239266766163,2.468538616097913
2024-05-31,32.29839072458315,8.413778079402782,7.453063044478863,4.302624249530484,5.258168971970153,3.5135978121734808,3.619928989709287,3.1568556578766125,1.270539639237083,1.7501874367959362
2024-06-03,45.23378227397359,11.913003421319358,10.722743975945724,6.08167760677342,7.407706778900967,4.978499141426609,5.127548757803611,4.260840726194761,1.7998799149912759,2.4743174026706853
2024-06-04,45.175344624751745,11.951897807025096,10.633803785766121,6.153139202073773,7.371056463216005,5.007269461069744,5.140315390923258,4.2705334422805885,1.8123830365588158,2.484256786334853
