date,CHEER UNION SECURITIES LTD,CINDA INTERNATIONAL SECURITIES LTD,VISION CAPITAL INTERNATIONAL HOLDINGS,GLORY SUN SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,VALUABLE CAPITAL LTD
2024-03-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,62.820175896492515,0.0,0.0,0.0,37.17982410350749,0.0,0.0
2024-03-28,33.19537437201057,29.456947454195376,0.0,0.0,19.646525381192756,0.0,17.70115279260129
2024-04-03,26.435362546605585,23.458240800096167,0.0,20.97028687973569,15.645644342268108,0.0,13.490465431294455
2024-10-04,21.716657603540078,19.270951269873777,17.84997249327079,17.227096439942894,12.852901130778271,0.0,11.08242106259419
2024-10-18,21.777638084733482,19.325064195672265,17.900095303686665,17.275470211342306,12.888992140269456,0.0,10.832740064295825
2024-11-18,21.76948757433204,19.31783158687775,17.893396004506844,17.26900468468145,12.921594352358682,0.0,10.828685797243235
2025-04-25,19.44429107535454,17.25449618588252,15.982204406522072,15.424504252756172,11.541440324997119,10.680988659186873,9.672075095300704
