date,GRANSING SECURITIES CO LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,TIGER FAITH SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,KEE CHEONG SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-04-26,70.56796296921985,6.757441632597898,0.0,3.2548343863679876,0.0,7.894944307418545,7.803718845378473,0.0,3.3246612832381657,0.3964365757790767
2024-04-30,70.76551330670873,6.712085109239185,0.0,3.2329876609502075,0.0,7.841952769294449,7.751339620319719,0.0,3.302345873745679,0.3937756597420322
2024-05-02,70.54454617434845,6.691126451138049,0.0,3.5351451416846027,0.0,7.817466070412954,7.72713586332259,0.0,3.2920342139599197,0.3925460851334322
2024-05-03,70.5130920399951,6.688143037085753,0.0,3.578156524840878,0.0,7.813980448328521,7.723690517327864,0.0,3.2905663742461906,0.39237105817569756
2024-05-06,70.49737548896145,6.686652327512231,0.0,3.577358995219044,0.0,7.834527643735164,7.721968996222041,0.0,3.2898329451360175,0.39228360321405087
2024-05-09,70.82529143827685,6.617330789337274,0.0,3.5182142029976506,0.0,7.753305908173506,7.641914173219662,0.0,3.255726748353939,0.3882167396411201
2024-05-10,70.87026902027287,6.607129092290581,0.0,3.5127903007344927,0.0,7.741352919800465,7.630132913413573,0.0,3.250707513406966,0.38761824008104745
2024-05-13,71.91201898808949,6.443921770789703,0.0,3.189741276540903,0.0,7.550128341441935,7.355736701356445,0.0,3.1704095112285335,0.3780434105529959
2024-05-14,72.44836638517253,6.325710851756966,0.0,3.131226871619698,0.0,7.390538845136055,7.220798937280577,0.0,3.1122497390644273,0.371108369969742
2024-05-16,73.03958485933293,6.189970184976942,0.0,3.0640352415635865,0.0,7.231948499448062,7.06585096615118,0.0,3.0454653310086557,0.36314491751864725
2024-05-17,73.00080165745281,6.246681450479433,0.0,3.0921073179873195,0.0,7.298206161310137,6.922364160706292,0.0,3.0733672736358812,0.36647197842812673
2024-05-21,72.98560439674824,6.24538102028708,0.0,3.091463605042104,0.0,7.317504762103027,6.9209230673147974,0.0,3.072727461981243,0.3663956865235087
2024-05-22,72.8945535445104,6.237589795303094,0.0,3.087606948675032,0.0,7.308376043496794,7.037040887401108,0.0,3.0688941792891224,0.3659386013244482
2024-05-27,73.03471884663516,6.205334519241708,0.0,3.0716405870246453,0.0,7.270583611711534,7.00065156012452,0.0,3.0530245834669203,0.36404629179551357
2024-06-04,72.93816296388106,6.197130728472717,0.0,3.067579710593995,0.0,7.207263037213769,7.01205341926688,0.0,3.048988318408577,0.5288218221630052
2024-06-12,72.89299022491974,6.193292664044839,0.0,3.1689014131029434,0.0,7.202799368284148,6.966422031606437,0.0,3.047099990710061,0.5284943073318263
2024-06-19,72.58430892888346,6.167065812870667,0.0,3.578953860069277,0.0,7.172297540368584,6.936921195177355,0.0,3.034196379932368,0.5262562826982968
2024-07-03,72.58430892888346,6.167065812870667,0.0,3.70229517632669,0.0,7.172297540368584,6.813579878919941,0.0,3.034196379932368,0.5262562826982968
2024-07-10,72.58430892888346,6.167065812870667,0.0,3.784522720498299,0.0,7.172297540368584,6.731352334748332,0.0,3.034196379932368,0.5262562826982968
2024-07-12,69.86001879606272,5.935598753524262,0.0,3.6424791017460554,0.0,6.903101350348717,6.4391353811149035,3.792847603502003,2.920314586733937,0.5065044269674037
2024-07-17,69.86001879606272,5.935598753524262,0.0,3.6424791017460554,0.0,6.903101350348717,6.3006380768660035,3.9313449077509026,2.920314586733937,0.5065044269674037
2024-07-19,69.91777044660003,5.908710423949973,0.0,3.6259786301639667,0.0,6.930917327293318,6.291791816436063,3.913535870796199,2.9070855285833868,0.5042099561770643
2024-07-22,69.9191475532533,5.908826802438376,0.0,3.6260500477630164,0.0,6.9310538392602155,6.28994613119565,3.913612952148351,2.907142786799681,0.5042198871414081
2024-07-24,70.37366459130747,5.996222379900662,0.0,2.960135114877627,0.0,6.853682180226457,6.382978723404255,3.9714979562875388,2.950141410911126,0.5116776430848565
2024-07-25,70.00389365334505,5.990235915457804,0.0,2.9571797969310025,0.0,6.84683965136827,6.376606132004832,3.967532921338219,2.9471960704052393,0.9105158591495861
2024-07-26,70.01787443955145,5.991432251879812,0.0,2.957770388344667,0.0,6.8482070638986245,6.35790819128646,3.9683252948283956,2.9477846679248674,0.9106977022857313
2024-07-29,70.49583592661747,5.927506594351086,0.0,2.9262124220779864,0.0,6.7751400373432915,6.132005571856198,3.9259852009918697,2.9163332444207346,0.9009810023413651
2024-07-30,69.71158147997176,5.9652227513595735,0.0,2.944831631587843,0.0,6.8182496048039924,6.171022936281479,3.9509658689838245,2.93488959366891,1.5032361333426125
2024-07-31,69.7670716297026,5.9699710456404285,0.0,2.947175706197825,0.0,6.8236769051670105,6.096335432773151,3.9541108225625106,2.937225754455091,1.504432703501388
2024-08-07,69.21611403413522,5.922825582657967,0.0,2.647503035448111,0.0,6.67107588126709,6.344333336623792,4.317739849757658,2.9140301866677194,1.966378093442445
2024-08-08,70.18608049808314,6.005825650881355,0.0,1.2832447474049828,0.0,6.764561624776033,6.433240243035744,4.378246899492508,2.9548662202336264,1.9939341160926098
2024-08-09,70.22825836563405,6.00943481265587,0.0,1.2840159049708042,0.0,6.768626743988062,6.3770119086966535,4.3808779784261285,2.9566419278266878,1.9951323578017488
2024-08-13,70.29866757566947,6.0154597315099805,0.0,1.1850455671074662,0.0,6.775412810924076,6.383405351754008,4.385270144270776,2.9596061879029105,1.9971326308613135
2024-08-14,70.31276636282503,6.01666616527782,0.0,1.1852832345597304,0.0,6.776771657491251,6.3646300251697205,4.386149634487531,2.9601997533166875,1.997533166872236
2024-08-15,70.27048695669603,6.01304831484321,0.0,1.1845705180241124,0.0,6.772696751951736,6.420933425533408,4.3835122215207,2.958419770902859,1.9963320405279457
2024-08-16,70.11589652310431,5.999820005399838,0.0,1.181964541063768,0.0,6.577802665920022,6.806795796126116,4.373868783936482,2.9519114426567206,1.9919402417927463
2024-08-19,70.3141765525817,6.016786835270405,0.0,1.1853070065482696,0.0,6.59640396706812,6.6435354639444055,4.386237602912125,2.960259122953039,1.8972934487219342
2024-08-20,70.71126753461542,6.050765926120148,0.0,1.1920008874456691,0.0,6.633656377003056,6.116315890319783,4.4110083601415875,2.976976835651113,1.90800818870322
2024-08-21,70.5938261493817,6.0666727333394,0.0,1.1951345284678618,0.0,6.651095539984429,6.172839506172839,4.422604422604422,2.984802984802985,1.9130241352463575
2024-08-22,70.60810469149786,6.06789979874799,0.0,1.195376260353354,0.0,6.652440812694047,6.153861712563587,4.423498953287284,2.985406700984011,1.9134110698718663
2024-08-23,70.6652766672402,6.072813028208217,0.0,1.1963441665570185,0.0,6.657827349925608,6.0576309956376955,4.42708069756379,3.00806671997247,1.914960374894991
2024-08-26,71.23153399145838,6.001140216641162,0.0,1.1822246226783089,0.0,6.579250057510927,5.766095558156049,4.374831217931407,2.972564787309589,1.8923595483141795
2024-08-27,71.71828578809829,5.96178495841655,0.0,1.1744716368080603,0.0,6.536103576077344,5.430192466291074,4.346141234685665,2.9530708160689976,1.8799495235540187
2024-08-28,71.72256173299549,5.962140408406618,0.0,1.1745416604561039,0.0,6.530531127341383,5.430516221990361,4.346400357728424,2.9532468822974116,1.8800616087842201
2024-08-29,72.08319026830824,5.886103889733653,0.0,1.15956246627753,0.0,6.447245793888262,5.361259626232403,4.290969735615834,2.9155834600480697,1.8560847598960124
2024-09-02,46.20950726076703,23.373464068511854,8.191634603450417,0.5967481692937818,4.799553183567085,4.2785155765173135,6.667990567208639,2.7355094948491994,2.1184063547226013,1.0286707211120765
2024-09-03,46.159091472637556,23.347963004289717,8.182697314587518,0.5960971013414664,4.794316744774232,4.273847603461529,6.561531404200452,2.732524982022862,2.1160951176572693,1.2358352550273997
2024-09-04,50.749239633045676,18.832373086718924,8.160035607428105,0.5944462303108231,4.781039044534013,4.262011325140328,6.573032318686481,2.7249573452684155,2.1102346628421653,1.2126307460250736
2024-09-05,49.947627004514054,18.993939696236627,8.230042147791606,0.5995461007057884,4.822056512956081,4.498092126593011,6.6992543083023675,2.8580691822330846,2.128338778462229,1.2230341422051525
2024-09-09,50.192977619608534,19.08724092128017,8.27046941179419,0.6024911656349465,4.845743214455778,4.560286709606276,6.1005989824816425,2.972356582541791,2.138793513947019,1.229041878649658
2024-09-10,50.20296173795384,19.083414768598562,8.26881154626776,0.6023703926432634,4.844771855972337,4.559372572602671,6.099376080583327,2.971760755719261,2.138364779874214,1.2287955097847603
2024-09-12,49.74144639405578,19.117905464768935,8.283756306950824,0.603459095815448,4.853528127118006,4.567613023069006,6.491954715465521,2.96709089539875,2.1422295855611617,1.231016391796571
2024-09-13,49.94706727497291,19.196934943160336,8.317999647115167,0.6059536712625715,4.873591611423386,4.5864945933002295,6.105411740982532,2.979356237239432,2.1510851208630557,1.2361051596803871
2024-09-16,50.00252340457746,19.21824926190416,8.327235105604482,0.6268136970400464,4.879002750510989,4.591586969138762,5.980973529485983,2.982664210552878,2.153473466400868,1.237477604784375
2024-09-17,50.33823566256608,19.081502267431663,8.267982862726429,0.6023100243028587,4.8442863227519855,4.558915641520307,5.9785032445569115,2.9614411344674667,2.1381504772881015,1.2286723623881943
2024-09-20,50.79682263869927,18.90529973935708,8.191634603450417,0.5967481692937818,4.799553183567085,4.516817674072236,5.923296512349509,2.9340945761449673,2.1184063547226013,1.2173265483430558
2024-09-24,50.99146989739152,18.83051056990975,8.159228582024971,0.5943874397329707,4.780566201013722,4.498949190258376,5.899864012856966,2.922487328470763,2.1100259611818517,1.212510817159105
2024-09-27,50.915936304159985,18.802616960869027,8.147142328107641,0.593506974447599,4.773484754968522,4.4922849030983825,5.89112455252438,2.9181582520676463,2.1069003826688064,1.358844587088014
2024-10-03,50.51684017146356,18.65523576240049,8.083282302510716,0.5888548683404776,4.736068585425597,4.457072872014697,5.815554194733619,2.7973055725658296,2.0903857930189838,2.259399877526026
2024-10-08,50.24049785535417,18.882800684303174,8.181885800709097,0.59603798378499,4.793841271415467,4.313093496640468,5.757568244365656,2.8314283589120572,2.1158852552500433,2.2869610492648698
2024-10-09,50.235515779557225,18.8809281800828,8.181074447777474,0.5959788779532439,4.793365892356894,4.322582244589334,5.756997297766319,2.831147581624811,2.1156754344646354,2.2867342638272556
2024-10-17,50.84482209760757,18.649753899649827,8.080907020594069,0.5886818326517619,4.734676886157161,4.269657418517521,5.686509782795015,2.79648358106619,2.0897715307196902,2.2587359502412028
2024-11-04,50.83486350838536,18.646101113967436,8.079324274697026,0.5885665320112621,4.733749540947485,4.268821153139919,5.7049822499693965,2.795935855061819,2.0893622230383153,2.258293548781981
2024-11-18,50.735491753207086,18.60965180207697,8.063530849114233,0.5874160048869883,4.724496029321931,4.260476481368356,5.889309712889432,2.790470372632865,2.085277947464875,2.2538790470372634
2024-11-21,57.16982994792309,11.88636868474961,8.144729372855839,0.593331194313498,4.7720709825505345,4.30337882863983,5.928869363477059,2.818569982970111,2.106276377816719,2.2765752647037045
2024-11-22,61.53120770374315,10.685837271738889,7.322106103973907,0.5334043355743415,4.290088530919258,3.8687346069360316,5.294548359182587,2.5338924759812733,1.8935410148882823,2.046639597062282
2024-12-05,62.46308590714301,10.693429846570597,7.327308657326198,0.5337833337033995,4.293136754224305,3.8714834469436243,4.339098963074805,2.5356928747474297,1.8948864267158114,2.048093789550814
2024-12-10,62.65674414490125,10.650861401685207,7.298140080058385,0.5316584470442534,4.276046619634209,3.856071831390848,4.277594709954221,2.525598779220205,1.8873432558550987,2.0399407302563195
2024-12-13,62.93544351032773,10.571372127225235,7.243672761595364,0.5276905854204623,4.244133722589283,3.8272932809447506,4.245670259235683,2.5067497859823957,1.873257677195601,2.024716289483504
2024-12-16,62.601581010163635,10.664068554726423,7.307189831934633,0.5323177077566927,4.281348951528974,3.860853391200372,4.291756161289608,2.528730541839198,1.8896835765372777,2.0424702730231834
2024-12-19,59.32186656721002,10.565805927908558,7.239858713060267,4.107851955858801,4.241899036879401,3.8252780763914784,4.296088282398368,2.505429894034795,1.8722713411289793,2.0236502051293304
2024-12-20,59.31145671104871,10.563951830485424,7.238588255938932,4.107131106187896,4.241154664502402,3.824606813047007,4.312882493583978,2.5049902388734124,1.871942793217662,2.0232950931145672
2025-01-06,59.17646028932222,10.539907644496969,7.222112796270763,4.097783030223448,4.2315015429059155,3.8159017792659706,4.530672094193859,2.4992887313155188,1.8676821394962029,2.018689952509137
2025-01-10,58.98977684951083,10.588105969000768,7.255139056831923,4.116521930306694,4.250851929207431,3.833351654391558,4.551390568319226,2.510717819061229,1.8762229306364735,2.0279212927338683
2025-01-16,58.937946183415704,10.57880285557386,7.248764415156507,4.200768808347062,4.247116968698517,3.82998352553542,4.547391543108182,2.5085118066996155,1.8745744096650192,2.02613948380011
2025-01-17,58.88620651816087,10.569516075935477,7.242400965653461,4.284867771315703,4.243388565785143,3.8266213102161744,4.543399539119938,2.506309667507956,1.872928783057171,2.024360803248107
2025-01-27,59.104125823292286,10.608630526246229,7.2692028107584195,4.124501619049717,4.259092010485274,3.796726655946428,4.4104235962728815,2.51558473026852,1.879859902636738,2.0318523250435048
2025-02-03,59.12419223219602,10.621733089256963,7.278180895877903,4.120773692684326,4.2643523521757345,3.889636311506142,4.345294545775347,2.439293354800291,1.8821816898612735,2.0343618358659934
2025-02-04,59.62156489801272,10.528847204914628,7.21453400668984,4.0847379812422115,4.227061061192366,3.680724076867581,4.324785203646619,2.4179620034542317,1.8832119979886752,2.016571565991124
2025-02-05,59.509329949904846,10.535296305208584,7.218953033054055,4.087239953623696,4.229650208912126,3.8579835057861,4.239931748080415,2.419443046835692,1.8843654977796251,2.0178067508148665
2025-02-12,59.21807984163643,10.592763664357198,7.258330583965687,4.109534806994391,4.252721873968987,3.9670075882547016,4.245463543385021,2.4326404926866823,1.8946442318266798,2.0288133729242275
2025-02-14,59.17336268574574,10.602091359383598,7.264722069345074,4.113153549807374,4.256466703357182,3.9705008255365986,4.258007705008255,2.4347826086956523,1.8963126031920747,2.0305998899284536
2025-02-20,59.16815250170596,10.6011578507121,7.264082414316846,4.112791388760483,4.2560919236610975,3.9701512249884434,4.257632789627771,2.4345682273437674,1.9049505822272117,2.0304210966563208
2025-02-24,59.449037578243505,10.288619709884852,7.0499262962250855,3.99154008844453,4.130615907197334,3.8531051720822918,5.055010788523575,2.3627934798863466,1.8487897626524814,1.9705612168600055
2025-02-25,59.1987490564003,10.387145476113448,7.11743772241993,4.0297638304755745,4.170171465545131,3.976275207591934,4.879111398684353,2.385420036665588,1.8664941227218808,1.9894316833818613
2025-02-26,58.47725427373872,10.568588294674012,7.241765235137923,4.100155807676272,4.24301608549672,4.045732844697053,4.9731176896574425,2.4270885909280433,1.8990980710570784,2.024183106936733
2025-02-27,58.87238999325045,10.48574974417035,7.185002939319385,4.068018027825556,4.209758540355766,4.022730736571665,4.8383374338653145,2.425482810424786,1.8842125889960593,2.0083171852206667
2025-02-28,58.058697239990266,10.659347955999204,7.303955202408092,4.135366636417963,4.279453752683651,4.620526327438525,4.5200416104114565,2.4656382107523074,1.9154069188375644,2.041566145060977
2025-03-03,58.082128064851936,10.666902921437906,7.309131985204545,4.138297636713991,4.282486876785754,4.623801191610003,4.470087931072671,2.467385767126625,1.9167644909078827,2.043013134288689
2025-03-06,58.5235004126793,10.743045796247964,7.361306297262933,4.167837783577595,4.313056280532691,3.7645274264427044,4.653683999196948,2.484998550045729,1.9304468089852551,2.057596645028888
2025-03-07,58.276918296228885,10.689632210951546,7.3247064568397215,4.147115619381617,4.29161210130291,4.296273278139081,4.559518788981866,2.4726433311877125,1.9208487781057864,2.0207311388808735
2025-03-10,58.522487741019326,10.685837271738889,7.322106103973907,4.145643346868136,4.290088530919258,4.285872772859394,4.362643945949544,2.4540149548470125,1.9201668552663693,2.011138476558166
2025-03-11,58.91296800466211,10.663341310173925,7.306691512370008,4.136915885367309,4.281056981565881,4.265956485773651,4.256037098508372,2.342569581844687,1.916124495395456,1.9183386443385984
2025-03-12,59.1286866589678,10.646369004564498,7.29506181791172,4.130331363814017,4.274243037858276,4.2591665767679245,4.2492629776939115,2.2504160395861,1.913074696127516,1.853387826708238
2025-03-13,59.33265424038476,10.636963270671842,7.288616859056702,4.126682345291377,4.270466877874586,4.255403736365869,4.077649831875904,2.2484278674302196,1.9113845544932335,1.851750416555497
2025-03-14,59.72481710151639,10.640723569202706,7.291193475574944,4.128141178716431,4.271976540916411,4.16852997166598,3.796281402949354,2.2492227145864523,1.91206025265532,1.8170537922160102
2025-03-17,59.74999602425031,10.637339180924883,7.288874438756668,4.12682818223423,4.27061779616243,4.1636701293974,3.7950739577793056,2.2485073268649356,1.911452102818188,1.8076408608116539
2025-03-18,59.79435271021537,10.627949388363279,7.2824404031559,4.123185348259541,4.266848036212707,4.159994774297311,3.782896769421165,2.246522524367487,1.9097648257245807,1.8060452199826633
2025-03-19,59.847517811774374,10.61389574051317,7.272810619537679,4.117733139861878,4.261205858447303,4.154493891720632,3.777894534548936,2.2435518820270777,1.9072394879236083,1.8036570336453444
2025-03-21,60.19185187910258,10.546028509313615,7.226306910451605,4.091403585299327,4.233958912532781,4.127929282046701,3.6661463725691146,2.2292061923756767,1.8950442425166119,1.7921241137919979
2025-03-24,59.87543100325009,10.639219130800539,7.290162610390735,4.127557521592136,4.27137254763348,4.164405979877383,3.5748306473134206,2.248904708296293,1.9117899160703462,1.8963259347755779
2025-03-25,59.8771766086709,10.641099745285304,7.291451237425561,4.128287118789672,4.272127565927977,4.182818335922903,3.566624420440103,2.2493022302118852,1.9121278487479032,1.878984888577787
2025-03-26,67.0668564341257,0.05934354174125821,8.159736989423003,4.619894724556952,4.7808640815301136,4.671029076357335,3.951785350453286,2.517155228858369,2.139829209286869,2.0335053636671145
2025-03-28,66.50364866577738,0.06035840822805821,8.299281131358004,4.698902080554332,4.86262426287294,4.740851174272833,4.029426735958119,2.5602024823401357,2.1764236033567324,2.0682814552814612
2025-03-31,66.46654151921221,0.06042527307187989,8.308475047383485,4.7041075086458495,4.868011061853323,4.746103073430806,4.033890521490249,2.563038666132239,2.178834638183536,2.0705726905964177
2025-04-03,66.45140431077733,0.23986519575998289,8.245366104249412,4.75832582088866,4.831034958353405,4.710052950241964,4.003250173402548,2.543570513371485,2.162284795944679,2.0548451770105203
2025-04-07,66.46934349622963,0.37733525840514287,8.192147057480076,4.727613592807592,4.799853435041735,4.679652295489254,4.036990771173969,2.5271532437923385,2.1483285041040174,2.0415823454762467
2025-04-08,66.3964170694831,0.675499820197842,8.195402230341466,4.838764153211306,4.801760670413704,4.373563321154469,3.998859597362372,2.528157415299276,2.149182148526516,2.042393574009946
2025-04-09,52.130928703255755,14.215150483494298,8.21253441798515,4.8488794121219,4.8117985749013,4.382706094795543,4.6940855815768465,2.5035786740888066,2.153674934946773,2.0466631228336327
2025-04-10,51.06008938950178,15.228295718056719,8.168624166057732,4.85265782276957,4.786071159112917,4.339470197888633,4.797705260197908,2.589206326574663,2.142159804032231,2.035720155807842
2025-04-11,45.8498205344176,18.56261904617628,8.331969920073686,4.919397027961081,4.881776921352263,4.426245402267508,5.782387124531137,2.640981980726386,2.184995990555081,2.4198060519389757
2025-04-14,46.94031716303164,18.34212578194595,8.184020427314987,4.832044060781976,4.795091968549554,4.347649251732532,5.34242933470362,2.693286722443659,2.1461973569086026,2.3768379325874798
2025-04-15,47.44400479073948,18.181603639074027,8.112397513378081,4.7897561560805615,4.753127452156521,4.30960055537965,5.25634192821364,2.669716272584423,2.127414790326482,2.356036902067137
2025-04-16,46.956103066160765,18.336668775697618,8.181585581368596,4.830606468708658,4.7936653701746,4.633950902552853,5.053244767256204,2.692485436777665,2.1455588370049643,2.376130794298079
2025-04-17,47.25513104382744,18.26061021448563,8.147649230368117,4.810569624378556,4.7737817536111375,4.713489149306413,4.85451755053024,2.681317292175689,2.1366592860486566,2.366274855268122
2025-04-22,47.2504646170193,18.258806985943977,8.146844653003669,4.810094582397681,4.773310344418967,4.71302369398674,4.863913131923583,2.681052513079389,2.136448291730113,2.3660411864965805
2025-04-23,47.24579911173603,18.25700411350347,8.146040234526968,4.809619634227983,4.772839028320573,4.712558330585074,4.873306857879739,2.6807877862716016,2.136237339078678,2.3658075638698923
2025-04-24,47.46871366214506,18.25159763173429,8.143627931952832,4.808195352308151,4.771425638312364,4.711162791615913,4.664571368780983,2.6799939194244775,2.1356047310036304,2.3651069727223013
2025-04-28,47.80432984358312,18.25159763173429,8.143627931952832,4.808195352308151,4.771425638312364,4.711162791615913,4.328955187342927,2.6799939194244775,2.1356047310036304,2.3651069727223013
2025-04-29,47.62053429199624,18.181424857321538,8.112317743261368,4.789709057869833,4.753080714119956,4.693049562819822,4.312311450069422,2.6696900209641954,2.5118685666862017,2.3560137348914227
2025-05-02,47.55973845887936,18.15821312969423,8.101960969171303,4.783594167373747,4.747012586028094,4.687058074856227,4.434473303793093,2.666281700763647,2.5086617328179504,2.3530058766223565
