date,KAM LUEN SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,WEST BULL SECURITIES LTD,BOCI SECURITIES LTD,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,78.3043062200957,21.695693779904307,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,73.0085653104925,20.17130620985011,0.0,0.0,0.0,0.0,0.0,6.820128479657388
2024-03-07,0.0,0.0,65.79717603164903,18.17889421375961,0.0,0.0,0.0,0.0,9.864591039207488,6.159338715383873
2024-03-12,0.0,0.0,65.77390521509871,18.175680020577456,0.0,0.0,0.0,0.0,9.86110217992412,6.189312584399717
2024-03-13,0.0,0.0,65.77179050252387,18.175095649937305,0.0,0.0,0.0,0.0,9.860785133266887,6.192328714271935
2024-03-15,0.0,0.0,65.77813504823152,18.163987138263664,0.0,0.0,0.0,0.0,9.861736334405146,6.196141479099678
2024-03-19,0.0,0.0,65.70208119218911,18.25860739979445,0.0,0.0,0.0,0.0,9.850334018499487,6.188977389516958
2024-03-25,0.0,0.0,57.635093255198065,15.915365977348284,0.0,0.0,0.0,12.18797543246746,8.697244604721925,5.56432073026427
2024-03-26,0.0,0.0,57.63671709914631,15.912996928971909,0.0,0.0,0.0,12.188318823429972,8.69748964584566,5.564477502606148
2024-03-27,0.0,0.0,57.66271105223102,15.846886715336698,0.0,0.0,0.0,12.19381571158779,8.729599458804296,5.5669870620401944
2024-04-03,0.0,0.0,57.66271105223102,15.835611804831299,0.0,0.0,0.0,12.1374411590608,8.797248921836683,5.5669870620401944
2024-04-05,0.0,0.0,57.40382187052783,16.20226169430648,0.0,0.0,0.0,12.082947498386508,8.768976064202935,5.541992872576254
2024-04-08,0.0,51.78564021734622,28.28404330333071,6.925491172038105,0.0,0.0,0.0,5.953516667357971,4.320654803876837,2.730653836050161
2024-04-11,0.0,51.78492423404491,28.283652250857205,6.926778011281938,0.0,0.0,0.0,5.953434354606791,4.3205950669173765,2.730616082291782
2024-04-15,0.0,42.50116309417091,23.21309019937136,5.635049417318188,0.0,17.92186276623509,0.0,4.941731818852338,3.5460188137574185,2.2410838902946884
2024-04-18,0.0,42.51225824026151,23.21915009534187,5.624035231090529,0.0,17.92654136021066,0.0,4.9294016162716785,3.5469445201125946,2.2416689367111595
2024-04-19,0.0,42.50646874574425,23.215988015797357,5.636887738889645,0.0,17.92410004993418,0.0,4.928730310045848,3.5464614825911296,2.2413636569975943
2024-04-23,0.0,42.48236281559785,23.202821949504344,5.722160470022457,0.0,17.913935077013814,0.0,4.925935167751741,3.5126919674250843,2.2400925526847084
2024-04-25,0.0,42.48621792690397,23.20492751650446,5.736291658159214,0.0,17.915560697837975,0.0,4.903695637378344,3.513010730733456,2.2402958324825883
2024-04-26,0.0,42.55331235301469,23.241572842227246,5.668094388711528,0.0,17.943853031731784,0.0,4.965973255774322,3.3833604108203907,2.243833717720038
2024-04-29,0.0,42.55621328667356,23.24315726085919,5.668480792610183,0.0,17.938259120811697,0.0,4.9663117948484885,3.3835910604115305,2.2439866837853497
