date,STANDARD CHARTERED BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),FUTU SECURITIES INTERNATIONAL,UPBEST SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING
2024-04-02,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-04-03,41.57795867251096,0.0,0.0,0.0,0.0,32.435817157169694,25.98622417031935
2024-04-09,25.27598020555767,0.0,39.28435477731252,0.0,0.0,19.64217738865626,15.797487628473544
2024-04-23,25.266362252663622,0.0,39.307458143074584,0.0,0.0,19.63470319634703,15.791476407914764
2024-04-29,18.92816419612315,0.0,29.675028506271378,24.857468643101484,0.0,14.709236031927023,11.830102622576968
2024-05-10,18.92816419612315,0.0,29.846066134549602,24.857468643101484,0.0,14.766248574686431,11.602052451539338
2024-05-16,15.95872330213583,0.0,25.125989920806337,20.926325893928485,15.790736741060716,12.431005519558436,9.7672186225102
2024-05-20,15.978886756238003,0.0,25.11996161228407,20.92130518234165,15.786948176583493,12.428023032629557,9.764875239923224
2024-05-22,15.978886756238003,0.0,25.19193857965451,20.92130518234165,15.786948176583493,12.356046065259116,9.764875239923224
2024-06-07,15.978886756238003,0.0,25.67178502879079,20.441458733205376,15.786948176583493,12.356046065259116,9.764875239923224
2024-07-29,15.971223021582734,0.0,25.707434052757794,20.431654676258994,15.779376498800959,12.350119904076738,9.760191846522783
2024-08-02,15.971223021582734,0.0,25.94724220623501,20.191846522781777,15.779376498800959,12.350119904076738,9.760191846522783
2024-08-15,15.971223021582734,0.0,26.0431654676259,20.191846522781777,15.779376498800959,12.254196642685852,9.760191846522783
2024-08-28,15.967393910333252,0.0,26.15679693119156,20.09110525053944,15.775593382881803,12.2512586909614,9.757851834092545
2024-08-29,15.967393910333252,0.0,26.15679693119156,19.995204986813714,15.775593382881803,12.2512586909614,9.853752097818269
2024-09-17,15.959741193386053,0.0,26.719386532470647,19.506350347471844,15.768032590462497,12.197459861011263,9.8490294751977
2024-09-20,15.959741193386053,0.0,27.198658039779534,19.027078840162954,15.768032590462497,12.197459861011263,9.8490294751977
2024-10-03,15.975053969776926,0.0,27.368673542816026,19.045334612616934,15.543295754377548,12.425041976493164,9.642600143919406
2024-10-04,15.975053969776926,0.0,27.320700407771646,19.045334612616934,15.543295754377548,12.473015111537539,9.642600143919406
2024-10-07,15.971223021582734,0.0,27.33812949640288,19.040767386091126,15.53956834532374,12.470023980815348,9.640287769784173
2024-10-09,15.967393910333252,0.0,27.355550227763125,18.9882522176936,15.53584272356749,12.514984416207145,9.637976504435388
2024-10-25,46.659564754223105,0.0,17.364175924516818,12.037741591842947,9.86151270735048,7.943996347587887,6.13300867447877
2024-10-29,46.666666666666664,0.0,17.366818873668187,12.039573820395738,9.863013698630137,7.9452054794520555,6.1187214611872145
2024-11-07,46.50386773851054,0.0,17.306233884422873,11.99757318367966,9.828606097376005,8.266343091157289,6.097376004853633
2024-11-08,46.50386773851054,0.0,17.306233884422873,11.694221143637192,9.98028211739724,8.266343091157289,6.249052024874867
2024-11-11,46.40532768276071,0.0,17.269562585136978,11.669441501437868,9.959134251551385,8.2488270016649,6.447706977448162
2024-11-13,45.50987086240166,0.0,18.851120676859136,11.44426302508535,9.76695858690812,8.104497550838651,6.323289297907081
2024-11-20,45.45589325426241,0.0,18.947368421052634,11.430689399555225,9.755374351371387,8.094885100074128,6.315789473684211
2024-11-22,45.14134275618375,0.0,19.50824499411072,11.351590106007068,9.687868080094228,8.03886925795053,6.27208480565371
2024-12-03,45.074977947662454,0.0,19.62658041752426,11.334901499558955,9.673625404292856,8.027050867391944,6.262863863569539
2025-01-17,45.074977947662454,0.0,19.65598353425463,11.334901499558955,9.673625404292856,7.99764775066157,6.262863863569539
2025-02-04,45.1081359423275,0.0,20.17066352802707,11.196115933500074,9.680741503604532,7.929969104016478,5.914373988524349
2025-02-06,44.975795804606136,0.0,20.56623148012322,11.016576206542467,9.652339738888074,7.892034619334018,5.897022150506088
2025-02-10,44.92966002344666,0.0,20.647713950762018,11.0052754982415,9.642438452520516,7.883939038686987,5.890973036342322
2025-02-17,44.73300262620368,0.0,20.99503939305515,10.957105339947477,9.600233440326816,7.849430989203385,5.865188211263496
2025-03-11,44.589877835951135,0.0,21.34962187318208,10.922047702152414,9.467713787085515,7.824316463059919,5.846422338568935
2025-03-14,44.857351865398684,0.0,20.848573518653986,10.987564008778348,9.524506217995611,7.900512070226775,5.881492318946599
2025-03-18,44.818009063002485,0.0,20.91799444525654,10.977927203625201,9.516152609267651,7.893582809530771,5.876333869317351
2025-03-20,44.818009063002485,0.0,21.064171904692298,10.977927203625201,9.369975149831895,7.893582809530771,5.876333869317351
2025-03-28,37.00217233888486,17.43905382573015,17.39077962828868,9.06348056963553,7.735940139995173,6.517016654598118,4.851556842867487
2025-04-02,37.02451394759087,17.389204202391014,17.401280038642675,9.068953024996981,7.740611037314333,6.52095157589663,4.8544861731674915
2025-04-07,37.204222788496544,17.473607571896615,17.00036403349108,9.112971726732193,7.778182259434535,6.55260283946123,4.878048780487805
2025-04-17,37.19519592381415,17.469367948562418,17.04476525536819,9.110760645396093,7.776295038214243,6.526749969671236,4.876865218973675
2025-05-02,37.19519592381415,17.469367948562418,17.166080310566542,9.110760645396093,7.654979983015893,6.526749969671236,4.876865218973675
