date,CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,STANDARD CHARTERED BANK (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,2.1868736588197515,1.3780026671617862,0.0,0.2520660925803306,0.21835683195748046,0.9030300264662897,0.510877877954715,0.0,0.0044610853234446695,0.0,5.453668240263799
2024-03-04,2.128554569889422,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.8660118813651231,0.4589992963125372,0.0,0.004756521437580078,0.0,5.311622556587493
2024-03-05,1.9608922116286644,1.3777072310476508,0.0,0.5506338295255745,0.22411783618312095,0.7667748906270393,0.5291086496857828,0.0,0.00517013199736965,0.0,5.414404780695202
2024-03-06,1.8604462963115385,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.6838164297778166,0.5436121994009182,0.0,0.003929300318000933,0.0,4.945104513391105
2024-03-07,1.7171934606728767,1.3777072310476508,0.0,0.45975768081752283,0.22411783618312095,0.6188500282794402,0.57478543642003,0.0,0.0037815822609332294,0.0,4.976193255681575
2024-03-08,1.6702397990533364,1.3777072310476508,0.0,0.4051019997024722,0.22411783618312095,0.4909557344702219,0.6165010157359496,0.0,0.003633864203865525,0.0,4.788257480396617
2024-03-11,1.6118509872000708,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.46206208250777897,0.6347696032896268,0.0,0.003633864203865525,0.0,4.565616824784174
2024-03-12,1.616629370910097,1.3777072310476508,0.0,0.2858639840374213,0.22411783618312095,0.39476173570773293,0.6567961382151063,0.0,0.003633864203865525,0.0,4.559510160304995
2024-03-13,1.598311150089245,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.39869103602573386,0.6591046760109603,0.0,0.003633864203865525,0.0,4.513041013912636
2024-03-14,1.5586086724550439,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.4052201741481264,0.600899625420687,0.0,0.012496947627927782,0.0,4.430525707234616
2024-03-15,1.5126284728315798,1.3777072310476508,0.0,0.4233008643332134,0.22411783618312095,0.4052201741481264,0.5400501261727876,0.0,0.012733296519236109,0.0,4.495758001235715
2024-03-18,1.469051645996607,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.40146813549860666,0.25864722745881097,0.0,0.012733296519236109,0.0,3.995200593056092
2024-03-19,1.4253211923822837,1.3777072310476508,0.0,0.4233008643332134,0.22411783618312095,0.39455493042783807,0.37277419834931924,0.0,0.012733296519236109,0.0,4.2305095492426625
2024-03-20,1.4000614046237065,1.3777072310476508,0.0,0.27511010948289244,0.22411783618312095,0.4025612491209076,0.23205797718662416,0.0,0.012733296519236109,0.0,3.9243491041641385
2024-03-21,1.396220735139946,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.40338847024048685,0.19385808762891582,0.0,0.012733296519236109,0.0,3.859500877111416
2024-03-22,1.5105545113103491,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.40563378470791595,0.20514374718888845,0.0,0.012733296519236109,0.0,3.987365627309221
2024-03-25,1.5017313117616953,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.3989569285284557,0.217275831215859,0.0,0.012733296519236109,0.0,3.983997655608077
2024-03-26,1.4709764122801992,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.4047179327540962,0.2083832041803832,0.0,0.012733296519236109,0.0,3.950111133316746
2024-03-27,1.4629700935871297,1.3777072310476508,0.0,0.4254870915778154,0.22411783618312095,0.4005522835447869,0.21257839700110603,0.0,0.012733296519236109,0.0,4.1161462294608455
2024-03-28,1.4528957220951122,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.398809210471388,0.2080286808434207,0.0,0.012733296519236109,0.0,3.925767197511988
2024-04-02,2.663129969431166,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.38947342926470907,0.22085238081358227,0.0,0.012733296519236109,0.0,5.139489363611525
2024-04-03,2.6345731146388376,1.3777072310476508,0.0,0.2514752203520597,0.22411783618312095,0.38335790170210615,0.2279133039414185,0.0,0.012733296519236109,0.0,5.11187790438443
