date,GOLDMAN SACHS (ASIA) SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,DBS BANK LTD,UBS SECURITIES HONG KONG LTD,FOSUN INTERNATIONAL SECURITIES LTD,YUE XIU SECURITIES CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHIEF SECURITIES LTD,CITIBANK N.A.
2024-04-18,44.03700477960701,0.0,55.96299522039298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-20,40.964526610644256,0.0,59.035473389355744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-04,36.91149924280666,0.0,53.19450782433115,9.89399293286219,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-23,32.745938199731306,11.285266457680251,47.191365875503806,8.77742946708464,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-25,27.132348794063084,9.35064935064935,39.101417439703155,9.35064935064935,15.064935064935064,0.0,0.0,0.0,0.0,0.0
2024-12-09,27.63479969765684,9.523809523809524,37.97366591080877,9.523809523809524,15.343915343915343,0.0,0.0,0.0,0.0,0.0
2024-12-27,28.697676609105184,9.89010989010989,39.43419152276295,6.043956043956044,15.934065934065933,0.0,0.0,0.0,0.0,0.0
2025-01-22,28.540858704137396,9.836065573770492,39.21870413739266,6.557377049180328,15.846994535519126,0.0,0.0,0.0,0.0,0.0
2025-02-07,28.540858704137396,9.836065573770492,39.21870413739266,6.557377049180328,15.846994535519126,0.0,0.0,0.0,0.0,0.0
2025-02-11,28.65718764696661,9.8761561373256,39.37855463238752,6.176516695406804,15.911584887913467,0.0,0.0,0.0,0.0,0.0
2025-02-18,28.65718764696661,9.8761561373256,39.37855463238752,6.176516695406804,15.911584887913467,0.0,0.0,0.0,0.0,0.0
2025-02-24,21.88815846756639,13.713539399216367,54.67910317805834,8.576404005224205,1.1427949499346974,0.0,0.0,0.0,0.0,0.0
2025-02-25,40.31844426623897,25.260625501202888,16.51796311146752,15.797914995990379,2.1050521251002405,0.0,0.0,0.0,0.0,0.0
2025-03-10,40.31844426623897,25.260625501202888,16.51796311146752,15.797914995990379,2.1050521251002405,0.0,0.0,0.0,0.0,0.0
