date,UBS SECURITIES HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-03-01,8.031685550987666,0.0,68.09385340419132,0.0,0.0,0.0,23.874461044821015,0.0,0.0,0.0
2024-03-04,4.170083167389013,0.0,36.13551468769929,0.0,26.886884541798445,2.1344994989132275,13.733682141788034,0.0,16.939335962411985,0.0
2024-03-05,3.111912895965178,0.0,26.57558073014956,20.71906555588341,20.06426236106387,1.6258870748582108,15.262359315604495,0.0,12.640932066475278,0.0
2024-03-06,3.196612720336905,0.0,26.357932187007105,20.777184016001375,20.12054405140761,1.6226559390863142,15.24868030152181,0.0,12.676390784638883,0.0
2024-03-07,3.1935644519105826,0.0,24.949114121568353,20.73596383662884,19.62456059297155,1.5257492567324173,17.30674507668544,0.0,12.664302663502813,0.0
2024-03-08,3.3882434238980457,0.0,26.18741102312583,21.605050044010664,20.67010979246958,2.2547736010620145,12.699322898787226,0.0,13.195089216646636,0.0
2024-03-11,3.391062571496932,0.0,26.401989261026383,21.62302626866023,20.687308111214676,1.5869604613468586,13.103585292732308,0.0,13.20606803352261,0.0
2024-03-12,3.4672660824810935,0.0,27.366709971180814,22.108936063903933,21.168790289331007,1.6329972512942073,10.752467288699597,0.0,13.502833053109345,0.0
2024-03-13,3.4105806375765164,0.0,26.34780697215754,21.747482732277177,20.945169660568645,2.4839477174928906,11.782933585116234,0.0,13.282078694810998,0.0
2024-03-14,2.701588201823899,0.0,22.323738139466013,17.928567727273414,19.716059893757652,1.668578684552936,18.30070269801627,0.0,11.03022743482104,6.330537220288776
2024-03-15,2.831751261500364,0.0,23.446759824427907,18.792369704726212,20.314431613382812,1.79291513763524,14.473395336557415,0.0,11.712833352580805,6.635543769189245
2024-03-18,2.7833697115764746,0.0,22.02082081926827,18.023777159138785,19.247566321664817,2.0887916854289834,18.237730793358146,0.0,11.233788051538363,6.36415545802616
2024-03-19,2.3775377263107025,0.0,18.130345229710322,15.395802429063043,14.525877071651152,1.648867775061026,32.795908043004204,0.0,9.689438274670842,5.43622345052871
2024-03-20,2.483506343922156,0.0,18.965504533113595,16.082004747693958,16.677549869815227,2.096915713765891,27.89469511913535,0.0,10.121303715978332,5.678519956575493
