date,OSHIDORI SECURITIES LTD,IMAGI BROKERAGE LTD,CITIBANK N.A.,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,HUARONG INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.868411954340168,0.0,0.0,0.6172704849421586,0.0,1.485682439282327
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.8819357127261392,0.0,0.0,0.6156514434452466,0.0,1.4975871561713858
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.8857452221306381,0.0,0.0,0.6156514434452466,0.0,1.5013966655758848
2024-03-06,80.86654924519323,0.0,0.0,0.0,0.0,0.8857452221306381,0.0,0.0,0.6156514434452466,0.0,82.36794591076911
2024-03-14,80.86654924519323,0.0,0.0,0.0,0.0,0.886507124011538,0.0,0.0,0.6138419264781096,0.0,82.36689829568287
2024-03-18,80.86654924519323,0.0,0.0,0.0,0.0,0.8874595013626627,0.0,0.0,0.6138419264781096,0.0,82.367850673034
2024-03-20,80.86654924519323,0.0,2.5012528276435937,0.0,0.0,0.8903166334160368,0.0,0.0,0.6138419264781096,0.0,84.87196063273096
2024-03-21,80.86654924519323,0.0,2.5012528276435937,0.0,0.0,0.8921261503831738,0.0,0.0,0.6081276623713613,0.0,84.86805588559135
2024-03-25,80.86654924519323,0.0,2.5012528276435937,0.0,1.3964233482292745,0.8921261503831738,0.0,0.0,0.6081276623713613,0.0,86.26447923382062
2024-03-27,80.86654924519323,0.0,2.5012528276435937,0.0,1.396518585964387,0.8922213881182863,0.6920928496329046,0.0,0.6081276623713613,0.0,86.95676255892376
2024-06-11,80.86654924519323,0.0,2.5075385181610166,0.0,1.396518585964387,0.8922213881182863,0.6920928496329046,0.0,0.6081276623713613,0.0,86.96304824944117
2024-06-17,80.86654924519323,0.0,2.5027766314053927,0.0,1.3964614433233193,0.8979356522250346,0.6920928496329046,0.0,0.6081276623713613,0.0,86.96394348415123
2024-06-18,80.86654924519323,0.0,2.5027766314053927,0.0,1.3964614433233193,0.8998404069272841,0.6920928496329046,0.0,0.6081276623713613,0.0,86.96584823885348
2024-06-19,80.86654924519323,0.0,2.5027766314053927,0.0,1.3964614433233193,0.9036499163317829,0.6920928496329046,0.0,0.6041276774966374,0.0,86.96565776338325
2024-06-20,80.86654924519323,0.0,2.5027766314053927,0.0,1.3964614433233193,0.9036499163317829,0.6920928496329046,0.0,0.6001276926219135,0.0,86.96165777850852
2024-06-24,80.86654924519323,0.0,2.5027766314053927,0.0,1.3968423942637693,0.9036499163317829,0.6920928496329046,0.0,0.6001276926219135,0.0,86.96203872944898
2024-06-25,80.86654924519323,0.0,2.5027766314053927,0.0,1.3968423942637693,0.9112689351407809,0.6920928496329046,0.0,0.6001223593087472,0.0,86.9696524149448
2024-06-26,80.86654924519323,0.0,2.5027766314053927,0.0,1.3968423942637693,0.9116498860812308,0.6921880873680171,0.0,0.5985985555469477,0.0,86.96860479985857
2024-06-27,80.86654924519323,0.0,2.5027766314053927,0.0,1.396937631998882,0.9135546407834803,0.6922833251031295,0.0,0.5985985555469477,0.0,86.97070003003104
2024-06-28,80.86654924519323,0.0,2.5027766314053927,0.0,1.396937631998882,0.9150784445452799,0.6922833251031295,0.0,0.5985985555469477,0.0,86.97222383379285
2024-07-04,80.86654924519323,0.0,2.5027766314053927,0.0,1.396937631998882,0.9150784445452799,0.6921880873680171,0.0,0.5985985555469477,0.0,86.97212859605774
2024-07-08,80.86654924519323,0.0,2.5027766314053927,0.0,1.396937631998882,0.9169831992475292,0.6921880873680171,0.0,0.5985985555469477,0.0,86.97403335075998
2024-07-09,80.86654924519323,0.0,2.503157582345843,0.0,1.396937631998882,0.9169831992475292,0.6921880873680171,0.0,0.5985985555469477,0.0,86.97441430170043
2024-07-15,80.86654924519323,0.0,2.503157582345843,0.0,1.3969262034706684,0.9169831992475292,0.6921880873680171,0.0,0.5985985555469477,0.0,86.97440287317222
2024-07-17,80.86654924519323,0.0,2.5041099596969674,0.0,1.3969262034706684,0.928411727461026,0.6921880873680171,0.0,0.597265227255373,0.0491632426688203,87.0346136931141
2024-07-29,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.3969262034706684,0.928411727461026,0.6921880873680171,0.0,0.597265227255373,0.0491632426688203,90.83714049544513
2024-08-05,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.3969262034706684,0.928411727461026,0.6921880873680171,0.0,0.5972412273461247,0.0491632426688203,90.83711649553588
2024-08-20,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.3969262034706684,0.9585068517565675,0.6921880873680171,0.0,0.5972412273461247,0.0491632426688203,90.86721161983141
2024-08-29,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.3969262034706684,1.0486969869080793,0.6921880873680171,0.0,0.5972412273461247,0.0491632426688203,90.95740175498293
2024-09-05,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.395021448768419,1.0486969869080793,0.6921880873680171,0.0,0.5972412273461247,0.0491632426688203,90.95549700028067
2024-09-10,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.395021448768419,1.0486969869080793,0.6920928496329046,0.0,0.5974317028163496,0.0491632426688203,90.9555922380158
2024-09-16,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.395021448768419,1.061744556618488,0.6920928496329046,0.0,0.5970507518758997,0.0491632426688203,90.96825885678574
2024-09-23,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.395021448768419,1.061744556618488,0.6920928496329046,0.0,0.5970507518758997,0.04944895587415771,90.96854456999108
2024-09-24,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.395021448768419,1.061744556618488,0.6920928496329046,0.0,0.5970507518758997,0.05040133322528244,90.96949694734221
2024-09-25,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.395021448768419,1.0636493113207375,0.6920928496329046,0.0,0.5968602764056748,0.05040133322528244,90.97121122657424
2024-09-26,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.395021448768419,1.0636493113207375,0.6920928496329046,0.0,0.5959078990545501,0.05040133322528244,90.9702588492231
2024-09-30,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.3921643167150448,1.0636493113207375,0.6920928496329046,0.0,0.5959078990545501,0.05040133322528244,90.96740171716974
2024-10-03,80.95607271619895,3.7130033313253077,2.5041099596969674,0.0,1.3921643167150448,1.0636493113207375,0.6920928496329046,0.0,0.5959078990545501,0.04735372570168331,90.96435410964614
2024-10-07,80.95607271619895,3.7130033313253077,2.5012528276435937,2.102833134201261,1.259307676233145,1.065554066022987,0.6925690383084669,0.6675212854033223,0.5866698387486402,0.08030598205059891,93.62508989613626
2024-10-08,80.95607271619895,3.7130033313253077,2.528586057620873,2.068071360885208,1.3331169209453115,1.0693635754274857,0.7219022607231086,0.6484737383808278,0.6195268573624434,0.10792492523321606,93.76604174410272
2024-10-09,80.95607271619895,3.7130033313253077,2.548681219729605,2.066166606182959,1.2912123174958234,1.0712683301297352,0.7219022607231086,0.6484737383808278,0.6386696421200504,0.31106701422812066,93.96651717651447
2024-10-10,80.95607271619895,3.7130033313253077,2.5490621706700547,2.066166606182959,1.295974204251447,1.0712683301297352,0.7246641550413703,0.6484737383808278,0.6395267817360627,0.32792409334302836,93.99213612725973
2024-10-14,80.95607271619895,3.7130033313253077,2.54925264614028,2.0762618061048808,1.2641648007238813,1.0712683301297352,0.7208546456368714,0.6484737383808278,0.6275268271118911,0.3803048476548884,94.0071836894075
2024-10-15,80.95607271619895,3.7130033313253077,2.54925264614028,2.0762618061048808,1.2652124158101183,1.0731730848319847,0.7208546456368714,0.6484737383808278,0.6406696345574123,0.3927809909546224,94.03575500994124
2024-10-16,80.95607271619895,3.7130033313253077,2.5483955065242676,2.0807379796551673,1.2782656997846338,1.0731730848319847,0.7208546456368714,0.6484737383808278,0.6409553477627498,0.40611427387036864,94.06604632397112
2024-10-17,80.95607271619895,3.7130033313253077,2.5481097933189303,2.0807379796551673,1.2763609450823843,1.0731730848319847,0.7208546456368714,0.6484737383808278,0.6400982081467375,0.4095428323344176,94.06642727491158
2024-10-18,80.95607271619895,3.7130033313253077,2.5481097933189303,2.0807379796551673,1.279313314870871,1.0731730848319847,0.7208546456368714,0.6484737383808278,0.642002962848987,0.4139237681495914,94.07566533521748
