date,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,GUOYUAN SECURITIES BROKERAGE (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CELETIO INVESTMENTS LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,69.32215234102026,0.0,0.0,0.0,30.677847658979733,0.0,0.0
2024-03-08,0.0,50.54777070063694,0.0,0.0,27.031847133757964,22.420382165605098,0.0,0.0
2024-03-11,45.88786334205813,27.372916379666623,0.0,0.0,14.616338338614135,12.122881939661111,0.0,0.0
2024-03-12,45.84365538122764,27.429121937792456,0.0,0.0,14.602257087806219,12.124965593173686,0.0,0.0
2024-03-19,45.84365538122764,27.41535920726672,0.0,0.0,14.602257087806219,12.138728323699421,0.0,0.0
2024-03-20,45.81843191196699,27.400275103163686,0.0,0.0,14.594222833562586,12.18707015130674,0.0,0.0
2024-03-21,45.64889680690695,27.572975195285732,0.0,0.0,14.63615184322324,12.141976154584077,0.0,0.0
2024-03-22,45.630136986301366,27.56164383561644,0.0,0.0,14.63013698630137,12.178082191780822,0.0,0.0
2024-03-25,45.63638854637622,27.551719413618304,0.0,0.0,14.632141389231402,12.179750650774078,0.0,0.0
2024-03-26,45.58642397700835,27.631038729984947,0.0,0.0,14.616121527302587,12.16641576570412,0.0,0.0
2024-03-27,34.601680742102694,21.2637767874765,0.0,23.909543249503983,11.094144410857302,9.130854810059521,0.0,0.0
2024-03-28,33.38110174672052,20.8043131870885,0.0,23.066130858729093,10.702796957519517,8.3978875003758,0.0,3.647769749566577
2024-04-02,32.617206836652954,18.43268200923434,0.0,20.266049843844222,9.540352993060743,7.677284059510201,8.190303041212525,3.2761212164850098
2024-04-03,32.581431262106456,18.566952609638747,0.0,20.11747168093406,9.462004695296669,7.8552491810010086,8.167673864336276,3.2492167066867808
2024-04-05,32.56980199345035,18.596018453246717,0.0,20.110291165106588,9.458627428234895,7.852445412119535,8.164758581919743,3.248056965922171
2024-04-08,32.96634833610723,18.40561780752423,0.0,20.058385325346887,9.434214156661357,7.752075972124567,8.14368486164636,3.239673540589371
2024-04-10,32.932179009532994,18.476328321137885,0.0,20.135445424249735,9.247098555308371,7.781857818042116,8.174971186576965,3.2521196851519294
2024-04-11,32.90278236496559,18.459835575352372,0.0,20.11747168093406,9.238844207200051,7.864175600524874,8.167673864336276,3.2492167066867808
2024-04-15,32.303847727846616,20.5664928121762,0.0,19.623499090093777,8.707236584325234,7.662368194206206,7.967121474657588,3.1694341166943847
2024-04-16,32.277450203367096,20.815732861858436,0.0,19.62862642291647,8.48306435458164,7.655660747101909,7.969203166778439,3.1702622433960124
2024-04-17,32.2943262720357,20.82661624127504,0.0,19.63888913094626,8.435215280985037,7.659663462795298,7.9733698162203615,3.1719197957423075
2024-04-18,32.193333738717996,21.247947740125266,0.0,19.57747335319718,8.339341713213514,7.531467984745954,7.94843507040663,3.1620003995934574
2024-04-19,32.14307397417105,21.38824080418398,0.0,19.546909286451513,8.413054979747955,7.4156309357572185,7.93602608914369,3.1570639305445938
2024-04-22,32.137499241222024,21.401874831984877,0.0,19.543519168899643,8.411595861841706,7.414344806056349,7.93464970472697,3.156516385268434
2024-04-23,32.13192644164492,21.398163642196348,0.0,19.540130227073707,8.410137249971822,7.430399611573042,7.933273797653833,3.155969029886333
2024-04-24,32.12078663858481,21.4254140773291,0.0,19.533355868153965,8.407221543288523,7.4278235696889325,7.93052341454536,3.1548748884093016
2024-04-26,31.92457342911861,21.60368120488401,0.0,19.529970449838384,8.397098711404976,7.461199164622998,7.929148938013987,3.1543281021170393
2024-04-29,31.902456766282462,21.65799250067113,0.0,19.516440503303688,8.391281380707847,7.456030205149078,7.923655792928462,3.152142850957333
2024-04-30,32.05344548577758,21.67761364521405,0.0,19.502929290306948,8.290280986872279,7.407599712695899,7.91817025364106,3.1499606254921813
2024-05-02,31.970446326074388,21.88042155415728,0.0,19.45242842469596,8.268814141571076,7.388418481403799,7.897666951500557,3.141804120596943
2024-05-03,31.91260220389947,22.02176329189175,0.0,19.41723314981864,8.253853377790414,7.3750506173158605,7.883377704257024,3.136119655026838
2024-05-06,31.9552764165919,22.06846573262475,0.0,19.443198288356683,8.157050175995582,7.34177652011871,7.893919525157016,3.140313341155359
2024-05-07,31.947007986751995,22.140380535095133,0.0,19.43816735954184,8.154939538734885,7.288126822031706,7.891876972969243,3.139500784875196
2024-05-09,31.872784221939217,22.166385571197466,0.0,19.393005885794924,8.135992840670498,7.426083364884866,7.873541458713386,3.1322066567996423
2024-05-10,31.80436537239615,22.33346499287321,0.0,19.351376414624514,8.118527931857601,7.410142364032904,7.856639934055744,3.1254829901598806
2024-05-13,31.74984142222832,22.440897635905436,0.0,19.31820129948055,8.10460989868166,7.423154069019904,7.843170869691931,3.1201248049921997
2024-05-14,31.741678949713776,22.512254481883932,0.0,19.31323484043465,8.102526308572996,7.36982826586227,7.841154492167416,3.119322661364961
2024-05-16,31.72808415137654,22.5625738808655,0.0,19.30496308098199,8.09905603810111,7.349540011306985,7.837796165904303,3.1179866714635693
2024-05-17,31.700929460296813,22.62884921517947,0.0,19.288440800397115,8.092124407319286,7.343249858783657,7.831088136115438,3.115318121908218
2024-05-20,31.619743559099213,22.826996295094844,0.0,19.239043212511312,8.071400522442847,7.324443837393932,7.811032763654369,3.1073398098034866
2024-05-21,31.525550675790694,23.073911415245295,0.0,19.18173152214619,8.047356415755965,7.285602423994825,7.787764273312225,3.098083273754809
2024-05-22,31.52018517257812,23.095513649669822,0.0,19.178466879978213,8.045986792838178,7.284362448090407,7.777929062563824,3.0975559942814352
