date,YUE XIU SECURITIES CO LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,NANYANG COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-06-26,22.980318992706092,18.40902069285481,14.946273286743669,17.132274472520905,9.067814191281212,5.159678270743157,0.0,8.09006290538014,4.214557187770012
2024-06-27,23.016646859946665,18.371992312447325,15.037936188265249,16.99631042744963,9.078654566298603,5.179129646235374,0.0,8.099734399960711,4.219595599396442
2024-06-28,23.020022548406686,18.3817589763658,15.04593044747679,16.961045258759427,9.083480834809547,5.18188290335549,0.0,8.104040268500603,4.2218387623256595
2024-07-04,23.027163354239292,18.38746099387842,15.050597691727766,16.93528659361899,9.086298528527665,5.183490322270147,0.0,8.106554139974676,4.223148375763047
2024-07-05,23.066005160794862,18.418476633624632,15.075984770244327,16.756704054814204,9.101625134081374,5.230704209417398,0.0,8.120228130248393,4.230271906774809
2024-07-08,23.15611569973485,18.490430959670245,15.134881189595125,16.45081298693199,9.1371818913241,5.231828299385114,0.0,8.15195092437904,4.246798048979533
2024-07-09,23.17057121193456,18.647635282887357,15.144329339816617,16.089497353165594,9.142885898248823,5.235094337557889,0.0,8.157039887811719,4.412946688577439
2024-07-11,23.17091561077362,18.647912454472117,15.144554439551762,16.089736501530076,9.143021794738392,5.233685786892698,0.0,8.157161131049175,4.413012280992166
2024-07-12,23.1764273849025,18.652348320673987,15.148156945588015,16.093563842446567,9.145196688119153,5.211143280254479,0.0,8.15910151314035,4.414062024874946
2024-07-15,23.208516560851507,18.67817363348791,15.169130491918404,15.922305586499593,9.15785877018813,5.273443107986457,0.0,8.170398286352752,4.420173562715255
2024-07-16,23.285336573806383,18.71718558783796,15.20081332332863,15.528882501052967,9.176986227470477,5.473926783128347,0.0,8.187463295556729,4.429405707818501
2024-07-17,23.23757680437724,18.701561266772522,15.3371882571196,15.32958972304042,9.169325664478343,5.61842131361605,0.0,8.180628744783007,4.425708225812818
2024-07-19,23.3115209106846,18.737032567457813,15.408095408772695,14.63881447198678,9.18671714870185,6.087572049148158,0.0,8.196144964945677,4.434102478302426
2024-07-23,23.3132617896317,18.73843182860653,15.409246068526505,14.63990768267957,9.18740320271516,6.080558771493862,0.0,8.196757044109088,4.434433612237588
2024-07-24,23.278175059913835,18.771565762921085,15.405794604729683,14.636628540330173,9.185345348008969,6.094129244511207,0.0,8.19492108081385,4.433440358771196
2024-07-25,23.28060851335108,18.773528104518345,15.396951297238415,14.638158623935931,9.186305565472404,6.09476631248234,0.0,8.195777761323416,4.433903821678065
2024-07-31,23.27678474348535,18.78686930800774,15.394422394337928,14.63575435044781,9.184796742437195,6.093765265462844,0.0,8.194431629498212,4.43317556632292
2024-08-01,23.26212458767693,18.767813501901323,15.378807598521908,14.620909083120356,9.175480463977955,6.180065942231228,0.0,8.186119893374222,4.428678929196076
2024-08-02,22.911482096782226,18.48491617452478,15.146994576327334,14.40052027208432,9.037173521595342,7.594264170325163,0.0,8.06272611395581,4.361923074405029
2024-08-06,22.837910943153148,18.432650938915447,15.104167157861886,14.359803474788002,9.216721569282681,7.572791743704771,0.0,8.039929133108249,4.436025039185819
2024-08-08,22.834900158147136,18.466841124752133,15.115359210463808,14.357910382153621,9.215506503369934,7.535173188386379,0.0,8.038869206999262,4.435440225727727
2024-08-09,22.831221387687428,18.4638660616188,15.129034379037215,14.355597280006855,9.214021857811554,7.533959249532159,0.0,8.037574121215512,4.434725663090482
2024-08-12,22.832224571164158,18.464677347403075,15.144345504255396,14.356228052130051,9.214426713702748,7.532825648076883,0.0,8.037927285043871,4.417344878223818
2024-08-14,22.827209535166595,18.482586359155352,15.14101908997515,14.353074745703593,9.212402789948754,7.531171083421094,0.0,8.03616177618797,4.416374620441494
2024-08-28,22.81718606950341,18.47447062475284,15.134370643316778,14.63657938414217,9.208357608565622,7.435652784495042,0.0,8.032633084189793,4.260749801034346
2024-09-09,22.798165715803165,18.45907034863478,15.121754666842307,14.624378365313643,9.200681542893907,7.512814210917565,0.0,8.02593709977085,4.257198049823787
2024-09-10,22.81718606950341,18.47447062475284,15.134370643316778,14.63657938414217,9.208357608565622,7.435652784495042,0.0,8.032633084189793,4.260749801034346
2024-09-12,22.81718606950341,18.47447062475284,15.134370643316778,14.63657938414217,9.208357608565622,7.432725440076606,0.0,8.032633084189793,4.263677145452783
2024-09-13,22.81284530090499,18.470956019502395,15.131491462656848,14.633794903883063,9.206605799669095,7.460579304723882,0.0,8.031104946524254,4.252622262135474
2024-09-16,22.729689088046044,18.40362663861166,15.076334926576179,14.580452545754977,9.537561220385934,7.433384383944312,0.0,8.001830374956487,4.2371208217244085
2024-09-20,22.724718989284995,18.39960248141351,15.106566353580114,14.577264367999776,9.53547572678234,7.431758991957034,0.0,8.000080685944964,4.224532403037264
2024-09-23,22.724387726647695,18.399334266838615,15.107803861631709,14.577051872389093,9.535336726302788,7.431650657764448,0.0,7.99996406721679,4.2244708212088655
2024-09-26,22.726044136418842,18.400675417915107,15.108905088834748,14.578114412398815,9.53603176922824,7.432192360313857,0.0,8.00054719485962,4.217489620030772
2024-09-27,22.717433441524033,18.393703566547977,15.28679689534846,14.572590895213278,9.532418652067193,7.429376369091186,0.0,7.997515859072673,4.0701643211352
2024-09-30,22.690649594532818,18.37638406125966,15.391040401089873,14.555409815061434,9.521179933428911,7.411883805614136,0.0,7.988086790351921,4.065365598661246
2024-10-02,22.688337905600182,18.374511903149802,15.572853652570526,14.553926932006927,9.520209930071974,7.237935275017733,0.0,7.98727297619692,4.0649514253859325
2024-10-03,22.685036309800594,18.371838053193436,15.586594644574648,14.551809051700925,9.51882455379421,7.235426819134612,0.0,7.986110672152521,4.064359895649051
2024-10-07,22.691310163610712,18.37691903365099,15.590905328272136,14.557289148985166,9.521457113552065,7.208315923401108,0.0,7.988319339142702,4.065483949385125
2024-10-08,22.618549218083345,18.317992422753367,15.511893623101484,14.792090831343316,9.490926032826223,7.2606504231234075,0.0,7.962704349787761,4.0451930989811
2024-10-09,22.547231701850357,18.158989929869218,15.462983778592736,14.667347381703353,9.461000626696682,7.743981528308069,0.0,7.937597509766807,4.020867543212778
2024-10-10,22.515136225465042,18.13197789036008,15.439982128700883,14.798614860587447,9.446927105883503,7.723796902242562,0.0,7.9257900965588295,4.017774790201652
2024-10-14,22.524426875998333,18.094386924634495,15.447344135691718,14.805671054380303,9.45143153748295,7.727479720416581,0.0,7.929569228011987,4.019690523383628
2024-10-15,22.54657949458633,17.996477557966365,15.462536492181822,14.839034403935788,9.460726955258195,7.735079643461693,0.0,7.937367904694962,4.022197547914849
2024-10-16,22.533543268411567,17.986072159140747,15.453596194918726,14.888273695822082,9.45525684940928,7.730607291115023,0.0,7.9327785911246815,4.019871950057897
2024-10-17,22.534194721682177,17.986592143299205,15.454042964237871,14.888704121453658,9.455530204466033,7.727939748024186,0.0,7.933007930758341,4.019988166078526
2024-10-18,22.53452046244301,17.986852146653305,15.454266358584784,14.888919343602405,9.455666887921597,7.72660591863817,0.0,7.9331226055479656,4.020046276608763
2024-10-21,22.719419945765928,18.134437256088617,15.581071180972708,14.151218970424177,9.53325220530007,7.829353823221645,0.0,7.998215194198692,4.053031424028164
2024-10-22,22.71875773908465,18.133908688654202,15.580617036920522,14.153721219007673,9.532974338025301,7.8291256197541195,0.0,7.997982068900929,4.052913289652603
2024-10-25,22.70221510885825,18.120704509559513,15.569272033408401,14.216230061370268,9.526032916700998,7.823424853382513,0.0,7.992158349952792,4.049962166767259
2024-10-29,22.70188450197818,18.151022415334918,15.569045301856999,14.216023033842587,9.525894191382482,7.794185405379828,0.0,7.9920419620794325,4.049903188145572
2024-10-31,22.697257016506242,18.147322564226943,15.56587175338176,14.249524757071491,9.52395246108366,7.776580892242692,0.0,7.990412887714815,4.049077667772394
2024-11-01,22.68319065811926,18.134912659576553,15.555227153685248,14.2135906304091,9.517439580656333,7.864381873551707,0.0,7.984948706334732,4.046308737667072
2024-11-04,22.68206569503707,18.135176523378156,15.55545348294575,14.213797438797348,9.517578059833841,7.864496300664611,0.0,7.9850648877005215,4.046367611642703
2024-11-15,22.68866811803773,18.14045541235629,15.559981451660873,14.217934870740203,9.520348489879222,7.837676981076151,0.0,7.98738922520951,4.047545451040023
2024-11-18,22.659646171238496,18.11725125911326,15.540078081769886,14.348011934106966,9.508170646475369,7.882887029557445,0.0,7.977172248877854,3.966782628860726
2024-11-19,22.64022981597833,18.101727142623254,15.526762265868518,14.364763980206211,9.500023386904276,7.93277293899264,0.0,7.970336854839251,3.9633836145875208
2024-12-05,21.677963927448758,17.332358867901814,14.866836381317256,13.75144471595727,9.096248843988661,7.54137727392237,4.307262221688744,7.631577781373969,3.794929986401159
2024-12-06,21.67344308470028,17.32874428171815,14.863735968858213,13.769431467712542,9.094351861838383,7.539804553307257,4.306363961351846,7.629986249845092,3.794138570668232
2024-12-11,21.705430852062722,17.354319721605606,14.887065666191202,13.640771683761013,9.10777418751741,7.550932527439791,4.312719710553088,7.641247322863573,3.799738328005592
2024-12-12,21.705733073044385,17.354561358805903,14.887272949964114,13.63956923950017,9.107901001883569,7.551037664732685,4.3127797597819395,7.641353717677053,3.7997912346101823
2024-12-19,21.706639786488065,17.35528631078243,14.887894835918303,13.638746572023313,9.108281466171706,7.548568227954515,4.312959917502237,7.641672919895215,3.79994996326422
2024-12-23,21.763308174734785,17.40059484828369,14.926761883652853,13.674352533772543,9.132059979818333,7.568274879894023,4.3242195361950255,7.400557869925531,3.8098702937232174
2024-12-27,21.795409587751255,17.46121433968987,14.948779223313643,13.722485088930897,9.14552999213216,7.8059349257529025,4.330597866005491,6.974559030630388,3.815489945793391
2024-12-30,21.793276703189036,17.46649555004451,14.950112326890984,13.721142215493096,9.144635016533975,7.805171042053917,4.330174076523749,6.973876504834083,3.815116564436647
2025-01-02,21.77014651213291,17.44795756768161,14.935641602877764,13.811317365816253,9.134929401451318,7.7968870607193415,4.325578266767356,6.966474814021106,3.811067408532344
2025-01-03,21.876462710628903,17.5331660213354,15.008580966718593,13.919462484547681,9.179540537483422,7.8223338213244675,4.346702563627889,6.484071842610871,3.8296790517227715
2025-01-06,21.891515977493412,17.54523065127992,15.02031271378982,13.929040513050827,9.185857009905499,7.827716395284125,4.349693544141348,6.418318928419632,3.832314266635417
2025-01-07,21.930936713774305,17.58948628727437,15.047360259832573,13.954122971171836,9.202398269408668,7.841812008580956,4.357526173105126,6.237142082270728,3.8392152345814403
2025-01-09,21.94228102260425,17.598584875593108,15.055143871818272,13.961341079659494,9.207158433067283,7.845868376002592,4.359780209186093,6.188640970308245,3.8412011617606643
2025-01-21,21.948459729017586,17.676753601758662,15.067830907687869,13.961048604664494,9.209751068208561,7.8480776867485,4.361007875622025,6.084787724285185,3.8422828020071194
2025-02-04,21.949077791048484,17.677251373828582,15.06825521327865,13.961441743598188,9.210010412031298,7.848298686257971,4.3611306802934084,6.082143100127121,3.842390999536296
2025-02-06,21.94938683511745,17.677500270376523,15.068467375035407,13.960230316567651,9.210140089420026,7.848409190680231,4.3611920852227435,6.082228736993945,3.8424451005860236
2025-02-07,21.949695887889252,17.677749173933513,15.068679542766741,13.95901885542273,9.210269770460535,7.848519698214352,4.36125349188127,6.082314376272345,3.8424992031592637
2025-02-11,21.95000494936425,17.677998084499848,15.06889171647291,13.95780736016199,9.210399455152976,7.8486302088604605,4.361314900269065,6.0824000179624225,3.8425533072560802
2025-02-12,21.98715562032623,17.46955606603122,15.094396013133062,14.05054208364981,9.225988176903888,7.8619141183203585,4.368696482878967,6.092694559683381,3.8490568790730824
2025-02-13,22.008574255487208,17.48657391291709,15.109100114325747,14.14329020819045,9.234975609301825,7.8695727474343276,4.372952218259733,5.922154522945985,3.852806411137635
2025-02-17,22.03408261198989,17.50684118494495,15.126611848965027,14.043780647230541,9.245679121823857,7.878693732048555,4.378020553121305,5.929018412768272,3.8572718871076024
2025-02-18,21.987465737608204,17.469802464944205,15.094608911660979,14.01406862473319,9.43768542635097,7.862025006489777,4.368758101048339,5.916474559165566,3.849111167998768
2025-02-20,21.988396141944843,17.470541703388854,15.095247643280116,14.014661633057933,9.438084784037452,7.858126168282309,4.368942965986002,5.916724916057677,3.8492740439648134
2025-02-24,21.978475886700394,17.46265971727956,15.088437291645878,14.043585567132185,9.415498390005972,7.882778322625285,4.366971879550627,5.914055534398388,3.847537410661708
2025-02-27,21.966397671471665,17.45306315728065,15.080145479510538,14.035867950590564,9.410324126939393,7.933401106271765,4.364572021319742,5.910805480300581,3.845423006315105
2025-02-28,22.054344701573577,17.522940116344238,15.14052197037914,14.008593940366485,9.448000311794024,8.001947301444675,4.382046490856433,5.580786212170913,3.860818955070517
2025-03-03,22.031902761224107,17.505109218071834,15.125115360229675,14.029671601780262,9.43838626692948,8.060229730073099,4.377587431778183,5.575107346034948,3.8568902838784136
2025-03-04,22.00453567062324,17.48336511747639,15.106327586568089,14.012244541667137,9.426662305776762,8.174433394190046,4.3721497792450785,5.568182185303164,3.852099419150094
2025-03-07,21.991808298285946,17.473252779688867,15.097590121768953,14.061979659760423,9.421209946187838,8.169705320895906,4.369620937964908,5.56496156165652,3.849871373790644
2025-03-12,22.075894504449174,17.540062180518795,15.155316119482654,14.115745976049471,9.45723216823967,8.1726199852401,4.38632828835926,5.2322093283926865,3.864591449268189
2025-03-14,22.0762071300311,17.5403105723629,15.155530739982861,14.114529734737621,9.457366095891363,8.17273572098427,4.386390404910568,5.232283423804118,3.8646461772952003
2025-03-19,22.07651976446758,17.540558971242252,15.15574536656181,14.113313458977924,9.457500027336316,8.17285146000645,4.386452523221215,5.23235752131417,3.8647009068722835
2025-03-20,22.10343949223583,17.56194762658496,15.174226021291156,14.12910510326381,9.469032339893744,8.239532771798944,4.391801287838703,5.061501900532994,3.869413456559855
2025-03-25,22.270245698207923,17.66614981542227,15.264260885245367,14.212938839098655,9.52521596581998,8.39824636363385,4.417859633807036,4.352710536025748,3.8923722627391717
2025-03-26,22.2425193276519,17.67245136906129,15.269705679936536,14.218008624954567,9.528613630843711,8.401242036176372,4.419435493841224,4.3542631572366215,3.8937606802977767
2025-03-27,22.24283669035957,17.67270352471574,15.269923552519607,14.216784662657354,9.528749587862684,8.401361907530921,4.419498551626813,4.354325285124435,3.8938162376028784
2025-03-28,22.244423639754306,17.67396441093058,15.271013008701686,14.210664327218439,9.529429431157922,8.401961315618104,4.419813867548481,4.354635951159164,3.8940940479113157
2025-04-03,22.244741056807243,17.674216609764226,15.271230918593309,14.209440155329622,9.52956541145821,8.402081207499453,4.419876936132098,4.3546980896857725,3.8941496147300643
2025-04-08,22.245058482919084,17.67446881579548,15.27144883470396,14.20821594850364,9.529701395639293,8.402201102802449,4.419940006515659,4.354760229985779,3.894205183134657
2025-04-09,22.270800118263534,17.694921435936376,15.289120717535207,14.10893903168639,9.540729017726978,8.411923999105246,4.425054692277418,4.359799490724918,3.898711496743934
2025-04-10,22.271118288527063,17.6951742332219,15.289339144513223,14.107711954915109,9.540865320699915,8.412044175482446,4.4251179105187965,4.35986177670232,3.8987671954192282
2025-04-11,22.271436467881756,17.69542703773067,15.28955757773241,14.106484843082226,9.541001627567475,8.41216435529348,4.425181130566527,4.359924064459436,3.898822895686017
2025-04-15,22.2768469082375,17.699725819836402,15.293271897617403,14.085618576042302,9.543319440354919,8.414207937600022,4.426256147824835,4.360983228700609,3.8997700437860114
2025-04-16,22.27716525129982,17.69997875441655,15.29349044322347,14.08439083284361,9.543455817354225,8.41432817924521,4.4263194004001445,4.361045548505627,3.899825772711348
2025-04-17,22.32470025963491,17.737746963617806,15.326123688409316,14.157406511545027,9.56381964043073,8.175940291100508,4.43576427937008,4.370351146150544,3.9081472197410783
2025-04-22,22.32853741074093,17.74079571296665,15.32875792993453,14.15983987492381,9.565463461878911,8.160157647294621,4.4365266948835105,4.371102318508475,3.9088189488685607
2025-04-23,22.450409849862776,17.837627583578186,15.412424543795716,14.041266734312766,9.617673167422334,7.872023648552321,4.460741909681885,4.39496043744427,3.9128721253497445
2025-04-24,22.419249284977248,17.87317175070661,15.415754680533702,13.988122843074324,9.61975124194317,7.87948636547747,4.461705734709537,4.395910049179473,3.9468480493984623
2025-04-25,22.27713673782126,18.243416505458562,15.329855797849994,13.921638370245171,9.566148554270567,7.9286885819563055,4.436844445371624,4.371415383207693,3.924855623818818
2025-04-28,22.219845702981146,18.14220683747779,15.361868634159803,13.877263045145307,9.54154689398727,8.165472185356776,4.425434028822517,4.360173233286568,3.906189438782822
2025-04-29,22.027860192996002,18.048697855539295,15.345362416447758,14.120430379436536,9.55349157753393,8.250539004525892,4.460329111491591,4.326116374539903,3.867173087489098
2025-04-30,22.02848473818176,18.049209581474365,15.345797496030475,14.11799547784865,9.55376244302516,8.250772928037756,4.460455573029347,4.32623903080933,3.8672827315631535
2025-05-02,22.034107238928645,18.053816421007753,15.349714322762248,14.155630622354645,9.5774707357918,8.172053551126188,4.46159404964673,4.327343250299278,3.8682698080827165
