date,RIFA SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,ASTRUM CAPITAL MANAGEMENT LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,SINOPAC SECURITIES (ASIA) LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,48.331370239497446,0.0,48.665096191597954,0.0,3.0035335689045937
2024-03-04,0.0,0.0,0.0,0.0,20.303981496778455,0.0,20.477449198744424,57.92995208987279,1.2886172146043284
2024-03-05,0.0,77.27161787180036,0.0,0.0,4.6147665018267565,0.0,4.654192903998588,13.166540877669261,0.2928818447050342
2024-03-06,0.0,77.17973815765295,0.0,0.0,4.609055349916932,0.0,4.646557834456533,13.150246203811003,0.41440245416258825
2024-03-07,0.0,77.1706699052417,0.0,0.0,4.6067230418615805,0.0,4.644206549118388,13.143591819599376,0.4348086841789613
2024-03-08,0.0,77.17152559652766,0.0,0.0,4.606550372197276,0.0,4.64403247449343,13.143099170146256,0.4347923866353816
2024-03-11,0.0,76.56107253791339,0.0,0.0,4.767723369267312,0.28358913453925333,4.741077410317315,13.347722151166334,0.2988153967963944
2024-03-12,0.0,76.54617495594319,0.0,0.0,4.7672696961507866,0.2835621495914041,4.763463492800566,13.346452047547091,0.29307765796695456
2024-03-13,0.0,76.54483582907649,0.0,0.0,4.767541889659477,0.28357833994381726,4.763735468989091,13.347214080711344,0.29309439161978423
2024-03-14,0.0,57.41666146937757,18.10800486466259,0.0,4.936774978171385,0.2903985281277286,4.698999002120495,13.668220656105776,0.8809405014344518
2024-03-15,0.0,52.61633952424374,21.944137831741614,0.0,5.313064900577499,0.29794756122922367,4.821151477339988,14.023531858392923,0.9838268464750204
2024-03-18,0.0,50.70507923805366,23.726957105153605,0.0,5.256265686952093,0.30110864565777085,4.872301642153594,14.172314979851992,0.9659727021772782
2024-03-19,0.0,49.79896051836133,24.29311596995971,0.0,5.43678921081353,0.30226925089970746,4.809935529417492,14.226941319192271,1.1319882013559515
2024-03-20,0.0,49.827333633622665,24.36198661683487,0.0,5.437671702599937,0.30231831480872784,4.810716271218078,14.127801516866928,1.132171944048793
2024-03-21,0.0,49.51282165742089,24.665305840864544,0.0,5.448037691898758,0.30233058327482865,4.810911496272609,14.128374841225716,1.1322178890426469
2024-03-22,0.0,46.910889322269384,4.769309862805331,0.0,5.213312429097677,0.31653771472516457,32.88805611852531,9.659711334599484,0.24218321797764264
2024-03-25,0.0,47.724398946857896,2.9420425413981848,0.0,5.37396937573616,0.3182810226564124,33.54941800041571,9.84505993210005,0.2468301808355851
2024-03-26,0.0,25.64755976926803,32.05090106776632,0.0,5.035558287503104,0.30123792504060604,31.711397784680017,5.031487504732285,0.22185766100963553
2024-03-27,0.0,24.04266015214402,34.70562085311995,0.0,5.189182901039914,0.30744558420893003,32.36280240804676,3.1658585833406043,0.22642951809982012
2024-03-28,0.0,19.63859662846638,37.23289135734866,0.0,5.436695740603121,0.32159511175430133,33.82181023280879,3.3115604750915892,0.23685045392715437
2024-04-02,0.0,18.64572508473536,38.12718415525534,0.0,5.485326422962077,0.3244717468418814,33.83714149160539,3.341182041804238,0.23896905679570996
2024-04-03,0.0,16.849512561013025,47.826712728888296,0.0,7.5214288910758,2.859906797779241,12.895554087162097,4.847982977028422,7.19890195705312
2024-04-05,0.0,27.346767241607456,36.62114400290099,0.0,8.995518149098652,2.2764468429617675,13.252917762840758,4.670514190188514,6.836691810401864
2024-04-08,0.0,30.047719785727484,31.113586872277793,0.0,9.403339304121625,2.4045423103575527,14.873507925847704,4.935911933102102,7.221391868565739
2024-04-09,0.0,29.855991855708865,31.01031886290473,0.0,9.51218130545784,3.3429391169340654,14.337691634491383,4.829534012116108,7.111343212387011
2024-04-10,0.0,29.204055687542745,30.782967971984515,0.0,9.428419781252966,3.3410776137594405,15.354811103166321,4.826844704120646,7.061823138173364
2024-04-11,0.0,27.830759990976823,29.69477145407695,0.0,9.195438395365372,2.918958552399016,14.531072232308686,9.022889121331932,6.806110253541219
2024-04-12,0.0,27.488915722944018,29.727625202873533,0.0,9.097136842868332,2.8959496567540572,14.690129864947945,9.337474488991719,6.762768220620402
2024-04-15,0.0,27.848562440881132,29.376246873348688,0.0,9.119122823816136,2.887840873428113,14.713065649483529,9.311329159681113,6.743832179361296
2024-04-16,0.0,28.056923483475405,29.107177543227934,0.0,9.241662599459513,3.11876262400365,14.322862426126997,9.370616031079878,6.781995292626619
2024-04-17,0.0,28.19379812575571,29.13776754172487,0.0,9.239721057278514,3.1562019778448116,14.26502584640302,9.165032308184475,6.842453142808598
2024-04-18,0.0,28.26692608908397,28.992907250934763,0.0,9.547810758915316,3.16168657587944,14.087080378423472,9.180958576065184,6.762630370697856
2024-04-19,0.0,27.7349327915194,29.24080068757909,0.0,9.537001106428406,3.1879233093700465,14.447332611029406,9.062462903888589,6.789546590185061
2024-04-22,0.0,28.691886562518416,28.602986164373682,0.0,9.413405061615862,3.1306323002581316,14.593961053309123,8.89959899706968,6.667529860855104
2024-04-23,0.0,28.74983887597583,28.440633916117676,0.0,9.855309788667983,3.135127688964317,14.229607466218042,8.912378254735204,6.67710400932095
2024-04-24,0.0,28.691168549246576,28.45109714309756,0.0,9.866407689836944,3.1386581043434667,14.245631191572143,8.922414336316848,6.684622985586468
2024-04-25,0.0,27.48371649088025,28.964869008465456,0.0,9.787146794145864,3.202888408776188,14.634955561268054,9.10500491166605,6.82141882479814
2024-04-26,0.0,27.513742064223763,28.974354167401906,0.0,9.79696757543922,3.2061023042281733,14.649640811303454,9.114141206828792,6.745051870574692
2024-04-29,0.0,27.59171235020349,28.842046124082042,0.0,9.81774440336574,3.2129016158903623,14.642769192741154,9.133469937080694,6.759356376636518
2024-04-30,0.0,27.65923647713176,28.749490420514928,0.0,9.794597729312047,3.21818987343837,14.659500476793255,9.148503121133198,6.7704819016764475
2024-05-02,0.0,27.671843203503226,28.706433307460056,0.0,9.802544544857161,3.2158836881547948,14.67139441562486,9.155925729884142,6.775975110515761
2024-05-03,0.0,27.683275466093416,28.7119114136757,0.0,9.8319715811172,3.212645223107993,14.644339247397282,9.146705512885449,6.769151555722957
2024-05-06,0.0,27.66796577863257,28.677200403198565,0.0,9.873695122031993,3.2134344910718706,14.647937001589678,9.148952633602175,6.770814569873146
2024-05-07,0.0,27.653019710734583,28.757470808753443,0.0,9.888004828194653,3.1625900716947384,14.627747139177005,9.144010424682612,6.767157016762964
2024-05-08,0.0,27.657773525949708,28.745223545243842,0.0,9.889704669596828,3.1631337507923303,14.630261787039721,9.145582366421303,6.76832035495626
2024-05-10,0.0,27.45264660399603,28.733440943757998,0.0,9.744208286508302,3.179766980750619,14.892351753881453,9.193674096518095,6.803911334587505
2024-05-13,0.0,27.36208979081447,28.954451472972526,0.0,9.63356626229721,3.175846773954135,14.896183048391165,9.182339585563042,6.79552306600745
2024-05-14,0.0,27.370188255790367,28.943289640808224,0.0,9.636417546667836,3.1767867417732716,14.890726132746948,9.18505731860533,6.797534363608025
2024-05-16,0.0,27.067335450211626,29.40396360946904,0.0,9.6016051937513,3.1653103377403826,14.836932156841875,9.151875541727627,6.772977710258147
2024-05-17,0.0,27.35727934809249,29.152278427602813,0.0,9.625891341818502,3.1635999102480814,14.661892421058015,9.146930175282495,6.892128375897605
2024-05-20,0.0,26.89299694379229,28.812752105542437,0.0,9.415205863741905,3.1110274890968634,14.369934520214153,10.591502748206324,6.806580329406025
2024-05-21,0.0,28.201037340384133,29.212968423583142,0.0,9.532400585572091,3.149751655776514,14.744439421579605,10.723339293928584,4.436063279175929
2024-05-22,0.0,27.496658659460937,29.435396094111344,0.0,9.738040597023893,3.173733878787139,14.881344439404362,10.804986846647209,4.469839484565117
2024-05-23,0.0,27.58027063035274,29.37511849493003,0.0,9.732764490682563,3.1720143380564627,14.87328167205584,10.799132664889433,4.4674177090329374
2024-05-24,0.0,27.510528184187155,29.404081168482886,0.0,9.726716553871281,3.176473357349445,14.89418960085363,10.814313409920276,4.47369772533532
2024-05-27,0.0,27.48191305734252,29.41568839214323,0.0,9.73055616286551,3.1777272661690605,14.900069063263832,10.818582346390786,4.47546371182506
2024-05-28,0.0,27.460921709566982,29.21145626001969,0.0,9.779481060406667,3.194514736445292,14.978783957766053,10.875735341081215,4.499106934714099
2024-05-29,0.0,27.471141853294935,29.212403355520582,0.0,9.745903648820674,3.1957036404483268,15.024056800476204,10.850009332050103,4.5007813693891805
2024-05-30,0.0,27.52919999766877,29.254250481626737,0.0,9.627263582999772,3.202457514179676,15.043377088119158,10.872939991853823,4.470511343552063
2024-05-31,0.0,27.676357608324903,29.313115367837582,0.0,9.64909568336341,3.209719845085762,14.773465250027906,10.897596958509347,4.480649286851087
2024-06-03,0.0,27.807327758166927,29.589540606921044,0.0,9.694757165462123,3.2249088918169457,14.242461590183344,10.939151357413229,4.501852630036389
2024-06-04,0.0,27.807608947081775,29.5849921826188,0.0,9.695728216398077,3.2252319066944013,14.243888150479947,10.940247049959503,4.502303546767495
2024-06-05,0.0,27.16631024741708,28.76628625316082,0.0,11.920286209816105,3.1348566279561547,13.920409900833594,10.691794385277472,4.400056375538772
2024-06-06,0.0,27.16498068738966,28.769772538104927,0.0,11.919702813104678,3.1347032033642157,13.919728615064535,10.691271112801138,4.39984103017085
2024-06-07,0.0,27.172294878473043,28.750593746830795,0.0,11.922912201877505,3.1355472245134646,13.923476512259494,10.69414974543273,4.401025690612966
2024-06-11,0.0,27.174077463323027,28.749890026004287,0.0,11.922620367847815,3.135470476537272,13.923135710936037,10.693887987502999,4.400917967848567
