date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),KINGSWAY FINANCIAL SERVICES GROUP LTD,DBS BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,27.438231469440833,72.56176853055916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,27.568270481144342,72.43172951885566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,22.771213748657356,58.75402792696026,0.0,14.500537056928033,0.0,0.0,0.0,0.0,0.0,3.9742212674543502
2024-03-20,22.86947141316073,58.57605177993528,0.0,14.563106796116504,0.0,0.0,0.0,0.0,0.0,3.9913700107874863
2024-03-21,23.01845819761129,58.306188925081436,0.0,14.65798045602606,0.0,0.0,0.0,0.0,0.0,4.017372421281216
2024-03-22,21.566632756866735,54.01831129196337,0.0,13.73346897253306,0.0,0.0,0.0,6.917599186164802,0.0,3.7639877924720246
2024-04-08,21.566632756866735,54.221770091556465,0.0,13.73346897253306,0.0,0.0,0.0,6.714140386571719,0.0,3.7639877924720246
2024-04-10,19.485294117647058,50.091911764705884,0.0,12.408088235294118,0.0,0.0,8.54779411764706,6.0661764705882355,0.0,3.4007352941176467
2024-04-17,19.39615736505032,50.32021957913998,0.0,12.351326623970722,0.0,0.0,8.508691674290942,6.038426349496798,0.0,3.385178408051235
2024-04-18,19.76212259835316,49.95425434583714,0.0,12.351326623970722,0.0,0.0,8.508691674290942,6.038426349496798,0.0,3.385178408051235
2024-04-22,19.853613906678866,49.862763037511435,0.0,12.351326623970722,0.0,0.0,8.508691674290942,6.038426349496798,0.0,3.385178408051235
2024-04-23,19.853613906678866,49.67978042086002,0.0,12.351326623970722,0.0,0.0,8.508691674290942,6.038426349496798,0.0,3.568161024702653
2024-05-03,19.853613906678866,49.77127172918573,0.0,12.351326623970722,0.0,0.0,8.417200365965233,6.038426349496798,0.0,3.568161024702653
2024-05-13,19.871794871794872,49.72527472527473,0.0,12.362637362637363,0.0,0.0,8.424908424908425,6.043956043956044,0.0,3.571428571428571
2024-05-17,19.871794871794872,49.81684981684982,0.0,12.362637362637363,0.0,0.0,8.333333333333332,6.043956043956044,0.0,3.571428571428571
2024-05-20,19.871794871794872,49.908424908424905,0.0,12.362637362637363,0.0,0.0,8.241758241758241,6.043956043956044,0.0,3.571428571428571
2024-05-31,19.963201471941122,49.678012879484825,0.0,12.419503219871206,0.0,0.0,8.27966881324747,6.071757129714812,0.0,3.5878564857405704
2024-06-05,29.304029304029307,40.476190476190474,0.0,12.362637362637363,0.0,0.0,8.241758241758241,6.043956043956044,0.0,3.571428571428571
2024-06-06,29.493087557603687,40.09216589861751,0.0,12.442396313364055,0.0,0.0,8.294930875576037,6.082949308755761,0.0,3.5944700460829497
2024-06-11,29.7951582867784,39.47858472998138,0.0,12.569832402234638,0.0,0.0,8.379888268156424,6.145251396648044,0.0,3.6312849162011176
2024-07-02,20.48417132216015,48.78957169459962,0.0,12.569832402234638,0.0,0.0,8.379888268156424,6.145251396648044,0.0,3.6312849162011176
2024-07-09,29.608938547486037,39.47858472998138,0.0,12.569832402234638,0.0,0.0,8.472998137802607,6.145251396648044,0.0,3.7243947858473
2024-07-10,29.608938547486037,39.29236499068901,0.0,12.569832402234638,0.0,0.0,8.472998137802607,6.33147113594041,0.0,3.7243947858473
2024-07-12,29.636533084808946,39.235787511649576,0.0,12.581547064305685,0.0,0.0,8.480894687791238,6.3373718546132345,0.0,3.727865796831314
2024-07-15,29.66417910447761,39.17910447761194,0.0,12.593283582089551,0.0,0.0,8.488805970149253,6.343283582089552,0.0,3.731343283582089
2024-07-18,29.69187675070028,39.21568627450981,0.0,12.605042016806722,0.0,0.0,8.49673202614379,6.349206349206349,0.0,3.6414565826330536
2024-07-25,29.69187675070028,39.12231559290383,0.0,12.605042016806722,0.0,0.0,8.49673202614379,6.442577030812324,0.0,3.6414565826330536
2024-07-29,29.785247432306257,39.028944911297856,0.0,12.605042016806722,0.0,0.0,8.49673202614379,6.442577030812324,0.0,3.6414565826330536
2024-07-31,29.785247432306257,39.21568627450981,0.0,12.605042016806722,0.0,0.0,8.49673202614379,6.2558356676003735,0.0,3.6414565826330536
2024-08-01,29.166666666666668,25.36231884057971,15.489130434782608,12.228260869565217,0.0,0.0,8.242753623188406,5.978260869565218,0.0,3.532608695652174
2024-08-02,28.830462375339984,25.657298277425205,15.503173164097914,12.239347234814144,0.0,0.0,8.250226654578423,5.983680870353581,0.0,3.535811423390753
2024-08-07,28.377153218495017,26.11060743427017,15.503173164097914,12.239347234814144,0.0,0.0,8.250226654578423,5.983680870353581,0.0,3.535811423390753
2024-08-12,28.351449275362317,25.181159420289855,15.489130434782608,12.228260869565217,0.0,0.0,8.242753623188406,5.978260869565218,0.0,4.528985507246377
2024-08-16,28.454545454545453,24.90909090909091,15.545454545454545,12.272727272727273,0.0,0.0,8.272727272727273,6.0,0.0,4.545454545454546
2024-08-28,28.454545454545453,25.0,15.545454545454545,12.272727272727273,0.0,0.0,8.181818181818182,6.0,0.0,4.545454545454546
2024-09-03,28.454545454545453,25.181818181818183,15.545454545454545,12.272727272727273,0.0,0.0,8.181818181818182,6.0,0.0,4.363636363636364
2024-09-25,28.428701180744774,25.24977293369664,15.531335149863759,12.26158038147139,0.0,0.0,8.174386920980927,5.994550408719346,0.0,4.35967302452316
2024-09-30,28.506375227686704,25.045537340619305,15.573770491803279,12.295081967213115,0.0,0.0,8.19672131147541,6.0109289617486334,0.0,4.371584699453552
2024-10-02,28.532360984503192,24.97721057429353,15.587967183226983,12.306289881494987,0.0,0.0,8.20419325432999,6.01640838650866,0.0,4.375569735642662
2024-10-03,28.532360984503192,24.88605287146764,15.587967183226983,12.306289881494987,0.0,0.0,8.20419325432999,6.01640838650866,0.0,4.466727438468551
2024-10-07,28.532360984503192,24.79489516864175,15.587967183226983,12.306289881494987,0.0,0.0,8.20419325432999,6.01640838650866,0.0,4.557885141294439
2024-10-08,27.849264705882355,25.09191176470588,15.716911764705882,12.408088235294118,0.0,0.0,8.272058823529411,6.0661764705882355,0.0,4.595588235294118
2024-10-09,28.07017543859649,24.653739612188367,15.789473684210526,12.465373961218837,0.0,0.0,8.310249307479225,6.094182825484765,0.0,4.616805170821792
2024-10-10,27.977839335180054,25.392428439519854,15.789473684210526,12.465373961218837,0.0,0.0,7.663896583564174,6.094182825484765,0.0,4.616805170821792
2024-10-16,27.977839335180054,25.30009233610342,15.789473684210526,12.465373961218837,0.0,0.0,7.756232686980609,6.094182825484765,0.0,4.616805170821792
2024-10-22,28.624192059095105,24.653739612188367,15.789473684210526,12.465373961218837,0.0,0.0,7.756232686980609,6.094182825484765,0.0,4.616805170821792
2024-10-28,29.162746942615243,23.23612417685795,16.086547507055503,12.699905926622765,0.0,0.0,7.902163687676388,6.208842897460019,0.0,4.703668861712136
2024-11-11,26.56921754084265,21.668099742046433,14.70335339638865,11.607910576096304,0.0,8.25451418744626,7.222699914015478,5.674978503869303,0.0,4.299226139294927
2024-11-12,26.053310404127256,22.18400687876182,14.70335339638865,11.607910576096304,0.0,8.25451418744626,7.222699914015478,5.674978503869303,0.0,4.299226139294927
2024-11-13,25.967325881341356,22.26999140154772,14.70335339638865,11.607910576096304,0.0,8.25451418744626,7.222699914015478,5.674978503869303,0.0,4.299226139294927
2024-11-15,25.967325881341356,22.18400687876182,14.70335339638865,11.607910576096304,0.0,8.25451418744626,7.308684436801376,5.674978503869303,0.0,4.299226139294927
2024-11-19,24.855967078189302,20.98765432098765,14.074074074074074,11.11111111111111,0.0,7.901234567901234,6.995884773662551,5.432098765432099,4.526748971193416,4.11522633744856
2024-11-20,24.815119145439606,21.117502054231718,14.050944946589974,11.092851273623666,0.0,7.8882497945768275,6.9843878389482335,5.42317173377157,4.519309778142974,4.108463434675431
