date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),KINGSWAY FINANCIAL SERVICES GROUP LTD,DBS BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-11-26,24.835526315789476,21.134868421052634,14.0625,11.101973684210527,0.0,7.8125,6.990131578947369,5.427631578947369,4.5230263157894735,4.111842105263158
2024-12-02,24.835526315789476,21.052631578947366,14.0625,11.101973684210527,0.0,7.8125,6.990131578947369,5.427631578947369,4.5230263157894735,4.194078947368421
2024-12-04,24.835526315789476,19.407894736842106,14.0625,11.101973684210527,1.644736842105263,7.8125,6.990131578947369,5.427631578947369,4.5230263157894735,4.194078947368421
2024-12-05,24.649629018961253,19.455894476504536,14.097279472382523,11.129431162407254,1.6488046166529264,7.831821929101402,7.007419620774938,5.441055234954658,4.534212695795548,4.204451772464963
2024-12-06,24.690338563170933,19.322873658133773,14.12056151940545,11.147811725846408,1.6515276630883566,7.844756399669695,7.018992568125516,5.450041288191578,4.541701073492981,4.211395540875309
2024-12-09,24.690338563170933,19.240297274979355,14.12056151940545,11.147811725846408,1.6515276630883566,7.844756399669695,7.018992568125516,5.450041288191578,4.541701073492981,4.293971924029727
2024-12-13,24.690338563170933,15.111478117258464,14.12056151940545,11.147811725846408,5.780346820809249,7.844756399669695,7.018992568125516,5.450041288191578,4.541701073492981,4.293971924029727
2024-12-20,24.77216238608119,14.747307373653687,14.167357083678542,11.184755592377796,5.79950289975145,7.8707539353769675,7.1251035625517805,5.468102734051367,4.556752278376139,4.308202154101077
2025-01-02,24.77216238608119,14.747307373653687,14.167357083678542,11.184755592377796,5.79950289975145,7.8707539353769675,7.042253521126761,5.468102734051367,4.556752278376139,4.391052195526098
2025-01-10,24.528301886792452,14.602132895816242,14.027891714520099,11.074651353568498,6.726825266611977,7.793273174733388,6.972928630024611,5.414273995077933,4.5118949958982775,4.3478260869565215
2025-01-14,24.528301886792452,11.566858080393766,14.027891714520099,11.074651353568498,9.762100082034454,7.793273174733388,6.972928630024611,5.414273995077933,4.5118949958982775,4.3478260869565215
2025-01-16,24.528301886792452,11.484823625922887,14.027891714520099,11.156685808039377,9.762100082034454,7.793273174733388,6.972928630024611,5.414273995077933,4.5118949958982775,4.3478260869565215
2025-02-07,24.4281045751634,11.846405228758169,13.970588235294118,11.11111111111111,9.722222222222223,7.761437908496732,6.944444444444445,5.392156862745098,4.493464052287582,4.330065359477124
2025-02-14,24.4281045751634,11.76470588235294,13.970588235294118,11.11111111111111,9.722222222222223,7.761437908496732,7.026143790849673,5.392156862745098,4.493464052287582,4.330065359477124
2025-02-21,24.71451876019576,11.908646003262643,13.947797716150081,11.092985318107667,9.706362153344209,7.748776508972267,7.01468189233279,5.383360522022838,4.486133768352365,3.99673735725938
2025-02-24,24.12420382165605,14.012738853503185,13.614649681528663,10.828025477707007,9.474522292993631,7.563694267515923,6.8471337579617835,5.254777070063694,4.378980891719745,3.901273885350318
2025-03-03,24.085850556438793,13.990461049284578,13.593004769475359,10.81081081081081,9.45945945945946,7.551669316375199,6.995230524642289,5.246422893481717,4.372019077901431,3.8950715421303657
2025-03-11,24.085850556438793,14.149443561208267,13.593004769475359,10.651828298887123,9.45945945945946,7.551669316375199,6.995230524642289,5.246422893481717,4.372019077901431,3.8950715421303657
2025-03-20,24.085850556438793,14.546899841017488,13.593004769475359,10.651828298887123,9.45945945945946,7.551669316375199,6.995230524642289,5.246422893481717,3.97456279809221,3.8950715421303657
2025-03-25,24.047619047619047,14.682539682539684,13.571428571428571,10.634920634920634,9.444444444444445,7.5396825396825395,6.984126984126984,5.238095238095238,3.968253968253968,3.888888888888889
2025-03-26,24.047619047619047,15.158730158730158,13.571428571428571,10.634920634920634,9.444444444444445,7.5396825396825395,6.507936507936509,5.238095238095238,3.968253968253968,3.888888888888889
2025-03-31,24.085850556438793,16.216216216216218,13.593004769475359,9.45945945945946,9.45945945945946,7.551669316375199,6.518282988871224,5.246422893481717,3.97456279809221,3.8950715421303657
2025-04-09,23.52941176470588,16.772655007949126,13.593004769475359,9.45945945945946,9.45945945945946,7.551669316375199,6.518282988871224,5.246422893481717,3.97456279809221,3.8950715421303657
2025-04-11,24.151539068666143,16.574585635359114,13.496448303078138,9.392265193370166,9.392265193370166,7.49802683504341,6.471981057616416,5.209155485398579,3.946329913180742,3.867403314917127
2025-04-14,24.13249211356467,16.561514195583594,13.485804416403784,9.384858044164037,9.384858044164037,7.49211356466877,6.466876971608833,5.205047318611988,3.943217665615142,3.943217665615142
2025-04-15,24.21135646687697,16.482649842271293,13.485804416403784,9.384858044164037,9.384858044164037,7.49211356466877,6.466876971608833,5.205047318611988,3.943217665615142,3.943217665615142
2025-04-23,24.192277383766744,16.548463356973993,13.47517730496454,9.37746256895193,9.37746256895193,7.486209613869188,6.461780929866036,5.200945626477541,3.940110323089047,3.940110323089047
