date,VC BROKERAGE LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,FORTUNE (HK) SECURITIES LTD,YUE XIU SECURITIES CO LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD
2024-05-02,14.39681043478387,18.437064955673364,12.334410191875524,9.937851156724532,9.333443834912048,8.45694755266824,6.770237443925932,6.995592087516722,6.992422119045677,6.34522022287409
2024-08-27,14.387536800383781,18.425188811260405,12.326465042414933,9.931449738940543,9.327431743121938,8.515914558180333,6.765876428884361,6.9910859113935,6.987917984842004,6.3411329805782
2024-09-17,14.386777196159278,18.424216035207596,12.331093853340311,9.930925398236377,9.326939292144809,8.515464952055,6.765519217751619,6.990716810103556,6.987549050805873,6.340798194195582
2024-09-20,14.386397424124276,18.42372968569918,12.330768345789686,9.930663248646061,9.326693086155306,8.515240166794912,6.765340626329359,6.993172003804664,6.987364598396098,6.340630814260456
2024-09-25,22.223081781462994,16.737304282635492,11.202065236680635,9.021654971956718,8.472969523369876,7.735793356868149,6.146071754756808,6.353048472011626,6.347772650390598,5.760237969867102
2024-10-29,22.22009776362511,16.73505687091156,11.200561072550022,9.020443583742054,8.471831810227917,7.734754628504816,6.145246487229582,6.3656229734498675,6.346920299352796,5.759464510406278
2024-11-18,21.847325726876367,16.454303775167396,11.012656590393414,8.869113505771233,8.329705432905616,7.6049937126307405,7.719786257382179,6.258831083232715,6.24044217165775,5.6628417439825895
2024-11-26,21.84516267968098,16.45267467712227,11.011566255757065,8.868235397789778,8.328880730321861,7.6042407618793915,7.7289226825914215,6.258211412560422,6.239824321624015,5.662281080672794
2024-12-11,21.85206532740551,16.45787340322414,10.983447636605495,8.871037588177956,8.331512495095787,7.606643554477524,7.73136487225832,6.26018888599012,6.241795985089592,5.664070251675557
2025-01-22,21.85721940010278,16.461755190812262,10.986038214966744,8.87312992919674,8.33347758262571,7.60843767294068,7.733188407745868,6.2616654269089596,6.24326818782131,5.641819986878947
2025-02-27,21.858766096049052,16.462920084184834,10.986815626789427,8.873757823982483,8.334067289658403,7.6089760735254375,7.726659274242993,6.262108525015603,6.243709984072737,5.642219222479028
2025-03-06,21.86309800947529,16.4661826628791,10.988992965341668,8.875516402233883,8.335718913443051,7.610484000618305,7.708372783513479,6.263349533399924,6.244947346282054,5.64333738281325
2025-03-17,22.0189952156274,16.583596575217623,11.06735117884734,8.938804240474639,8.395157666784954,7.664751387273548,7.050277264385933,6.308011030731545,6.2894776248103055,5.683577815846714
2025-04-03,22.0189952156274,16.583596575217623,11.068776825456666,8.938804240474639,8.395157666784954,7.664751387273548,7.050277264385933,6.308011030731545,6.2894776248103055,5.682152169237387
