date,VC BROKERAGE LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,FORTUNE (HK) SECURITIES LTD,YUE XIU SECURITIES CO LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,42.487736703078596,0.0,0.0,0.0,31.624243401530183,0.0,0.0,25.888019895391214
2024-03-04,0.0,0.0,28.303028127244872,0.0,0.0,33.23744135456588,21.147725450076322,0.0,0.0,17.311805068112925
2024-03-07,0.0,0.0,28.21412788278025,0.0,0.0,33.27160701423979,21.17782233259626,0.0,0.0,17.336442770383698
2024-03-11,42.4893832591772,23.28401898766503,9.652719685238328,0.0,0.0,11.391228531364344,7.251623545267526,0.0,0.0,5.931025991287569
2024-03-12,42.489064710640804,23.283844424289406,9.653397030770417,0.0,0.0,11.391143129814637,7.251569178884922,0.0,0.0,5.930981525599815
2024-03-13,42.42767413292483,23.34902178629779,9.658165013261739,0.0,0.0,11.374684568950867,7.241091706051125,0.0,0.0,5.949362792513659
2024-03-14,42.41719505364146,23.34325488402261,9.605633750004083,0.0,0.0,11.371875170984627,7.314147763447079,0.0,0.0,5.947893377900146
2024-03-15,42.41719505364146,23.34325488402261,9.6138666463369,0.0,0.0,11.371875170984627,7.314147763447079,0.0,0.0,5.939660481567329
2024-03-19,42.38927613235978,23.32789039575928,9.681586113747322,0.0,0.0,11.364390223257125,7.309333604580799,0.0,0.0,5.927523530295691
2024-03-20,42.36899453542341,23.31672892017981,9.659011585477721,0.0,0.0,11.35895281070929,7.305836376706969,0.0,0.0,5.990475771502799
2024-03-21,42.41656012429183,23.342905466348405,9.695302036513763,0.0,0.0,11.371704949042858,7.31403828032174,0.0,0.0,5.85948914348141
2024-03-22,42.41783000199976,23.34360431215777,9.69259847162,0.0,0.0,11.372045398022543,7.314257249850151,0.0,0.0,5.859664566349776
2024-03-25,42.42100502895131,23.345351609764315,9.6858388511075,0.0,0.0,11.372896609662348,7.3148047310366655,0.0,0.0,5.860103169477855
2024-03-26,42.42735650899604,23.348846989819204,9.687289062203094,0.0,0.0,11.374599415284651,7.315899939324365,0.0,0.0,5.846008084372637
2024-03-28,42.43498079607385,23.35304282776514,9.607415163524031,0.0,0.0,11.376643455226636,7.38085913283059,0.0,0.0,5.847058624579755
2024-04-02,40.47672464234142,22.52054326245353,9.261315458298668,0.0,0.0,10.972527987952285,7.117743012801801,0.0,4.130944499807517,5.5202011363447765
2024-04-03,40.47175667892409,22.51777917430028,9.3085513004577,0.0,0.0,10.971181260465773,7.080770495605678,0.0,4.130437482964246,5.519523607282235
2024-04-11,40.47088010608634,22.51729146446976,9.310515575474888,0.0,0.0,10.970943636990043,7.080617134061823,0.0,4.130348022322982,5.519404060594162
2024-04-12,39.92807565687277,22.242351161039227,9.365135296542478,0.0,0.0,10.821662061346558,6.985650321542009,0.0,5.258047083318653,5.399078419338308
2024-04-15,39.72144794364019,22.281869748061283,9.438858185860141,0.0,0.0,10.84088920108544,6.998061915448549,0.0,5.26738919781562,5.451483808088775
2024-04-16,39.188496529616934,22.318212251620547,9.402565953622931,0.0,0.0,10.853357619194385,7.0061105874989344,0.0,5.559193641319733,5.672063417126534
2024-04-17,38.87881983961646,22.141848504376853,9.296372246075258,0.0,0.0,10.767591841975467,7.305106950879543,0.0,6.011367998659639,5.598892618416783
2024-04-18,38.870555330807015,22.13714178995556,9.315653205057895,0.0,0.0,10.76530296443233,7.303554097140708,0.0,6.010090156276905,5.5977024563295865
2024-04-19,38.87413618652732,22.139181120501146,9.305881858939069,0.0,0.0,10.767711962294825,7.3042269193642335,0.0,6.010643821269148,5.598218131104252
2024-04-22,38.62261192823429,21.99945597338544,9.853970100770104,0.0,0.0,10.698042484577455,7.256966955837794,0.0,5.971753626468311,5.597198930726606
2024-04-23,34.29824446477935,19.535669228796007,8.636883424157533,0.0,11.0576664526815,9.500239836508843,6.4631997893779,0.0,5.30312828517723,5.2049685185216275
2024-04-24,34.10717660255369,19.426840377204876,8.915181974100545,0.0,10.983631892200647,9.44731612147565,6.427194746374551,0.0,5.273585741517371,5.419072544572672
2024-04-25,33.88449530052814,19.015254950451148,9.176933753912353,0.0,10.911921193914893,9.385635828231448,7.002911656481306,0.0,5.2391551888818135,5.383692127598902
2024-04-26,32.88945993281229,18.339352367855213,10.860752248410506,0.0,10.591487100935963,9.07344989163166,6.8206496982821605,0.0,5.085304743017029,6.339544017055183
2024-04-29,30.904401623607097,18.085631227922068,11.67887485752625,0.0,10.32879970492585,8.866537276418006,7.239080120465985,0.0,5.5438513982852315,7.352823790849512
2024-04-30,15.758909944271359,17.913789271801267,11.329017650949016,9.675406977409125,9.261757770951483,8.342187798674289,6.496471932704695,6.941862031312611,7.253278544159049,7.027318077767104
