date,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,SOOCHOW SECURITIES INTERNATIONAL,DAIWA CAPITAL MARKETS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,51.0611252348845,48.93887476511551,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,47.66056229043075,45.67964921330926,0.0,0.0,0.0,0.0,0.0,6.659788496259996
2024-03-08,43.404115381001596,41.60011275016443,0.0,0.0,0.0,0.0,8.930752607347554,6.065019261486423
2024-03-19,37.20602448453608,35.659632731958766,14.279961340206185,0.0,0.0,0.0,7.655444587628867,5.198936855670103
2024-04-30,37.207522854496396,35.628851032982965,14.308726994482704,0.0,0.0,0.0,7.655752889533245,5.199146228504691
2024-05-08,37.219514160254604,35.628247995810334,14.293195826451274,0.0,0.0,0.0,7.6582201990089835,5.200821818474802
2024-05-20,34.13255504654943,32.318604994827844,13.10033988473474,8.655977538052314,0.0,0.0,7.0230530515738145,4.769469484261859
2024-05-27,34.13381608600879,32.3161044814719,13.100823881479293,8.656297336239701,0.0,0.0,7.023312520781763,4.769645694018546
2024-07-05,31.647997807693624,29.962662282053916,12.146747507964237,8.053300448737712,7.255163909156305,0.0,6.5118350289452955,4.422293015448909
2024-08-12,31.642578258784848,30.022604287964928,12.144667442975546,8.086170285636001,7.171724090691144,0.0,6.510719912322761,4.421535721624769
2024-08-14,31.64149457173191,30.025000856193707,12.144251515462859,8.085893352512072,7.171478475290249,0.0,6.510496934826534,4.421384293982671
2024-08-30,31.64041095890411,30.027397260273975,12.143835616438356,8.085616438356166,7.171232876712328,0.0,6.510273972602739,4.421232876712329
2024-09-05,31.647997807693624,30.06542664337341,12.146747507964237,8.08755523584421,7.118144760730312,0.0,6.5118350289452955,4.422293015448909
2024-09-16,31.778626216764692,29.77676882330685,12.196883706531834,8.12093695181096,7.147525195198294,0.0,6.538712895126062,4.440546211261307
2024-09-23,31.795030628398376,29.72331199669626,12.203179847202147,8.142336017619932,7.151214811755799,0.0,6.542088237318467,4.442838461009017
2024-09-30,31.792842395044733,29.721266345492086,12.202339986235375,8.148657949070888,7.150722642807983,0.0,6.541637990364762,4.442532690984171
2024-10-03,31.791748391314822,29.720243625477444,12.201920099101889,8.151818588486288,7.150476583737656,0.0,6.5414128901276625,4.4423798217542405
2024-10-04,31.778626216764692,29.714855708045267,12.231279881677159,8.148453891927218,7.147525195198294,0.0,6.538712895126062,4.440546211261307
2024-10-07,31.77971931755641,29.71243808475509,12.231700605393506,8.148734177215191,7.147771051183269,0.0,6.5389378095762245,4.440698954320308
2024-10-08,31.778626216764692,29.714855708045267,12.231279881677159,8.148453891927218,7.147525195198294,0.0,6.538712895126062,4.440546211261307
2024-10-10,31.777533191167368,29.72071266423609,12.230859186902387,8.14473412671115,7.147279356125748,0.0,6.5384879961477615,4.4403934787095
2024-10-17,31.780812493550275,29.713460149289673,12.232121358054417,8.145574627635789,7.148016924082419,0.0,6.5391627394998455,4.440851707887586
2024-10-24,31.509839364278164,30.312745131475733,12.127826472494117,8.076122915316668,7.087070700180758,0.0,6.4834077964598755,4.402987619794686
2024-10-29,31.72624566464064,30.520929913121115,12.211119123656468,8.13158888774424,7.135743964836372,0.0,6.52793516706157,3.746437278939597
2024-10-30,31.748049895192604,30.74464795024226,12.219511356998042,8.154358956736882,6.851998213119824,0.0,6.532421566269201,3.7490120614411877
2024-11-01,31.751323114990722,30.71345109629528,12.220771187023164,8.179256306275345,6.852704653240773,0.0,6.533095058079594,3.7493985840951267
2024-11-06,31.70012008920913,30.663921770458053,12.201063647280836,8.166066220621031,6.841653799965688,0.0,6.522559615714531,3.9046148567507295
2024-11-18,31.516288589459325,30.48609926658707,12.13030871567457,8.118710557734948,6.801978509295583,0.0,6.484734777417704,4.461879583830804
2024-11-19,31.52058953976323,30.47661287571219,12.131964109037563,8.119818498174746,6.802906758554808,0.0,6.485619733205963,4.4624884855515
2024-11-20,31.584165185286476,30.31929440722002,12.173526596472035,8.136195815670723,6.816627922877068,0.0,6.498700943525229,4.4714891289484475
2024-11-22,31.59928859703126,30.303030303030305,12.162254600177851,8.143511868116834,6.819891921472057,0.0,6.501812709487654,4.470210000684041
2024-11-25,31.616590240229964,30.292245568407367,12.168913832044352,8.12059407295873,6.823626035178974,0.0,6.505372664430908,4.472657586749709
2024-11-26,31.595144469140024,30.217131133527097,12.166182253376645,8.121046332706445,6.931099333219354,0.0,6.500256454094718,4.469140023935716
2024-11-27,31.63191948238677,30.146177809729213,12.173496285645818,8.123652048885694,6.932320016432166,0.0,6.507822395672863,4.4846119612474755
2024-12-03,31.63408538464172,30.124276764011093,12.174329829846965,8.124208291964806,6.932794686569207,0.0,6.508267999589168,4.502037043377041
2024-12-04,31.628671185048262,30.11912096939823,12.172246183336757,8.122817827069213,6.931608133086876,0.0,6.507154104196617,4.518381597864038
2024-12-11,31.66033733620719,30.10366416914708,12.16599952102364,8.11864928666735,6.928050908344452,0.0,6.503814704574225,4.51948407403606
2024-12-12,31.66033733620719,30.093400390023607,12.176263300147113,8.11864928666735,6.928050908344452,0.0,6.503814704574225,4.51948407403606
2024-12-30,31.661420555631587,30.09442999863145,12.190365403038182,8.118927056247434,6.911181059258245,0.0,6.504037224579171,4.519638702613932
2025-01-02,29.327502059960704,27.917221271471128,11.291753818850225,7.52044114850732,6.4017240286493,7.333460100145782,6.0245927616150095,4.183304810800532
2025-01-03,29.329361054766736,27.922160243407706,11.292469574036511,7.52091784989858,6.4021298174442185,7.327586206896551,6.024974645030426,4.18040060851927
2025-01-07,29.329361054766736,27.89046653144016,11.324163286004056,7.52091784989858,6.4021298174442185,7.327586206896551,6.024974645030426,4.18040060851927
2025-01-17,29.356342987659804,28.119151096025124,11.33458109951464,7.52783681756178,6.408019541287315,7.04247692161279,6.030517399993656,4.181074136344891
2025-01-21,29.346689067106226,28.14213712872856,11.344977335404318,7.522109867816273,6.403144514533871,7.037119218943164,6.02592956541034,4.177893302057248
2025-01-22,29.347619349521338,28.143029227160337,11.345336968236861,7.522348316743803,6.400177518544348,7.03734229379319,6.026120585811197,4.1780257401889305
2025-01-24,29.345758843666793,28.12856599467478,11.344617725370863,7.521871434005326,6.399771776340814,7.03689615823507,6.02573855711931,4.196779510587042
2025-02-13,29.330883284754783,28.15866176656951,11.338867063743505,7.518058547712584,6.40286402230389,7.033329109111647,6.022684070460018,4.194652135344064
