date,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,SOOCHOW SECURITIES INTERNATIONAL,DAIWA CAPITAL MARKETS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING
2025-02-18,29.204156634140162,28.2885565834495,11.338867063743505,7.518058547712584,6.40286402230389,7.033329109111647,6.022684070460018,4.191483969078697
2025-02-19,29.204156634140162,28.30122924851096,11.329362564947408,7.518058547712584,6.40286402230389,7.033329109111647,6.022684070460018,4.188315802813332
2025-02-20,29.15161883038713,28.35012355065577,11.334980675410252,7.51758220870557,6.402458341253247,7.032883482227713,6.022302477349046,4.188050434011278
2025-02-21,29.204354311466563,28.157034498079913,11.418959662318702,7.531181567171284,6.4140404328921905,7.045606017328382,6.0331968643879526,4.19562664635501
2025-02-26,29.31226706590641,27.942534960022936,11.41018698435957,7.559009970375562,6.4377408976523425,7.0716401745612085,6.055490077405791,4.211129869716179
2025-03-07,29.261002289493764,28.07173747138133,11.390231493258712,7.545789875349785,6.426481811243959,7.059272449758332,6.044899516662427,4.200585092851691
2025-03-10,29.26782763442227,28.09202999872887,11.382992246091266,7.540994025676878,6.422397356044235,7.054785814160416,6.041057582305834,4.19791534257023
2025-03-11,29.266897581747113,28.091137309733387,11.382630525278845,7.54393212367727,6.4221932695668755,7.0545616320823665,6.040865613778639,4.197781944135499
2025-03-12,29.216838760921366,28.0857823669579,11.380460683081811,7.6060365369340746,6.420969023034154,7.053216838760921,6.0397140587768074,4.196981731532963
2025-03-13,29.153296266878474,28.0857823669579,11.380460683081811,7.669579030976966,6.420969023034154,7.053216838760921,6.0397140587768074,4.196981731532963
2025-03-14,29.153296266878474,28.0857823669579,11.367752184273233,7.669579030976966,6.420969023034154,7.053216838760921,6.0397140587768074,4.209690230341541
2025-03-18,29.122606458988283,28.16995331999619,11.292115207519608,7.7164904258359535,6.417706646343399,7.049633228541488,6.036645390746562,4.194849322028516
2025-03-24,29.128156264888045,28.156264888041925,11.294267111322851,7.71796093377799,6.4189296490392245,7.0509766555502615,6.037795775766238,4.195648721613467
2025-03-26,29.11336148058792,28.205453795117613,11.288530522840546,7.714040824100822,6.415669343830355,7.047395320783467,6.034729056220437,4.180819656518841
2025-03-28,29.11336148058792,28.192755785530615,11.307577537221041,7.714040824100822,6.415669343830355,7.047395320783467,6.034729056220437,4.174470651725342
2025-03-31,29.104122369966046,28.225064263273143,11.392846942337597,7.6132144330551235,6.413633334391165,7.0451588334232484,6.032813937989908,4.1731458855637715
2025-04-02,29.104122369966046,28.30757513249342,11.392846942337597,7.530703563834851,6.413633334391165,7.0451588334232484,6.032813937989908,4.1731458855637715
2025-04-07,29.0893519840137,28.34713103054525,11.387065055349382,7.526881720430108,6.410378405810892,7.041583404700733,6.029752275827069,4.167856123322866
2025-04-09,29.14389220795729,28.21278759374603,11.408414897673827,7.540994025676878,6.422397356044235,7.054785814160416,6.041057582305834,4.17567052243549
2025-04-15,28.86867287836817,28.890707630319817,11.300679929488794,7.469780911609167,6.361747670611936,6.988164190380257,5.984009065726517,4.136237723495341
2025-04-16,28.975387823449495,28.479352943034975,11.342453634956241,7.497393447284447,6.536918264825756,7.013996398218065,6.006129348203848,4.148368140027172
2025-04-17,28.733003321010088,28.45416379472398,11.197443448837646,7.431543329782568,7.1621028886521705,6.955323015226518,5.955886960335861,4.110533241431168
2025-04-22,28.68357676789791,28.39270634597942,11.175053951771808,7.562630969880837,7.1966972132736995,6.943358458699528,5.945641635129641,4.100334657367154
2025-04-23,28.668333854329475,28.43075961237887,11.169115348546422,7.530478274460769,7.192872772741482,6.939668646452016,5.94248202563301,4.126289465457956
2025-04-24,28.669230047828943,28.431648379130326,11.169464503423052,7.527587608240332,7.193097627309387,6.9398855856700745,5.942667792053519,4.126418456344369
2025-04-30,28.688063063063062,28.437812812812812,11.123623623623624,7.532532532532532,7.197822822822824,6.944444444444445,5.946571571571572,4.129129129129129
2025-05-02,28.69029372204323,28.436923269417246,11.123275673308518,7.532296912634115,7.197597672745472,6.94422722011949,5.946385561012231,4.128999968719698
