date,CITIBANK N.A.,DBS BANK (HONG KONG) LTD,BOCI SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,VC BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,LUK FOOK SECURITIES (HK) LTD,SDICS INTERNATIONAL SECURITIES (HONG,HANG SENG SECURITIES LTD
2024-03-01,0.0,0.0,63.64928501694137,0.0,0.0,36.35071498305864,0.0,0.0,0.0,0.0
2024-03-04,13.54608604427929,12.354108317757603,39.33646282387942,0.0,0.0,22.40627684530435,0.0,0.0,0.0,12.357065968779333
2024-03-05,13.650370894907823,12.420486626387682,39.30692433940416,0.0,0.0,22.18982023348192,0.0,0.0,0.0,12.432397905818407
2024-03-06,10.050589335557143,9.14284912446257,28.941173658991243,0.0,0.0,16.267913105221808,0.0,26.443663002474377,0.0,9.15381177329286
2024-03-07,10.072705925103676,9.140587980742334,28.997734967574324,0.0,0.0,16.097591054973996,0.0,26.513420759532742,0.0,9.177959312072929
2024-03-08,10.07601175039846,9.134997119342966,28.996525513189518,0.0,0.0,16.0971620718877,0.0,26.516335320570793,0.0,9.178968224610562
2024-03-11,10.083993028139705,9.142233012966459,28.97768822081034,0.0,0.0,16.072507699113377,0.0,26.537339090923197,0.0,9.186238948046924
2024-03-12,10.110887442524016,9.133736451449648,29.01775498228119,0.0,0.0,15.935403463122016,0.0,26.60231069636414,0.0,9.19990696425899
2024-03-13,9.172012413428558,8.269361934156029,26.061969492025337,0.0,0.0,14.387411718670357,0.0,24.08479121358827,9.705167592368582,8.319285635762864
2024-03-14,0.9609161094110487,0.8661603432011328,2.7170577740034765,0.0,0.0,1.5028017913057665,0.0,2.5227207600290322,1.0165513808156257,0.8657420092995626
2024-03-15,0.9604977755094785,0.868252012708984,2.7040894230548,0.0,0.0,1.4917159429141558,1.3448389100728528,2.5227207600290322,1.0165513808156257,0.8697161813644797
2024-03-18,0.9613344433126189,0.868252012708984,2.7003244179406676,0.0,0.0,1.4927617776680815,1.3477672473838445,2.5227207600290322,1.0165513808156257,0.8697161813644797
2024-03-19,0.9613344433126189,0.868252012708984,2.699278583186742,0.0,0.0,1.4971542836345686,1.3477672473838445,2.5227207600290322,1.0165513808156257,0.8791286941498095
2024-03-20,8.226720304733327,7.358113685249464,22.839932311026455,0.0,0.0,12.714416292505138,11.421827398435298,21.379122509047637,8.614895810723294,7.44497168827939
2024-03-21,0.971374456950304,0.8659511762503477,2.6963502458757507,0.0,0.0,1.5163976431067987,1.3466377458496048,2.5227207600290322,1.0165513808156257,0.8785011932974542
2024-03-22,0.9722111247534445,0.8659511762503477,2.6963502458757507,0.0,0.0,1.5163976431067987,1.3466377458496048,2.5227207600290322,1.0165513808156257,0.8785011932974542
2024-03-25,0.9728386256057998,0.8659511762503477,2.6963502458757507,0.0,0.0,1.517025143959154,1.3466377458496048,2.5208382574719668,1.0165513808156257,0.8785011932974542
2024-03-26,0.975348629015221,0.8659511762503477,2.6963502458757507,0.0,0.0,1.5182801456638644,1.3466377458496048,2.5208382574719668,1.0165513808156257,0.8785011932974542
2024-03-27,0.9755577959660061,0.8659511762503477,2.6963502458757507,0.0,0.0,1.5182801456638644,1.3466377458496048,2.5208382574719668,1.0165513808156257,0.8785011932974542
2024-03-28,0.9747211281628658,0.8659511762503477,2.6963502458757507,0.0,0.0,1.5182801456638644,1.3466377458496048,2.5208382574719668,1.0165513808156257,0.8785011932974542
2024-04-02,0.9755577959660061,0.8659511762503477,2.699487750137527,0.0,0.0,1.5182801456638644,1.3474744136527452,2.5208382574719668,1.0165513808156257,0.8785011932974542
2024-04-03,0.9766036307199317,0.8659511762503477,2.6900752373521972,0.0,0.0,1.5199534812701454,1.3474744136527452,2.515609083702339,1.0259638936009554,0.8785011932974542
2024-04-05,0.9776494654738572,0.8659511762503477,2.6900752373521972,0.0,0.0,1.5178618117622942,1.3495660831605962,2.510379909932711,1.0259638936009554,0.8785011932974542
2024-04-08,0.9793228010801381,0.8659511762503477,2.6787802220098014,0.0,0.0,1.5178618117622942,1.3495660831605962,2.510379909932711,1.0259638936009554,0.8785011932974542
2024-04-09,0.9793228010801381,0.8659511762503477,2.6750152168956696,0.0,0.0,1.5178618117622942,1.3495660831605962,2.5051507361630834,1.0259638936009554,0.8785011932974542
2024-04-10,0.9799503019324936,0.8659511762503477,2.6750152168956696,0.0,0.0,1.536686837332954,1.3493569162098111,2.5051507361630834,1.0259638936009554,0.8795470280513797
2024-04-11,0.9814144705879891,0.8653236753979924,2.6750152168956696,0.0,0.0,1.534595167825103,1.3493569162098111,2.504104901409158,1.0259638936009554,0.8795470280513797
2024-04-12,0.9860161435052617,0.864696174545637,2.6750152168956696,0.0,0.0,1.534595167825103,1.358769428995141,2.4823515385275066,1.0259638936009554,0.8795470280513797
2024-04-15,0.9885261469146829,0.864696174545637,2.6750152168956696,0.0,0.0,1.5350135017266733,1.358769428995141,2.464154013809202,1.0259638936009554,0.8795470280513797
2024-04-16,8.404222072999918,7.346784488901317,22.727937143229333,0.0,0.0,13.042053054837952,11.544617009760968,20.74444750412368,8.716975790532405,7.472962935614426
2024-04-17,8.487066580381763,7.3708871176452595,22.790019847370573,0.0,0.0,13.084840176648104,11.580708494876085,20.443424652515002,8.74557361201016,7.497479518553051
2024-04-18,8.604033280944295,7.426805421567957,22.989436782288852,0.0,0.0,13.270869687734871,11.682188527997624,19.605254311835647,8.829006445174704,7.592405542456046
2024-04-19,8.669152128705191,7.447180923448629,23.05250849156412,0.0,0.0,13.332547582946678,11.703409070706075,19.415374638233693,8.853228897119614,7.526598267276002
2024-04-22,8.695990436062988,7.439258749806063,23.02798565842173,0.0,0.0,13.374258271555123,11.705383356668914,19.394720920967973,8.843810995588642,7.518591610928571
2024-04-23,8.703045596731474,7.43912462093324,23.027570466819494,0.0,0.0,13.38663804484804,11.687142439493782,19.394371236658912,8.843651542820536,7.518456051694524
2024-04-24,8.737757512298924,7.436443058807647,23.019269777698838,0.0,0.0,13.407045317875049,11.675720256728507,19.387380197523534,8.840463694486552,7.495920184580952
2024-04-25,8.740398448890309,7.4325582258343,23.007244402455914,0.0,0.0,13.44507630396497,11.669620805326511,19.3772521385493,8.835845394502483,7.4920042804762135
2024-04-26,8.72907679413952,7.422930648940626,22.97744254852273,0.0,0.0,13.557193041983007,11.654504856253581,19.35215230356872,8.82440010495729,7.4822997016345285
2024-04-29,8.733389762170178,7.425067954398277,22.98405850867168,0.0,0.0,13.528704159180787,11.657860570864633,19.3577244236237,8.826940939487047,7.486253681603692
2024-04-30,1.017600353073813,0.8630228389393563,2.671459378732323,0.0,0.0,1.5749643893266287,1.355004423881009,2.2499670562052514,1.0259638936009554,0.87013451526605
2024-05-02,8.7511149049677,7.420260746811658,22.96917795254576,0.0,0.0,13.561308825371466,11.650312928725302,19.345191662943197,8.821226118058938,7.48140686057598
2024-05-03,8.752216713282959,7.4211949940568385,22.972069884778122,0.0,0.0,13.550425769928745,11.651779760300437,19.3476273175159,8.822336753720018,7.482348806416978
2024-05-06,8.748125680299061,7.417726118171425,22.961332091292686,0.0,0.0,13.590834739588104,11.646333389754314,19.33858369072864,8.818212944651197,7.478851345514573
2024-05-07,8.748890104807534,7.415326487785244,22.953904112783412,0.0,0.0,13.61519361936856,11.642565807203487,19.332327669367018,8.815360257534325,7.476431941150416
2024-05-08,8.746914494548374,7.4121293946530455,22.944007614049738,0.0,0.0,13.650641694413498,11.637546154023726,19.323992601164296,8.811559544540277,7.473208502607045
2024-05-09,8.74855377599981,7.411996242265211,22.943595445125315,0.0,0.0,13.650396472637096,11.637337095738793,19.32364546262686,8.811401252620179,7.473074252986738
2024-05-10,8.748868107446908,7.412262551824981,22.9444197977832,0.0,0.0,13.656276354873478,11.628772836698568,19.324339752174254,8.811717842147731,7.473342757050879
2024-05-13,8.747228772742792,7.41239571378128,22.9448319963265,0.0,0.0,13.65652169109335,11.628981748637326,19.32468691565741,8.811876145442845,7.4734770163184985
2024-05-14,8.766960906064961,7.409334198773259,22.935355175305908,0.0,0.0,13.659860021766491,11.633157506803936,19.316705310073722,8.808236608090846,7.470390273120881
2024-05-16,8.765386846914929,7.408003893959972,22.931237259638237,0.0,0.0,13.675361914475259,11.631068837969485,19.313237102895936,8.806655138117709,7.469049006028475
2024-05-17,8.761454170799196,7.404680220916463,22.920948936869358,0.0,0.0,13.71409230348457,11.625850445738957,19.30457203110863,8.802703946581495,7.465697944501329
2024-05-20,9.030488207038982,7.375737262009239,22.831356940537034,0.0,0.0,13.748081086023861,11.580408036117802,19.22911550653926,8.768296478467114,7.436516483266707
2024-05-21,9.025151195663508,7.372837692204952,22.82238141567436,0.0,0.0,13.778414831140262,11.575855514753489,19.221556104583186,8.764849462012915,7.4389537839673325
2024-05-22,9.033060466495993,7.3792989435288785,22.84238201087166,0.0,0.0,13.702853784691033,11.586000117807664,19.238401084767677,8.772530615125824,7.445472976711274
2024-05-23,8.9817939521558,7.382731963501355,22.853008813534405,0.0,0.0,13.745015056720398,11.59139019213721,19.247351232426414,8.776611798588014,7.422096990936408
2024-05-24,8.96873918575873,7.385242729578911,22.860780808993916,0.0,0.0,13.731790268664696,11.595332265265425,19.253896993100927,8.779596604116472,7.4246211445209225
2024-05-28,8.691461522807206,7.407737890318979,22.930413853942067,0.0,0.0,13.773616765186647,11.630651194201496,19.312543610902374,8.806338912267229,7.447236250373999
2024-05-29,8.686543252181078,7.408136902944519,22.93164898466241,0.0,0.0,13.774358671429827,11.631277671101524,19.313583867569946,8.80681325955959,7.447637390551106
2024-06-03,8.685763497877891,7.407471905780405,22.938567085061962,0.0,0.0,13.773122205423055,11.630233580425603,19.31185016871029,8.80602270912576,7.446968847595035
2024-06-05,8.684983883552642,7.406807027993548,22.936508171587676,0.0,0.0,13.780861733349022,11.629189677180078,19.310116781076346,8.805232300607937,7.4463004246527476
2024-06-06,8.683344608601296,7.406939994002282,22.936919924713465,0.0,0.0,13.781109125534977,11.629398442837175,19.3104634337091,8.805390370960057,7.446434099641654
2024-06-07,8.680926066688368,7.406408158609146,22.944248289511933,0.0,0.0,13.780119610081151,11.62856342517836,19.309076897849458,8.804758123601033,7.445899428480547
2024-06-11,8.679286807174938,7.406541110297238,22.94466015940578,0.0,0.0,13.780366975622588,11.628772168351075,19.309423513147195,8.804916176928732,7.446033089072452
2024-06-12,8.677647488808086,7.406674066758619,22.945072044086764,0.0,0.0,13.780614350045054,11.62898091901818,19.309770140889267,8.805074235930931,7.4461667544631
2024-06-13,8.676008111584643,7.406807027993548,22.94548394355568,0.0,0.0,13.780861733349022,11.629189677180078,19.310116781076346,8.805232300607937,7.4463004246527476
2024-06-14,8.677254272475173,7.407870889751544,22.948779671768122,0.0,0.0,13.791818180757257,11.607519653255626,19.312890350673634,8.80649702235369,7.447369958964956
2024-06-17,8.679205512229984,7.408003893959972,22.945600815419063,0.0,0.0,13.792065805194454,11.607728059825646,19.313237102895936,8.806655138117709,7.447503672357238
2024-06-18,8.67741006775738,7.408003893959972,22.945600815419063,0.0,0.0,13.793861249667058,11.607728059825646,19.313237102895936,8.806655138117709,7.447503672357238
