date,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,RAFFAELLO SECURITIES (HK) LTD,INTERACTIVE BROKERS HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,BLUESTONE SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD
2024-03-01,0.0,79.7464949220637,0.0,0.0,0.0,0.0,0.0,12.17778421124783,8.075720866688469,0.0
2024-03-04,13.913458048621985,67.34402202527518,0.0,0.0,0.0,0.0,0.0,11.32261980404393,7.419900122058904,0.0
2024-03-05,13.875632376243956,65.1219585318412,0.0,0.0,0.0,0.0,2.356153968318338,11.246527032826586,7.3997280907699245,0.0
2024-03-07,13.02204498835181,61.18672261690518,0.0,0.0,0.0,5.669770322565282,2.508873367735137,10.668069745829158,6.944518958613441,0.0
2024-03-08,13.012822523981901,61.12922460815816,0.0,0.0,0.0,5.665754881455057,2.606247245469326,10.646350025095753,6.9396007158398,0.0
2024-03-11,12.1875234123721,55.73007201912304,0.0,0.0,8.474511081796873,5.17132636570366,2.391738444137943,9.710820076045646,6.334008600820729,0.0
2024-03-12,12.329910804776906,55.64666197724526,0.0,0.0,8.4399253282934,5.165983368503993,2.389267307933097,9.70078688904417,6.327464324203167,0.0
2024-03-13,12.631577047301498,55.42445779919299,0.0,0.0,8.399992289799862,5.1573245064005295,2.385262584210245,9.684527104609044,6.3168586684858266,0.0
2024-03-14,12.911068234615389,55.38082012286073,0.0,0.0,8.397285569383973,5.155662667311725,2.3844939836316734,9.57184863825093,6.198820783945576,0.0
2024-03-15,13.252399449974636,55.219811816442125,0.0,0.0,8.376771360879474,5.14306760453076,2.2629497459935344,9.561322691554999,6.18367733062448,0.0
2024-03-18,13.505046157864447,55.136062023821765,0.0,0.0,8.366014616191583,5.136463310017856,2.1316322736574103,9.549044845754896,6.175736772692044,0.0
2024-03-19,13.6641177280997,55.33472120013445,0.0,0.0,8.353357136020414,5.126127679172619,2.2950896812703823,9.06019347093144,6.166393104370998,0.0
2024-03-20,13.887786251373543,55.24228048548174,0.0,0.0,8.349075152505181,5.008163575746776,2.2939132038348844,9.055549158656072,6.163232172401802,0.0
2024-03-22,13.913416566500192,55.24228048548174,0.0,0.0,8.349075152505181,5.008163575746776,2.268282888708238,9.055549158656072,6.163232172401802,0.0
2024-03-25,14.259519812873013,55.019227750019006,0.0,0.0,8.319223746831527,4.990257314292803,2.247403498760321,9.023171815465954,6.141196061757371,0.0
2024-03-26,14.682529524023444,54.73963220244485,0.0,0.0,8.276947291599267,4.964897930248647,2.2486871383163014,8.977318051831476,6.109987861536009,0.0
2024-03-27,15.153933612043977,54.58681281067732,0.0,0.0,8.250010652834169,4.906951846466985,2.064085550900951,8.948102114491027,6.090103412585565,0.0
2024-03-28,15.789026445022483,53.974731170440016,0.0,0.0,8.15939615208388,4.853056038269385,2.291894851621412,8.846062878448354,6.0858324641144685,0.0
2024-04-02,15.777960653217834,54.02450946680768,0.0,0.0,8.15367761209758,4.849654757771009,2.290288569476373,8.839863085798402,6.064045854831123,0.0
2024-04-03,15.818141578284758,53.69096718336729,0.0,0.5805508368497044,8.116499360677734,4.827541830027048,2.2798455610192256,8.77463969563688,5.911813954137355,0.0
2024-04-05,15.869166515473992,53.685457495556435,0.0,0.5796842201309775,8.104383463848324,4.820335521475403,2.2764423236903193,8.761541360438008,5.902989099386549,0.0
2024-04-09,15.870153605346962,53.68879682477501,0.0,0.5797202775018957,8.104887570654187,4.820635354763618,2.2765839223786895,8.755866168961465,5.9033562756181786,0.0
2024-04-10,15.896239033515638,53.66021580510989,0.0,0.5802183276900045,8.11185065429266,4.824776866520961,2.2785397847053823,8.752182588980247,5.895976939185213,0.0
2024-04-12,15.936519551258465,53.796188928706265,0.0,0.5816885807853407,8.132405802181319,4.8370026835690885,2.28431352540166,8.520963788075871,5.910917140021991,0.0
2024-04-16,15.936718482742512,53.79686045272788,0.0,0.5816958418546261,8.13250731691607,4.837063062632351,2.284342039901214,8.519821878741507,5.910990924483834,0.0
2024-04-17,15.937514258345395,53.799546716471966,0.0,0.5817248879446193,8.132913401199989,4.837304593960085,2.284456105018569,8.515253956306594,5.911286080752777,0.0
2024-04-18,15.943684214897186,53.8203743600032,0.0,0.5819500935334917,8.13606192998004,4.837928459975852,2.2853404960649994,8.518550502184842,5.876109943360396,0.0
2024-04-19,15.995131340501873,53.742472635820036,0.0,0.5824592642552062,8.143180486314739,4.84216135134049,2.2873400291567108,8.52600371261535,5.881251179995599,0.0
2024-04-23,15.999130843497507,53.755910673665674,0.0,0.5826049052957598,8.120212145699485,4.843372109690501,2.2879119671485846,8.52813559741601,5.882721757586475,0.0
2024-04-26,16.00713585282591,53.78280692013112,0.0,0.5828964059870966,8.124275014777236,4.845795443763975,2.2890567016231476,8.482368540755749,5.885665120135762,0.0
2024-04-29,15.972175937817724,53.715262670340124,0.0,0.5816233482084129,8.106531430501377,4.8139941073816495,2.2840573545523513,8.463842872829927,5.872798224875556,0.18971405349287288
2024-04-30,15.973372137755698,53.71928555326634,0.0,0.5816669075716305,8.107138550810602,4.81435464056605,2.2842284138542572,8.456987479682224,5.873238054796018,0.1897282616971842
2024-05-03,15.97616396785142,53.728674623829185,0.0,0.5817685714635275,8.096071214465612,4.815196094709926,2.284627651884668,8.457217163720912,5.874264580855719,0.18601613121902488
2024-05-06,16.00573740084435,53.82813162502074,0.0,0.5828454816592535,7.998491105602847,4.751566491037563,2.2888567198206737,8.472872295052893,5.885138415795963,0.186360465165727
2024-05-07,16.0261829031173,53.89689091801212,0.0,0.5835900002229164,7.8834743592344605,4.7576360747786675,2.291780472978405,8.48119074401213,5.892656008259427,0.18659851938458055
2024-05-10,16.02758794132227,53.90161613494786,0.0,0.583641164386667,7.884165514622465,4.758053183487013,2.2919813966257525,8.473167160089766,5.8931726257765495,0.18661487874165963
2024-05-14,16.027788681177388,53.902291233574864,0.0,0.5836484742852749,7.884264260999582,4.756860311878699,2.292010102879942,8.473273283503614,5.893246435673797,0.1866172160268368
2024-05-17,16.096737910591344,54.13417109661338,0.0,0.5861592456306608,7.503089914564145,4.777323637135729,2.3018699989358566,8.497145555416074,5.916082624806008,0.18742001630679928
2024-05-21,16.099775581935745,54.144386944147605,0.0,0.5862698617787026,7.504505848733821,4.778225182479639,2.3023043928219433,8.4987490812799,5.8983277218333185,0.18745538498932762
2024-05-22,16.106057070593035,54.16551191888498,0.0,0.5864986008358486,7.507433806836559,4.780089454881016,2.3032026599347706,8.500806372647114,5.862871592801825,0.1875285225848529
2024-05-24,16.029394781058535,54.40872864866327,0.0,0.5837069600666779,7.47169960686209,4.757336983547731,2.292239778802619,8.435292075188471,5.834965249394435,0.18663591641616953
2024-05-27,15.934190312281244,54.58363538608006,0.0,0.580240109832231,7.427322435942613,4.978111500234462,2.278625324019276,8.356553313980374,5.675794200537457,0.18552741709227982
2024-05-28,15.901323076563683,54.471046470333725,0.0,0.5790432565193934,7.4120021998673415,5.216359637056681,2.2739252348293775,8.299553739066209,5.661601653528846,0.18514473223474165
2024-05-29,15.864066630815387,54.343422021858366,0.24793415067305447,0.5776865710682169,7.394636043823849,5.204137822627413,2.268597478658448,8.266471691250578,5.648336646973258,0.18471094225142556
2024-05-30,14.903353551521443,55.47790537366225,0.4658389794958644,0.542702411112682,6.946823781732078,4.888980089809096,3.5287302696811724,7.765861875481707,5.306278647641492,0.1735250198622095
2024-05-31,13.056070740779186,53.58537017568785,1.350977398373288,0.5246295563682936,6.715483484413887,4.501006365580338,7.4641501260124175,7.5049946760232356,5.129571116463484,0.16774636029801662
2024-06-03,12.161717387234622,53.61313506028144,1.3516773978588077,0.5249013895018371,6.718963065189825,4.503338530532928,8.369135888409119,7.508883336498512,5.080414667592115,0.16783327690080196
2024-06-04,12.21676112017188,53.855787228081745,1.357795067537858,0.5272770845605349,6.749372981552771,4.071122210834345,8.407014459838571,7.542868419021895,5.103408540847794,0.1685928875526174
2024-06-05,12.217452320025963,53.85883428056213,1.3578718888609016,0.5273069168409835,6.749754847546065,4.071352546767937,8.40749011186375,7.542163619488992,5.103697281472585,0.16407618657069228
2024-06-06,12.218143598097877,53.86188167785427,1.35794871887723,0.5273367524973243,6.75013675675223,4.071582908766894,8.407965817714848,7.536932244469698,5.103986054771957,0.16408547019766528
2024-06-14,12.218834954400897,53.86492942001671,1.3580255575883187,0.5273665915301304,6.750518709178601,4.071813296835642,8.408441577401007,7.531700277421987,5.104274860751454,0.16409475487525516
2024-06-18,12.21911151882979,53.86614861345848,1.3580562955076176,0.5273785280887915,6.750671502252449,4.071905459363673,8.408631896351332,7.531870751971614,5.102126965135753,0.16409846904050382
2024-06-19,12.219526388948305,53.867977507107966,1.3581024049956438,0.527396433939975,6.750900704832513,4.072043710978606,8.40891739093136,7.528731222253684,5.102300195408302,0.16410404060364028
2024-06-20,12.219664685248283,53.86858716592283,1.3581177755207872,0.527402402827239,6.750977109151246,4.072089796936494,8.40901256009954,7.528816429784518,5.101226176633629,0.16410589787542845
2024-06-25,12.219802984678674,53.86919683853766,1.3581331463938509,0.5274083718496121,6.751053515199434,4.072135883937563,8.409107731421928,7.527769861622077,5.1012839111699435,0.164107755189257
2024-06-27,12.221877851856396,53.87834358407445,1.3583637512482796,0.5274979234014152,6.752199813496657,4.072827314159425,8.410535559812265,7.512068495944944,5.102150086063664,0.16413561994250045
2024-07-02,12.223123110408414,53.88383312250134,1.3585021517541997,0.5275516689312143,6.752887779344835,4.073242285009676,8.411392489611421,7.502645116897979,5.10266993220395,0.1641523433369658
2024-07-03,12.223399868992143,53.88505317184603,1.3585329112522526,0.5275636138696247,6.753040679683073,4.07107029071925,8.411582942170197,7.502814993403191,5.102785467954586,0.1641560601096472
2024-07-05,12.223676640109012,53.88627327644121,1.3585636721432632,0.5275755593489673,6.753193586945471,4.071162470855979,8.411773403353704,7.500720604814433,5.1029010089373115,0.1641597770506443
2024-07-08,11.551475372793723,56.44354498591934,1.283853889724226,0.49856326050957445,6.38182371017084,3.8472821562069304,7.949195333875833,7.0882429154267665,4.8008860303644285,0.15513234500834397
2024-07-10,11.556420958126518,56.46771041580638,1.2844035518895824,0.49877671265045453,6.3845559891844665,3.848929310495782,7.952598658782997,7.048464185156191,4.802941455387634,0.1551987625199912
2024-07-11,11.556544652018173,56.468314816674045,1.2844172994740954,0.4987820512957737,6.384624326135816,3.8489705074240392,7.952683779243773,7.047469280484414,4.802992863563415,0.1552004236864532
2024-07-22,11.546657500921317,56.42000359756931,1.2833184218862257,0.498355320499151,6.379161988792781,3.8456775375857233,7.945879895512214,7.041439849047531,4.884438245541164,0.1550676426445856
2024-08-02,11.54727495219918,56.42302062681052,1.2833870466461994,0.4983819697809408,6.379503111037151,3.8458831831164444,7.946304797151052,7.041816386243031,4.879351992212407,0.15507593480308243
2024-08-07,11.52299722154571,56.51784138199979,1.2806887714971615,0.49733413959806433,6.366090434983807,3.837797351919827,7.929597976853259,7.023809498399032,4.869093329980775,0.15474989322257368
2024-08-15,11.524473147881501,56.525080485588376,1.2808528088781885,0.4973978407810299,6.366905837465329,3.8382889172716386,7.93061364163745,7.011900616922756,4.869716989167614,0.15476971440611445
2024-08-16,11.4032443640175,56.98662851573631,1.2673792013356489,0.49216558985201025,6.2999307799726205,3.793688409331375,7.847189554936558,6.938140699791876,4.818491231531381,0.15314165349472422
2024-08-19,11.471089391202502,57.26405646704046,0.8499464215024545,0.49509379052517977,6.337413005327678,3.816259432546021,7.893877389704046,6.871051866067993,4.847159447186348,0.1540527888973199
2024-08-22,11.446766545544602,57.14263601954039,1.0601802857779572,0.494044013172528,6.323975404665514,3.8081675865144224,7.8771395233302215,6.856482758606067,4.8368817214104896,0.15372614143780378
2024-08-23,11.367227893494855,56.74557644594992,1.8950643890238712,0.49061111404729113,6.280032822515218,3.718537456684619,7.822404672470758,6.724614928180219,4.803272312961882,0.1526579646713674
2024-08-26,11.14706464760636,56.26596770293656,3.510236158364511,0.4811088381758418,6.158399613130679,3.233546955293426,7.670898428425975,6.466350566459197,4.916725841677199,0.1497012479302512
2024-08-27,10.940580167702565,56.67893666274415,3.510236158364511,0.4811088381758418,5.951915133226883,3.233546955293426,7.670898428425975,6.466350566459197,4.916725841677199,0.1497012479302512
2024-08-29,10.98594872588083,56.499292242408686,3.5247924571100144,0.48310390735684317,5.976596622129186,3.2469558751966368,7.702708222449238,6.493165323755297,4.937114592454166,0.15032203125910354
2024-08-30,11.10103354739252,57.71969665066617,2.0951275922228025,0.2786519697656328,6.039205284582228,3.280969809420909,7.783399005107712,6.561185372908618,4.988834017497249,0.1518967504361532
2024-09-02,10.846072974657305,57.68748413043328,2.5036621274576834,0.2774892191265599,6.014005068663978,3.2672790763322768,7.750920669587745,6.533807054026316,4.968016759514281,0.1512629202005684
2024-09-03,10.896256980976947,58.09449893772548,2.467775479319116,0.27351178229120204,5.9216329105828285,3.2204470005114465,7.639821588058764,6.440153668379097,4.896806883612922,0.1490947685421966
2024-09-04,10.897265431142793,58.51120957075449,2.8793378510144216,0.27353709584637004,4.893846011777725,3.426412042707162,7.6405286546561255,6.43149469101517,4.897260083801071,0.14910856728467542
2024-09-05,10.832323563559479,58.16251408856276,3.4755025116638887,0.2719069612066454,4.660239985492844,3.4039480481884556,7.594995194606674,6.582274650972661,4.868075035690344,0.14821996005625407
2024-09-09,10.827343061764592,57.931424715686454,4.0869465176048285,0.2717819434207211,4.504836799029922,3.4023829759060193,7.59150315645097,6.369792233943358,4.865836784929957,0.14815181126317503
2024-09-10,10.829777401421637,57.94444958834174,4.087865396403374,0.27184304886082433,4.505849633185618,3.403147942505808,7.593209973819266,6.3487411111921865,4.866930783649928,0.14818512061962227
2024-09-11,9.959570184926086,60.50148827962928,1.6604472539211979,0.27604935596439917,4.575569964086601,3.8709176607037934,7.710701935396563,6.396125844467152,4.898651488518318,0.15047803238660856
2024-09-12,9.965964963178726,59.10099000473833,3.6620877684437487,0.2705875962238992,4.485040269741248,3.7943298267486623,7.55814225542696,6.213627076174885,4.801729481983444,0.14750075734009546
2024-09-13,10.131168487629674,60.08069361431323,2.0682185337612893,0.27507306499025147,4.559387757676761,3.8541252376641624,7.6834318529231895,6.316628952701704,4.881326654642044,0.14994584369769345
2024-09-16,9.966573270946538,59.30805918050902,3.4588495581523153,0.2706041124907399,4.485314029968693,3.791509500951082,7.558603593256382,6.214006346785478,4.798970646371494,0.1475097605682605
2024-09-17,9.966674662794343,59.308662532689006,3.4588847456875333,0.270606865397907,4.485359659922452,3.7915480726992468,7.55868048837011,6.213052244012518,4.79901946721374,0.1475112612131448
2024-09-19,9.986994582333224,59.63345884781256,3.0581794168622713,0.2711585749617881,4.494504349648585,3.799278228881895,7.574091022428892,6.225719329671537,4.8088036422509095,0.1478120051483431
2024-09-20,9.986994582333224,60.24509473118501,2.446543533489817,0.2711585749617881,4.494504349648585,3.799278228881895,7.574091022428892,6.225719329671537,4.8088036422509095,0.1478120051483431
2024-09-23,24.93906455571585,32.51615118422242,28.26909720830893,1.7865099297791793,3.2990328283819133,2.271776608928345,2.313147870046156,3.0633675540446577,1.5036033587843782,0.03824890178816478
2024-09-24,24.822805975975225,32.778944297692796,27.878331345547487,1.778181746231451,3.3354504383505477,2.312982985084924,2.405958115713688,3.0490870360139555,1.496594002415178,0.14166405697474568
2024-09-25,25.472207816083202,32.23478579272025,27.24332942334467,1.7376790054867735,3.259476829546192,2.412149519559341,2.503006898378122,3.0302530269173715,1.4625051591299922,0.6446065288340826
2024-09-26,26.039087581802427,31.813810912454414,24.589791297154147,1.9315809501101566,3.642476318858946,2.672805089149213,2.558710902302364,2.7867129997726394,1.7537699461734155,2.2112540022222755
2024-09-27,26.039491793318355,34.45325889619896,22.779126059113196,1.9316109345426575,3.5907886633428263,2.465869785310215,2.558750621835907,2.836948131304837,1.5468203759133239,1.7973347391197214
2024-09-30,26.688594167094266,36.043631851294954,20.316850620017014,1.9336520621806148,3.5945830392452116,2.3628057545236736,2.56145444615139,2.7881470495515304,1.548454896490823,2.161826113450521
2024-10-02,33.83506194583418,34.68592098389317,15.385665948081256,1.9130504478526429,3.556285449470511,2.0813968373837426,2.5341640676751465,2.604700436183702,1.4699484014472564,1.933805482178395
2024-10-03,33.85267065056236,34.70397249926525,15.3936730753967,1.9140460523684641,3.506862570365419,2.082480054030141,2.5354829169467066,2.6052868895075,1.4707134033676956,1.9348118881897667
2024-10-04,33.82255120714896,34.56838025202445,15.997481675908217,1.9065676633866688,3.442087534796264,2.0079482369688426,2.5255765056113253,2.5925540795134223,1.4649671639302935,1.6718856807115619
2024-10-07,33.83983433971967,34.58604449902318,16.00565629865944,1.9075419086906238,3.4438464220788805,2.0089742871731016,2.5268670609362807,2.5427794249964535,1.4657157538740524,1.6727400048483145
2024-10-08,38.314557258017835,31.274767618154886,15.932748766762984,1.1358527731339334,3.4281593213328008,1.9998231874500936,2.5153569024394535,2.5289077837096228,1.306439242456905,1.5633871465414884
2024-10-09,38.329890392882454,31.34744047034925,15.917992070420867,1.0331616428398316,3.4249842065514233,1.9967004892856361,2.513027212908493,2.52656554353577,1.2974792532960169,1.6127587179302534
2024-10-10,38.380709952294154,31.296620910937555,15.917992070420867,1.0331616428398316,3.4249842065514233,1.9967004892856361,2.513027212908493,2.52656554353577,1.2974792532960169,1.6127587179302534
2024-10-14,38.381002528139895,31.296859484829053,15.918113413147413,1.0331695186227916,3.425010315178704,1.9967157101175348,2.5130463696948864,2.5258225043226177,1.2974891439700125,1.6127710119770926
2024-10-21,38.67777408315381,31.046246639508894,15.89388162658197,1.0315967478671497,3.419796498893583,1.9936761546335617,2.509220815643411,2.5219775014483203,1.2955140053847016,1.610315926884604
2024-10-24,38.658157934602954,31.030500961261808,15.885820750525188,1.031073554494976,3.4180620858430357,1.9926650248946194,2.5079482178935844,2.520698433909326,1.2948569614936882,1.6602160750808184
