date,MIB SECURITIES (HONG KONG) LTD,CHINA SUNRISE SECURITIES (INTL) LTD,BOCOM INTERNATIONAL SECURITIES LTD,HEAD & SHOULDERS SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,KGI ASIA LTD
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-04-29,0.0,0.0,0.0,0.0,54.083885209713024,0.0,45.916114790286976,0.0
2024-05-06,0.0,0.0,0.0,0.0,54.01621223286662,0.0,45.983787767133386,0.0
2024-05-09,0.0,0.0,0.0,0.0,54.056047197640126,0.0,45.94395280235988,0.0
2024-05-13,0.0,64.70761266031298,20.620072949758793,6.694905282974467,4.312272032003765,0.0,3.6651370749499943,0.0
2024-05-24,0.0,62.722399635036496,19.987454379562045,6.489507299270072,4.179972627737226,3.0679744525547443,3.5526916058394162,0.0
2024-05-27,0.0,62.72597661819219,19.988594240091246,6.489877388080981,4.180211006558312,3.0624465355004276,3.5528942115768465,0.0
2024-07-04,0.0,62.72955400935326,19.98973423063762,6.490247519105738,4.180449412569864,3.062621193110528,3.547393635222995,0.0
2024-08-20,0.0,62.70809578107184,19.98289623717218,6.488027366020524,4.179019384264538,3.0957810718358036,3.54618015963512,0.0
2024-09-04,88.69478381231079,6.951756742237025,2.2152838786744953,0.7192562208078676,0.46328190672422404,0.33940297941460884,0.39312598360500317,0.22310847622599056
2024-09-05,88.69351974162394,6.951756742237025,2.2152838786744953,0.7192562208078676,0.46328190672422404,0.33940297941460884,0.39312598360500317,0.22437254691282335
2024-09-17,88.69071695823642,6.951537061381333,2.2152138740014156,0.7192334917585196,0.4632672666599251,0.33939225401961776,0.37668116088583276,0.24395793305693197
2024-09-19,88.69127750074263,6.951580996441731,2.215227874582077,0.7192380374534676,0.45695000094802907,0.33939439904438673,0.37668354158371414,0.2496476492039716
2024-09-25,88.68567239450684,6.951141670827197,2.215087876738733,0.7191925830894946,0.4569211226482466,0.33937295001674744,0.3766597359589972,0.25595166621374804
2024-11-13,88.68174924165824,6.950834175935289,2.214989888776542,0.7191607684529828,0.4569009100101112,0.3393579373104145,0.37664307381193124,0.2603640040444894
2024-11-20,88.6789472021233,6.950614553382413,2.2149199026825492,0.7191380454358748,0.456886473506272,0.3393472147619198,0.37663117318082723,0.2635154349268539
2024-12-10,88.67782643588819,6.950526708247234,2.2148919094832764,0.7191289566310894,0.45688069916017365,0.34060677295620134,0.3766264131389536,0.26351210449487195
2025-02-11,88.67502464423829,6.950307105123474,2.214821929580669,0.7191062356241943,0.4568662639334732,0.3443874327022723,0.3766145135606501,0.2628718752369638
2025-02-12,88.67278333838844,6.950131432615509,2.214765948842382,0.719088059852391,0.45685471640885655,0.3469062784349409,0.37660499443938933,0.2628652310180972
2025-02-27,88.67334365422893,6.950175349909955,2.2147799437616507,0.7190926037092036,0.45685760323528485,0.34627657893905406,0.37660737417459167,0.26286689204132574
2025-03-11,88.68118881958532,6.950790250314394,2.2105522588962407,0.6913505349435355,0.4568980226363584,0.37221706131786325,0.37664069362554586,0.2603623586807464
2025-03-20,88.6789472021233,6.950614553382413,2.1978577522196594,0.6913330594963506,0.456886473506272,0.3873740086574615,0.37663117318082723,0.2603557774337262
