date,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIBANK N.A.,DEUTSCHE BANK AG,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,66.57431543186296,8.44336767720203,7.852216077096287,9.707328097157927,0.0,5.659397356202631,0.0,1.3574027659965153,0.0,0.40597259448164474
2024-03-04,66.07758635730396,8.381323183401822,7.801480034728886,9.705267169417588,0.0,5.595467751020816,0.0,1.3537693780312579,0.6834129882144461,0.40169313788122435
2024-03-05,66.06293246673799,8.38761948786884,7.736385883914012,9.765928247511722,0.0,5.607748376840268,0.0,1.3540529852280856,0.6832626318538007,0.40206992004528963
2024-03-06,65.86551663193151,8.378218048203859,7.647336687857639,9.715489627216078,0.0,5.9572374761724705,0.0,1.3522748234164366,0.681136908831332,0.40278979637067697
2024-03-07,61.10002792576903,7.8777263054593805,7.126139121959422,9.124054069842344,7.404091985370524,5.071702534543107,0.0,1.2783075827847785,0.6333849188167769,0.38456555545463417
2024-03-08,61.11441306267375,7.891766185155888,7.034153480717613,9.305210326891162,7.409348752730489,4.933408219225412,0.0,1.2973321411513083,0.6350305505159703,0.37933728093840846
2024-03-11,61.11881354810449,7.926468532955716,7.053336994677268,9.380442137515143,7.412497532912902,4.802335254828752,0.0,1.292853167035066,0.6349930073689227,0.3782598246017414
2024-03-12,61.052975717580274,7.948514562075472,6.943392868493933,9.511367263577469,7.400617241077375,4.822860738297629,0.0,1.2940572355222928,0.6367383472306305,0.3894760261449295
2024-03-13,60.89083358220897,8.064634351392158,6.873034354213516,9.479707341965629,7.378067129906876,5.0038426420819615,0.0,1.287971581974946,0.6350124270409868,0.38689658921495795
2024-03-14,60.89919787072222,8.276774070952863,6.929354047255372,9.46291934911803,7.3730038455829625,4.728333656231719,0.0,1.3054711301616428,0.6366977877956147,0.38824824217958237
2024-03-15,60.91123725618471,8.370504074364547,7.109097386387724,9.468053444850177,7.39273674989184,4.468792104736647,0.0,1.2511923014838955,0.6401672141217356,0.38821946797872064
2024-03-18,60.78347656116046,8.434714295847838,7.133658517983312,9.461174717689142,7.379201073661901,4.51153485852078,0.0,1.267667878852154,0.6389487151409762,0.3896233811434327
2024-03-19,60.80447809846222,8.412465691837948,7.130762794979602,9.504729213748817,7.375433594494505,4.489956772427032,0.0,1.2552546850660304,0.6386275869832487,0.38829156200058845
2024-03-20,60.69325478136385,8.408718675160841,7.081767978075707,9.546979754368135,7.366575992704891,4.6139917684330785,0.0,1.2624431305946606,0.6378235829852776,0.38844433631356506
2024-03-21,60.6272768142851,8.407982727442878,7.051560548464038,9.548915127889149,7.363792029071573,4.7355024676003366,0.0,1.2370790091193637,0.6374890490010887,0.3904022271264718
2024-03-22,60.565217411193665,8.405414809732594,7.109938801149883,9.565971145907673,7.361770059365272,4.7307513695053345,0.0,1.2342271805362808,0.6375000106347389,0.3892092119745698
2024-03-25,60.589046072031884,8.396733757853667,7.115043485208275,9.557252940801582,7.358539418544044,4.737676219165902,0.0,1.215789317786107,0.6398678966910301,0.3900508919175083
2024-03-26,59.845522011340236,8.292968933758006,6.968259936064149,9.270849191288045,7.2698705185299195,4.8505722435691565,1.288825850685945,1.199479857272459,0.6324514891021257,0.38119996838995623
2024-03-27,59.89397603937315,8.309616845862351,6.831683240502888,9.11417324831439,7.273534485360132,5.048478904168228,1.2894754104208532,1.236733823381607,0.6218868847829216,0.38044111783347934
2024-03-28,59.94500920940561,8.316525167865969,6.662935199230613,9.076126955497966,7.265958527126784,5.184845653621031,1.288319476326099,1.2590614705574772,0.6210126952873521,0.3802056450810963
2024-04-02,60.124802975576955,8.055693435250804,6.839638479850879,8.801036388463679,7.29698701469055,5.338259699807088,1.294159561889263,1.2406961482264083,0.6235096676823898,0.385216628561986
2024-04-03,60.100501417793986,8.02995356326576,7.059422591749333,8.728301616669643,7.29682124147785,5.2359837221407695,1.2941301611259222,1.246606486102209,0.6234955027673978,0.38478369690713204
2024-04-05,60.24525935808136,7.895471062952507,7.46311969588397,8.616105139689086,7.317784071653661,4.9199172464320675,1.2979800761233706,1.2260648180549216,0.6210959211386664,0.39720260999038465
2024-04-08,60.21065602547786,7.91334431140247,7.534652909420851,8.542690077056141,7.312693594475672,4.943635915330758,1.2970394572777488,1.2253888816218748,0.6205395425261252,0.39935928541049187
2024-04-09,60.07586405064572,7.896197074195284,7.5873273029049715,8.524179125507162,7.296953946159143,5.088645032053387,1.2942289333872397,1.2177491168483572,0.6191949101793686,0.39966050811936304
2024-04-10,60.080608893810805,7.890960688739676,7.591588623488603,8.528502574594185,7.2938043737094285,5.078807090549789,1.2936139036945724,1.2291487439393791,0.6194306768107387,0.393534430662829
2024-04-11,60.124529195112096,7.908043858547675,7.589921423215442,8.513231843230779,7.293526501617577,5.031444168242257,1.293564620880961,1.232069881503076,0.619407078357983,0.3942614292921578
2024-04-12,60.11786341120465,7.9122740254499515,7.672660881309419,8.433514136031834,7.288805411375144,5.04703814793538,1.2927836632704237,1.2337625487507684,0.6190331266712595,0.38226464800117094
2024-04-15,60.07451460289419,8.080701300484499,7.693817547784028,8.470156413066126,7.282362811172879,4.876702520946259,1.2812430718584467,1.2356034717052786,0.6229159802204405,0.3819822798678532
2024-04-16,60.03932740359895,8.357402990822921,7.524738449085887,8.485324423762103,7.277532363664102,4.794323880756787,1.2805607416036768,1.236215048302517,0.6227958444674593,0.3817788539355969
2024-04-17,59.76758756342413,8.430259506804827,7.613971555166864,8.463077605673398,7.279964852801017,4.9236697837697445,1.2809887644467857,1.2349348811683951,0.6230040117486859,0.3825414749961533
2024-04-18,59.58318095684039,8.489083242775761,7.695770745453606,8.427886020094926,7.284472153178112,4.98869516446711,1.281688707452432,1.2416455782535063,0.6191086942207037,0.38846873726345127
2024-04-19,59.62297999730099,8.492466886828105,7.64992602004831,8.431335193435164,7.2890731935813164,5.0115974466768565,1.2825355396247928,1.2186242177584852,0.6196237124789945,0.381837792266988
2024-04-22,59.56739211389919,8.566685800932923,7.546051223959493,8.384335782059653,7.280571799629072,5.155313834501243,1.2810210698469218,1.2159151593314714,0.6203737697739361,0.38233944606610354
2024-04-23,59.53019090789267,8.578014117443729,7.631120533439363,8.270197906873582,7.274308284102918,5.251727050911075,1.2799003944568204,1.211890565048137,0.6199367938738259,0.35271344595788123
2024-04-24,60.33377803624034,8.592339549932749,6.852867269352359,8.245271604743003,7.276947601085992,5.233626665374241,1.2803647771466653,1.2127534076026159,0.6193154524487865,0.35273563607325453
2024-04-25,60.37955056711199,8.615437222098123,6.845133040628306,8.22719111267209,7.271003858988198,5.198036514914266,1.2794119804066701,1.2175590053720777,0.6187488772257905,0.34792782058248783
2024-04-26,60.36973094108341,8.633271296973264,6.844336869364182,8.164871129732981,7.269609987603949,5.229941644228371,1.2792039075232837,1.236384833381337,0.6186482490739925,0.3540011410352253
2024-04-29,60.41751691192032,8.608188878724192,6.892680271208297,8.048787831400965,7.273461025793909,5.276740746993538,1.2799373836260353,1.2305373439178555,0.6182627323260457,0.3538868740888409
2024-04-30,60.30039310411368,8.728014749194116,6.970256195094851,8.025528872098697,7.266619554728296,5.235811131225826,1.2791798159581769,1.236255862219826,0.6178967957870839,0.3400439195794458
2024-05-02,59.55478464529852,8.768931817278759,7.21513744345786,8.000368846912695,7.269147608056059,5.5962128262548365,1.2799226859647908,1.3577373293405586,0.6179383905632506,0.33981840687267123
2024-05-03,59.39284376705187,8.755738427852396,7.3389354858448215,8.006169135977242,7.273860251558932,5.639783060924229,1.2807152073232462,1.3538164538331727,0.6180035761280386,0.3401346335060466
2024-05-06,59.369757097006605,8.757639789997372,7.374925832087863,8.007907724566525,7.274169784585541,5.600770888863684,1.280993322462679,1.3697741492788895,0.6181377793839709,0.34592363176687363
2024-05-07,59.352201209105104,8.755038304260163,7.440238300907009,8.005528949208106,7.271903164086336,5.55985372459637,1.2806127991781233,1.3702136886529608,0.6174251374614359,0.3469847225443981
2024-05-08,59.5411949425629,8.590006101335277,7.625696500939666,7.885371168370931,7.230614887728326,5.531196448457997,1.2733232331347022,1.3555759525452389,0.6139106002654294,0.3531101646595284
2024-05-09,59.520905504039376,8.643835286111235,7.643081305982786,7.807276817307461,7.227295370831277,5.603870921952486,1.2726831098469409,1.3159891479781023,0.6136019759808744,0.35146055996946035
2024-05-10,59.485951293907306,8.61148651415614,7.8868619800346345,7.793629922484488,7.223710210898844,5.449330863213778,1.2720517848134403,1.3128140102312007,0.61329759362124,0.35086582663893096
2024-05-13,59.625686962848725,8.690751908959243,7.865247564505778,7.805667116878717,7.240627921395023,5.219418036718718,1.2750308915609887,1.3114641650502703,0.6149446044756234,0.35116082760691114
2024-05-14,59.668142845641235,8.807135189304459,7.861727358853199,7.757614304203821,7.24277645075874,5.114955536732276,1.2754092346190635,1.3112210720871489,0.6155485764741129,0.3454694313259494
2024-05-16,59.67452785247471,8.782994055853445,7.904405267219064,7.7017940404640735,7.241812171819804,4.914760076713712,1.27523943091577,1.546632496891645,0.6150451825493723,0.3427894250983973
2024-05-17,59.717919170259734,8.795515449685272,7.867085871536079,7.6488615900532855,7.2460703301747005,4.943453736250761,1.2759707029298644,1.5462121773439486,0.6150816107951387,0.34382936097121375
2024-05-20,59.71418059702337,8.763571211938729,7.927636569228399,7.62158326833922,7.244311973587898,4.983116903207891,1.275586838943147,1.510020086300385,0.6146857908475712,0.3453067605833932
2024-05-21,59.7074531230991,8.733739964746972,7.936194495751512,7.594222727880534,7.240914585385847,5.052895468582294,1.2750628205877674,1.5042378137043626,0.6142225826717849,0.34105641758982275
2024-05-22,59.74094418554361,8.745543036780127,7.9375212057601825,7.528179993723275,7.241823392876534,5.077203981390496,1.2752785146972974,1.5032279115502145,0.6143264867233214,0.33595129095494636
2024-05-23,59.86108680926422,8.579477093907853,7.987417182119215,7.4668721225726005,7.249307297034105,5.151944291139646,1.2765778500596154,1.4754385461482336,0.6116827995017172,0.3401960082528012
2024-05-24,59.927506824473944,8.561994252346922,8.022073419216841,7.441067261179373,7.241851458938308,5.10421049784502,1.2752463491403048,1.4743210729553955,0.611044799860861,0.3406840640430351
2024-05-27,60.374998318062424,8.562255795969095,7.505837051671625,7.49900551179182,7.2943138014808175,5.035373708828165,1.2844846511372487,1.4834096728438877,0.6157897813273995,0.3445317068875182
