date,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORTON SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,DBS BANK LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-04,37.50709986905935,0.0,61.69613018326194,0.0,0.0,0.6299984127586161,0.0,0.16677153492008734,0.0,0.0
2024-03-05,37.50700322041137,0.0,61.69597120409297,0.0,0.0,0.6299967893727763,0.0,0.16702878612288358,0.0,0.0
2024-03-07,36.645844177595144,0.0,60.2774204689133,0.0,2.291967097624761,0.6218262074739366,0.0,0.1629420483928543,0.0,0.0
2024-03-08,36.64616709485971,0.0,60.27795162381421,0.0,2.290602576573301,0.6218316869061192,0.0,0.16344701784665827,0.0,0.0
2024-03-11,36.645844177595144,0.0,60.2774204689133,0.0,2.29058239233094,0.6218262074739366,0.0,0.16432675368667493,0.0,0.0
2024-03-12,36.64565965599907,0.0,60.277116956029865,0.0,2.2905708586378717,0.6218230764131883,0.0,0.16482945292000595,0.0,0.0
2024-03-13,36.646206946069206,0.0,60.2692885638184,0.0,2.290369037809369,0.6293205224075419,0.0,0.1648149298954837,0.0,0.0
2024-03-14,36.64676047592338,0.0,60.27019891316393,0.0,2.287130948777718,0.6315957326617705,0.0,0.16431392947320642,0.0,0.0
2024-03-18,36.540822268415305,0.0,60.093460057396285,0.0,2.280519326088478,0.6297699199864073,0.0,0.164843000709711,0.0,0.2905854274038127
2024-03-19,36.54059296047441,0.0,60.09308294744825,0.0,2.2805050149384174,0.630393507016773,0.0,0.16484196625545636,0.0,0.29058360386668697
2024-03-20,35.81279725818273,0.0,58.89126120926112,1.9870714314940114,2.2350831535383535,0.6238650641973997,0.0,0.1651259659999707,0.0,0.28479591732642295
2024-03-21,35.82367567815128,0.0,58.891417448645456,1.9849482181737945,2.2354626257055363,0.6240940128422959,0.0,0.16293948079142523,0.0,0.2774625356902084
2024-03-22,35.823323093816335,0.0,58.8908378266256,1.9849286818857343,2.235440623800699,0.6244569534546731,0.0,0.16355301557282206,0.0,0.2774598048441473
2024-03-25,35.60820343613934,0.0,58.53314341833011,1.9728326606156563,2.2213442907773513,0.6206900259084683,0.6049445384525483,0.16305555276268946,0.0,0.2757860770138303
2024-03-26,35.60824697988011,0.0,58.53321499599418,1.972835073107882,2.221347007163763,0.6206907849236104,0.6049452782132106,0.16293346645648105,0.0,0.2757864142607646
2024-03-27,35.610327616539685,0.0,58.532212924627345,1.9728012987536392,2.2213089783585485,0.6206801588805463,0.6049349217285748,0.16195240823292184,0.0,0.27578169287874055
2024-03-28,35.610284071000095,0.0,58.53214134941403,1.972309752516797,2.221306262065143,0.6212908171754149,0.6049341819932411,0.1619522101919187,0.0,0.2757813556433533
2024-04-02,35.61149854811061,0.0,58.53192662482441,1.9723025171177073,2.221298113224787,0.6218999530171563,0.6037091327160061,0.16158476704718866,0.0,0.27578034394214
2024-04-03,35.611901637200205,0.0,58.53118225844418,1.9722774348118612,2.2212698643744364,0.6220143255999453,0.6039949306707326,0.1615827121298968,0.0,0.27577683676873577
2024-04-08,35.61198873091481,0.0,58.531325404354625,1.972282258282671,2.22103073328554,0.6220158468199773,0.6039964078219009,0.16158310730223996,0.0,0.27577751121823185
2024-04-09,35.6120758250554,0.0,58.53146855096525,1.972287081777073,2.220791601026986,0.62201736804745,0.6039978849802945,0.161583502476516,0.0,0.2757781856710269
2024-04-10,35.612162919622,0.0,58.531611698276045,1.9722919052950687,2.2205524675987665,0.6220188892823636,0.6039993621459132,0.161583897652725,0.0,0.2757788601271209
2024-04-11,35.61225001461461,0.0,58.53175484628701,1.9722967288366575,2.2203133330008713,0.622020410524718,0.6040008393187573,0.1615842928308669,0.0,0.27577953458651383
2024-04-12,35.612337110033224,0.0,58.53189799499815,1.97230155240184,2.2200741972332927,0.6220219317745133,0.6040023164988265,0.16158468801094172,0.0,0.2757802090492057
2024-04-15,35.61236040812993,0.0,58.53193628739709,1.972302842709526,2.219831083580571,0.6222014833466945,0.60400271164572,0.16158479372193943,0.0,0.2757803894685351
2024-04-16,35.61244750408852,0.0,58.53207943699572,1.972307666304613,2.2195919458922786,0.6222030050440491,0.6040041888349474,0.1615851889044643,0.0,0.2757810639354086
2024-04-17,35.61244750408852,0.0,58.53207943699572,1.972307666304613,2.2193473792373606,0.6224475716989673,0.6040041888349474,0.1615851889044643,0.0,0.2757810639354086
2024-04-18,35.620618521414436,0.0,58.52943128275945,1.9722184336145736,2.2192469697829105,0.6175282986369948,0.6039768620038016,0.16121104495557684,0.0,0.27576858683225813
2024-04-19,35.62550426444703,0.0,58.52721274341732,1.9721436773066727,2.2191628499374847,0.6150594282222626,0.603953968454339,0.16120493430256383,0.0,0.27575813391232024
2024-04-22,35.630050988788824,0.0,58.52363480853244,1.9720231145576492,2.21266937057311,0.615021827891043,0.6039170470314434,0.1669415665917652,0.0,0.2757412760337221
2024-04-23,35.63198896826035,0.0,58.52420724871652,1.9720424036069093,2.21000114208271,0.6151501105162391,0.603922954155748,0.16694319950573955,0.0,0.27574397315578786
2024-04-24,35.88599815101903,0.0,58.94140781723062,1.9861004703556346,1.5128871607667012,0.6195353211477682,0.6082281299395348,0.16813328478869544,0.0,0.27770966475201964
2024-04-25,35.89598235138077,0.0,58.94888716759302,1.9864894495289844,1.4947068538790897,0.6196566575759489,0.6083472518463684,0.16816621381071914,0.0,0.2777640543850915
2024-04-26,35.91993030169242,0.0,58.93422501300222,1.985995356819156,1.486331502776774,0.6195025325000882,0.608195939720219,0.16812438640493904,0.0,0.2776949670841966
2024-04-29,35.898933846755035,0.0,58.899775898280616,1.984834473107382,1.5445314857742902,0.6191404116134948,0.6078404279323572,0.1674108118684416,0.0,0.2775326446683749
2024-04-30,35.90088384884774,0.0,58.89934100913786,1.9848198179928358,1.5445200816566418,0.6191358401624366,0.6078359399152364,0.1659328667936268,0.0,0.27753059549361847
2024-05-02,35.832493876942024,0.0,58.78713975264959,1.9810388032367103,1.7321972722173617,0.6179564072857195,0.6066780329670646,0.16549394562434677,0.0,0.2770019090771866
2024-05-03,35.83554813856006,0.0,58.78771739915732,1.981058269061229,1.728529516929296,0.617962479368187,0.6066839942274447,0.1654955717793212,0.0,0.2770046309171347
2024-05-06,35.851840439600764,0.0,58.78584008951155,1.980995006530179,1.7142310262361589,0.6179427455364519,0.606664620559531,0.16549028689249487,0.0,0.2769957851328697
2024-05-07,35.85190208720494,0.0,58.78594117236132,1.9809984128712352,1.7142339738738386,0.6176490349236285,0.6066656637255146,0.1656133936095832,0.0,0.2769962614299387
2024-05-08,35.851946121337726,0.0,58.7860133746097,1.981000845979162,1.7142360793355307,0.6176497935344144,0.6066664088462707,0.16549077471406148,0.0,0.2769966016431338
2024-05-09,35.72797967355471,0.0,58.58274705169625,1.9741510745023207,1.7083087091253475,0.6155141256234107,0.6045687185440644,0.16491855184468834,0.34577327368357175,0.27603882142564
2024-05-10,35.72819832587502,0.0,58.583105573328055,1.9741631561458122,1.7077071719949224,0.6155178925196356,0.6045724184552911,0.16491956113276884,0.34577538978779276,0.2760405107607033
2024-05-13,35.79733738149925,0.0,58.696472067712435,1.9779834376785987,1.5176204874202543,0.6165863704144293,0.6057423505545031,0.1652387035257516,0.3464445134779933,0.2765746877167857
2024-05-14,35.80122595272304,0.0,58.69480499917571,1.9779272599589004,1.517474374040156,0.6165688584294312,0.6046214608692048,0.1643755882958955,0.346434673930099,0.2765668325775635
2024-05-17,35.80106790021817,0.0,58.694545877854985,1.977918527957424,1.5174676748107443,0.6165661364485521,0.6050602639585355,0.16437486262316287,0.3464331445168868,0.2765656116115355
2024-05-20,35.56862210002045,0.0,58.29748431623925,1.964538146395331,2.175529483318713,0.6123951405013799,0.6009671038584647,0.16167946538561767,0.344089565853827,0.27469467842697326
2024-05-21,35.57173014322019,0.0,58.29348331873043,1.96341100595388,2.175630181522237,0.6124234862861501,0.6009949206764852,0.1635140578141663,0.3441054926437871,0.2747073931526744
