date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL
2024-08-05,82.64032846689557,4.69777385842683,4.744176606437917,2.4351355151905447,1.8863725821898585,1.4162925697297122,1.2811193472626314,0.8988010538669328
2024-08-06,82.63699404636415,4.697584309886836,4.743985185612582,2.4350372609119226,1.890331328479264,1.4162354243249127,1.2810676559064382,0.8987647885138869
2024-08-14,82.63532693700078,4.697489541352736,4.7438894809924665,2.4349881367458677,1.8923105818290171,1.4162068533517802,1.2810418117925648,0.8987466569347837
2024-08-22,82.63032601247114,4.697205258691241,4.74360239029953,2.4348407761392865,1.8921960629814838,1.4221729471236098,1.280964285707081,0.8986922665866216
2024-08-28,82.63199292005835,4.69730001575517,4.743698083336175,2.4348898943596695,1.8922342343905303,1.4201843294359628,1.2809901266929495,0.8987103959711952
2024-09-04,82.62699239904443,4.697015756031939,4.743411015808075,2.434742545643354,1.8981712804062931,1.4200983861913183,1.2809126068629078,0.8986560100116937
2024-09-13,82.64189667103182,4.696257898274839,4.74264567223246,2.4343497029064762,1.8918144335760354,1.413818675838807,1.2807059331778066,0.8985110129617524
2024-09-16,82.64478860644641,4.696021117876886,4.742406553011595,2.4342269655475204,1.8897022922270312,1.413747392583937,1.2806413613278174,0.8984657109788072
2024-09-17,82.64812223176187,4.6962105402850565,4.742597846459227,2.434325154444519,1.8857448379499795,1.4138044186127654,1.2806930182868845,0.8985019521996962
2024-09-19,82.65228964161578,4.696447339785797,4.742836984971571,2.434447901705586,1.8807975711188556,1.4138757076185715,1.2807575953463521,0.89854725783748
2024-09-20,82.65812472151642,4.69677889920896,4.743171819407288,2.4346197686687634,1.873870559315063,1.4139755243055534,1.2808480141712217,0.898610693406739
2024-09-26,82.6589583716163,4.696826268662497,4.74321965675751,2.434644323073066,1.8728809063573666,1.413989784982783,1.2808609321883984,0.8986197563620967
2024-10-07,82.6597920385319,4.6968736390715335,4.74326749507267,2.434668877972661,1.8728997955241224,1.412995483860687,1.2808738504661472,0.8986288195002655
2024-10-09,82.73139198277356,4.690176939421961,4.744655226091952,2.435381185580687,1.813925174678573,1.404329167493089,1.2812485939053324,0.8988917300548435
2024-10-10,82.8208154469644,4.688899723305496,4.692934053030861,2.4276579122384017,1.786199485905363,1.4039467444270273,1.2808996878033942,0.8986469463250584
2024-10-14,82.82165077158344,4.688947015201306,4.692981385616622,2.4276823974165507,1.7852089087774385,1.4039609045300534,1.2809126068629078,0.8986560100116937
2024-10-15,82.82415684654384,4.6890888966127005,4.691106142857748,2.4277558559145556,1.7842543037444327,1.4040033865529962,1.2809513656051044,0.8986832021686203
2024-10-18,82.81413345655871,4.700623435184545,4.6905384245962916,2.427462048592405,1.7840383730618878,1.4038334738847642,1.2807963447080821,0.898574443413308
2024-10-21,82.81079286566722,4.700433819485189,4.69034921571028,2.42736412862065,1.7880002492914053,1.403776845467364,1.2807446794134714,0.8985381963444119
2024-10-22,82.80327752146161,4.700007240088389,4.689923551523514,2.4221019932830536,1.7989300399737582,1.406674554800108,1.2806284477391663,0.8984566511303915
2024-10-23,82.79910291962516,4.699770284988988,4.689687104802356,2.42197988082891,1.803880935388393,1.406603636035108,1.280563883702213,0.8984113546288754
2024-10-28,82.793259184171,4.699438587986577,4.689356119443375,2.421808944077185,1.8047618692332061,1.4125538429026379,1.280473504986688,0.8983479471993221
2024-11-06,82.73736799119307,4.696266140958917,4.686190478781361,2.4201740550489848,1.8035435297825493,1.4116002710756153,1.3249495763486325,0.9199079568108756
2024-11-11,82.80411249234389,4.6193843120021505,4.689970843728881,2.4221264172515093,1.8049984541549553,1.4127390135592695,1.326018417437858,0.920650049521494
2024-11-13,82.79158969697349,4.618685704134314,4.689261560779021,2.4217601094369394,1.8198488749099402,1.4125253594176321,1.3258178783969925,0.920510815951676
2024-11-18,82.78324327081683,4.618220082936418,4.688788824653411,2.4215159657745637,1.8196654114167723,1.4123829592215502,1.3357654682145281,0.9204180169659352
2024-11-20,82.78407783770356,4.618266640831526,4.688836093976736,2.421540377925633,1.818675621056554,1.4123971979491308,1.3357789345343314,0.920427296022524
2024-11-22,82.7849124214176,4.618313199665376,4.688883364253147,2.4215647905689224,1.817685810739287,1.4124114369638052,1.3357924011256546,0.9204365752662058
2024-11-26,82.78658163932958,4.618406320149418,4.688977907665345,2.4216136173322207,1.817722461303078,1.4104235847825881,1.3358193351228944,0.9204551343148699
2024-12-18,82.7907549786228,4.618639137789502,4.689214282876876,2.4217356928553557,1.8127730123871477,1.41049468538911,1.3358866748681708,0.9205015352110488
2024-12-19,82.80327752146161,4.619337731569387,4.689923551523514,2.4221019932830536,1.7979216711172707,1.4107080302260582,1.336088734845981,0.9206407659731173
2025-01-03,82.8483900590883,4.621854419959793,4.692478696187076,2.4234215928276406,1.7444196228139013,1.4114766063138506,1.3368166571592939,0.9211423456501399
2025-01-08,82.85674962762116,4.622320774330046,4.687907076519841,2.423666120921365,1.744595638248559,1.4116190271311362,1.3319064444696924,0.9212352907582039
2025-01-09,82.86594710170215,4.622833872848959,4.6631991544280815,2.4239351588262825,1.760935408889202,1.4117757232297956,1.3300360280320733,0.9213375520434621
2025-01-13,82.8726374563944,4.623207106962301,4.663575647516437,2.429176927845069,1.7489670195078955,1.4118897058808688,1.3291341977448923,0.9214119381481296
2025-01-15,82.87658447090865,4.622414056497786,4.662775672358933,2.4287602344444816,1.7486670071841657,1.4116475147435938,1.3278971618317152,0.9212538820306655
2025-01-21,82.87240339076972,4.62218085813749,4.662540437776324,2.42863770476685,1.7475697983615222,1.4176302348140524,1.3278301701176463,0.9212074052563912
2025-01-22,82.87323957304784,4.622227495927173,4.6625874827940335,2.428662209713317,1.7465784316633783,1.417644538698467,1.327843567919703,0.9212167002360857
2025-02-06,82.87909332150433,4.622553986809021,4.66291682450218,2.4288337581858355,1.7467018011714506,1.4177446739722057,1.3208738635086246,0.9212817703463515
2025-02-07,82.87992963879134,4.62260063212878,4.662963877115716,2.4288582670888395,1.7457103456849574,1.4177589801661068,1.3208871921974619,0.9212910668268012
2025-02-10,82.87574822113018,4.622367414943294,4.662728623543541,2.428735727519866,1.7466313021756914,1.4176874520836777,1.3248566723031094,0.921244586300639
2025-02-11,82.88243869192486,4.622740573736496,4.660077705635263,2.427922685092777,1.7437449708397001,1.4178019004801958,1.3239545148968093,0.9213189573938925
2025-02-12,82.88327507672858,4.6227872228219775,4.660124731497902,2.4279471857912416,1.7447716892074214,1.41781620782905,1.3219496314989718,0.921328254624856
2025-02-18,82.88578433242449,4.622927175727543,4.641091919050638,2.428020690853628,1.746842816237585,1.4319872653039476,1.3219896529585422,0.9213561474436253
2025-02-25,82.88578433242449,4.622927175727543,4.641091919050638,2.428020690853628,1.7872089125111283,1.4319872653039476,1.281623556684999,0.9213561474436253
2025-02-26,82.7217461763303,4.627129706899968,4.645310963115685,2.4302279141675016,1.9403440661329054,1.4332890316723543,1.2797584236285222,0.9221937180527551
2025-02-27,82.7970138624768,4.631339885754217,4.550460778384573,2.4324391541420316,1.9501974764505314,1.4345931669690535,1.2809228629667304,0.9230328128560576
2025-02-28,82.781849029845,4.631339885754217,4.550460778384573,2.4476039867738395,1.9501974764505314,1.4345931669690535,1.2809228629667304,0.9230328128560576
2025-03-03,82.77072815258167,4.631339885754217,4.550460778384573,2.4476039867738395,1.951208465292652,1.444703055390259,1.2809228629667304,0.9230328128560576
2025-03-10,82.73110506137564,4.640629302155111,4.5585749530010915,2.452513324714588,1.957148179821802,1.4476008017419024,1.283492103433863,0.9289362737560003
2025-03-14,82.73110506137564,4.640629302155111,4.4977939536277445,2.477838741120149,1.9581611964780248,1.4476008017419024,1.283492103433863,0.9633788400675641
2025-03-17,82.72104932528124,4.640065246549426,4.49724725926205,2.477537566701571,1.9579231874219691,1.447424849884115,1.2833360985326618,0.9754164663669718
2025-03-18,82.71183371437519,4.639548316019172,4.496746239494679,2.477261554460357,1.9577050632754989,1.458404185782058,1.2831931273512969,0.9753077992417514
2025-03-19,82.71602237386342,4.6397832701630035,4.491909802046043,2.4773870069457993,1.9578042045896278,1.4584780417015335,1.2832581103026688,0.9753571903879006
2025-03-24,82.71518460802686,4.6397362774305035,4.4918643070081385,2.4773619154322226,1.958797197238724,1.4584632699192155,1.283245113185865,0.9753473117584753
2025-04-03,82.71518460802686,4.6397362774305035,4.4918643070081385,2.4773619154322226,1.958797197238724,1.4584632699192155,1.2579245703053232,1.0006678546390173
2025-04-07,82.71602237386342,4.6397832701630035,4.491909802046043,2.4773870069457993,1.9578042045896278,1.4584780417015335,1.2579373109675727,1.0006779897229967
2025-04-22,82.71518460802686,4.6397362774305035,4.4918643070081385,2.4773619154322226,1.958797197238724,1.4584632699192155,1.2579245703053232,1.0006678546390173
2025-04-25,82.72021145761398,4.640018248104946,4.492137291059907,2.470422289266091,1.959929122480478,1.458551905101751,1.2580010181502603,1.0007286682225904
