date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-07,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,65.98228663446055,34.01771336553946,0.0,0.0,0.0,0.0
2024-03-13,0.0,38.10117119362073,40.8422626463992,21.056566159980065,0.0,0.0,0.0,0.0
2024-03-14,0.0,34.01557285873192,36.46273637374861,18.798665183537263,0.0,10.723025583982203,0.0,0.0
2024-03-27,0.0,34.06103809311651,36.51147248830475,18.816365931536346,0.0,10.6111234870424,0.0,0.0
2024-03-28,0.0,34.068627450980394,36.51960784313725,18.820558526440877,0.0,10.591206179441473,0.0,0.0
2024-04-02,0.0,30.89304956896552,33.11557112068966,17.06627155172414,0.6398168103448276,9.529903017241379,8.755387931034484,0.0
2024-04-03,83.85284013156536,4.68927016881986,5.026627734922008,2.572095867615166,0.09711808721122449,1.4465483516198172,1.3289843513114927,0.9865153069350697
2024-04-05,83.87856473924589,4.6907087561737475,5.0281698177689815,2.5728849423442663,0.09714788136832483,1.4469921277492594,1.3293920608297083,0.9561396745198286
2024-04-08,83.88028027430214,4.690804693381721,5.028272656934363,2.5708923041555805,0.09714986829545749,1.447021722506025,1.329419250358892,0.9561592300658185
2024-04-09,83.9032822124108,4.692148226466171,5.029712847075248,2.5716286551855143,0.097177693811704,1.4372069453204643,1.3175249434681553,0.9513184762619444
2024-04-10,83.90857335576541,4.693588580510239,5.031256823712415,2.5673018854371463,0.09720752455820203,1.4376481263607774,1.317929385589097,0.946494318066704
2024-04-11,83.90884400554036,4.694405173731881,5.029061919275881,2.568771961209292,0.09722443677883774,1.4378982492028107,1.3171352645722545,0.9466589896886833
2024-04-12,83.89926896356647,4.694213008588353,5.0288560549821595,2.578900541016492,0.0972204569033995,1.4378393889397505,1.3170813477334227,0.9466202382699426
2024-04-15,83.91043228328775,4.70200216861171,5.029525175567684,2.558773491843551,0.09723339269005495,1.438030702416076,1.31725659360106,0.946746191982114
2024-04-16,83.9097735433688,4.702194678229248,5.029731094649222,2.558878253281045,0.0972373736246797,1.4380895783439474,1.3173105247890817,0.9467849537139866
2024-04-17,83.91063241173879,4.702242808096701,5.029782577054243,2.557880883202799,0.09723836890927005,1.4381042980792045,1.317324008276111,0.9467946446428926
2024-04-18,83.93075571904035,4.700847441844664,5.0129411444486305,2.557121845269877,0.09720951392582566,1.4376775480608954,1.3169330991846064,0.9465136882251446
2024-04-23,83.91001969838372,4.725606855291257,5.01002311547116,2.5566771014013536,0.09719260689600984,1.437427501988356,1.3167040534227858,0.946349067145359
2024-04-24,83.91173666689652,4.7257035507538925,5.010125630665038,2.5567294161796874,0.09719459565308937,1.4374569146588478,1.314684793833893,0.946368431359028
2024-04-25,83.91347583686851,4.746071858391945,5.008946959169258,2.5663565286002994,0.09717172985931784,1.4371187416035955,1.2847125547716127,0.9461457907354632
2024-04-26,83.8776757258677,4.781871969392746,5.008946959169258,2.5663565286002994,0.09717172985931784,1.4371187416035955,1.2847125547716127,0.9461457907354632
2024-04-29,83.86903134218372,4.780796150329093,5.007820053082688,2.581118606081418,0.09714986829545749,1.4357727903876034,1.282378261500039,0.9459329281399809
2024-04-30,83.88189836646583,4.781529610811105,5.008588343131975,2.566172790058837,0.09716477284001175,1.4359930638671212,1.2825750014881552,0.9460780513369565
2024-05-03,83.89047857624932,4.782018709507553,5.007054884072614,2.5664352817442677,0.09717471174400376,1.4361399504061187,1.2745230614003018,0.9461748248758262
2024-05-07,83.90163547352782,4.782654687421035,5.007720790358496,2.5667766012276743,0.09718763535935793,1.436330947837248,1.274692564818526,0.9330012994498361
2024-05-08,83.92357622481461,4.782214377003799,5.00521389233788,2.566540293455087,0.0971786878749435,1.4361987134360072,1.2766210786097842,0.9124567324678907
2024-05-09,84.01123289225471,4.787209313994442,4.903945541116444,2.569220998676375,0.0993281932529328,1.4376987971867798,1.2779544863882486,0.9134097771300623
2024-05-10,84.02327849289539,4.7827749639858075,4.848320488117518,2.5695893757259936,0.09729413738300892,1.437904935639416,1.3272968636671534,0.9135407425857259
2024-05-13,84.03704912397366,4.783558816160357,4.834774649309825,2.5700105074403288,0.09731008298399015,1.4381405948370753,1.3275143952342232,0.9116418300605392
2024-05-14,84.0379099382884,4.783607815452303,4.834824173219459,2.570036832755852,0.09731107975759502,1.4381553261017204,1.3275279933246646,0.9106268411000209
2024-05-17,84.08528189897598,4.789379036970972,4.837549551573505,2.520240327821875,0.09736593377107691,1.4389660106799156,1.32725141298468,0.9039658272219981
2024-05-20,84.07924977448593,4.789035455669601,4.837202514607429,2.520059530385523,0.10453276620549952,1.4388627818874642,1.327156198393352,0.9039009783652019
2024-05-21,84.09390072125828,4.779619856732356,4.838045405056127,2.520498654879876,0.09737591387295169,1.4391135060802547,1.327387457531289,0.9040584845888778
2024-05-22,84.10908166495788,4.783689618870327,4.842164915519611,2.5226448150980345,0.09745882774880571,1.440338885887613,1.2997929974498617,0.9048282744678594
2024-05-23,84.0694088146947,4.781433232304236,4.839880947131888,2.521454925635024,0.09741285804608674,1.4396595020705873,1.3463482380474936,0.9044014820699843
2024-05-24,84.05303312232692,4.780501867604601,4.838938197532429,2.519938578291252,0.09739388321304676,1.4393790740117647,1.3665899612946457,0.9042253157253395
2024-05-27,84.00050162361713,4.7775141476097165,4.83591395597638,2.5439776170952015,0.11577505869180742,1.4384794902946691,1.3534411728484743,0.9343969338666226
2024-05-28,84.06854677707224,4.7813842040620536,4.822399723719459,2.5152767429903964,0.09741185918633823,1.4396447399749355,1.3545375366858188,0.9207984163087549
2024-05-29,84.08476529079917,4.782364959982179,4.823388892729185,2.4993831026113167,0.09743184027413833,1.439940039419897,1.351738584013835,0.920987290170276
2024-05-30,84.0422903398905,4.7591190647111015,4.821658113170252,2.4984862474581977,0.1691629999304894,1.4394233448630733,1.351253538838697,0.9186063511376877
2024-06-04,84.07418263778222,4.760925051224558,4.823487831949397,2.4850756999390575,0.16922719376390613,1.4399695760274194,1.3281770662076267,0.9189549431058175
2024-06-05,84.07599864024374,4.761608754959325,4.824180520158058,2.485432575025085,0.1692514960293599,1.438124832928258,1.3263162688846202,0.9190869117715543
2024-06-06,84.11142079119418,4.763905482965805,4.826507429209001,2.478421314382253,0.16933313328077507,1.4398447635934997,1.291036858589182,0.9195302267852997
2024-06-07,84.10848519847355,4.764785667787483,4.827399180440442,2.4788792304409246,0.16936441947111905,1.4401107910180608,1.2912753920888955,0.9197001202795313
2024-06-11,84.09812648547658,4.764198841772151,4.826804643010432,2.46831068816502,0.19192270215669802,1.439933428480467,1.2911163599632411,0.9195868509754087
2024-06-12,84.10244230579352,4.764443335044646,4.827052349141528,2.4684373590655695,0.18680066501036743,1.440007324228272,1.291182618588144,0.9196340431279627
2024-06-13,84.08518168177629,4.763465512489167,4.826061677129804,2.4679307534546413,0.20728565995752082,1.4397117867346618,1.2909176248839662,0.9194453035739536
2024-06-14,84.08224151270126,4.764345534724402,4.826953263638273,2.468386689145236,0.20732395476396578,1.4399777650190297,1.2911561143221235,0.9196151656857097
2024-06-17,84.05549753927282,4.762830143030601,4.825417958352631,2.467601571303015,0.24009096369434738,1.4395197524067067,1.289719407537584,0.9193226644022874
2024-06-18,84.0563599825409,4.762879011586662,4.825467469084893,2.4676268898892557,0.24009342712436,1.4395345224593037,1.2887066002914365,0.9193320970231903
2024-06-21,83.99172581170686,4.759216650573638,4.821756981397635,2.491360719710026,0.29117137629532813,1.4384276089519203,1.2877156641793386,0.9186251871852606
2024-06-24,83.89624944929781,4.753806680849573,4.816275919869786,2.5131067632065607,0.3696950046933856,1.4367924974648756,1.2964927311407928,0.9175809534772119
2024-06-25,83.9177341910815,4.755024069108262,4.817509305690685,2.5137503372666252,0.34418097527367,1.4371604413957113,1.2968247461204352,0.9178159340631199
2024-06-26,83.92977045368535,4.755706078923412,4.818200277720122,2.5141108827397787,0.3350098853528556,1.4373665723243314,1.297010748797294,0.9128251004568634
2024-06-28,83.93063031884867,4.755754801396524,4.818249640449775,2.5141366399455127,0.3339888119895017,1.4373812982247574,1.2970240367445065,0.9128344524007546
2024-07-03,83.97967177394075,4.758533633565847,4.821064988940151,2.4910031731074986,0.2993304224474855,1.4351458610495877,1.301882316809269,0.9133678301394162
2024-07-04,82.59450375885726,4.680045965673345,4.741545923429932,2.4610065062922524,0.3206063371572864,1.4155072244302835,2.8884816225019674,0.89830266165768
2024-07-05,82.60366463438858,4.680565047653638,4.742071826608155,2.4552296189221474,0.31560035758629656,1.415664223805624,2.8888019951589126,0.898402295876646
2024-07-08,82.61449374394053,4.6811786566489575,4.742693498970282,2.4414333321299284,0.3166501719491109,1.4158498134285085,2.8891807090261232,0.8985200739065535
2024-07-09,82.6136606347098,4.6811314502451795,4.74264567223246,2.441408711986984,0.3176554086228418,1.4158355355760948,2.8891515736648943,0.8985110129617524
2024-07-11,82.61449374394053,4.6811786566489575,4.742693498970282,2.4414333321299284,0.3166501719491109,1.4158498134285085,2.8891807090261232,0.8985200739065535
2024-07-12,82.61282754228154,4.681084244793478,4.742597846459227,2.4413840923405887,0.31866062502256337,1.4158212580116423,2.889122438891279,0.8985019521996962
2024-07-15,82.65700460670477,4.68358744637131,4.745133942327503,2.4426896181958075,1.8746457292886456,1.4165783659425504,1.281377866628945,0.8989824245404646
2024-07-16,82.6561706398733,4.683540191373367,4.745086066356946,2.4426649727089447,1.8756357638438366,1.4165640733925478,1.2813649381827177,0.8989733542683476
2024-07-23,82.65450275669511,4.683445684238096,4.744990317314039,2.4355531843495832,1.8846782718993462,1.4165354891577526,1.281339082072896,0.8989552142731891
2024-07-29,82.6336598949002,4.697394776642257,4.743793780233742,2.434939014561823,1.8942897553219151,1.4161782835314,1.2810159687214229,0.8987285260872345
2024-08-02,82.63782762627066,4.697631695587817,4.744033039370733,2.4350618237382418,1.889341671856556,1.4162497102437825,1.2810805783544188,0.898773854577785
