date,QUAM SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,SHANGHAI COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,TOTAL_CCASS_PCT
2024-05-28,0.0,13.093909287257018,0.0,2.114246220302376,1.0645463498920087,1.4992656587473003,1.5433779697624188,1.2895032397408208,1.3815118790496759,0.0,21.98636060475162
2024-05-29,0.0,13.093909287257018,0.0,2.106902807775378,1.0645463498920087,1.5130021598272139,1.5433779697624188,1.2895032397408208,1.3763282937365011,0.0,21.98757010799136
2024-05-30,0.0,13.093909287257018,0.0,2.105866090712743,1.0645463498920087,1.5132613390928726,1.5433779697624188,1.2895032397408208,1.3763282937365011,0.0,21.986792570194385
2024-06-03,0.0,13.093909287257018,0.0,2.1062116630669547,1.0645463498920087,1.5129157667386608,1.5433779697624188,1.2895032397408208,1.3763282937365011,0.0,21.986792570194385
2024-06-25,0.0,13.093909287257018,0.0,2.1062116630669547,1.0645463498920087,1.502721382289417,1.5433779697624188,1.3073866090712742,1.3763282937365011,0.0,21.99448155507559
2024-06-26,0.0,13.093909287257018,0.0,2.1062116630669547,1.0645463498920087,1.502721382289417,1.5433779697624188,1.3100647948164146,1.3763282937365011,0.0,21.997159740820734
2024-06-27,0.0,13.072829373650109,0.0,2.1064708423326133,1.0645463498920087,1.4917494600431966,1.5433779697624188,1.3552483801295896,1.3763282937365011,0.0,22.010550669546436
2024-06-28,0.0,13.072829373650109,0.0,2.1064708423326133,1.0644599568034558,1.4918358531317495,1.5433779697624188,1.3552483801295896,1.3763282937365011,0.0,22.010550669546436
2024-07-02,0.0,13.072829373650109,0.0,2.1064708423326133,1.0644599568034558,1.4932181425485962,1.5433779697624188,1.3552483801295896,1.3763282937365011,0.0,22.011932958963282
2024-07-03,0.0,13.072829373650109,0.0,2.1064708423326133,1.0644599568034558,1.491231101511879,1.5433779697624188,1.3552483801295896,1.3763282937365011,0.0,22.009945917926565
2024-07-05,0.0,13.07196544276458,0.0,2.1064708423326133,1.0644599568034558,1.491231101511879,1.5433779697624188,1.3552483801295896,1.3763282937365011,0.0,22.00908198704104
2024-07-08,0.0,13.07196544276458,0.0,2.1059524838012957,1.0644599568034558,1.491231101511879,1.5424276457883368,1.3552483801295896,1.3763282937365011,0.0,22.007613304535635
2024-07-10,0.0,13.07196544276458,0.0,2.0886738660907125,1.0644599568034558,1.491231101511879,1.5406997840172787,1.3742548596112312,1.3763282937365011,0.0,22.007613304535635
2024-07-12,0.0,13.07196544276458,0.0,2.0886738660907125,1.0649783153347732,1.491231101511879,1.5406997840172787,1.3742548596112312,1.3763282937365011,0.0,22.008131663066955
2024-07-15,0.0,13.07196544276458,0.0,2.0886738660907125,1.066101425485961,1.491231101511879,1.5406997840172787,1.3742548596112312,1.3763282937365011,0.0,22.009254773218142
2024-07-16,0.0,13.07196544276458,0.0,2.0886738660907125,1.0664469978401727,1.491231101511879,1.5406997840172787,1.3742548596112312,1.3763282937365011,0.0,22.009600345572355
2024-07-18,0.0,13.07196544276458,0.0,2.0886738660907125,1.0690387904967604,1.491231101511879,1.5406997840172787,1.3742548596112312,1.3763282937365011,0.0,22.012192138228944
2024-07-19,0.0,13.07196544276458,0.0,2.0886738660907125,1.0713714038876891,1.491231101511879,1.5406997840172787,1.3820302375809934,1.3763282937365011,0.0,22.022300129589635
2024-07-22,0.0,13.07196544276458,0.0,2.0886738660907125,1.0722353347732183,1.49036717062635,1.5406997840172787,1.3820302375809934,1.3763282937365011,0.0,22.022300129589635
2024-07-23,0.0,13.07196544276458,0.0,2.0886738660907125,1.1351295032397408,1.49036717062635,1.5406997840172787,1.3820302375809934,1.3763282937365011,0.0,22.085194298056155
2024-07-24,0.0,13.068682505399568,0.0,2.0886738660907125,1.141177019438445,1.49036717062635,1.5406997840172787,1.3820302375809934,1.3763282937365011,0.0,22.08795887688985
2024-07-25,0.0,13.064535637149028,0.0,2.0886738660907125,1.1490387904967603,1.49036717062635,1.5406997840172787,1.3820302375809934,1.3763282937365011,0.0,22.091673779697622
2024-07-26,0.0,13.064535637149028,0.0,2.0886738660907125,1.1585420302375808,1.485183585313175,1.5406997840172787,1.3820302375809934,1.3763282937365011,0.0,22.09599343412527
2024-07-29,0.0,13.058142548596113,0.0,2.0886738660907125,1.1632072570194385,1.4834557235421166,1.5441555075593951,1.3820302375809934,1.3763282937365011,0.0,22.09599343412527
2024-07-30,0.0,13.058142548596113,0.0,2.0886738660907125,1.1713282073434126,1.4765442764578833,1.5441555075593951,1.3820302375809934,1.3763282937365011,0.0,22.097202937365008
2024-07-31,0.0,13.058142548596113,0.0,2.0886738660907125,1.1869653563714901,1.4713606911447086,1.54933909287257,1.3819438444924406,1.3763282937365011,0.0,22.112753693304533
2024-08-01,0.0,13.058142548596113,0.0,2.0886738660907125,1.1886932181425485,1.46963282937365,1.54933909287257,1.3819438444924406,1.3763282937365011,0.0,22.112753693304533
2024-08-05,0.0,13.058142548596113,0.0,2.0886738660907125,1.1888660043196544,1.4476889848812096,1.54933909287257,1.3802159827213822,1.3763282937365011,0.0,22.08925477321814
2024-08-06,0.0,13.058142548596113,0.0,2.0857365010799134,1.2039847948164146,1.4507991360691146,1.54933909287257,1.3992224622030238,1.3763282937365011,0.0,22.12355282937365
2024-08-07,0.0,13.058056155507558,0.0,2.0819352051835853,1.2098595248380128,1.452526997840173,1.54933909287257,1.3974946004319655,1.3763282937365011,0.0,22.125539870410368
2024-08-08,0.0,13.040777537796977,0.0,2.0736414686825055,1.243812008639309,1.454254859611231,1.54933909287257,1.3974946004319655,1.3763282937365011,0.0,22.13564786177106
2024-08-09,0.0,13.030410367170624,0.0,2.071913606911447,1.2575485097192223,1.454254859611231,1.54933909287257,1.3974946004319655,1.3763282937365011,0.0,22.137289330453562
2024-08-12,0.0,13.030410367170624,0.0,2.0718272138228944,1.2576349028077753,1.454254859611231,1.54933909287257,1.3974946004319655,1.3763282937365011,0.0,22.137289330453562
2024-08-13,0.0,13.030410367170624,0.0,2.0718272138228944,1.2602266954643628,1.4565010799136069,1.54933909287257,1.3974946004319655,1.3763282937365011,0.0,22.142127343412525
2024-08-14,0.0,13.023498920086393,0.0,2.0718272138228944,1.2652374946004319,1.4589200863930885,1.54933909287257,1.4268682505399568,1.3638876889848812,0.0,22.159578747300216
2024-08-15,0.0,13.023498920086393,0.0,2.07467818574514,1.2746543412526998,1.4558099352051834,1.54933909287257,1.4268682505399568,1.3386609071274298,0.0,22.14350963282937
2024-08-16,48.856414686825055,13.023498920086393,0.0,2.0694946004319656,1.276554989200864,1.458488120950324,1.54933909287257,1.4268682505399568,1.3386609071274298,0.0,70.99931956803457
2024-08-19,48.855637149028084,13.023498920086393,0.0,2.0677667386609073,1.28147939524838,1.4495032397408207,1.54933909287257,1.4260043196544276,1.3386609071274298,0.0,70.991889762419
2024-08-20,48.855637149028084,13.009676025917926,0.0,2.0603369330453565,1.3710690280777538,1.4487257019438446,1.5451922246220302,1.423758099352052,1.3127429805615551,0.0,71.0271381425486
2024-08-21,48.855637149028084,13.006220302375809,0.0,2.058609071274298,1.3899891144708423,1.4510583153347734,1.5451922246220302,1.4223758099352053,1.3127429805615551,0.0,71.0418249676026
2024-08-22,48.855637149028084,13.005874730021599,0.0,2.075887688984881,1.4196219438444924,1.4488120950323975,1.5451922246220302,1.402159827213823,1.3127429805615551,0.0,71.06592863930885
2024-08-23,48.85589632829374,13.005874730021599,0.0,2.075023758099352,1.4307666522678186,1.454254859611231,1.5451922246220302,1.3987041036717063,1.3127429805615551,0.0,71.07845563714903
2024-08-26,48.855637149028084,13.005874730021599,0.0,2.075023758099352,1.429470755939525,1.4555507559395249,1.5434643628509719,1.3987041036717063,1.3127429805615551,0.0,71.0764685961123
2024-08-27,48.855637149028084,13.005874730021599,0.0,2.075023758099352,1.4295571490280778,1.4558963282937365,1.5451922246220302,1.3987041036717063,1.3127429805615551,0.0,71.07862842332612
2024-08-28,48.855637149028084,13.005874730021599,0.0,2.085304535637149,1.4312850107991362,1.4538228941684666,1.5451922246220302,1.3987041036717063,1.3127429805615551,0.0,71.08856362850972
2024-08-29,48.855637149028084,13.005874730021599,0.0,2.0887602591792658,1.4312850107991362,1.4581425485961121,1.5451922246220302,1.396976241900648,1.3127429805615551,0.0,71.09461114470842
2024-08-30,48.855637149028084,13.001555075593952,0.0,2.0887602591792658,1.4330128725701945,1.462375809935205,1.5451922246220302,1.396976241900648,1.3127429805615551,0.0,71.09625261339093
2024-09-02,48.855637149028084,13.001555075593952,0.0,2.0887602591792658,1.4330128725701945,1.458315334773218,1.5451922246220302,1.396976241900648,1.3127429805615551,0.0,71.09219213822894
2024-09-04,48.855637149028084,12.994643628509719,0.0,2.0887602591792658,1.4330128725701945,1.4406911447084234,1.5451922246220302,1.3952483801295896,1.3127429805615551,0.0,71.06592863930885
2024-09-09,48.855637149028084,12.994643628509719,0.0,2.0887602591792658,1.4330128725701945,1.456328293736501,1.5451922246220302,1.3952483801295896,1.3127429805615551,0.0,71.08156578833693
2024-09-10,48.855637149028084,12.994643628509719,0.0,2.0887602591792658,1.4330128725701945,1.456328293736501,1.5451922246220302,1.3953347732181427,1.3127429805615551,0.0,71.08165218142548
2024-09-12,48.855637149028084,12.994643628509719,0.0,2.0887602591792658,1.4285204319654428,1.4550323974082073,1.5451922246220302,1.356025917926566,1.3127429805615551,0.0,71.03655498920087
2024-09-13,48.855637149028084,12.994643628509719,3.014557235421166,2.0887602591792658,1.4285204319654428,1.4550323974082073,1.5451922246220302,1.356025917926566,1.3127429805615551,0.0,74.05111222462203
2024-09-19,48.855637149028084,12.994643628509719,3.014557235421166,2.0887602591792658,1.4285204319654428,1.4551187904967602,1.5451922246220302,1.35585313174946,1.3127429805615551,0.0,74.05102583153348
2024-09-25,48.855637149028084,12.994643628509719,3.014557235421166,2.0887602591792658,1.4371597408207344,1.4551187904967602,1.5451922246220302,1.3523974082073433,1.3127429805615551,0.0,74.05620941684666
2024-09-26,48.855637149028084,12.994643628509719,3.014557235421166,2.0887602591792658,1.4380236717062633,1.4570194384449244,1.5451922246220302,1.349805615550756,1.3127429805615551,0.0,74.05638220302376
2024-09-27,48.855637149028084,12.994643628509719,3.0318358531317493,2.0887602591792658,1.439578747300216,1.454427645788337,1.5451922246220302,1.349805615550756,1.3127429805615551,0.0,74.0726241036717
2024-09-30,48.855637149028084,12.994643628509719,3.030280777537797,2.090488120950324,1.4411338228941684,1.4536501079913606,1.5451922246220302,1.349805615550756,1.3127429805615551,0.0,74.07357442764578
2024-10-02,48.855637149028084,12.994643628509719,3.031922246220302,2.090488120950324,1.4411338228941684,1.4536501079913606,1.5451922246220302,1.349805615550756,1.3127429805615551,0.0,74.07521589632829
2024-10-03,48.855637149028084,12.994643628509719,3.031922246220302,2.090488120950324,1.4411338228941684,1.4536501079913606,1.5451922246220302,1.349719222462203,1.3127429805615551,0.0,74.07512950323975
2024-10-04,48.855637149028084,12.95524838012959,3.031922246220302,2.090488120950324,1.4429480777537798,1.4464794816414688,1.5451922246220302,1.3496328293736501,1.3127429805615551,0.0,74.03029149028077
2024-10-07,48.855637149028084,12.95524838012959,3.031922246220302,2.090488120950324,1.4463174082073433,1.4469978401727863,1.5451922246220302,1.3530885529157666,1.3127429805615551,0.0,74.03763490280778
2024-10-08,48.855637149028084,12.95524838012959,3.045745140388769,2.0918704103671706,1.4483044492440604,1.4479481641468683,1.544414686825054,1.3617278617710582,1.3127429805615551,0.0,74.06363922246221
2024-10-09,48.855637149028084,12.95524838012959,3.0388336933045355,2.0918704103671706,1.451760172786177,1.4498488120950326,1.5509805615550756,1.363110151187905,1.3127429805615551,0.0,74.07003231101513
2024-10-10,48.855637149028084,12.95524838012959,3.0388336933045355,2.0918704103671706,1.449945917926566,1.4479481641468683,1.5509805615550756,1.3648380129589632,1.3127429805615551,0.0,74.0680452699784
2024-10-14,48.85589632829374,12.95352051835853,3.056112311015119,2.0918704103671706,1.4453670842332613,1.4506263498920087,1.5509805615550756,1.3648380129589632,1.3127429805615551,0.0,74.08195455723542
2024-10-16,48.855637149028084,12.95352051835853,3.0128293736501077,2.0918704103671706,1.5182828509719222,1.450453563714903,1.5509805615550756,1.3655291576673867,1.3127429805615551,0.0,74.11184656587473
2024-10-17,48.855637149028084,12.939697624190064,3.0128293736501077,2.0918704103671706,1.5270085529157666,1.4506263498920087,1.5509805615550756,1.367257019438445,1.3127429805615551,0.0,74.10865002159828
2024-10-18,48.855637149028084,12.939697624190064,3.0128293736501077,2.0918704103671706,1.5276996976241901,1.4506263498920087,1.5509805615550756,1.3655291576673867,1.3127429805615551,0.0,74.10761330453563
2024-10-21,48.855637149028084,12.939697624190064,3.0128293736501077,2.0918704103671706,1.5353022894168467,1.4497624190064795,1.5509805615550756,1.3655291576673867,1.3127429805615551,0.0,74.11435196544276
2024-10-23,48.855637149028084,12.93624190064795,3.0128293736501077,2.0918704103671706,1.5691683801295895,1.4478617710583155,1.5509805615550756,1.3655291576673867,1.3127429805615551,0.0,74.14286168466523
2024-10-24,48.855637149028084,12.924492440604752,3.0128293736501077,2.0868596112311013,1.5944815550755937,1.4455291576673865,1.5435507559395247,1.3655291576673867,1.3127429805615551,0.0,74.14165218142548
2024-10-25,48.855637149028084,12.924492440604752,3.0128293736501077,2.0868596112311013,1.6060582289416845,1.4453563714902808,1.5435507559395247,1.3638012958963284,1.3127429805615551,0.0,74.15132820734341
2024-10-28,48.855637149028084,12.924492440604752,3.0128293736501077,2.084008639308855,1.6215225917926563,1.4373218142548596,1.5435507559395247,1.3638012958963284,1.3127429805615551,0.0,74.15590704103671
2024-10-29,48.855637149028084,12.924492440604752,3.0128293736501077,2.0477235421166307,1.6215225917926563,1.4373218142548596,1.5435507559395247,1.3638876889848812,1.3127429805615551,0.0,74.11970833693304
2024-10-31,48.855637149028084,12.924492440604752,3.0128293736501077,2.0477235421166307,1.6305074730021598,1.43792656587473,1.5435507559395247,1.3638876889848812,1.3127429805615551,0.0,74.12929796976242
2024-11-01,48.855637149028084,12.924492440604752,3.0128293736501077,2.0477235421166307,1.6306802591792655,1.43792656587473,1.5435507559395247,1.3638876889848812,1.3127429805615551,0.0,74.12947075593952
2024-11-04,48.855637149028084,12.924492440604752,3.0128293736501077,2.0477235421166307,1.6306802591792655,1.438099352051836,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,74.12618781857452
2024-11-05,48.855637149028084,12.923801295896329,3.0128293736501077,2.0477235421166307,1.6306802591792655,1.4376673866090712,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,74.12506470842332
2024-11-07,48.855637149028084,12.923801295896329,3.0128293736501077,2.0477235421166307,1.627397321814255,1.438099352051836,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,74.12221373650108
2024-11-12,48.855637149028084,12.923801295896329,2.938790496760259,2.0477235421166307,1.627397321814255,1.5121382289416847,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,74.12221373650108
2024-11-18,48.855637149028084,12.923801295896329,2.938790496760259,2.052475161987041,1.627397321814255,1.5121382289416847,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,74.12696535637149
2024-11-19,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.627397321814255,1.5121382289416847,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,73.92325045356371
2024-11-20,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.627397321814255,1.5100647948164145,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,73.92117701943845
2024-11-22,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.63258090712743,1.504794816414687,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,73.9210906263499
2024-11-25,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.63258090712743,1.5034125269978402,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,73.91970833693304
2024-11-28,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.637764492440605,1.489244060475162,1.5435507559395247,1.3604319654427646,1.3127429805615551,0.0,73.91072345572354
2024-12-04,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.639492354211663,1.4902807775377969,1.5425140388768899,1.3604319654427646,1.3127429805615551,0.0,73.9124513174946
2024-12-05,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.639492354211663,1.4920086393088552,1.5425140388768899,1.3604319654427646,1.3127429805615551,0.0,73.91417917926566
2024-12-11,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.639492354211663,1.4919222462203023,1.5425140388768899,1.3604319654427646,1.3127429805615551,0.0,73.91409278617711
2024-12-12,48.855637149028084,12.923801295896329,2.735075593952484,2.052475161987041,1.639492354211663,1.4917494600431966,1.5425140388768899,1.3604319654427646,1.3127429805615551,0.0,73.91392
2024-12-20,48.855637149028084,12.923801295896329,2.735075593952484,2.0348509719222463,1.639492354211663,1.4920950323974083,1.5425140388768899,1.3604319654427646,1.3127429805615551,0.0,73.89664138228942
2024-12-23,48.855637149028084,12.923801295896329,2.735075593952484,2.0348509719222463,1.6421705399568034,1.4950323974082074,1.5425140388768899,1.3585313174946003,1.3127429805615551,0.0,73.90035628509719
2024-12-30,48.855637149028084,12.923801295896329,2.735075593952484,2.0348509719222463,1.6424297192224622,1.4947732181425486,1.5425140388768899,1.356803455723542,1.3127429805615551,0.0,73.89862842332613
2025-01-02,48.855637149028084,12.923801295896329,2.735075593952484,2.0348509719222463,1.6424297192224622,1.49866090712743,1.5425140388768899,1.356803455723542,1.3127429805615551,0.0,73.902516112311
2025-01-07,48.855637149028084,12.923801295896329,2.735075593952484,2.0348509719222463,1.6424297192224622,1.4988336933045356,1.5425140388768899,1.356803455723542,1.3127429805615551,0.0,73.90268889848812
2025-01-08,48.855637149028084,12.923801295896329,2.735075593952484,2.0348509719222463,1.6419977537796977,1.4988336933045356,1.5425140388768899,1.3567170626349891,1.3127429805615551,0.0,73.9021705399568
2025-01-17,48.855637149028084,12.923801295896329,2.735075593952484,2.0348509719222463,1.6419113606911446,1.4988336933045356,1.5425140388768899,1.3567170626349891,1.3127429805615551,0.0,73.90208414686825
2025-01-23,48.855637149028084,12.923801295896329,2.735075593952484,2.034764578833693,1.6419113606911446,1.4999568034557236,1.5425140388768899,1.3567170626349891,1.3127429805615551,0.0,73.90312086393088
2025-02-04,48.855637149028084,12.923801295896329,2.7351619870410366,2.034764578833693,1.6419113606911446,1.5000431965442764,1.5425140388768899,1.3567170626349891,1.3127429805615551,0.0,73.903293650108
2025-02-05,48.855637149028084,12.923801295896329,2.7351619870410366,2.034764578833693,1.6419113606911446,1.5020302375809935,1.5416501079913607,1.3567170626349891,1.3127429805615551,0.0,73.90441676025918
2025-02-06,48.855637149028084,12.923801295896329,2.7351619870410366,2.034764578833693,1.6419113606911446,1.5023758099352054,1.5416501079913607,1.3567170626349891,1.3127429805615551,0.0,73.90476233261339
2025-02-11,48.855637149028084,12.923801295896329,2.7351619870410366,2.034764578833693,1.6419113606911446,1.5042764578833694,1.5416501079913607,1.3567170626349891,1.3127429805615551,0.0,73.90666298056155
2025-02-13,48.855637149028084,12.923801295896329,2.735075593952484,2.0345917926565873,1.6413066090712742,1.5029805615550758,1.5416501079913607,1.3567170626349891,1.3127429805615551,0.0,73.90450315334773
2025-02-18,48.855637149028084,12.923801295896329,2.735075593952484,2.0345917926565873,1.6413066090712742,1.5040172786177106,1.5416501079913607,1.3546436285097192,1.3127429805615551,0.0,73.90346643628509
2025-02-19,48.855637149028084,12.925529157667388,2.735075593952484,2.0345917926565873,1.6413066090712742,1.5053995680345573,1.5416501079913607,1.2936501079913607,1.3127429805615551,0.0,73.84558306695465
2025-02-20,48.855637149028084,12.925529157667388,2.735075593952484,2.0345917926565873,1.6413066090712742,1.505572354211663,1.5416501079913607,1.2936501079913607,1.3127429805615551,0.0,73.84575585313175
2025-02-21,48.855637149028084,12.925529157667388,2.735075593952484,2.0345917926565873,1.6413066090712742,1.5122246220302376,1.5416501079913607,1.2936501079913607,1.3127429805615551,0.0,73.85240812095032
2025-02-24,48.855637149028084,12.925529157667388,2.735075593952484,2.0345917926565873,1.6413066090712742,1.51170626349892,1.5416501079913607,1.2936501079913607,1.3127429805615551,0.0,73.851889762419
2025-02-25,48.855637149028084,12.925529157667388,2.735075593952484,2.034246220302376,1.6413066090712742,1.51170626349892,1.5416501079913607,1.2936501079913607,1.3127429805615551,0.0,73.8515441900648
2025-02-26,48.855637149028084,12.925529157667388,2.735075593952484,2.034246220302376,1.6413066090712742,1.5244924406047518,1.5416501079913607,1.2936501079913607,1.3127429805615551,0.0,73.86433036717062
2025-02-27,48.855637149028084,12.925529157667388,2.735075593952484,2.034246220302376,1.6413066090712742,1.5247516198704105,1.5416501079913607,1.2936501079913607,1.3127429805615551,0.0,73.86458954643629
2025-02-28,48.855637149028084,12.925529157667388,2.735075593952484,2.033814254859611,1.6413066090712742,1.5257019438444925,1.5416501079913607,1.2929589632829375,1.3127429805615551,0.0,73.86441676025918
2025-03-03,48.855637149028084,12.923801295896329,2.735075593952484,2.028803455723542,1.6413066090712742,1.5233693304535638,1.5416501079913607,1.3121382289416847,1.3127429805615551,0.0,73.87452475161987
2025-03-04,48.855637149028084,12.923974082073434,2.735075593952484,2.0281123110151187,1.6413066090712742,1.5245788336933046,1.5416501079913607,1.3125701943844492,1.3127429805615551,0.0,73.87564786177106
2025-03-05,48.855637149028084,12.923974082073434,2.735075593952484,2.0281123110151187,1.6413066090712742,1.5245788336933046,1.5416501079913607,1.3156803455723542,1.3127429805615551,0.0,73.87875801295897
2025-03-06,48.855637149028084,12.923974082073434,2.735075593952484,2.0281123110151187,1.6413066090712742,1.5323542116630668,1.5416501079913607,1.32,1.3127429805615551,0.0,73.89085304535638
2025-03-07,48.855637149028084,12.923974082073434,2.735075593952484,2.0281123110151187,1.6413930021598273,1.5329589632829372,1.5416501079913607,1.32,1.3127429805615551,0.0,73.89154419006479
2025-03-10,48.855637149028084,12.924146868250542,2.735075593952484,2.0281123110151187,1.6413930021598273,1.5420302375809936,1.5416501079913607,1.3452267818574515,1.3127429805615551,0.0,73.9260150323974
2025-03-11,48.855637149028084,12.924146868250542,2.735075593952484,2.0281123110151187,1.6413930021598273,1.5432397408207343,1.5416501079913607,1.3603455723542117,1.3127429805615551,0.0,73.94234332613391
2025-03-12,48.855637149028084,12.924146868250542,2.735075593952484,2.0281123110151187,1.6413930021598273,1.5434125269978403,1.5416501079913607,1.3603455723542117,1.3127429805615551,0.0,73.94251611231101
2025-03-13,48.855637149028084,12.924146868250542,2.735075593952484,2.027766738660907,1.6413930021598273,1.5505831533477323,1.5416501079913607,1.367257019438445,1.3127429805615551,0.0,73.95625261339093
