date,CITIBANK N.A.,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TOTAL_CCASS_PCT
2024-03-01,15.712718319514163,52.0152959319331,6.786822492241744,9.6891810636727,4.143730966180262,6.45140508922035,2.2105608845133062,2.286986847259283,1.7651850071655368,2.099150247784058,103.1610368494845
2024-03-04,16.37394227051161,52.3239785238905,6.807665581236819,8.650755520125704,4.450799578964772,6.4508466189183125,2.2270357584234173,2.286986847259283,1.694957366684301,2.1272133804614506,103.39418144647617
2024-03-05,12.895387968509045,52.345619248094465,6.7841144697471645,8.628975178346234,7.970680683318125,6.4508466189183125,2.238065546888661,2.286986847259283,1.6879764879088304,2.1742645034081236,103.46291755239825
2024-03-06,12.735525844550763,52.30750364998039,6.778566905001873,8.572253304414327,7.970680683318125,6.45140508922035,2.287909021345522,2.286986847259283,1.6889538109373965,2.240024381473058,103.31980953750109
2024-03-07,12.513394281915282,52.347294659000575,6.778566905001873,8.410157299247894,7.970680683318125,6.45126547164484,2.309689363124991,2.286986847259283,1.7720262683654984,2.340549035839837,103.18061081471821
2024-03-08,12.481840709850156,52.16034672539347,6.778566905001873,8.496859813639242,7.970680683318125,6.4508466189183125,2.312900567361708,2.286986847259283,1.6932819557781882,2.342782917047988,102.97509374356835
2024-03-11,12.357022597344738,52.13982294179358,6.778566905001873,8.510681953614673,7.970680683318125,6.4508466189183125,2.3103874510025384,2.286986847259283,1.704590979394451,2.3545107933907787,102.86409777103836
2024-03-12,12.35450948098557,52.1697011029526,6.77912537530391,8.498674842120863,7.970680683318125,6.4508466189183125,2.3550650751655513,2.286986847259283,1.695934689712867,2.362329377619306,102.92385409335638
2024-03-13,12.34920401311621,52.19748500047897,6.77912537530391,8.480803792455658,7.970680683318125,6.4508466189183125,2.3614874836389843,2.286986847259283,1.6816936970109067,2.38997365757017,102.94828716907054
2024-03-14,12.339011930104023,52.28041784033156,6.782293996180097,8.556755753532782,7.970680683318125,6.4508466189183125,2.332167792782007,2.286986847259283,1.6795994333782656,2.405052355725187,103.08381325152965
2024-03-15,12.333427227083646,52.256263999768436,6.782444783161647,8.656582320022013,7.970680683318125,6.452242794673406,2.3025688667740107,2.286986847259283,1.6807163739823408,2.3748949594151534,103.09680885545806
2024-03-18,12.271297405981956,52.26156946763779,6.782025930435119,8.847718780894402,7.970680683318125,6.452242794673406,2.2964256934515968,2.286986847259283,1.7753770901777242,2.195486374885555,103.13981106871498
2024-03-19,12.354928333712097,52.26240717309085,6.782025930435119,8.95801666554684,7.970122213016087,6.452242794673406,2.297821869206691,2.286986847259283,1.6800182861047939,2.1960448451875925,103.24061495823275
2024-03-20,12.293060714417214,52.23657792162161,6.77951281407595,8.98203088853446,7.975601365149379,6.452242794673406,2.3006142207168794,2.286986847259283,1.6837879606435477,2.1897620542896687,103.1801775813814
2024-03-21,12.275782201742471,52.18799100534434,6.77951281407595,9.045138032664715,7.970122213016087,6.452242794673406,2.2950295176965025,2.286986847259283,1.6765278467170581,2.2752080105014305,103.24454128369123
