date,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUNDERSTONE SECURITIES LTD,UPBEST SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,IFAST SECURITIES (HK) LTD
2024-04-02,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-04-05,0.0,0.0,69.71241230912347,0.0,0.0,30.28758769087654,0.0
2024-04-18,0.0,0.0,69.72095815952471,0.0,0.0,30.27904184047529,0.0
2024-04-25,0.0,45.1401186704544,38.2488349081374,0.0,0.0,16.6110464214082,0.0
2024-05-02,0.0,45.123129788633356,38.26067971932361,0.0,0.0,16.616190492043025,0.0
2024-05-03,0.0,49.54494932077127,35.177744773432046,0.0,0.0,15.277305905796675,0.0
2024-05-09,0.0,49.5378969877205,35.172737498714476,0.0,0.0,15.289365513565025,0.0
2024-05-14,37.63207346377314,30.895759200893263,21.93650708397816,0.0,0.0,9.535660251355441,0.0
2024-05-17,37.63541457886224,30.889623870033077,21.93845468845685,0.0,0.0,9.536506862647828,0.0
2024-05-20,37.626536207883504,30.889623870033077,21.93845468845685,0.0,0.0,9.545385233626563,0.0
2024-05-21,36.96684345418429,30.348047018021774,21.553815520360875,0.0,0.0,11.131294007433057,0.0
2024-05-24,36.909003951950254,30.394311773784704,21.555695761112993,0.0,0.0,11.140988513152049,0.0
2024-06-28,34.90049996141643,28.748571263360567,20.382683858345544,0.0,0.0,10.534721275046996,5.433523641830464
2024-07-03,34.90337905708988,28.75094285939024,20.38436531554457,0.0,0.0,10.527340890892457,5.433971877082855
2024-07-10,34.920663611459375,28.765180656659517,20.394459887477222,0.0,0.0,10.483033002007959,5.436662842395931
2024-07-29,34.92354603500749,28.759300787851593,20.39614328823056,0.0,0.0,10.483898293158116,5.437111595752238
2024-09-12,30.232149107445995,24.89596757364424,17.656261036279616,13.433334985109541,0.0,9.075561115940006,4.706726181580604
2024-09-13,30.22566988060575,24.890631974751027,17.6739085995317,13.430456009345026,0.0,9.0736160799135,4.7057174558530015
2024-09-16,30.221351938714726,24.88707617919969,17.69281227894029,13.421394538606707,0.0,9.072319852331804,4.705045212206784
2024-09-17,30.30577495487351,24.95659795435661,18.17916729744008,12.742607810144168,0.0,9.097663278630012,4.718188704555618
2024-09-19,30.303604370580494,24.954810493068866,18.185027534129965,12.741695148963059,0.0,9.097011678562199,4.717850774695423
2024-09-23,30.52441500492514,25.136646536977704,18.31753479023988,12.105877659717414,0.0,9.163298081157068,4.7522279269828
2024-09-24,30.701611645946343,25.282566756322485,18.423869527075816,11.595645334488834,0.0,9.216491750565478,4.779814985601045
2024-09-26,30.81340806379825,25.374630340151693,18.490957947053595,11.27373095787277,0.0,9.250052554302988,4.797220136820708
2024-10-07,31.039461382079153,25.560783698347787,18.626611309170165,10.622817320078141,0.0,9.31791278806368,4.832413502261072
2024-10-08,31.03263153451522,25.555159365691836,18.622512754935983,10.605810730065944,0.0,9.352535425039783,4.831350189751229
2024-11-06,30.998527331839675,25.527074788544585,18.602047009109178,10.594155169425708,0.0,9.452155062531707,4.8260406385491486
2024-12-03,31.018980852359217,25.543918122500486,18.614321055102824,10.53516319660605,0.0,9.458391805505197,4.82922496792622
2024-12-10,31.00761445435595,25.534557971652035,18.60750014171821,10.531302758428147,0.0,9.49156929639355,4.8274553774521145
2024-12-11,30.99625638336252,25.525204678039117,18.60068422532674,10.527445148402728,0.0,9.524722481490983,4.825687083377915
2024-12-12,30.9894455339254,25.556217882829056,18.596597071764737,10.510483181560613,0.0,9.522629601307344,4.824626728612842
2025-01-15,28.107287729441683,23.179374684926504,16.867029909017354,9.532960976541908,9.300449733211618,8.636982221957824,4.375914744903113
2025-01-17,28.101687193816726,23.174756063772563,16.863669058166074,9.53106148029473,9.2985965661412,8.65518681860175,4.375042819206955
2025-02-11,28.07780235452903,23.182454788575843,16.869271220574824,9.534227728052333,9.301685588343739,8.658062098119428,4.376496221804806
2025-03-12,28.079667984836316,23.183995147386863,16.870392099739565,9.53486123006155,9.295659136485094,8.658637383280592,4.376787018210024
2025-03-17,28.07593697211251,23.180914634435986,16.86815049034398,9.533594310218044,9.294423999996546,8.670774128854534,4.376205464038402
2025-04-01,28.085266363597,23.188617452254963,16.87375563113412,9.5367622413066,9.297512456855705,8.640426215516007,4.377659639335603
2025-04-03,28.081533863083784,23.185535710909846,16.871513127867896,9.535494816262476,9.296276827840561,8.652567800773678,4.377077853261759
2025-04-15,28.117032724240737,23.214845367464367,16.89284100493309,9.547548972855054,9.308028580504683,8.537092277659623,4.382611072342444
2025-04-22,28.115162125723142,23.21330090664745,16.89171714084502,9.54691378381749,9.307409326523112,8.543177214903125,4.382319501540662
