date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,BNP PARIBAS,HAITONG INTERNATIONAL SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,25.17086291925646,9.846604636969094,2.8324571876446814,5.492877228440335,3.253782138580325,3.374787371917656,1.8140888896123208,0.0,1.4639261487619986,53.24938652118286
2024-03-04,25.180946529257763,9.856042464108327,2.828406096931115,5.494023694471204,3.21308716621946,3.372531860012647,1.84103738158637,1.651020290965554,1.4728856454809214,54.909981129033355
2024-03-05,25.183188335156498,9.884948339354265,2.8612710762713287,5.483868353304177,3.1480590286495733,3.3709165749779,1.8395759533710496,1.651020290965554,1.472841491903662,54.89568944395401
2024-03-06,25.204243575584417,9.87954688506951,2.863993880202336,5.484810793013459,3.1361118065360856,3.3694227122806177,1.8354163184467203,1.651020290965554,1.473588423252303,54.898154685350995
2024-03-07,25.222819353484,9.90087674235066,2.8650388481974796,5.487323867452483,3.1136560330348177,3.368889189888731,1.8520732554678965,1.651020290965554,1.4731468874797073,54.93484446832132
2024-03-08,25.213711739910693,9.898279040221887,2.8649284642543305,5.486374565541402,3.112778775043965,3.367479954881196,1.8545253243810071,1.651020290965554,1.4726979927775683,54.921796147977595
2024-03-11,25.233246128767227,9.9210402092992,2.8560462362956116,5.485826325290429,3.0883452892279455,3.366703587814382,1.8614188016306592,1.651020290965554,1.4726575186650803,54.93630438795609
2024-03-12,25.226799890460565,9.91644087833466,2.8584599651858023,5.483510838109641,3.0923381708088242,3.366703587814382,1.8597965992021421,1.6511122775848448,1.483758463881093,54.938920671381965
2024-03-13,25.219559752437455,9.925183286632059,2.8512114195856877,5.481163946697027,3.0987194297676175,3.3666888699552957,1.8620584029919118,1.6511122775848448,1.4834457093755042,54.9391430950274
2024-03-14,25.21013329484437,9.962500418345947,2.854563411992644,5.483903602576689,3.0922086168542156,3.365930900212339,1.875335383673867,1.6518849651868877,1.4820511922270558,54.97851178591401
2024-03-15,25.201516521871596,9.984330682836037,2.8427670479347933,5.483636087090468,3.1159901015127023,3.365934579677111,1.8620252510143191,1.6515170187097243,1.481918731495277,54.98963602214203
2024-03-18,25.159154659982562,9.939834915352694,2.7727578717249584,5.487379611343774,3.2218279555523566,3.366501217251942,1.860377660278878,1.6515170187097243,1.4849285336784719,54.94427944387537
2024-03-19,25.191050045163482,9.918887722407796,2.793437181237158,5.4854083380923715,3.1859333785084774,3.3685717256682346,1.8627667735497462,1.6514250320904336,1.4840673917433191,54.94154758846101
2024-03-20,25.155219270038742,9.918258533931846,2.786711119634616,5.484048775859254,3.235344542980241,3.366964388277395,1.8451818019238688,1.6516641973005897,1.4819038664575999,54.92529649640415
