date,HUATAI FINANCIAL HOLDINGS (HONG KONG),CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,FULBRIGHT SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,18.035356427563347,23.26218418484306,17.58694913794427,0.0,16.24642847709947,10.061819599475081,0.0,9.115405732639676,5.69185644043509,0.0
2024-03-04,14.73465860810667,19.01174304393972,14.40367078285468,10.450809758142155,13.100275317957399,8.525682705323655,5.192213033332827,7.454300342886472,4.637615104541815,2.4890313029146034
2024-03-05,14.727357124111244,19.021639451326788,14.400732731160662,10.449830472665646,13.097143255967536,8.550853885404994,5.1896401294487235,7.446407086533806,4.628597953292105,2.487797910088498
2024-03-06,14.697484221944752,18.946176132228576,14.28602800446993,10.53675929022341,13.220611270757605,8.644149117816722,5.179951667614404,7.401966533447054,4.595740290215174,2.4911334712823754
2024-03-07,14.689211292329082,18.810705331086833,14.253910231763415,10.560125171207224,13.388909892951009,8.703630334546787,5.113120664006041,7.419268113612702,4.598872433155228,2.462246535341678
2024-03-08,14.786321972286851,18.454321955415537,14.268521613108323,10.800998588748138,13.40723892275987,8.708452001730024,5.133579994465622,7.413305838966705,4.4755148022385045,2.5517443102804243
2024-03-11,14.80060861789718,18.451148150954193,14.147879177009367,10.817315846697673,13.431955607080054,8.71686616772725,5.162905310909297,7.4204686258667065,4.479839075308115,2.571013420550165
2024-03-12,14.79538768738772,18.37576904194888,14.152967099474731,10.812660143473519,13.454933625791965,8.721350235344804,5.235833721796948,7.41785104762763,4.459781370346775,2.5734660268070235
2024-03-13,14.769462016099896,18.324286066688153,14.139904894339889,10.685558208174,13.51939004368817,8.76978727795214,5.346551957122447,7.430005244475322,4.4486129346858565,2.566441356774125
2024-03-14,14.76649072013529,18.24599597982793,14.113589444406804,10.683408505229579,13.699407234285369,8.768022986638007,5.456124437861069,7.398333736144077,4.410835273010439,2.457791682461437
2024-03-15,14.763768082205928,18.24179370395607,14.110987188077317,10.681438703889336,13.697719433218305,8.75383501468216,5.52384170241935,7.396969635192412,4.413374359723911,2.4162721766352098
2024-03-18,14.67503963301677,18.20384376536919,14.138094963114783,10.644346799353622,13.704858319073324,8.75090140253826,5.620851843908969,7.376896778300562,4.411057528421631,2.4741089669028886
2024-03-19,14.671352101498853,18.197594324592316,14.151294298080272,10.645860082784335,13.701414573893484,8.765454426934545,5.636191384504783,7.372530326409735,4.409949121625455,2.448359359676225
2024-03-20,14.666806697437012,18.151764229658866,14.140211314303425,10.642561836288218,13.697169670967952,8.76273875820269,5.699757546783155,7.389504972875178,4.40188415211386,2.4476008213696447
2024-03-21,14.657969654881425,18.1266012671788,14.134202055417058,10.57338699414403,13.688916853993513,8.757459033930928,5.8176641379730345,7.389236815060688,4.391700430966986,2.462862756453537
2024-03-22,14.646325950196179,18.080427820552323,14.138025442221776,10.552445392297088,13.67804292608524,8.763044985045441,5.8924788177113765,7.383367100949546,4.388211839839549,2.477629725101481
2024-03-25,14.641061721048196,18.06724235255599,14.136287379567372,10.546980862993042,13.673126720307513,8.759895343490813,5.943020600402642,7.3807133476167825,4.333139070673318,2.5185326013443308
2024-03-26,14.634456186269157,18.006455126950417,14.157480776454149,10.572300101681314,13.666957883934167,8.755943185207855,5.966239531065771,7.349812232850524,4.331184109934877,2.5591708656517698
2024-03-27,14.634700729414421,18.005085007070353,14.133487712326032,10.576654289430074,13.66718626009141,8.756089497845577,5.982213817230376,7.3541125725225935,4.331256484430485,2.559213629638678
