date,VC BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,NANYANG COMMERCIAL BANK LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,KINGSWAY FINANCIAL SERVICES GROUP LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,52.12485070421853,47.87514929578147,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,46.86480636495949,43.043952570184395,0.0,0.0,10.091241064856115,0.0,0.0,0.0
2024-03-14,0.0,0.0,46.90178581296799,43.057167559073825,0.0,0.0,10.041046627958192,0.0,0.0,0.0
2024-03-15,0.0,0.0,35.75841481327307,32.82723741909765,0.0,0.0,7.6377339899719985,23.776613777657282,0.0,0.0
2024-03-18,0.0,0.0,34.1501477269421,31.351577114310725,0.0,0.0,7.183048520139544,22.709487100556856,4.605739538050769,0.0
2024-03-19,0.0,0.0,34.163404618261026,31.36374761658218,0.0,0.0,7.143641910103779,22.72167839535143,4.607527459701575,0.0
2024-03-21,0.0,0.0,28.497400175210558,26.162066597610195,0.0,16.635694733792935,5.908184458915096,18.95328551471885,3.843368519752368,0.0
2024-03-22,0.0,0.0,28.49699897191074,26.161698272521438,0.0,16.635460526616814,5.9081012799904835,18.93894008608356,3.8588008628769677,0.0
2024-03-25,0.0,0.0,28.49619659920043,26.160961653456038,0.0,16.634992132047856,5.91215838815911,18.928552096190685,3.8671391309458825,0.0
2024-03-26,0.0,0.0,28.400995800421118,26.203015250397204,0.0,16.661732787208294,5.925892397292218,18.93500822959531,3.873355535085855,0.0
2024-03-27,0.0,0.0,28.39699158968994,26.19932092940958,0.0,16.659383676293473,5.922237147410061,18.93515838107259,3.886908276124356,0.0
2024-04-02,0.0,28.201699949003224,20.388557227021906,18.81066705222109,0.0,11.961154278551964,4.252065596829068,13.595121829573964,2.7907340667987914,0.0
2024-04-03,0.0,28.194691035684528,20.39026006854944,18.812238109194887,0.0,11.962153267837769,4.250396012636668,13.599294358663114,2.7909671474335975,0.0
2024-04-16,0.0,28.19697466858321,20.391911580482887,18.813761809021553,0.0,11.963122144095607,4.244665638679747,13.608495349216131,2.7810688099208676,0.0
