date,FUTU SECURITIES INTERNATIONAL,YUNFENG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,INTERACTIVE BROKERS HONG KONG LTD,CENTRAL CHINA INTERNATIONAL SECURITIES,HANG SENG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,QUAM SECURITIES LTD,CITIBANK N.A.
2024-03-01,39.35029741244795,0.0,60.649702587552056,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,39.36031381623851,0.0,60.63968618376149,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,34.4770643273861,0.0,53.117968761798764,0.0,0.0,0.0,12.404966910815132,0.0,0.0
2024-03-06,34.47556302645508,0.0,53.11870958766786,0.0,0.0,0.0,12.405727385877068,0.0,0.0
2024-03-07,34.47544971679935,0.0,53.110684622822944,0.0,0.0,0.0,12.413865660377692,0.0,0.0
2024-03-08,25.79012045569766,0.0,39.72874698577941,25.194823278823915,0.0,0.0,9.286309279699008,0.0,0.0
2024-03-11,25.79090387301254,0.0,39.73103460684617,25.19679695725221,0.0,0.0,9.281264562889078,0.0,0.0
2024-03-12,25.83160675639008,0.0,39.75881241631557,25.228401377758313,0.0,0.0,9.181179449536039,0.0,0.0
2024-03-13,25.841324906045728,0.0,39.7650683455217,25.23184730075473,0.0,0.0,9.161759447677849,0.0,0.0
2024-03-14,24.77212465500518,0.0,38.11471319912389,24.185161088741307,0.0,0.0,8.778144705708195,0.0,4.1498563514214295
2024-03-15,24.7708909191369,0.0,38.12571918090003,24.190136505241703,0.0,0.0,8.760169613248665,0.0,4.153083781472706
2024-03-18,24.79115565067393,0.0,38.130845219875006,24.20127166233108,0.0,0.0,8.723430079623759,0.0,4.153297387496219
2024-03-19,24.79471640458555,0.0,38.130845219875006,24.20127166233108,0.0,0.0,8.71986932571214,0.0,4.153297387496219
2024-03-20,24.823256206342663,0.0,38.16115593229812,24.22101219918655,0.0,0.0,8.637890505583417,0.0,4.156685156589247
2024-03-21,24.822860244303353,0.0,38.16115593229812,24.22101219918655,0.0,0.0,8.638286467622725,0.0,4.156685156589247
2024-03-22,24.83422643012248,0.0,38.159692106914434,24.224789951556865,0.0,0.0,8.624161917128783,0.0,4.157129594277439
2024-03-25,24.834821744912777,0.0,38.159389881206835,24.224598090619832,0.0,0.0,8.624093613552574,0.0,4.1570966697079825
2024-03-26,24.828286364481905,0.0,38.159692106914434,24.227561982189133,0.0,0.0,8.626933947761051,0.0,4.157525598653478
2024-03-27,24.820245208925122,0.0,38.164377217634396,24.229348396739056,0.0,0.0,8.627993131902418,0.0,4.158036044799012
2024-03-28,21.909058823243182,0.0,33.684284463897534,21.385080100128693,0.0,11.735093289748443,7.616556570465079,0.0,3.669926752517067
2024-04-02,21.90783352484919,0.0,33.687993274047635,21.383884106064617,0.0,11.734436986295279,7.616130602621876,0.0,3.6697215061214004
2024-04-03,21.909205973764024,0.0,33.69494215524915,21.38829499718156,0.0,11.736857469104129,7.600220938716287,0.0,3.670478465984852
2024-04-05,21.909455451288988,0.0,33.69037846041864,21.385425437708765,0.0,11.736241997460487,7.608212664163773,0.0,3.670285988959349
2024-04-08,21.911289809028975,0.0,33.686639568141125,21.384827355760454,0.0,11.735913772310132,7.6111461519596855,0.0,3.6701833427996293
2024-04-09,21.908939017706576,0.0,33.68463770854094,21.383556542687696,0.0,11.735216354819006,7.618034701717949,0.0,3.669615674527835
2024-04-10,21.90641197725097,0.0,33.68075242490611,21.38109010136781,0.0,11.733862780989623,7.628690305053576,0.0,3.6691924104319074
2024-04-11,21.899102468116222,0.0,33.67757422306905,21.376626090488628,0.0,11.73275554372319,7.645095498539884,0.0,3.6688461760630244
2024-04-16,21.898061612352045,0.0,33.67274921151463,21.37356344508555,0.0,11.731074582954202,7.656230610399679,0.0,3.6683205376938934
2024-04-17,21.90422593256304,0.0,33.682147491797366,21.379528943733607,0.0,11.73434880111369,7.630404441307641,0.0,3.669344389484657
2024-04-18,21.90037327458447,0.0,33.682753822718645,21.37991380843038,0.0,11.734560037600943,7.632988613287966,0.0,3.6694104433775903
2024-04-19,21.90022017246918,0.0,33.68356697855902,21.379764344766553,0.0,11.734478003110423,7.632585709996931,0.0,3.669384791097891
2024-04-22,21.900143622214266,0.0,33.683449240672445,21.379689613718295,0.0,11.734436986295279,7.632908572007172,0.0,3.6693719650925396
2024-04-23,21.900143622214266,0.0,33.68275015861472,21.379689613718295,0.0,11.734436986295279,7.633607654064892,0.0,3.6693719650925396
2024-04-24,21.899674185195938,0.0,33.682753822718645,21.37991380843038,0.0,11.734560037600943,7.6336877026765,0.0,3.6694104433775903
2024-04-25,21.897760623685354,0.0,33.67981067293749,21.378045662821574,0.0,11.733534688902067,7.641758535995385,0.0,3.6690898156581273
2024-04-26,21.891622397593803,0.0,33.680046105992275,21.378195102456036,0.0,11.733616710203853,7.647404219940336,0.0,3.6691154638136942
2024-04-29,21.89267094737815,0.0,33.680046105992275,21.378195102456036,0.0,11.733616710203853,7.646355670155988,0.0,3.6691154638136942
2024-04-30,3.238734997142275,0.0,4.982523342676286,3.162625009094739,0.0,1.7358354845662047,1.132316088106532,0.0,0.5427977559144037
2024-05-02,21.891752763672578,0.0,33.678633557034146,21.37729849598692,0.0,11.733124599593108,7.650229003454505,0.0,3.6689615802587436
2024-05-03,21.896650633616783,0.0,33.686518101077375,21.36809806119783,0.0,11.735749666619414,7.643201095746334,0.0,3.6697824417422615
2024-05-06,21.898105110680785,0.0,33.688406112453805,21.36951742934922,0.0,11.736529209527804,7.637415932280545,0.0,3.6700262057078423
2024-05-07,21.902206685611702,0.0,33.69417811527089,21.37317877546307,0.0,11.738540087674842,7.621241326358306,0.0,3.670655009621194
2024-05-08,21.895728800525582,0.0,33.69747347054834,21.37504729259212,0.0,11.739566311403857,7.621208213966514,0.0,3.6709759109635893
2024-05-09,21.898396197678295,0.0,33.70168525362651,21.37594429686435,0.0,11.740058962530721,7.612785325761576,0.0,3.671129963538553
2024-05-10,21.899085444335835,0.0,33.699598530405915,21.37661709947626,0.0,11.740428478011498,7.613024936315379,0.0,3.671245511455118
2024-05-13,21.899611400721486,0.0,33.70148430101052,21.377813297588695,0.0,11.741085451859103,7.610303296240381,0.0,3.669702252579822
2024-05-14,21.90097711470648,0.0,33.700894975025705,21.37743947129778,0.0,11.740880139633541,7.610170217547328,0.0,3.6696380817891643
2024-05-17,21.901043600466096,0.0,33.70207364760671,21.378187136954004,0.0,11.741290771265362,7.607638418093007,0.0,3.6697664256148226
2024-05-20,21.901163550856793,0.0,33.702419520210036,21.377962831765853,0.0,11.741167578759901,7.607558596882918,0.0,3.6697279215244945
2024-05-21,21.902955585043483,0.0,33.70159830476783,21.3773140288789,0.0,11.741003326107215,7.607452171208333,0.0,3.669676583994245
2024-05-22,21.903065466669947,0.0,33.701955776638506,21.376013904253142,0.0,11.741249706809635,7.6079615548005,0.0,3.6697535908282695
2024-05-23,21.901849944644567,0.0,33.7021566908452,21.3741450347022,0.0,11.740223188761632,7.612192390706733,0.0,3.66943275033967
2024-05-24,21.902462711396463,0.0,33.70030181948935,21.37474303740337,0.0,11.740551655007549,7.6124053635112165,0.0,3.66953541319205
2024-05-27,21.902539309651324,0.0,33.70006995327206,21.374817790093797,0.0,11.740592714580606,7.612431985949697,0.0,3.669548246452515
2024-05-28,21.902276253222585,0.0,33.69912712072884,21.374219783209956,0.0,11.740264246037265,7.614667013919285,0.0,3.6694455828820685
2024-05-29,18.912649601933236,0.0,29.099713306119828,18.45696672216809,13.64876770866987,10.137898304423043,6.57538179647148,0.0,3.1686225602144487
2024-05-31,3.2381145201084824,0.0,4.982523342676286,3.1602465137985316,2.3369750413627637,1.7358354845662047,1.124405005925668,0.0,0.5424358109780243
2024-06-03,18.911343885604527,0.0,29.099098183916695,18.468655672783505,13.648479195172342,10.13768400518667,6.566787431916746,0.0,3.1679516254195135
2024-06-04,18.90983501282935,0.0,29.09645114328125,18.468404032027205,13.646954397861116,10.136551431139987,6.574206278493984,0.0,3.1675977043671053
2024-06-05,18.90998984937012,0.0,29.09655009751692,18.468850156426374,13.64728405489703,10.13679629057175,6.572855330080748,0.0,3.167674221137055
2024-06-06,18.909500142050735,0.0,29.096725813286657,18.468961690893877,13.647366471644531,10.136857507278092,6.5728950239389485,0.0,3.1676933509071548
2024-06-07,18.918011542017076,0.0,29.109822609566173,18.47727479905292,13.653509320141573,10.1414202322575,6.575853565310495,0.0,3.124107931654261
2024-06-11,18.91710527549584,0.0,29.11072887608741,18.47727479905292,13.653509320141573,10.1414202322575,6.575853565310495,0.0,3.124107931654261
2024-06-12,18.917350217132345,0.0,29.110640936089773,18.47721898143636,13.653468074538191,10.141389596251267,6.575833700450723,0.0,3.1240984941013465
2024-06-13,18.915562071634145,0.0,29.110702011387595,18.477832993767162,13.653921789881633,10.141726602500414,6.5760522205094745,0.0,3.124202310319575
2024-06-17,18.91344738586896,0.0,29.110702011387595,18.47934348359944,13.653921789881633,10.141726602500414,6.576656416442385,0.0,3.124202310319575
2024-06-18,18.910899892502904,0.0,29.110965842295073,18.481323566506177,13.65404553566334,10.14181851718292,6.57671602081846,0.0,3.1242306250311316
2024-06-19,18.91067137541719,0.0,29.111822457029774,18.481100240370164,13.653880541786172,10.14169596464314,6.5766365485571106,0.0,3.12419287219644
