date,EVERBRIGHT SECURITIES INVESTMENT,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,GOLDEN RICH SECURITIES LTD,YUE XIU SECURITIES CO LTD,GRAND CHINA SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,QUAM SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD
2024-03-01,0.0,12.874689517403295,29.056066504660215,29.73785690235723,0.0,7.03652332707682,12.220636151266406,0.0,2.0281343927095827,7.046093204526456
2024-03-04,0.0,12.733375851498,28.844139533088704,29.510016550648267,0.0,7.298831051945666,12.795231201842666,0.0,1.8784078165688587,6.939997994407846
2024-03-05,0.0,12.6910436817119,28.656939712137387,29.398205433619513,0.0,7.385519488678138,13.092624963318553,0.0,1.862593667161604,6.913073053372905
2024-03-06,0.0,12.491899476055371,28.199212603892494,28.96785689815506,0.0,7.641912065654485,14.434416371026417,0.0,1.8292777983977209,6.435424786818454
2024-03-07,0.0,12.580387688746756,28.196535118785555,28.82091565542133,0.0,8.03734953539594,12.390258810326177,0.0,1.8313276512137915,8.143225540110452
2024-03-08,0.0,11.282389751070419,29.03119546752974,29.149246621526505,0.0,9.727655618242295,8.637880349129523,0.0,2.206327491502542,9.965304700998976
2024-03-11,0.0,10.684636434175465,29.151180080137706,28.282839814078176,0.0,9.333684921234157,10.444117413251593,0.0,2.2852729955493167,9.818268341573589
2024-03-12,0.0,10.499753477381036,28.849753011313016,27.961896575478434,0.0,9.227698198968733,11.162516554498286,0.0,2.2539031447138864,10.044479037646607
2024-03-13,0.0,9.000739688227782,27.542559532758688,26.579216628397397,0.0,8.116461846873024,13.029041286521625,4.36920732264227,1.8149812714024394,9.547792423176778
2024-03-14,0.0,10.016854316996985,27.576135452431398,26.611618179219764,0.0,7.402313429572175,14.79014087943985,4.374533630603009,1.8171938350279664,7.411210276708852
2024-03-15,0.0,10.021694901134241,27.980606672320913,26.865908516717585,0.0,8.883180852416992,12.404566406845005,4.438696825517317,1.8854320910816784,7.519913733966269
2024-03-18,0.0,10.031058988473067,27.98739577931971,27.01800885452144,0.0,9.318615093102702,11.613809332102196,4.439773813877024,2.1181270339301195,7.473211104673743
2024-03-19,0.0,10.04916988950184,27.63854316442596,26.689532402669396,0.0,11.153271524450442,10.287547357277441,4.3856557779717615,2.438130355735571,7.358149527967589
2024-03-20,0.0,11.13338435775337,27.684117228097783,26.806601749036783,0.0,9.65808325323476,11.405639548220837,4.404892752511944,2.445385824417429,6.461895286727098
2024-03-21,0.0,11.254176515975052,27.699087885921504,26.81024858136493,0.0,11.089026621148571,9.719961643337722,4.345811694363453,2.4469741821726725,6.6347128757160965
2024-03-22,0.0,11.296752535099392,27.722563071187373,26.68155725813496,0.0,10.129360445770375,10.928849507798452,4.348954504435917,2.390200534234743,6.501762143338784
2024-03-25,0.0,12.97891928291499,27.365357256693372,26.65818115090069,0.0,10.197545148200714,9.707359948884141,4.303610096772656,2.365279089940319,6.4237480256931185
2024-03-26,0.0,12.514453206304232,27.402158958201543,26.77739672143594,0.0,10.246571695271394,9.398196704019437,4.322855870898947,2.375856634394165,6.96251020947434
2024-03-27,0.0,12.996013696026749,27.603418417161933,27.132684521964634,0.0,11.22525654447301,7.750021736564153,4.33736478568334,2.2071039143280586,6.748136383798122
2024-03-28,0.0,11.784312693554547,27.85738833363125,27.178531414188928,0.0,8.616808299868383,11.080386748361683,4.345245979840421,2.366565084201545,6.7707614463532435
2024-04-02,0.0,31.23587446012236,21.702085783224693,21.173227480937722,0.0,6.04006581475742,9.73008879749849,3.3851307191587243,1.8436544680292903,4.889872476271299
2024-04-03,0.0,30.72694317639447,21.430851941598384,20.998274317443546,0.0,5.242863704252952,11.66742282155797,3.357164912110639,1.8284233619380426,4.7480557647039925
2024-04-05,0.0,30.345481684390034,21.245996032235002,20.817149689053096,0.0,6.285112483113424,11.474176122801055,3.3282070445278547,1.8126519467748288,4.691224997104705
2024-04-08,0.0,30.586533400187616,21.27712996199556,20.902320646402572,0.0,7.014864184774562,10.490305106475219,3.3418240182477863,1.820068202311935,4.566954479604755
2024-04-09,0.0,30.992842772386552,21.51296408240578,21.17630686969016,0.0,7.569764148446079,9.007487752089848,3.3856284243297994,1.8439255347733954,4.511080415878385
2024-04-10,0.0,30.33031412705635,21.39182504923049,21.159259433692423,0.0,7.048229019463611,10.418452025012574,3.430950262219848,1.8321945418187122,4.388775541505989
2024-04-11,0.0,30.16857091800484,21.246443001841467,20.913170793051503,0.0,7.763162344263576,10.321729206690824,3.4078460377681674,1.8198564340940218,4.359221264285604
2024-04-12,0.0,26.157798661581,18.325504605392315,18.051180310828073,0.0,20.06225397967545,9.115687332789193,2.9459689862685257,1.573205055300371,3.76840106816507
2024-04-15,0.0,26.24244538638804,18.567264370081197,18.13028558862968,0.0,20.738320083517902,8.106194711084875,2.958879039297795,1.5800992761100636,3.6765115448904457
2024-04-16,0.0,26.14694879445329,18.450493243108333,18.061134444788763,0.0,21.070503539862518,7.870784535053666,2.947593509952208,1.5740725827195448,3.87846935006168
2024-04-17,0.0,26.224678409436557,18.50534284515224,18.110217571300442,0.0,20.478665295430627,8.352777318735155,2.956356112061421,1.4957901598658212,3.876172288017734
2024-04-18,0.0,26.130911599435215,18.47001467668027,17.96063894632803,0.0,21.433211214355506,7.692804424500775,2.950712193563721,1.492934577712676,3.8687723674238095
2024-04-19,0.0,26.75744791523193,18.261877118956424,17.899256722412986,0.0,20.544106803541943,8.278511394397151,2.935740367425517,1.4853594719527912,3.837700206081255
2024-04-22,0.0,26.98192542659007,18.396029470527587,18.030914713798964,0.0,19.816915870289037,8.473108925925477,2.9573342071027806,1.48014823151736,3.863623154248729
2024-04-23,0.0,26.184554618651802,18.340980022059075,17.949377548323646,0.0,21.55952803310074,7.549095034018732,2.9484844921521236,1.4757189418205148,3.9922613098733692
2024-04-24,0.0,25.945530567105045,18.10997116401568,17.72330101342524,0.0,20.61169641263743,8.770270696168136,2.9113476524264637,1.4344378148967016,4.493444679325307
2024-04-25,0.0,26.414034401524113,18.599096288568386,18.106684759481954,0.0,21.855125458335202,5.322256536371019,3.0091023511608057,1.388956471606569,5.304743732951947
2024-04-26,0.0,26.333319668279522,18.540634655368066,18.065949398681298,0.0,21.98288251222972,6.070539238913128,2.9996439863463866,1.4354373442693054,4.571593195912583
2024-04-29,0.0,26.025053619904227,18.322450127614502,17.85446376369742,0.0,21.636461860365344,7.260331041361226,2.9645292188255423,1.4186336672782405,4.518076700953502
2024-04-30,0.0,25.990332232269846,18.240372246264727,17.758564806938974,0.0,21.350802543875336,7.809932515271332,2.9512492111963233,1.4122787068329579,4.486467737350496
2024-05-02,0.0,25.897259658081346,18.14013637159891,17.4664935880959,0.0,19.858524352820332,9.487963268491624,2.935031283072535,1.4045178459502914,4.810073631889062
2024-05-03,0.0,25.4401248046624,18.273232488458,17.60603722940593,0.0,21.093123312398077,8.279606737653044,2.95656592088532,1.5013878055941814,4.849921700943049
2024-05-06,0.0,25.253050245918153,18.253273430342556,17.641419747848477,0.0,20.781091327689964,8.568658303212652,2.9601631958735277,1.5111255774424808,5.031218171672195
2024-05-07,0.0,25.75945831479486,18.598949848433584,17.955443588441014,0.0,19.050213118817275,9.023420919836012,3.012466630459282,1.470669320289906,5.129378258928068
2024-05-08,0.0,25.829980673464597,18.213168430232095,18.02290857933247,0.0,19.34442668766902,9.09796938820108,3.022616045241617,1.4756242076862855,4.99330598817284
2024-05-09,0.0,25.710838924952977,18.11643505108717,17.904344254108334,0.0,20.51671779880667,9.659039406090832,3.0027316614176502,1.3251130428817268,3.764779860654637
2024-05-10,0.0,25.57565872586268,17.888333161203608,17.716355146082243,0.0,22.675496408329035,8.004336847813983,2.967760592713941,1.275459600628464,3.8965995173660417
2024-05-13,0.0,25.764256060481916,18.13361602813294,17.852805406718737,0.0,20.227056359842532,9.585465347691452,2.9848526069771713,1.374585814457956,4.0773623756973
2024-05-14,0.0,25.681528463988677,18.302344959542417,17.844940742325704,0.0,22.372908931703233,8.686715935058734,2.9843048047085974,1.3215694098715127,2.8056867528011273
2024-05-16,0.0,25.572945136870924,18.462449466538498,18.014905810531463,0.0,23.355436423072007,7.50148760041404,3.0104107846002504,1.182709729095312,2.8996550488775057
2024-05-17,0.0,25.624652689594658,18.434719877615027,17.98784840769191,0.0,20.780914961498556,8.878942493726894,3.0058893123167905,1.187865418955275,4.09916683860089
2024-05-20,0.0,25.71707199585734,18.479544630467814,18.024695571695457,0.0,22.362521244557325,5.750359131287948,3.013198251450226,1.2185494037672453,5.43405977091665
2024-05-21,0.0,26.218994541956587,18.311854872595205,17.91392481766474,0.0,22.65308221580467,5.973612547058715,2.985855451867666,1.2074918664436989,4.735183686608721
2024-05-22,0.0,26.460155739255697,18.116675766178147,18.06279974172661,0.0,21.21380710735968,6.917780906530366,2.9991413461772614,1.4733859822566011,4.756253410515635
2024-05-23,0.0,26.395906155215936,18.075835443978843,18.022080871951903,0.0,20.333276161281542,8.565303446295818,2.9923803983919175,1.7668032997235472,3.848414223160489
2024-05-24,0.0,26.304404075398924,18.0351788398508,17.981545173901026,0.0,22.325614487871906,7.414540745884588,2.985649864379535,1.3703627146355777,3.5827040980776452
2024-05-27,0.0,26.52912874018074,18.220100186450168,18.10830577943524,0.0,20.271078641755217,9.209534195267514,3.0066971537566016,1.7960581541938718,2.859097148960642
2024-05-28,0.0,26.513156396356923,17.498044920736923,18.138490774019807,0.0,21.522642325472837,8.384483053254584,3.011709060359518,1.8962886991455472,3.0351847706538573
2024-05-29,0.0,28.256279491015317,17.201272146961934,17.772070446316164,0.0,20.278042761924365,8.044976723344558,2.9508687492998122,1.8579812823257935,3.6385083988120557
