date,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,HANG SENG SECURITIES LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,UOB KAY HIAN (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE BANK OF EAST ASIA LTD
2024-04-09,45.98913184111787,22.926639927545608,1.157976452322422,9.017984215293053,7.310130676672273,0.0,7.125760124207529,6.472376762841248,0.0,0.0
2024-04-11,45.988612836438925,22.9296066252588,1.1581262939958592,9.01268115942029,7.311076604554866,0.0,7.126682194616977,6.4732142857142865,0.0,0.0
2024-04-12,46.14440712994058,22.907517437354688,1.3110307414104883,8.99638336347197,7.29785585120124,0.0,7.113794885042625,6.229010591578404,0.0,0.0
2024-04-15,46.32523895634203,22.90105915784035,1.3110307414104883,8.99638336347197,7.29785585120124,0.0,7.113794885042625,6.054637044691294,0.0,0.0
2024-04-17,46.28947878318155,22.90253826777756,1.9699024736808113,8.99696441258154,7.29832719757153,0.0,7.114254343473488,5.428534521733514,0.0,0.0
2024-04-18,46.78022970705897,22.880371660859467,2.109949670925281,8.988256549232158,7.291263388824365,0.0,7.107368692734546,4.842560330365209,0.0,0.0
2024-04-19,46.570048309178745,22.84057971014493,2.4090177133655395,8.972624798711754,7.278582930756844,0.0,7.09500805152979,4.8341384863123995,0.0,0.0
2024-04-22,46.54428341384863,22.84057971014493,2.5314009661835746,8.972624798711754,7.278582930756844,0.0,7.09500805152979,4.737520128824476,0.0,0.0
2024-04-23,45.52070586719908,22.837637663425,3.5422167836671603,8.990790236362466,7.277645391897984,0.0,7.094094158562505,4.736909898885812,0.0,0.0
2024-04-24,44.876666451986864,22.837637663425,4.186256198879371,8.990790236362466,7.277645391897984,0.0,7.094094158562505,4.736909898885812,0.0,0.0
2024-04-25,42.25361176357026,22.819267029183692,6.76984458959426,9.063998198140224,7.271791241674443,0.0,7.0883876572605296,4.733099520576595,0.0,0.0
2024-04-26,41.14980225716215,22.80312530143725,8.038326741905404,9.05758657277901,7.266647374682486,0.0,7.083373524967043,4.601138227066654,0.0,0.0
2024-04-29,40.68578753404903,22.727127062970677,8.671687229610638,9.02739945521551,7.2424290979009776,0.0,7.059766063130908,4.585803557122256,0.0,0.0
2024-04-30,37.58526821457166,22.712570056044836,11.868694955964772,9.02161729383507,7.237790232185748,0.0,7.055244195356285,4.518815052041633,0.0,0.0
2024-05-02,36.07596963776703,22.79729686449092,13.515677545399225,9.06703391730455,7.238253851327547,0.0,6.786663677417288,4.519104506293437,0.0,0.0
2024-05-03,35.72630576281949,22.600412763930784,14.30068264803937,8.988728369582473,7.175742181298619,0.0,6.728052071757422,4.480076202571837,0.0,0.0
2024-05-06,35.47887635478876,22.491863367775778,14.788131576452745,8.945555660884127,7.141277214269914,0.0,6.695737352671658,4.458558473157013,0.0,0.0
2024-05-07,35.378265116425624,22.428080788984467,15.029775971263826,8.92018779342723,7.12102593187762,0.0,6.676749535242776,4.44591486277846,0.0,0.0
2024-05-08,35.43706128615946,22.405489628253957,15.146841260348138,9.16931599987409,7.113853127262426,0.0,6.286002077496931,4.441436620604993,0.0,0.0
2024-05-09,35.45114789108382,22.354825539398888,15.395245124210923,9.148582016896455,7.097767029929964,0.0,6.12103891209447,4.431393486385478,0.0,0.0
2024-05-10,35.42785366619564,22.352017585178206,15.42471345580154,9.147432878002826,7.096875490657874,0.0,6.120270058093892,4.430836866070027,0.0,0.0
2024-05-13,34.18235730170497,21.106004447739064,15.175685693106006,8.637509266123054,6.7012601927353606,0.0,5.707931801334322,4.1838398813936255,4.3054114158636025,0.0
2024-05-14,34.24182211809366,21.091965953913224,15.178386073133844,8.639046235060352,6.702452623150153,0.0,5.708947477683205,4.131201992941665,4.3061775260239035,0.0
2024-05-16,34.24807903402854,21.09947488652209,15.183789717269411,8.642121814459905,6.70483875752811,0.0,5.710979915151156,4.103005310469635,4.307710564571157,0.0
2024-05-17,34.44746805489825,21.0660198769522,15.138428774254614,8.583767155702793,6.684808329389494,0.0,5.69391859914813,4.090747752011358,4.2948414576431615,0.0
2024-05-20,34.53267162944582,21.038638780574264,15.11875221552641,8.572610185513412,6.676119579345386,0.0,5.686517783291977,4.085430698333925,4.289259127968805,0.0
2024-05-21,34.56017014237609,21.013764990843033,15.11785904176759,8.572103739587641,6.675725172800851,0.0,5.6861818396644415,4.085189342470609,4.28900573048975,0.0
2024-05-22,34.594914251921935,21.034890597279716,15.133057362507394,8.539325842696629,6.682436428149025,0.0,5.691898285038439,4.030159668835009,4.293317563571851,0.0
2024-05-23,34.606515697983795,21.031159463134866,15.130373085791996,8.537811151185478,6.681251108614675,0.0,5.690888665523562,4.0294448057707095,4.2925560219949155,0.0
2024-05-24,34.34271464196651,21.107944424652654,15.194157463484148,8.573803586272415,6.709416933855837,0.0,5.714879467996675,4.046431540197126,4.310651941574635,0.0
2024-05-28,34.338815984799005,21.109197791105043,15.195059675791223,8.574312689270233,6.709815331631138,0.0,5.715218811234488,4.046671812837718,4.310907903331156,0.0
2024-05-29,34.32844679209449,21.140720517538135,15.187844975962966,8.570241557362454,6.7066294735592615,0.0,5.712505193186539,4.044750430292599,4.3088610600035615,0.0
2024-05-30,34.22361719767855,21.124008054009238,15.344072012317897,8.581073078289707,6.691934146630345,0.0,5.699988155868767,4.035887717635911,4.299419637569584,0.0
2024-05-31,34.23172609880346,21.10531927496742,15.347707617580856,8.583106267029974,6.693519725151048,0.0,5.70133870394503,4.036843975832247,4.3004383366899654,0.0
2024-06-03,32.33335198970168,19.941792130743828,14.50159511949404,8.109923322326077,6.324508871103152,5.5241506688308055,5.387026361448481,3.8142945094307943,4.06335702692114,0.0
2024-06-04,32.31639050604568,19.967532467532468,14.487236901030004,8.111285266457681,6.325570980743395,5.525078369905955,5.387931034482758,3.8149350649350646,4.064039408866995,0.0
2024-06-05,31.997313031795787,19.99552171965965,14.77832512315271,8.111285266457681,6.325570980743395,5.525078369905955,5.387931034482758,3.8149350649350646,4.064039408866995,0.0
2024-06-06,31.572467823167322,19.9888080581981,15.193060996082822,8.108561835478456,6.323447118074986,5.551203133743705,5.3861219921656405,3.813654168998321,4.062674874090655,0.0
2024-06-07,31.473813786929274,19.99776186213071,15.264100268576545,8.107654431512982,6.322739480752014,5.572963294538943,5.385519247985676,3.8132273948075204,4.062220232766339,0.0
2024-06-11,31.09892569382274,20.03692927484333,15.599820948970455,8.107654431512982,6.322739480752014,5.572963294538943,5.385519247985676,3.8132273948075204,4.062220232766339,0.0
2024-06-12,30.859620899489403,20.151080646289433,15.729173952577463,8.107994684199483,6.3230048261873115,5.573197174232356,5.3801496817514165,3.813387423935091,4.062390711338043,0.0
2024-06-13,30.840677017764722,20.218212337389847,15.728073856483423,8.107427612253462,6.3225625961672955,5.5280458805427335,5.379773394880403,3.813120716184082,4.062106588334033,0.0
2024-06-14,30.828602589557875,20.249447691490253,15.72191616096647,8.10425347464974,6.320087250762047,5.525881596241505,5.377667160714785,3.8116278419418883,4.060516233675438,0.0
2024-06-17,30.818260602163765,20.276201392189204,15.716641972547594,8.101534762796678,6.317967068295546,5.524027843784071,5.375863129350591,3.810349165525146,4.059154063347405,0.0
2024-06-18,30.778262328077826,20.317566812031757,15.71620261657162,8.10130828581013,6.317790450631779,5.523873420552388,5.375712848037571,3.8102426478810245,4.059040590405904,0.0
2024-06-19,30.66685306864253,20.419404445687125,15.71927862435342,8.102893890675242,6.319026981686006,5.524954564518384,5.3767649937089335,3.8109883964770024,4.059835034251363,0.0
2024-06-20,30.451201432207892,20.613164004587542,15.726314022769868,8.106520462110828,6.321855156787602,5.527427340624913,5.379171445355115,3.812694061372346,4.061652074183893,0.0
2024-06-21,30.277435954804787,20.796509676697617,15.723235261214901,8.104933437744714,6.320617518738114,5.526345228772794,5.378118357758138,3.8119476451504646,4.06085691911847,0.0
2024-06-24,29.584503088152726,20.926445816956765,16.075238629983154,8.135878719820326,6.344750140370578,5.631667602470522,5.398652442448063,3.8265019651880965,4.07636159460977,0.0
2024-06-25,28.704120693537494,21.04255798243639,16.679801846430983,8.156946633641072,6.361179914433686,5.719432560234181,5.412632290024769,3.836410718306688,4.0869173609547405,0.0
2024-07-03,28.638946716930175,21.031902323749506,16.77263264502335,8.152816069318629,6.357958701401001,5.716536319135768,5.4098914083159855,3.8344680132785682,4.084847802847015,0.0
2024-07-05,28.691246833661694,21.04137348719392,16.780185758513934,8.156487475372924,6.276386152547143,5.7191106107514775,5.412327610470025,3.8361947649873342,4.086687306501548,0.0
2024-07-08,28.69526061015423,21.04018912529551,16.779241247326354,8.156028368794328,6.276032871777552,5.718788697512102,5.4120229652144545,3.835978835978836,4.086457277946639,0.0
2024-07-09,28.69927393482299,21.039004896718634,16.77829684246074,8.155569313896551,6.275679630776159,5.718466820509934,5.411718354252265,3.835762931277087,4.086227275285642,0.0
2024-07-10,28.058203147030625,21.081721279115673,17.421465230387454,8.172127911567312,6.288421408831988,5.673678867520163,5.422705995149737,3.787152444870566,4.094523715526479,0.0
2024-07-11,28.054145516074453,21.082910321489003,17.4224478285392,8.17258883248731,6.288776085730401,5.673998871968415,5.423011844331641,3.787366046249295,4.094754653130288,0.0
2024-07-12,28.00948134770585,21.095998645521757,17.433263728201364,8.177662396297759,6.292680173824708,5.677521304814041,5.426378463795925,3.7897172526666294,4.097296687171962,0.0
2024-07-15,27.981029810298104,21.104336043360433,17.440153568202348,8.180894308943088,6.295167118337849,5.679765130984643,5.428523035230352,3.791214995483288,4.098915989159892,0.0
2024-07-17,27.65861368254685,21.09957100925717,17.436215850079027,8.179047188981711,6.293745766538722,5.678482727477986,5.427297358320163,4.129035899751637,4.097990517046737,0.0
2024-07-24,27.670861786782552,21.095998645521757,17.433263728201364,8.177662396297759,6.292680173824708,5.677521304814041,5.426378463795925,4.128336813589932,4.097296687171962,0.0
2024-07-26,27.643283414029952,21.044927373043578,17.537439477536314,8.157865105280937,6.27744623353226,5.7200765679540595,5.413241752054949,4.118342528994483,4.087377547573472,0.0
2024-07-29,27.482704753403258,21.63021646953805,17.37893327382281,8.08413300602544,6.259763445659451,5.668377594286989,5.364316000892658,4.081120285650525,4.050435170720821,0.0
2024-07-30,27.514495985727027,21.615744870651206,17.384032114183764,8.078724353256021,6.25557537912578,5.664585191793042,5.360727029438002,4.078389830508475,4.047725245316681,0.0
2024-07-31,27.53469706259406,21.609720751351652,17.37918733626888,8.076472883339836,6.253832004904966,5.66300652137562,5.359233041636475,4.07725321888412,4.04659717964439,0.0
2024-08-01,27.55852842809365,21.61092530657748,17.38015607580825,8.076923076923077,6.254180602006689,5.635451505016722,5.359531772575251,4.0774804905239685,4.046822742474916,0.0
2024-08-02,27.599465061852225,21.586983171737433,17.37434525799621,8.074222668004012,6.252089602139753,5.633567368772986,5.357739886325644,4.076117240610721,4.045469742561016,0.0
2024-08-05,27.71111111111111,21.522222222222222,17.427777777777777,8.05,6.233333333333333,5.616666666666666,5.341666666666667,4.063888888888889,4.033333333333333,0.0
2024-08-07,27.73207337409672,21.473040578098942,17.43746525847693,8.054474708171206,6.236798221234019,5.619788771539745,5.344635908838243,4.066147859922179,4.035575319622012,0.0
2024-08-08,27.740106714095152,21.470653623832813,17.43552690084482,8.05357936860827,6.236104935526901,5.619164072921298,5.344041796353935,4.065695864828813,4.035126722987995,0.0
2024-08-09,27.74412271438893,21.469460345689992,17.43455788362141,8.05313177346746,6.235758350469627,5.618851775690546,5.343744789640416,4.065469904963042,4.034902462068582,0.0
2024-08-12,27.740106714095152,21.470653623832813,17.43552690084482,8.05357936860827,6.236104935526901,5.619164072921298,5.344041796353935,4.065695864828813,4.035126722987995,0.0
2024-08-13,27.74412271438893,21.469460345689992,17.43455788362141,8.05313177346746,6.235758350469627,5.618851775690546,5.343744789640416,4.065469904963042,4.034902462068582,0.0
2024-08-14,27.80029988337869,21.452768367856944,17.421002943299825,8.046870661409452,6.230910201588271,5.614483256511357,5.339590159382462,4.062309102015883,4.031765424557117,0.0
2024-08-16,27.77222222222222,21.461111111111112,17.427777777777777,8.05,6.233333333333333,5.616666666666666,5.341666666666667,4.063888888888889,4.033333333333333,0.0
2024-08-19,27.619418772965147,21.506513751252644,17.464647589355305,8.067030397505846,6.24652043202316,5.628549159336377,5.352967375570649,4.072486360093531,4.041866161897339,0.0
2024-08-21,27.615388898168252,21.507711151940313,17.465619954345527,8.06747953900117,6.246868214464674,5.628862535493569,5.353265408384834,4.072713100606871,4.042091197594789,0.0
2024-08-23,27.639561418155505,21.50052874714755,17.459787387989092,8.064785439973285,6.244782100517616,5.626982801803306,5.351477709133412,4.071353036121779,4.040741359158457,0.0
2024-08-28,27.668094099327067,21.48378844335688,17.44619320393749,8.058506200989935,6.239919915466325,5.650408764807296,5.347311050553362,4.068183082142261,4.037595239419387,0.0
2024-08-30,27.728384085352296,21.4658813069571,17.431651478106247,8.051789286508113,6.234718826405868,5.645699044232052,5.342853967548344,4.06479217603912,4.034229828850855,0.0
2024-09-10,27.66572206478858,21.53136633883425,17.430682891593044,8.051341890315053,6.234372395399233,5.645385342001444,5.342557092848808,4.064566316608324,4.034005667611269,0.0
2024-09-11,27.69384581204177,21.52299489002444,17.4239057987114,8.048211508553655,6.2319484558986895,5.64319040213286,5.340479893357031,4.06298600311042,4.03243723616974,0.0
2024-09-12,27.59367194004996,21.50985290036081,17.413266722175965,8.04329725228976,6.228143213988343,5.639744657230087,5.33721898417985,4.204829308909242,4.029975020815987,0.0
2024-09-20,27.540402922293556,21.446756696922737,17.36218729245074,8.019703342926721,6.209873810050919,5.6232012397609035,5.321562984281602,4.458158069515164,4.018153641797653,0.0
2024-09-23,27.5302971611975,21.437662553262133,17.35930496375408,8.01837197720104,6.236511537823032,5.622267721764153,5.320679541807316,4.4574179624813235,4.017486580709424,0.0
2024-09-24,27.357186307581706,21.423436376707407,17.347785212630647,8.01305093181441,6.453575181109329,5.618536747221147,5.3171487032019025,4.454459990045899,4.014820549687552,0.0
2024-09-25,27.349151042530835,21.42580609479564,17.34970410928599,8.013937282229964,6.454289032686244,5.619158232398651,5.317736850837896,4.454952712792434,4.015264642442343,0.0
2024-09-26,27.31796317797313,21.418698512743962,17.343948692431027,8.066567147675126,6.452147951567425,5.617294189196661,5.315972798142312,4.4534748714546355,4.013932658815724,0.0
2024-09-27,27.35515258735073,21.41751437417072,17.342989827509953,8.06612118531623,6.457319770013268,5.57828394515701,5.315678903140204,4.453228659885006,4.013710747456877,0.0
2024-10-02,27.49144686016996,21.37733142037303,17.310451385056837,8.050987749696501,6.445204723540448,5.56781812162013,5.305705771989847,4.444873634256704,4.0061803332965455,0.0
2024-10-03,27.490897053955642,21.37261392474898,17.30663135826989,8.04921107800949,6.454816285998014,5.566589429548714,5.304534922211189,4.443892750744786,4.010813196513296,0.0
2024-10-04,27.47755191979287,21.362860133311298,17.28089021098441,8.037239023852806,6.4452156668319285,5.580344846581832,5.296645182614444,4.43728309370352,4.081969922326889,0.0
2024-10-08,27.72064888644487,21.347264228759965,17.250481165795986,8.023095958207312,6.433874072037393,5.5705251580973325,5.28732471817432,4.291998900192466,4.0747869122903495,0.0
2024-10-09,27.521462198836886,21.417889781224037,17.374688451952366,8.108557186374965,6.341733591802824,5.555247853780116,5.325394627527001,4.25090002769316,4.10412628080864,0.0
2024-10-10,27.55068128946494,21.385842472582254,17.37565082530187,8.109006314390163,6.342084856541487,5.555555555555555,5.325689597873048,4.251135482441564,4.10435360584912,0.0
2024-10-14,27.606444825867893,21.360943469353856,17.368916449808978,8.07817950279608,6.3396268202203645,5.57001273462156,5.323625491390289,4.249487846741598,4.102762859199379,0.0
2024-10-15,27.62648068194398,21.355031550979742,17.36410937672977,8.075943761762426,6.337872246208347,5.568471161297465,5.322152108933909,4.248311745820879,4.101627366323481,0.0
2024-10-16,27.622474398007196,21.35621367284805,17.36507057846665,8.07639081096042,6.338223083310268,5.568779407694437,5.322446720177139,4.248546913921949,4.101854414613895,0.0
2024-10-17,27.67323444764224,21.352667699800755,17.36218729245074,8.075049811822007,6.3371706885100725,5.52911224263892,5.321562984281602,4.247841487713084,4.10117334514058,0.0
2024-10-22,27.68983838831083,21.352667699800755,17.36218729245074,8.075049811822007,6.3371706885100725,5.5125083019703345,5.321562984281602,4.247841487713084,4.10117334514058,0.0
2024-10-24,27.693840278930764,21.35148597044662,17.361226409873264,8.074602911063147,6.3368199679008255,5.512203220986219,5.321268470861697,4.247606397697715,4.100946372239748,0.0
2024-10-25,27.701842731448178,21.349122904100494,17.35930496375408,8.073709257927066,6.336118643129876,5.511593160312103,5.320679541807316,4.247136295722428,4.1004925017984615,0.0
2024-10-28,27.829641495884662,21.311384853339224,17.32861956581782,8.059437662265923,6.324918521791968,5.5018505220129255,5.311274374413081,4.239628790808153,4.093244213666243,0.0
2024-10-31,27.789752943127176,21.323163654452,17.338197092798318,8.063892112971867,6.328414303874426,5.504891394461946,5.314209915436909,4.241972033383076,4.09550654949428,0.0
2024-11-01,27.899409915623448,21.276126399382342,17.29995036673468,8.079192632217504,6.314454309821873,5.509292450228864,5.302487178073126,4.232614570120774,4.086472177797386,0.0
2024-11-04,27.943121693121693,21.263227513227516,17.289462081128747,8.074294532627865,6.310626102292768,5.5059523809523805,5.2992724867724865,4.230048500881834,4.083994708994709,0.0
2024-11-06,27.781151659029423,21.29961905813504,17.319052614144535,8.032904543697898,6.321426599679788,5.5595428697620495,5.3083420747529395,4.286976204935682,4.09098437586264,0.0
2024-11-07,27.815228202011273,21.31727262680959,17.33340700629904,8.03956238258371,6.32666592993701,5.564150734887833,5.31274173941872,4.196596308984418,4.0943750690684055,0.0
2024-11-08,27.795580110497237,21.314917127071823,17.33149171270718,8.066298342541437,6.3259668508287294,5.56353591160221,5.3121546961325965,4.196132596685083,4.093922651933702,0.0
2024-11-12,27.812120543106307,21.348934761011147,17.314273098576002,8.05828457887184,6.319682084115244,5.558008610221879,5.306877138757037,4.191963792913126,4.08985539242742,0.0
2024-11-13,27.820088300220753,21.346578366445918,17.312362030905078,8.057395143487858,6.318984547461369,5.557395143487859,5.306291390728477,4.19150110375276,4.089403973509934,0.0
2024-11-14,27.878620689655172,21.340689655172415,17.307586206896552,8.055172413793104,6.317241379310346,5.555862068965517,5.304827586206897,4.151724137931034,4.088275862068966,0.0
2024-11-15,27.866681381745945,21.34422249199868,17.310451385056837,8.056505904425562,6.318287164772101,5.556781812162013,5.305705771989847,4.1524114336165985,4.088952654232425,0.0
2024-11-18,27.87310344827586,21.357241379310345,17.307586206896552,8.044137931034482,6.317241379310346,5.555862068965517,5.304827586206897,4.151724137931034,4.088275862068966,0.0
2024-11-19,27.87771769120406,21.360776956185852,17.310451385056837,8.045469594967443,6.318287164772101,5.540227347974837,5.305705771989847,4.1524114336165985,4.088952654232425,0.0
2024-11-21,27.949453702681826,21.360776956185852,17.310451385056837,8.045469594967443,6.318287164772101,5.540227347974837,5.305705771989847,4.080675422138837,4.088952654232425,0.0
2024-11-22,27.945477622647758,21.361955741956844,17.31140665526185,8.045913580928204,6.318635836874345,5.540533083163181,5.305998565200596,4.080900612548977,4.089178301418244,0.0
2024-11-26,27.957820350024843,21.37139071385193,17.319052614144535,8.049467233478717,6.321426599679788,5.498813007232375,5.3083420747529395,4.08270303097223,4.09098437586264,0.0
2024-11-27,27.945886250690226,21.374930977360574,17.321921590281615,8.050800662617338,6.322473771397018,5.499723909442297,5.309221424627278,4.083379348426284,4.091662065157372,0.0
2024-11-28,27.965774220259455,21.36903118962186,17.317140491305548,8.048578526083357,6.320728677891251,5.498205906707149,5.307756003312172,4.08225227711841,4.090532707700801,0.0
2024-11-29,27.847203274215556,21.13506139154161,18.068212824010914,7.939972714870396,6.248294679399727,5.435197817189632,5.246930422919509,4.035470668485675,4.043656207366985,0.0
2024-12-02,27.715355805243448,21.022634750040712,18.48775986538566,7.897736524995929,6.215057265374803,5.406285621234327,5.21901970363133,4.014004233838137,4.022146230255658,0.0
2024-12-03,27.73104683345091,21.018071308406146,18.483746676073153,7.896022141422912,6.213708145655831,5.405112063819396,5.217886796548543,4.0131329028056655,4.021273131817442,0.0
2024-12-06,27.689718814460974,21.04548908913256,18.48876343502334,7.8981652372163715,6.215394636847248,5.406579090218218,5.219303007273911,4.0142221257192485,4.022364564108131,0.0
2024-12-11,27.688215817185043,21.044346740487434,18.48775986538566,7.90316452260761,6.215057265374803,5.406285621234327,5.21901970363133,4.014004233838137,4.022146230255658,0.0
2024-12-12,27.70966691982207,21.0317890853857,18.47672778561354,7.920147553433872,6.211348594987523,5.403059563849409,5.215905392210047,4.011608983400238,4.019746121297603,0.0
2024-12-16,27.741655830082358,21.06090160381448,18.454703077589944,7.9107065452969225,6.20394451668834,5.396618985695708,5.2096879063719115,4.006827048114435,4.0149544863459035,0.0
2024-12-17,27.732640017332898,21.086556169429098,18.44870544903044,7.908135629942585,6.201928285126205,5.394865128371791,5.207994800129997,4.005524861878453,4.01364965875853,0.0
2024-12-18,27.728725421158117,21.087698391203077,18.449704783056173,7.908563999783327,6.202264232706788,5.395157358756297,5.208276908076486,4.005741834136829,4.013867071122908,0.0
2024-12-19,27.76785230902496,21.076281738942125,18.439716312056735,7.904282388609171,6.198906393806507,5.392236478804612,5.205457203183368,4.003573168751015,4.011694006821505,0.0
2024-12-20,27.643332791944133,21.200801256022956,18.439716312056735,7.904282388609171,6.198906393806507,5.392236478804612,5.205457203183368,4.003573168751015,4.011694006821505,0.0
2024-12-27,27.623740929275424,21.206541752409834,18.44470919527781,7.90642261453482,6.200584858659157,5.393696523340193,5.206866673887144,4.004657207841438,4.01278024477418,0.0
2024-12-30,27.604138454038242,21.21228535832295,18.449704783056173,7.908563999783327,6.202264232706788,5.395157358756297,5.208276908076486,4.005741834136829,4.013867071122908,0.0
2025-01-03,27.564345705770794,21.23543755079924,18.455703061500948,7.91113519371444,6.204280682741804,5.396911406123002,5.20997019777838,4.007044161473855,4.015172040097535,0.0
2025-01-06,27.539686839681423,21.233136479384516,18.45370320203717,7.942785934875657,6.203608387061819,5.396326596955085,5.209405645554533,4.006609958281411,4.014736956168392,0.0
2025-01-07,27.52885084249878,21.233136479384516,18.45370320203717,7.942785934875657,6.21444438424446,5.396326596955085,5.209405645554533,4.006609958281411,4.014736956168392,0.0
2025-01-08,27.516524000433417,21.248239245855455,18.452703434825008,7.942355618160148,6.2141077039765955,5.39603423989598,5.20912341532127,4.006392891970961,4.014519449561166,0.0
2025-01-10,27.51259684672482,21.249390475158478,18.45370320203717,7.942785934875657,6.21444438424446,5.396326596955085,5.209405645554533,4.006609958281411,4.014736956168392,0.0
2025-01-14,27.4840177700726,21.280745476216275,18.452703434825008,7.942355618160148,6.2141077039765955,5.39603423989598,5.20912341532127,4.006392891970961,4.014519449561166,0.0
2025-01-16,27.431326867855017,21.308988459663,18.45370320203717,7.942785934875657,6.21444438424446,5.396326596955085,5.209405645554533,4.028281952646692,4.014736956168392,0.0
2025-01-17,27.431326867855017,21.29273446388904,18.45370320203717,7.942785934875657,6.2306983800184215,5.396326596955085,5.209405645554533,4.028281952646692,4.014736956168392,0.0
2025-01-20,27.426434726060805,21.286511678317886,18.45770335446811,7.944507668129844,6.2320489893242295,5.3974963420582025,5.210534872378475,4.029155150923969,4.015607218338482,0.0
2025-01-21,27.42145178764897,21.278439869989167,18.450704225352112,7.973997833152763,6.229685807150596,5.395449620801734,5.208559046587215,4.02762730227519,4.014084507042254,0.0
2025-01-27,27.37605542325179,21.368261528469365,18.43472613119723,7.967092444252002,6.224290972071877,5.3907772245074685,5.2040484953453126,4.024139424117775,4.010608356787183,0.0
2025-02-03,27.41017720695822,21.394895139001786,18.45770335446811,7.852381726548528,6.2320489893242295,5.3974963420582025,5.210534872378475,4.029155150923969,4.015607218338482,0.0
2025-02-07,27.406243225666593,21.396054628224583,18.458703663559504,7.852807283763277,6.232386733145458,5.397788857576415,5.210817255582051,4.029373509646651,4.015824842835465,0.0
2025-02-10,27.324982376226885,21.40881730925655,18.469714223740578,7.857491459248414,6.236104332736836,5.438967518030475,5.213925492109972,4.0317770185998585,4.018220270050431,0.0
2025-02-12,27.355062638971745,21.37317641954553,18.47171755518195,7.858343727967894,6.236780736482456,5.4395574597320895,5.214491024459027,4.032214328325831,4.018656109333478,0.0
2025-02-13,27.381807828409503,21.372886641267947,18.471467114985696,7.858237184267256,6.236696177989886,5.413723443198612,5.2144203262063265,4.032159659422156,4.0186016242526135,0.0
