date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,SOOCHOW SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,SHANGHAI COMMERCIAL BANK LTD,TIGER BROKERS (HK) GLOBAL LTD,LONG BRIDGE HK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,88.25214899713467,7.163323782234957,0.0,0.0,0.0,0.0,4.492620424933773,0.09190679569659944,0.0,0.0
2024-03-05,88.28697714532126,7.142087106511427,0.0,0.0,0.0,0.0,4.479301423027167,0.09163432514014662,0.0,0.0
2024-03-06,67.9512762950029,5.508439344807516,0.0,0.0,0.0,0.0,3.467198802693939,0.0706743161220587,0.0,23.002411241373576
2024-03-07,68.20178190488141,5.542309783745346,0.0,0.0,0.0,0.0,3.4885180072782034,0.041828753084870544,0.0,22.725561551010166
2024-03-08,68.55713444883544,5.570503657613722,0.0,0.0,0.0,0.0,3.5062641890187507,0.04204153703859413,0.0,22.324056167493485
2024-03-12,68.62464183381088,5.583178830271363,0.0,0.0,0.0,0.0,3.5142423731670323,0.042137198719029156,0.0,22.23579976403169
2024-03-13,65.77017114914425,9.066829665851671,0.0,0.0,0.0,0.0,3.6511817440912795,0.040749796251018745,0.0,21.471067644661776
2024-03-14,62.7039627039627,13.578088578088579,0.0,0.0,0.0,0.0,3.2362082362082365,0.03885003885003885,0.0,20.442890442890445
2024-03-15,61.49885583524027,13.329519450800914,0.0,0.0,1.910755148741419,0.0,3.154080854309687,0.03813882532418002,0.0,20.068649885583522
2024-03-18,61.45432371660505,13.319867372994398,0.0,0.0,1.909371546171729,0.0,3.1479858226304356,0.03811120850642174,0.0,20.13034033309196
2024-03-19,61.35337770637289,13.369290796419556,0.0,0.0,1.916456277254992,0.0,3.155841175120496,0.03825262030449086,0.0,20.16678142452758
2024-03-20,61.433395302955574,13.260234472815572,0.0,0.0,1.900823310695451,0.0,3.3653298933869564,0.037940585043821376,0.0,20.00227643510263
2024-03-21,61.99290912483673,13.043478260869565,0.0,0.0,1.8697518193692853,0.0,3.310319089382347,0.14554954282515395,0.0,19.637992162716923
2024-03-22,62.09194118741858,13.009491903964266,0.0,0.0,1.8648799553322166,0.0,3.301693653452448,0.14517029592406477,0.0,19.58682300390843
2024-03-25,62.233248768840475,13.039098641993732,0.0,0.0,1.8691240113415906,0.0,3.0816296075212657,0.14550067154156096,0.0,19.63139829876138
2024-03-26,61.73789066896784,13.11297039732863,0.0,0.0,1.8797133530934602,0.0,3.380482497279856,0.14632499155817358,0.0,19.742618091772034
2024-03-27,61.71314890582186,13.11887691903457,0.0,0.0,1.8805600390375736,0.0,3.389512405690477,0.14639090124244586,0.0,19.75151082917308
2024-03-28,44.93006993006993,9.547093531468532,0.0,27.152534965034963,1.3685533216783217,0.0,2.521306818181818,0.1065340909090909,0.0,14.373907342657343
2024-04-03,41.668354943273904,8.850790113452188,0.0,25.17220421393841,1.2687398703403565,0.0,2.3374189627228525,0.0987641815235008,7.280692868719611,13.323034846029175
2024-04-05,41.73745467454421,8.862235971295991,0.0,25.20475695412937,1.272916296878566,0.0,2.193371706772828,0.0988919035423587,7.290108273955929,13.340264218880746
2024-04-08,41.73661653944666,8.863134937742501,0.0,25.207313671290542,1.2730454188116553,0.0,2.1885223036543,0.0989019349275987,7.290847767098622,13.341617427028124
2024-04-09,41.73873348380715,8.863584489361163,0.0,25.208592224391975,1.2731099896020897,0.0,2.183561157464939,0.09890695138342928,7.291217569932288,13.342294134056958
2024-04-10,41.44249611890159,8.894714071208613,0.0,25.297126714682005,1.2775812485684472,0.0,2.3413839615198637,0.02544982566869417,7.332094775150791,13.389153284300004
2024-04-11,41.444605634878215,8.895166832098953,0.0,25.298414395154108,1.277646280318648,0.0,2.3415031432134583,0.025451121121885415,7.332467995215189,13.384744597999543
2024-04-12,45.69640062597809,2.1828287734067238,0.0,26.81992337164751,1.2654470886622418,0.0,2.5362905401759215,0.026981814257190654,7.773460687496628,13.698667098375694
2024-04-15,45.64192849404117,2.1912242686890573,0.0,26.923076923076923,1.2703141928494042,0.0,2.5460455037919827,0.035211267605633804,7.803358613217768,13.588840736728061
2024-04-16,45.73552956500502,1.9890912051233345,0.0,26.97348782936691,1.272692735610974,0.0,2.553526362920952,0.03527719736235109,7.8179696616102685,13.622425443000191
2024-04-17,45.4971525109676,1.9973296275102863,0.0,27.085206681380964,1.2779639772200877,0.0,2.5804517834273413,0.035423308537017355,7.850350145780539,13.676121965176163
2024-04-18,45.590323285277414,2.0014198339886415,0.0,27.14067278287462,1.2805810397553516,0.0,2.380952380952381,0.0354958497160332,7.866426387068588,13.704128440366972
2024-04-19,46.380639824968654,1.9557618933269298,0.0,26.52151871714827,1.2513674324288269,0.0,2.326636249633128,0.0346860908775581,7.686971370634222,13.842418420982415
2024-04-22,46.385590393595734,1.9559706470980653,0.0,26.524349566377587,1.2515010006671112,0.0,2.3268845897264843,0.04269513008672448,7.687791861240827,13.825216811207472
2024-04-23,46.38435265236418,1.9559184544775323,0.0,26.523641797417014,1.2514676059344647,0.0,2.3268224997331624,0.04536236524709147,7.687586722168854,13.8248479026577
2024-04-24,44.912001754482155,2.009430341575744,0.0,27.249300948516915,1.2857064532046714,0.0,2.3987060694117,0.04660343220571303,7.897911069685838,14.200339930917266
2024-04-25,44.951560227241536,2.01169141257513,0.0,27.279962675302578,1.2871531684825863,0.0,2.3986607020336472,0.0466558717786865,7.8217196805445015,14.20259626204133
