date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD,NANYANG COMMERCIAL BANK LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,1.4545000000000001,0.0,0.0,0.569,0.0,2.0235
2024-03-05,1.0815,0.0,1.4545000000000001,0.0,0.0,0.5700000000000001,0.0,3.106
2024-03-07,1.083,1.6985000000000001,1.4535,0.0,0.0,0.5700000000000001,0.0,4.805000000000001
2024-03-08,1.076,1.7135,1.4605,0.0,0.0,0.5700000000000001,0.0,4.82
2024-03-11,1.0875,1.7135,1.461,0.0,0.0,0.5700000000000001,0.0,4.832
2024-03-12,1.0925,1.7135,1.461,0.0,0.0,0.5700000000000001,0.0,4.837000000000001
2024-03-14,1.0935000000000001,1.7135,1.459,0.0,0.0,0.5700000000000001,0.0,4.836
2024-03-20,1.1004999999999998,1.7135,1.4595,0.0,1.1405,0.5700000000000001,0.0,5.984
2024-03-28,1.101,1.7135,1.4595,0.0,1.1400000000000001,0.5700000000000001,0.0,5.984
2024-04-03,1.102,1.7135,1.4495,0.0,1.1400000000000001,0.579,0.0,5.984
2024-04-05,1.103,1.7125000000000001,1.4495,0.0,1.1400000000000001,0.579,0.0,5.984
2024-04-09,1.1125,1.7035000000000002,1.4495,0.0,1.1400000000000001,0.579,0.0,5.984500000000001
2024-04-10,1.1125,1.7035000000000002,1.4395,0.0,1.1400000000000001,0.5890000000000001,0.0,5.984500000000001
2024-04-12,1.1135000000000002,1.703,1.4395,0.0,1.1400000000000001,0.5884999999999999,0.0,5.984500000000001
2024-04-16,1.114,1.7025,1.4395,0.0,1.1400000000000001,0.5884999999999999,0.0,5.984500000000001
2024-04-17,1.1155,1.701,1.4395,0.0,1.1400000000000001,0.5884999999999999,0.0,5.984500000000001
2024-04-23,1.1175,1.701,1.4395,0.0,1.1400000000000001,0.5884999999999999,0.0,5.9865
2024-04-30,1.1199999999999999,1.698,1.4395,0.0,1.1400000000000001,0.5884999999999999,0.0,5.986
2024-05-02,1.125,1.698,1.4395,0.0,1.1400000000000001,0.5884999999999999,0.0,5.991
2024-05-03,1.125,1.698,1.4395,0.0,1.1384999999999998,0.5884999999999999,0.0,5.9895
2024-05-06,1.1255,1.698,1.4395,0.0,1.1384999999999998,0.5884999999999999,0.0,5.99
2024-05-14,1.125,1.698,1.4395,0.0,1.1384999999999998,0.5884999999999999,0.0,5.9895
2024-05-16,1.131,1.698,1.4395,0.0,1.1384999999999998,0.5884999999999999,0.0,5.9955
2024-05-17,1.145,1.6965000000000001,1.4455,0.0,1.1384999999999998,0.5884999999999999,0.0,6.014
2024-05-23,1.1464999999999999,1.6965000000000001,1.4455,0.0,1.1384999999999998,0.5884999999999999,0.0,6.0155
2024-05-24,1.1515,1.6965000000000001,1.4455,0.0,1.1384999999999998,0.5884999999999999,0.0,6.0205
2024-05-28,1.151,1.6965000000000001,1.4455,0.0,1.1384999999999998,0.5884999999999999,0.0,6.02
2024-05-29,1.188,1.6965000000000001,1.4455,0.0,1.1135000000000002,0.5884999999999999,0.0,6.032
2024-05-30,1.1605,1.6965000000000001,1.4395,0.0,1.1135000000000002,0.594,0.0,6.0040000000000004
2024-05-31,1.149,1.6965000000000001,1.4505000000000001,0.0,1.1135000000000002,0.615,0.0,6.0245
2024-06-03,1.149,1.6865,1.468,0.0,1.1135000000000002,0.615,0.0,6.032
2024-06-04,1.1495,1.6865,1.468,0.0,1.1135000000000002,0.615,0.0,6.0325
2024-06-05,1.1595,1.6844999999999999,1.484,0.0,1.1135000000000002,0.615,0.0,6.0565
2024-06-06,1.1595,1.6820000000000002,1.484,0.0,1.1135000000000002,0.615,0.0,6.053999999999999
2024-06-07,1.1560000000000001,1.6729999999999998,1.509,0.0,1.1135000000000002,0.615,0.0,6.0665
2024-06-11,1.1565,1.6729999999999998,1.5085,0.0,1.1135000000000002,0.615,0.0,6.0665
2024-06-12,1.1605,1.6729999999999998,1.5045,0.0,1.1135000000000002,0.615,0.0,6.0665
2024-06-13,1.1665,1.6729999999999998,1.5,0.0,1.1135000000000002,0.615,0.0,6.068
2024-06-14,1.168,1.6729999999999998,1.486,1.196,1.1135000000000002,0.615,0.0,7.2515
2024-06-17,1.1705,1.6684999999999999,1.4845000000000002,1.196,1.1135000000000002,0.615,0.0,7.248
2024-06-19,1.173,1.667,1.4845000000000002,1.196,1.1135000000000002,0.615,0.0,7.249
2024-06-21,1.1715,1.667,1.5110000000000001,1.196,1.1135000000000002,0.615,0.0,7.274
2024-06-24,1.1724999999999999,1.6645,1.5125,1.196,1.1135000000000002,0.615,0.0,7.274
2024-06-25,1.174,1.664,1.5125,1.196,1.1135000000000002,0.615,0.0,7.2749999999999995
2024-06-26,1.1764999999999999,1.664,1.5125,1.196,1.1135000000000002,0.615,0.0,7.277500000000001
2024-06-27,1.179,1.664,1.5125,1.196,1.1135000000000002,0.615,0.0,7.28
2024-06-28,1.18,1.664,1.5125,1.196,1.1135000000000002,0.615,0.0,7.281
2024-07-02,1.1815,1.664,1.5125,1.196,1.1135000000000002,0.615,0.0,7.2825
2024-07-03,1.187,1.664,1.5310000000000001,1.196,1.1135000000000002,0.62,0.0,7.3115
2024-07-04,1.22,1.664,1.5405,1.196,1.1135000000000002,0.626,0.0,7.359999999999999
2024-07-05,1.218,1.664,1.5405,1.196,1.1155,0.626,0.0,7.359999999999999
2024-07-12,1.2425,1.664,1.5405,1.196,1.127,0.626,0.0,7.396
2024-07-15,1.229,1.539,1.5405,1.196,1.127,0.626,0.0,7.2575
2024-07-19,1.234,1.539,1.537,1.196,1.127,0.626,0.0,7.259
2024-07-26,1.246,1.539,1.512,1.196,1.127,0.626,0.0,7.2459999999999996
2024-08-06,1.246,1.664,1.512,1.196,1.127,0.626,0.0,7.3709999999999996
2024-08-07,1.2449999999999999,1.664,1.512,1.196,1.127,0.626,0.0,7.37
2024-08-08,1.254,1.664,1.5055,1.1895,1.127,0.626,0.0,7.3660000000000005
2024-08-09,1.2545000000000002,1.664,1.5055,1.1895,1.127,0.626,0.0,7.366499999999999
2024-08-12,1.2534999999999998,1.664,1.5055,1.1895,1.127,0.626,0.0,7.3655
2024-08-13,1.2534999999999998,1.664,1.5055,1.1835,1.127,0.626,0.0,7.3595
2024-08-20,1.2555,1.664,1.5055,1.1835,1.127,0.626,0.0,7.3615
2024-08-28,1.2555,1.664,1.5055,1.1835,1.127,0.631,0.0,7.366499999999999
2024-09-03,1.2565,1.664,1.5055,1.1835,1.127,0.631,0.0,7.367500000000001
2024-09-11,1.264,1.664,1.4989999999999999,1.1835,1.127,0.6335000000000001,0.0,7.3709999999999996
2024-09-12,1.2670000000000001,1.664,1.4605,1.1835,1.127,0.6335000000000001,0.0,7.335500000000001
2024-09-16,1.2670000000000001,1.664,1.4595,1.1835,1.127,0.6335000000000001,0.0,7.334499999999999
2024-09-17,1.2959999999999998,1.664,1.442,1.1835,1.127,0.6335000000000001,0.0,7.346
2024-09-19,1.298,1.664,1.4040000000000001,1.1835,1.127,0.6525000000000001,0.0,7.329
2024-09-23,1.2959999999999998,1.6635,1.4040000000000001,1.1835,1.127,0.655,0.0,7.329
2024-09-24,1.2965,1.6629999999999998,1.4040000000000001,1.1835,1.127,0.655,0.0,7.329
2024-09-26,1.303,1.6629999999999998,1.4040000000000001,1.1835,1.1205,0.655,0.0,7.329
2024-09-30,1.303,1.6629999999999998,1.4040000000000001,1.1835,1.162,0.655,0.0,7.370500000000001
2024-10-03,1.3074999999999999,1.6629999999999998,1.4040000000000001,1.1835,1.162,0.655,0.0,7.375
2024-10-04,1.3135000000000001,1.6629999999999998,1.4040000000000001,1.1835,1.1435,0.6705,0.0,7.378
2024-10-07,1.321,1.662,1.4064999999999999,1.1835,1.1435,0.6705,0.0,7.3870000000000005
2024-10-09,1.3435000000000001,1.662,1.4064999999999999,1.1835,1.1365,0.6705,0.0,7.402499999999999
2024-10-10,1.347,1.662,1.4064999999999999,1.1835,1.1365,0.6705,0.0,7.406
2024-10-14,1.3485,1.6605,1.4064999999999999,1.1835,1.1365,0.6705,0.0,7.406
2024-10-15,1.35,1.6605,1.4064999999999999,1.1835,1.1365,0.6705,0.0,7.407500000000001
2024-10-17,1.35,1.6605,1.4064999999999999,1.1835,1.131,0.6755,0.0,7.407
2024-10-25,1.367,1.6605,1.414,1.1835,1.0895,0.6905,0.0,7.405
2024-10-28,1.3795,1.6605,1.414,1.1835,1.0895,0.6955,0.0,7.4225
2024-11-06,1.3805,1.6605,1.414,1.1835,1.0885,0.6955,0.0,7.4225
2024-11-08,1.38,1.6605,1.414,1.1835,1.0885,0.6955,0.0,7.422
2024-11-18,1.38,1.6605,1.414,1.1835,1.1125,0.6955,0.0,7.446
2024-11-20,1.3885,1.6605,1.413,1.1835,1.1125,0.6895,0.0,7.4475
2024-11-21,1.394,1.6605,1.413,1.1835,1.1125,0.6895,0.0,7.453
2024-11-22,1.395,1.6605,1.413,1.1835,1.1125,0.6885,0.0,7.453
2024-11-25,1.3955,1.66,1.413,1.1835,1.1125,0.6885,0.0,7.453
2024-11-26,1.396,1.6595,1.413,1.1835,1.1119999999999999,0.6885,0.0,7.4525
2024-11-29,1.397,1.6595,1.413,1.1835,1.0995,0.697,0.0,7.4495000000000005
2024-12-03,1.3975,1.659,1.413,1.1835,1.0995,0.697,0.0,7.4495000000000005
2024-12-05,1.398,1.659,1.413,1.1835,1.0995,0.697,0.0,7.449999999999999
2024-12-12,1.398,1.659,1.4035,1.1835,1.0995,0.697,0.0,7.4405
2024-12-13,1.398,1.6575,1.4035,1.1835,1.0995,0.697,0.0,7.439
2024-12-16,1.401,1.6575,1.4035,1.1835,1.0965,0.697,0.0,7.439
2024-12-18,1.468,1.6115000000000002,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.471500000000001
2024-12-19,1.4685,1.611,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.471500000000001
2024-12-20,1.4685,1.6095000000000002,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.470000000000001
2024-12-23,1.4695,1.609,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.4704999999999995
2024-12-30,1.4795,1.5945,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.466
2025-01-03,1.48,1.5939999999999999,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.466
2025-01-06,1.4815,1.593,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.4665
2025-01-08,1.485,1.593,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.470000000000001
2025-01-09,1.4855,1.593,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.4704999999999995
2025-01-10,1.486,1.593,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.471
2025-01-14,1.4935,1.593,1.4035,1.1835,1.1079999999999999,0.697,0.0,7.4785
2025-01-22,1.4949999999999999,1.593,1.4035,1.1835,1.1079999999999999,0.697,0.5775,8.0575
2025-01-23,1.4975,1.593,1.4184999999999999,1.1835,1.1079999999999999,0.697,0.5775,8.075000000000001
