date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BNP PARIBAS
2024-03-21,40.96263781544737,24.99167644542347,13.287916484309376,6.9721562666863734,5.200660189677198,2.3312569315804033,2.0534052404225975,1.4719571197776318,1.2226662313625787,1.5056672753129972
2024-03-22,41.003772198966786,24.985952891719283,13.35868898700988,6.9407603730513925,5.147273524847468,2.3282612919057746,2.0581879683476063,1.4561360139611503,1.2229852229836735,1.4979815272069883
2024-03-25,41.041012040741535,24.955143442450247,13.371009162438686,6.945491964527137,5.078976445592021,2.334859379412609,2.0662378675870063,1.4711747871806318,1.224151852324669,1.5119430577454633
2024-03-26,41.09567139775787,25.04081922694723,13.41429827640955,6.888974627905366,5.04535771224349,2.3173748831966603,2.0345816022283523,1.464607109975554,1.2123925922518837,1.4859225710840434
2024-03-27,41.19406878034817,24.98752064742079,13.35438391546368,6.908705079130301,5.038011780954894,2.3322748878115376,2.0312234977993078,1.4537889483277298,1.2160764903983798,1.4839459723452115
2024-03-28,41.16469856615864,24.96663933708925,13.267164975794877,6.954518598163806,4.981141963526923,2.3300083269717606,2.0327668469911764,1.4569435436045817,1.214669998059695,1.6314478436392874
2024-04-02,41.13595271081068,24.981256442328874,13.280412310939044,6.953553499780386,4.979396927434509,2.331995332295738,2.0239955853197205,1.4617057338877475,1.2145879595044655,1.637143497698839
2024-04-03,41.09220506820718,25.05625140006994,13.24319046526937,6.952436599334829,4.992670828154145,2.3229042240916145,2.0226909025495963,1.453841027013623,1.2137267058298455,1.6500827794798616
2024-04-05,41.01354402974186,25.229319332965073,13.217197331127739,6.977615316716518,4.947437236508261,2.3224601995120695,2.0385219384041635,1.4357644503361708,1.2125515686530568,1.605588596035094
2024-04-08,41.04801150528829,25.267065342771204,13.183781685813406,6.965202000705055,4.942495062329379,2.323152288128306,2.0336088536057098,1.4339211425397462,1.2210988308528985,1.5816632879660015
2024-04-09,41.04868370269199,25.26747911325849,13.194750391258928,6.969755884269276,4.935427038809369,2.326290441548283,2.032298589346057,1.4318422893481118,1.2211188274235887,1.5723537220459056
2024-04-10,41.01073090863938,25.389967848040346,13.166365904663966,6.951052674117471,4.896539315737352,2.3294494502877185,2.030649935815293,1.4292751656518854,1.2238406470784893,1.572128149968096
2024-04-11,41.082683453205,25.31507238677867,13.179514397422695,6.953885827341516,4.880856490688195,2.3276132693214846,2.03428560145637,1.4346272004670808,1.2242759662207834,1.567185407098208
2024-04-12,41.136835563650486,25.33849549368053,13.13390275994342,6.958425882319391,4.81364818273109,2.3237698299703466,2.0407459000150086,1.4351716438347857,1.2246531146133148,1.594351629241626
2024-04-15,41.18157830695744,25.386186765468498,13.137989803755989,6.945645406081915,4.809691381519561,2.335411588206403,2.0349678031026146,1.4201003796799605,1.2263481064876482,1.5220804587399672
2024-04-16,41.27425665147419,25.414686544891925,12.996890918772932,6.953384877278503,4.79909687841777,2.3560046052398165,2.0235619157598204,1.426172187445866,1.227563298508927,1.5283821222102512
2024-04-17,41.3579849857944,25.413972057793465,12.981986722432934,6.945419031074741,4.765366148323617,2.353069355681834,2.02012059003761,1.4164954020682246,1.2272953328552645,1.5182903739379074
2024-04-18,41.45761080864563,25.42880249053352,12.9871458628781,6.913200017887719,4.733084210868508,2.3602040830619924,2.019556019108021,1.3854201265704986,1.227016943156233,1.4879594372897722
2024-04-19,41.46370244823064,25.46090262095194,12.931225494521806,6.9145854741416,4.737139502702443,2.3591827119166005,2.0164635612072037,1.3904949599693543,1.229513819734198,1.4967894066242085
2024-04-22,41.49789901716437,25.420044297964385,12.852451547867613,6.9391567823333125,4.743630142361278,2.3311329159224488,2.014661133111639,1.40742777123705,1.2238944976147417,1.5697018944231613
2024-04-23,41.50916605934354,25.473729225836983,12.903770945458437,6.931123668973199,4.747652236745927,2.32853381100711,1.9463201984233034,1.3931058429309238,1.2229520585350226,1.543645952745556
2024-04-24,41.536889962518025,25.380704631006658,12.713241282247619,7.1374111884377385,4.707066473720333,2.3371956307992807,1.9686314191336023,1.4052627342190591,1.2220486124391852,1.5915480654784948
2024-04-25,41.66019398745194,25.208985780569748,12.714904034500893,7.147100974754411,4.706520227921721,2.3353622846774846,1.97793598233016,1.4249098659504225,1.2210154013173002,1.603071460525916
2024-04-26,41.65530991064095,25.181378205994314,12.730360907353177,7.126082785633524,4.702757408951156,2.3394634955583617,1.9843828457101458,1.436485200640052,1.2194360111056712,1.6243432284126458
2024-04-29,41.70697759743491,25.156692691815735,12.748617216073743,7.128503977719143,4.7010422799749,2.3341697234659975,1.9893166457965943,1.4266785882955169,1.2193595886894686,1.5886416907339926
2024-04-30,41.45544586755508,25.25949218677439,12.668677233408843,7.299377148796806,4.713873570123824,2.334541786627805,2.0032712660907217,1.433832435936159,1.2200512652257998,1.611437239460572
2024-05-02,41.45472692983311,25.275519193275812,12.742175170152926,7.266767287596271,4.673378181860918,2.330780092489089,1.9829719649764204,1.4400895687010953,1.2179035462009278,1.615688064913431
2024-05-03,41.36402854488508,25.305013553209893,12.765003459670282,7.331355237019455,4.603486016240828,2.3181403971207373,1.9636989448479822,1.4998655535142256,1.2164252660345187,1.6329830274569972
2024-05-06,41.39343865414614,25.32300559217788,12.79303031287467,7.314219278852393,4.6038075648481325,2.322936983433937,1.965633412968323,1.4880124215633839,1.212063458467154,1.58385232066799
2024-05-07,41.42757846377246,25.343891090416058,12.734523078847973,7.330628850419202,4.607431379657933,2.3244510755131556,1.9703478969604986,1.482061601703583,1.2112581092355004,1.567828453473631
2024-05-08,41.408348640719765,25.224898825845425,12.835099922487977,7.328589351091576,4.583220706946028,2.3322713927332894,2.005918440868395,1.4922086980675013,1.2139103698169873,1.5755336514230531
2024-05-09,41.38994937015299,25.221698139484282,12.849850323965551,7.3423579285123814,4.585013210749691,2.3260186492754538,2.0075411795995963,1.4904656106681933,1.214321227165434,1.5727843604264282
2024-05-10,41.279127727799015,25.2111543906913,12.917795128165702,7.361891391921668,4.596170888821008,2.322972988539897,1.9912055053303785,1.484595254106804,1.21353855610587,1.6215481685183577
2024-05-13,41.20692975630143,25.26836804046868,12.922460483549822,7.365314831086406,4.564634654199338,2.3114081765132535,2.0349289534419994,1.4839370356016208,1.2139122689933655,1.628105799844089
2024-05-14,40.920368045082,25.47014910061261,12.969270367600524,7.422228278003142,4.498179760972961,2.3205705000108896,2.0517629027407436,1.4775227089249934,1.2148572866891305,1.6550910493630069
2024-05-16,40.82715090357663,25.551572835215055,12.98319897647964,7.40550563860563,4.465377647475976,2.3286357270656004,2.075294919911852,1.4851497179458595,1.214927198872154,1.663186434851599
2024-05-17,40.61375756094142,25.585621672441235,13.037367463065982,7.458017976167103,4.455555085796573,2.348103157434861,2.0889011892558838,1.5036849720230636,1.2116918125287592,1.6972991103451212
2024-05-20,40.43145665669912,25.661388972967536,13.04025086002657,7.481872192052823,4.467683867380934,2.3539109158152813,2.103613763479502,1.4965353797988212,1.2139552305989254,1.7493321611804848
2024-05-21,40.487494001949294,25.540599633309775,13.064761466841318,7.500842493044332,4.470241043615901,2.354588449731564,2.0904110403984806,1.4953070773192856,1.2145230710291128,1.7812317227609384
2024-05-22,40.3206122117248,25.683313189190983,13.087018768255707,7.552003103278955,4.430899879155591,2.33292340966191,2.094514778829637,1.4962346015576566,1.225442942554578,1.7770371157901872
2024-05-23,40.2919611827502,25.769611609389454,13.093022997484393,7.459289157094844,4.4368745243462,2.339411243899124,2.1078612172178586,1.4930695128648217,1.2312808167715117,1.7776177381815965
2024-05-24,40.17258732422345,25.943379607733146,13.055578770101375,7.389607598710471,4.442578148034225,2.3506588989157704,2.119633373750606,1.4972809034845098,1.2281920262954475,1.8005033487510063
2024-05-27,39.95344846397123,26.239240129540857,13.073479160916387,7.310022612550274,4.441188339167708,2.3489983514390183,2.118109567263136,1.4842416754245529,1.2288341484962,1.8024375512306408
2024-05-28,39.81420705687898,26.432050136133512,13.038315996259989,7.390546241014695,4.434843217548433,2.3454624858250837,2.0844161842504363,1.4773863695866085,1.2291414161593834,1.7536308963428837
2024-05-29,39.82275577247936,26.434273619227394,13.056685470891722,7.410158105131027,4.4233423986166045,2.3234036524620807,2.0467393656811366,1.4712971463864462,1.2271041322668883,1.784240336857343
2024-05-30,39.90949043781424,26.63208365563174,12.897447537037843,7.3000046324695695,4.424721385446099,2.3132358100250903,2.0456911392954256,1.474042643013432,1.228484321045172,1.7747984382213853
2024-05-31,39.8518740524597,26.744811563386055,12.83547385909219,7.355080948102093,4.415100029678079,2.287288748128283,2.0549210991155737,1.4690773402578838,1.2267413051121385,1.7596310546679994
2024-06-03,39.986037000401986,26.819594671314327,12.721498820034824,7.253294147868315,4.42003338216282,2.2871194270686934,2.0426351454029628,1.4797253356545186,1.2314262814520232,1.7586357886395318
2024-06-04,40.02492506457308,26.832091175530117,12.671437892318323,7.230042064262088,4.421077496991775,2.2818024951471205,2.0577455485821297,1.4883866387206508,1.2291845785021078,1.7633070453726092
2024-06-05,39.98513189895202,26.86929670385023,12.658672895511058,7.24236569145639,4.454337302008029,2.2795810343336163,2.0644859968578455,1.4916599393561127,1.2321115467144406,1.722356990960253
2024-06-06,40.02596131151543,26.81022278189442,12.668654482840703,7.218725257745795,4.534673563523465,2.3176678655647804,2.0337037057506775,1.471866694510401,1.23145419159187,1.6870701450624612
2024-06-07,40.080729057466364,26.732189191169546,12.782949609302818,7.213052213353752,4.534591862803545,2.328168704605594,2.0294402810050167,1.388663335176837,1.2310441699359953,1.6791715751805265
2024-06-11,40.19064501558157,26.71273338974337,12.725178043747945,7.202240353003275,4.542384616290351,2.320550529439921,2.035960144684004,1.3702729067202335,1.2298801787974882,1.67015482199184
2024-06-12,40.2426901765675,26.721738981094433,12.76954550403843,7.1797930215020305,4.530921032091396,2.3214478097585327,2.0341385420014926,1.3845563610997331,1.2377648046128424,1.5774037672336132
2024-06-13,40.42142095202739,26.691104696722405,12.81431648260356,7.158582671098694,4.456164421979601,2.3230278891236873,2.033255382402466,1.3685111136922672,1.2368832209306344,1.4967331694192876
2024-06-14,40.42734677188293,26.618750312524785,12.913005182968703,7.297355788940961,4.416367353852774,2.306392690490114,2.0226153746744964,1.2958864870252922,1.2419888380170587,1.460291199622885
2024-06-17,40.43286665170225,26.72837654326336,12.887365969077678,7.224972231592865,4.453237073756446,2.3074194438720923,2.012489347579293,1.3001848979374226,1.240576744967092,1.4125110962515022
2024-06-18,40.422529695387645,26.82165198237021,12.860489226588703,7.217777309842112,4.44964193497647,2.303677006809067,2.011095400528281,1.2978511309895628,1.2403023839636385,1.3749839285443088
2024-06-19,40.414167186956526,26.90062962559888,12.862620342242476,7.184819307453654,4.445255664325823,2.3030012385506367,2.011190487562185,1.3012497217626693,1.2399836848199828,1.3370827407271668
2024-06-20,40.37706998168255,26.94912350139897,12.893110857106679,7.190326346630546,4.431379965767133,2.2989401381113694,2.0141902309004376,1.2971439844768875,1.2385669441007863,1.310148049824642
2024-06-21,40.26707309093354,27.041713566230342,12.880063509459653,7.240163064079582,4.423756542393185,2.2839143746034734,2.007214381334537,1.3116908719527258,1.2378216756088687,1.3065889234040955
2024-06-24,40.23977715896333,27.244942820784257,12.833946762559318,7.209297336174222,4.423547298762634,2.2683590596509684,1.9963451885936654,1.308135458983896,1.244129088377118,1.231519827150601
2024-06-25,40.31643996385325,27.28875288502367,12.846383616179097,7.1262502337226685,4.387543003502718,2.289944496021379,1.9926293519546459,1.3032086273885524,1.2440877656476592,1.2047600567063665
2024-06-26,40.33306846882987,27.214136095883017,12.880593445997112,7.074066398427911,4.390180135078054,2.2920654409534573,2.0032601632790175,1.287690903677153,1.2441791059508511,1.2807598419235577
2024-06-27,40.193651987969375,27.221095487455106,13.034103319224426,7.063945904626598,4.391793378655363,2.2929909751362856,2.0010437322714236,1.2689771567207986,1.244470335922644,1.287927722017983
2024-06-28,40.094708537487094,27.275813755226924,13.09801641336146,7.0661811741685305,4.392116213819131,2.2939679917759257,1.984830156960533,1.2865191942619951,1.2451780348490118,1.2626685280893926
2024-07-02,40.03913771188085,27.24434629997837,13.193892046224494,7.060784925373687,4.380005552307355,2.296317780141305,1.98860578103846,1.2738805258885049,1.244620352245027,1.2784090249219444
2024-07-03,40.01807243869777,27.287396477704633,13.130299562203735,7.076472283158107,4.382843138667656,2.29808887531477,1.9933281338386903,1.2722604489822331,1.2451774010284384,1.296061240403961
2024-07-04,39.976832710808566,27.393792789061845,13.108342354976497,7.046319996086539,4.375555646831093,2.2919503919579065,1.9970718767318318,1.284272438837391,1.2442899283702626,1.281571866338075
2024-07-05,39.87849412077129,27.441910451804734,13.236462707725888,7.010113131905833,4.36227224610013,2.288873828963112,1.9995430695279057,1.2831435340744568,1.2439583188526275,1.2552285902740183
2024-07-08,39.85274623902137,27.44147063718898,13.25775633462685,7.026601219315422,4.367526859065193,2.289261533513913,2.002413566728883,1.277572265279413,1.2417479088988947,1.242903436361078
2024-07-09,39.917814118802234,27.375584852457052,13.270894153977055,7.031526015848116,4.387207263300595,2.2839521862014367,1.9889742748589985,1.2751394693080622,1.2414513239796576,1.2274563412667885
2024-07-10,39.836676243928274,27.401623729003756,13.311416629267061,7.035080536374139,4.39043347156551,2.28337036981213,1.9842252660350126,1.275253811887294,1.2408630461048071,1.2410568960220234
2024-07-11,39.904699112141955,27.396897325411263,13.299925565921859,7.029492863672256,4.3868439749637,2.2828605727844944,1.983269061915333,1.272710543060244,1.2427260066818375,1.2005749734470588
2024-07-12,39.75162271871034,27.419006966842552,13.284316481588185,7.180149850112419,4.384417532657184,2.2946527924341926,1.98573435945409,1.2813282187332624,1.2417408297566572,1.1770302497111211
2024-07-15,39.68515777648788,27.468492019708137,13.270648530306739,7.23037557107526,4.399338274508504,2.295894895120415,1.9918084898064008,1.2779508180049957,1.2412034646075982,1.1391301603740736
2024-07-16,39.59521224861713,27.495934226046803,13.277957955639208,7.290411870916763,4.407152622750634,2.292451032687536,1.9953232624378419,1.279319225249023,1.2411695697852594,1.1250679858698025
2024-07-17,39.54622014655037,27.484913210625717,13.256856637475947,7.362718462527873,4.410923134437934,2.294064271284112,1.994039664056002,1.2854439055803917,1.2314691104916156,1.1333514569700387
2024-07-18,39.48630093459058,27.554371621505435,13.238205873708505,7.4219277324098565,4.410877563659843,2.2877866075936373,1.9814394909504804,1.279155786478264,1.2308418286538003,1.1090925604495956
2024-07-19,39.551246222940556,27.41048361967569,13.223197719494229,7.493434164145768,4.414113370933022,2.277520328363135,1.9913178913718959,1.3000641181022652,1.2287333767180153,1.1098891882554274
2024-07-22,39.28482171947353,27.34892674473897,13.647463695021392,7.487740930482081,4.387364362330912,2.263840354522296,1.9773994075245362,1.275338830312382,1.2212095225010358,1.1058944330928604
2024-07-23,39.21881057716072,27.342771060664013,13.670301040611724,7.541697198718761,4.379250583735141,2.2660275085762462,1.9821028725054257,1.2882793319139685,1.214427501909602,1.0963323242044023
2024-07-24,39.21944550756213,27.30416547200528,13.757978033997983,7.573958454073567,4.375050003526675,2.260240880561767,1.9873540145956565,1.2243714180211922,1.2139541205289148,1.0834820951268358
2024-07-25,39.22667739780901,27.29766835102778,13.744442752826142,7.572281537371427,4.395436840633649,2.2580263278098025,1.9915298127043444,1.2236482259353003,1.212884863133878,1.0774038907486612
2024-07-26,39.1763494395087,27.29241409144593,13.798248273350818,7.589222748139042,4.385260950660083,2.256077155986094,1.9946352654568966,1.2165628432976063,1.2120314667327683,1.0791977654220524
2024-07-29,39.09830638174679,27.22161100089887,13.82148666979953,7.614822370243091,4.454667165882295,2.2633823710953473,1.9816671209306942,1.230318259877682,1.2103316549012875,1.1034070046244118
2024-07-30,39.0813199451847,27.11753334559932,13.920627413807813,7.633165342651428,4.503082285561367,2.256277789289914,1.946751855960651,1.2285158582919053,1.2081592513943489,1.1045669122585506
2024-07-31,39.05008359350763,27.139479327731124,14.003973237206008,7.64549452497081,4.540285165497522,2.2471629796203785,1.8780150729017429,1.2446848772947192,1.2066798856829044,1.04414133558716
2024-08-01,39.21125148619633,27.082472595235984,13.949192460615043,7.623492154546948,4.515313485747109,2.2494957972380147,1.9013028660364375,1.2564504885216603,1.2066713104827427,1.004357355379735
2024-08-02,39.25135916953407,27.073234284084783,13.882110892268324,7.642921717338858,4.513395205966368,2.246321807226025,1.888589980161657,1.2542115520472696,1.2067235990082958,1.0411317923643504
2024-08-05,39.194722376109794,27.24401712524448,13.847084593594822,7.617911205270586,4.516362558902999,2.247229146356554,1.8840435247101248,1.2437528328114023,1.2061676433120594,0.9987089936871829
2024-08-06,39.159729103585676,27.296198637124647,13.938927067415946,7.545293448580019,4.502623717678089,2.2479494234521082,1.8735563069023065,1.2445548203108217,1.2051617623733941,0.9860057125769953
2024-08-07,39.25406537706833,27.20039112511168,13.89660331040606,7.525066810685487,4.503556871906226,2.2494032322737745,1.90745541636567,1.2671537322235273,1.1985256168654668,0.9977785070937849
2024-08-08,39.277690778813394,27.25418536731688,13.714641710433604,7.611233234661534,4.481361125346283,2.2496641044664085,1.9038310366677924,1.249423248260877,1.1943577046364684,1.0636116893967629
2024-08-09,39.233860580426736,27.256348558360372,13.747636068073223,7.635718674954894,4.4810074441008325,2.2472816695438276,1.8912704791983128,1.2442952976170474,1.193444835723643,1.0691363920011108
2024-08-12,39.22106741680511,27.253452039301674,13.814378125368346,7.622520802941106,4.5080319042072095,2.2492149336894904,1.8896116184775453,1.2347811151647012,1.1900952324231453,1.016846811621676
2024-08-13,39.19369986269192,27.27852736328661,13.82493097324712,7.612671054821915,4.515433508527154,2.247629239282827,1.8761227873271742,1.2434991712153804,1.1882548400925719,1.0192311995073249
2024-08-14,39.22998959536258,27.24763780007781,13.835892716827496,7.6103673716718685,4.512851724725273,2.2495255330892703,1.8763717846352577,1.2484565953287095,1.1881614229102262,1.0007454553715076
2024-08-15,39.244123897798055,27.280052387338422,13.801669048213647,7.602711708421693,4.508821704193028,2.2510470983849338,1.8788523676227658,1.2456429272104597,1.1889891110849375,0.9980897497320602
2024-08-16,39.195755586985726,27.32501717191944,13.809967446361638,7.591395344435699,4.510901414492572,2.2521034042299366,1.8824934413741945,1.246945715777926,1.1951045219287495,0.9903159524941179
2024-08-19,39.15547335101997,27.339560868178868,13.834493941453067,7.594991563172628,4.520698388253998,2.253395004533931,1.8681509283388735,1.2478930528301153,1.1956564223114572,0.9896864799070931
2024-08-20,39.05323793906146,27.4578210909178,13.822593764417107,7.601293597691859,4.522922210567086,2.258866750666134,1.8685184128488452,1.2795758217779962,1.195365964344077,0.9398044477076392
2024-08-21,39.06060042228729,27.45959056442252,13.828186252105521,7.572219625616778,4.5367376123353305,2.2593181651095136,1.855362563456462,1.282523388556877,1.1954684880585467,0.9499929180511608
2024-08-22,39.030431176424365,27.444374817690626,13.82350582950729,7.589843104988028,4.552378150541663,2.260931268101148,1.8377792445697978,1.288009101582325,1.1975966380470018,0.9751506685477541
2024-08-23,39.044385367299874,27.418926703278064,13.813856474600552,7.618172819294247,4.572130927007282,2.261573902781354,1.838085499986211,1.2853754991176882,1.1990657384835168,0.9484270681512124
2024-08-26,39.12252328169208,27.360916080604948,13.817089959166312,7.6030413465574975,4.57242817773352,2.258800224531614,1.829072832669727,1.2950494179336873,1.1990012410350386,0.9420774380755768
2024-08-27,39.13228141249828,27.385826042364762,13.796801324215036,7.610950769842162,4.572778695119421,2.2580871234753617,1.825716355188239,1.2882998356763726,1.1991476892967499,0.9301107523236114
2024-08-28,39.00575823359087,27.45555599446587,13.824555332673597,7.622844475280852,4.572649038965477,2.257454934236221,1.8504113948622862,1.2760154794114835,1.1991328658409728,0.9356222506723793
2024-08-29,38.898615344247794,27.533025981699577,13.788757250110997,7.656827131158403,4.617993498903954,2.2492217539246657,1.8476816405751963,1.2642311469542133,1.1989297560816394,0.9447164963435608
2024-08-30,38.86711489404349,27.583273229847077,13.845959178850938,7.650470045914104,4.6169029662499845,2.243423331085305,1.8277572935292692,1.2706186413295446,1.19884909837825,0.8956313207720411
2024-09-02,38.81395182540807,27.548195638385746,13.914251459562571,7.666768654468773,4.61741945475727,2.24436279967562,1.8221096035295137,1.2722776809145389,1.1997793736358906,0.90088350966201
2024-09-03,38.77014303459137,27.572958578223954,13.900795659133717,7.686086956911193,4.619106205209709,2.249801000936262,1.8229097767923599,1.2696343343205327,1.2005588016800468,0.9080056522008572
2024-09-04,38.78713794236783,27.53190353916728,13.895601640931982,7.694403616152378,4.631443870307054,2.2497907748910926,1.8163583814802868,1.2658482055360578,1.1990556722201138,0.9284563569459318
2024-09-05,38.72907766135843,27.57419179827614,13.906874012223286,7.696395071421194,4.627825490068656,2.2491008703633124,1.8441958104127532,1.266959562774008,1.1981197940176656,0.9072599290845567
2024-09-09,38.74770616986839,27.570800342407193,13.920369057408921,7.6749394015295636,4.633024054628665,2.2546620297381392,1.8092582684629228,1.3001398349825701,1.1977399949612726,0.8913608460123618
2024-09-10,38.8015814697562,27.584222165460826,13.737938832616296,7.717351694566005,4.714474142099072,2.2645067612107224,1.7875061488103163,1.3091500603540371,1.2009748251720722,0.8822938999544531
2024-09-11,38.95784260831517,27.51462435647068,13.584404809213044,7.721633852820041,4.694187692256221,2.2923967136057217,1.812820475415845,1.3265869169536086,1.20704136152133,0.8884612134283367
2024-09-12,39.16391107037297,27.507095029030644,13.490273188905928,7.727996067233321,4.679113012519032,2.300259204123679,1.7340394936887635,1.3325087942702691,1.2076663183348098,0.8571378215205854
2024-09-13,39.53536560881391,27.37655242611052,13.223057510475321,7.7657608080523595,4.640887568006084,2.3121965663825925,1.7199046534616826,1.3517527850287856,1.2071750308633822,0.8673470428053531
2024-09-16,39.5870747357594,27.41722230716148,13.099352115400183,7.783934198026889,4.644339070590469,2.3167352062616042,1.7503200776212096,1.3402208162131866,1.2078233797648914,0.852978093200687
2024-09-17,39.60360160564231,27.424655126687234,13.04417189248222,7.7847950052105155,4.7019310587294365,2.3136494133759444,1.7420847573866385,1.2986365929516197,1.2079469840196735,0.8785275635144087
2024-09-19,39.57400798816194,27.404162173510105,13.0615720956055,7.78911879896228,4.728880253055758,2.3113911483810576,1.770689527979222,1.2882722030057923,1.1931650126357605,0.8787407987025841
2024-09-20,39.58039322265769,27.408583813129972,12.993797160021547,7.781002800155365,4.781118432153831,2.30800347323868,1.7728349937959145,1.2838484110198431,1.201526465391025,0.8888912284361311
2024-09-23,39.540104294606465,27.291974017961003,12.923240629739944,7.7915804751777,4.792175405059702,2.3049153566870184,1.7759973163484912,1.300417278754696,1.2095083063156842,1.0700869193493017
2024-09-24,39.46052802733391,27.311776379494123,12.874112523086346,7.789733681922575,4.808505125543569,2.3010636930625084,1.8281251631478639,1.3045788022631117,1.2089404575144533,1.112636146631541
2024-09-25,39.34978648996498,27.400973341780777,12.848564150974953,7.833325725139064,4.810105907992267,2.2995149945935935,1.843902219760472,1.3041102359298165,1.2116249664042849,1.098091967459795
2024-09-26,39.2514020781007,27.42630265051761,12.77572597169175,7.826420253255353,4.8113703325829995,2.3004988475061157,1.8584670178965086,1.2826874766183631,1.2100604546888343,1.2570649171417627
2024-09-27,39.14411527154863,27.364823859532354,12.763028405979252,7.854075954944233,4.81338648149545,2.3025187282745097,1.8564641304550151,1.3137815856047401,1.2113099369172704,1.3764956452485462
2024-09-30,39.435052651855756,27.085226885913144,12.479068532260161,7.929876752093406,4.837325324521943,2.3259655355066817,1.8478835426696074,1.3846490256010342,1.2077645803442485,1.4671871692340195
2024-10-02,39.637989412110116,26.852642828109857,12.280620976705235,7.974601053569024,4.786058104686029,2.350738570883948,1.971709718630083,1.3674446301329173,1.204231552878007,1.5739631522947903
2024-10-03,39.551815412111196,26.695316858631806,12.477266609867184,8.022141803121489,4.925439135654009,2.33986225229711,1.9578279971560562,1.3378206762979938,1.201306397074512,1.4912028577886411
2024-10-04,39.547021241974065,26.692081055431593,12.36308737629168,8.02220286548367,5.130810380034282,2.3405807436572093,1.8444451611090924,1.3170812796332534,1.200799568098827,1.541890328286326
2024-10-07,39.51130559041742,26.667974939816354,12.32169972991168,8.157662785373585,5.123764633792225,2.3337822640858947,1.8188262500661336,1.323838529915245,1.1997151036406528,1.5414301729808078
2024-10-08,39.469854377029996,26.63999763298423,12.244430722165509,8.137018790763573,5.210861106566917,2.328000826910271,1.8135533552905387,1.418744756582866,1.2017081526493074,1.5358302790567935
2024-10-09,39.4007550132494,26.59335933353747,12.345486646974999,8.112416641513246,5.193446063577383,2.3263126190479233,1.8602323255877788,1.4110946430984652,1.196111386882912,1.560785326530419
