date,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,FE SECURITIES LTD,PRUDENTIAL BROKERAGE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,59.79854208817525,6.740092883899757,12.783595109522516,3.8419900725613845,6.301503485591763,6.438538890419222,0.0,0.0,4.095737469830107
2024-03-04,0.0,59.54497555868286,6.757192610487543,12.765633379490653,4.152133485813312,6.287352840183166,6.395426947344156,0.0,0.0,4.097285177998312
2024-03-05,0.0,59.48319084684024,6.77880509136533,12.74523161713496,4.222962752763265,6.277251013650674,6.399524901506262,0.0,0.0,4.093033776739273
2024-03-06,43.1196552248666,33.511488561450996,3.8780557923812022,7.241131930569128,2.6766875942560393,3.570394270972817,3.674538198637905,0.0,0.0,2.3280484268653114
2024-03-07,42.99494147747502,33.4003597806941,3.8952483211926974,7.118728187086773,2.8901296123439675,3.719425522554414,3.6598520197681026,0.0,0.0,2.321315078884922
2024-03-08,42.97749941615465,33.38681002103871,3.8956964936023666,7.1138118971024085,2.935610014612792,3.717916636955048,3.652282145918447,0.0,0.0,2.3203733746155715
2024-03-11,42.92525803911011,33.34420070413472,3.939583144943907,7.107190609878504,3.007000656610697,3.711371396994287,3.6478426077589465,0.0,0.0,2.3175528405688226
2024-03-12,42.92351884708124,33.34284970542853,3.9941211408540873,7.0116882827083105,3.0514472497669454,3.711221024280302,3.647694809025151,0.0,0.0,2.3174589408554382
2024-03-13,42.90557565839225,33.318119032108854,4.034405067234955,6.99892816216357,3.0537892599734997,3.7091444584639457,3.659826716917662,0.0,0.0,2.3202116447452634
2024-03-14,42.92904368285726,33.35254950607271,4.101437730585463,6.832588192590011,3.0331756617222148,3.7172506804397,3.6618285290740618,0.0,0.0,2.372126016658572
2024-03-15,42.91659339035739,33.34714594295155,4.107099154686117,6.831896185892648,3.047047705095376,3.716874196112805,3.6614576579202205,0.0,0.0,2.3718857669838886
2024-03-18,42.91224722435981,33.33161646824554,4.110734030916615,6.831204319354406,3.064967741232474,3.71649778803909,3.661086861882666,0.0,0.0,2.3716455659694033
2024-03-19,42.8861887028815,33.30465554940522,4.118358638375607,6.835152746191148,3.0833482481020256,3.7229853595335047,3.6588636618221906,0.0,0.0,2.3904470936888083
2024-03-20,42.89110523486793,33.289136008319026,4.118442002695684,6.835291104190374,3.1016285718692713,3.723060720659236,3.658937724988661,0.0,0.0,2.3823986324098163
2024-03-21,42.879821513067284,33.282402036598896,4.131524287779075,6.835516566712403,3.1149783585666633,3.7241049436593396,3.6498804187414273,0.0,0.0,2.3817718748749113
2024-03-22,42.88579246614327,33.25692001551002,4.154363173259162,6.816228787314715,3.1538673836455895,3.7185516353264996,3.6321730056399306,0.0,0.0,2.3821035331608083
2024-03-25,42.910110021345865,33.29197857904327,4.164819260829484,6.8160435790531935,3.0888271203591633,3.726735495266976,3.6180316854250503,0.0,0.0,2.3834542586769953
2024-03-26,42.89621089976134,33.25714438647265,4.177641396213551,6.805737964413108,3.1384379408120333,3.7475544099129863,3.6087619468551075,0.0,0.0,2.3685110555592153
2024-03-27,42.91155322228553,33.205149685558126,4.201016000347002,6.807529562671438,3.1392641289459338,3.74854094686003,3.6097119469362915,0.0,0.0,2.3772345063956557
2024-03-28,42.88636837480992,33.19578052756115,4.20057421616191,6.805558012221066,3.137421690666816,3.75038851855865,3.648069355708224,0.0,0.0,2.375839304312264
2024-04-02,42.83782186473207,33.15553127036506,4.290222704961575,6.796892025625683,3.149596360218222,3.7476341107176965,3.6393815760160666,0.0,0.0,2.382920087363624
2024-04-03,42.82570343737021,33.14449595257973,4.3112361776000006,6.794969247138974,3.148705368261838,3.742532641662538,3.638352028309129,0.0,0.0,2.3940051470775736
2024-04-05,42.79773217632374,33.12890588095973,4.324696121011202,6.780434522663975,3.1365521714819904,3.7380689077268285,3.6460723135676387,0.0,0.05509638424286423,2.3924415220220405
2024-04-08,42.80205374791141,33.13023159388299,4.367543006989896,6.740728528549991,3.1267712250922286,3.7404658983831385,3.6464404817325318,0.0,0.055101947691127015,2.3906635697666907
2024-04-09,42.789955546188466,33.106734443091554,4.39255500841569,6.74689907855274,3.123868466352032,3.7373896759582905,3.6454097981868645,0.0,0.05508637286655386,2.4021016103878106
2024-04-10,42.77182106172039,33.09270373065253,4.408856391813038,6.744039726749588,3.146761841646104,3.7358057613651408,3.643864864883682,0.0,0.05506302713131295,2.4010835940382185
2024-04-11,42.75542691067937,33.02756886249361,4.4394438346102865,6.791888106366545,3.145555709018559,3.740425851125647,3.6424681960142,0.0,0.057059254829270746,2.4001632748625172
2024-04-12,42.75628944740978,33.02420040461052,4.451637636877922,6.775886134668347,3.1496539139969597,3.7405013094923873,3.642541678208986,0.0,0.0570604059276612,2.4022290688074417
2024-04-15,42.740769108909795,32.983979790752684,4.498421105918674,6.777459801606652,3.1525438867296094,3.7411601659240095,3.641219452155773,0.0,0.05703969325997209,2.4074069947428276
2024-04-16,42.711483635432,32.92107436270665,4.5840102632335125,6.794983821344737,3.150383800650036,3.7365815072704978,3.638724531312837,0.0,0.05700061033144803,2.405757467718287
2024-04-17,42.70718033266105,32.91775747135872,4.5895935809244754,6.798329320633655,3.1520814471354393,3.734189979552919,3.638357919525432,0.0,0.0569948673587506,2.4055150808495607
2024-04-18,42.690835687420254,32.89508795059828,4.64222278324546,6.795727503325409,3.136775103134684,3.7367894226893963,3.640994038954083,0.0,0.056973054612503515,2.404594456019927
2024-04-19,42.63672968663435,32.85339699688776,4.636339269711134,6.787114656288917,3.1247526512044037,3.8668395241097944,3.6363794741848303,0.0,0.056900847449350034,2.4015468935294706
2024-04-22,42.62558202179289,32.84480725134873,4.6512167190953,6.805452183731317,3.1239356632336075,3.855772479931352,3.635428717878883,0.0,0.05688597033327613,2.4009189926546415
2024-04-23,42.62901145159476,32.8595179814165,4.651590931492524,6.816056556136983,3.1020619471873614,3.856082695075045,3.6377325736381803,0.0,0.05689054707880582,2.391055316379838
2024-04-24,42.66677163230537,32.71348043560982,4.673829595130279,6.812028373697846,3.1853357084073886,3.857485209110466,3.640954826153077,0.0,0.05694093992783683,2.393173279657924
2024-04-25,42.6616185781718,32.70952948433947,4.687355463854901,6.805166934539273,3.18897681500713,3.85701932361359,3.6405150919852622,0.0,0.05693406291946147,2.3928842455691166
2024-04-26,42.649370900697306,32.71824990167257,4.716194710130557,6.792749136132342,3.2383695185291725,3.8538996872136524,3.6394699404843656,0.0,0.05691771778153211,2.3347784873584994
2024-04-29,42.62621085216781,32.71456144039907,4.7478246720955966,6.791071680155525,3.240633446877671,3.847784417203591,3.635482349240502,0.0,0.060909281885107525,2.335521859975123
2024-04-30,42.609298882244275,32.7113094630632,4.767170001446852,6.7839464421576565,3.2642430678563357,3.843143587305229,3.6147883720586504,0.0,0.06894313370366971,2.3371570501641257
2024-05-02,42.56266698923901,32.64939673963567,4.7800311864569105,6.726304250586966,3.367132387851407,3.925919871519575,3.5931164899415364,0.0,0.07288510561847154,2.322546979150455
2024-05-03,42.509664342033844,32.59483890927594,4.800159421506811,6.717928085360322,3.4632498709329584,3.949117928952043,3.578610983948019,0.0,0.0727943428958117,2.313636115094247
2024-05-06,42.53526474976187,32.58435707585309,4.809072456260079,6.6737957462979765,3.5295729249973493,3.919377490648215,3.572736440516939,0.0,0.07283818151197748,2.3029849341525033
2024-05-07,42.57136457801188,32.62808451260611,4.861372869057039,6.727678756285766,3.470285693379361,3.803557902514049,3.6119328365671195,0.0,0.07892736655072892,2.2467954850279503
2024-05-08,42.201649536212834,32.25638611323678,5.287197189381621,6.627426441407283,3.8663658893813944,3.92208595499032,3.5751891363269332,0.0,0.07824191437148488,2.185457824691347
2024-05-09,42.17382988965717,32.225409497867346,5.4011431280139295,6.605144342771055,3.8419231807433687,3.917510125264962,3.556909456607164,0.0,0.08217105871003669,2.1959593203649637
2024-05-10,42.21037172575588,32.20950556695283,5.324147481504831,6.565649070183106,3.8990383545596354,3.785249431125106,3.715374041854156,0.0,0.08224225644966088,2.2084220716147986
2024-05-13,42.20784927633948,32.20758075925278,5.351716847058823,6.565256713589496,3.850998155498763,3.7830312619026225,3.711168081796201,0.0,0.08223734173502316,2.2401615628268132
2024-05-14,42.16813895893823,32.170262286638575,5.374035850180919,6.5644306085493405,3.79129458725752,3.906506083620905,3.7013568691820105,0.0,0.09011183472775733,2.2338629209047447
2024-05-16,42.167299869899644,32.12584511183344,5.5112295991702505,6.440928355199181,3.669837380571163,4.001941869456877,3.7470501121930657,0.0,0.10204923162805651,2.2338184700483183
2024-05-17,42.14357739241621,32.09338129155279,5.564339126804201,6.402111626571894,3.6899972648189845,4.025924114081393,3.722027045991774,0.0,0.10200144762518186,2.256640690137564
