date,LEGO SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,SDICS INTERNATIONAL SECURITIES (HONG,KGI ASIA LTD,CMB INTERNATIONAL SECURITIES LTD,USMART SECURITIES LTD
2024-10-22,0.0,47.70165349407095,11.3699542706081,20.618551361758065,12.104788200587526,8.205052672975361,0.0,0.0
2024-10-24,0.0,47.648642175242706,11.357318728090132,20.70676874993168,12.09133602986289,8.195934316872595,0.0,0.0
2024-10-28,0.0,47.64499056498372,11.364111965201193,20.705181862126576,12.090409395972062,8.195306211716453,0.0,0.0
2024-10-30,0.0,47.65795318388898,11.347126919770211,20.705316994139476,12.092726247051493,8.196876655149842,0.0,0.0
2024-11-01,0.0,47.64882237434101,11.344952918414734,20.72050909955574,12.090409395972062,8.195306211716453,0.0,0.0
2024-11-06,0.0,47.652474278277765,11.345822418984959,20.714432956001797,12.09133602986289,8.195934316872595,0.0,0.0
2024-11-07,0.0,47.65612674203631,11.34669205284603,20.708355881000134,12.092262805802866,8.196562518314664,0.0,0.0
2024-11-08,0.0,47.65612674203631,11.350524449603872,20.70452348424229,12.092262805802866,8.196562518314664,0.0,0.0
2024-11-11,0.0,47.65795318388898,11.347126919770211,20.705316994139476,12.092726247051493,8.196876655149842,0.0,0.0
2024-11-12,0.0,47.65430044017126,11.346257219252223,20.711394534945317,12.091799400074693,8.196248405556506,0.0,0.0
2024-11-18,0.0,47.62145092615101,11.407368857436486,20.69711756017346,12.083464166312915,8.190598489926124,0.0,0.0
2024-11-25,0.0,47.61743883242694,11.408242639429504,20.698702918625305,12.08438973587534,8.191225873642912,0.0,0.0
2024-11-26,0.0,47.630208162986705,11.39214728786489,20.696591729138177,12.087630346267963,8.193422473742265,0.0,0.0
2024-11-29,0.0,47.63385780114457,11.385357760528828,20.69817759394595,12.088556554207239,8.194050290173411,0.0,0.0
2024-12-11,0.0,47.630208162986705,11.384485430676872,20.7042535863262,12.087630346267963,8.193422473742265,0.0,0.0
2024-12-13,0.0,47.63112052009453,11.382787999620003,20.70465017650815,12.087861884946639,8.19357941883068,0.0,0.0
2024-12-19,0.0,47.63206940856493,11.383014763050634,20.705062646414834,12.08611053386871,8.19374264810089,0.0,0.0
2024-12-20,0.0,47.63389430035063,11.383450871966232,20.70202467889377,12.086573579965766,8.194056568823596,0.0,0.0
2024-12-23,0.0,47.63206940856493,11.383014763050634,20.705062646414834,12.08611053386871,8.19374264810089,0.0,0.0
2024-12-27,0.0,47.63389430035063,11.383450871966232,20.70202467889377,12.086573579965766,8.194056568823596,0.0,0.0
2024-12-30,0.0,47.63206940856493,11.383014763050634,20.705062646414834,12.08611053386871,8.19374264810089,0.0,0.0
2025-01-02,0.0,47.62623185020576,11.383450871966232,20.709687129038638,12.086573579965766,8.194056568823596,0.0,0.0
2025-01-07,0.0,47.62805658825129,11.383887014299743,20.70664922230287,12.087036661544857,8.19437051360124,0.0,0.0
2025-01-09,0.0,47.62623185020576,11.383450871966232,20.709687129038638,12.086573579965766,8.194056568823596,0.0,0.0
2025-01-17,0.0,47.62805658825129,11.383887014299743,20.70664922230287,12.087036661544857,8.19437051360124,0.0,0.0
2025-01-20,0.0,47.64083367072024,11.360114148791405,20.712204153234783,12.090279226438168,8.196568800815404,0.0,0.0
2025-01-23,0.0,47.65361761039293,11.336328524863236,20.71776206538665,12.093523531550987,8.198768267806198,0.0,0.0
2025-01-24,0.0,47.66458073492929,11.315930684762616,20.72252836471558,12.096305750639656,8.200654464952859,0.0,0.0
2025-02-03,0.0,47.701933194699066,11.284197111051201,20.691194744885717,12.111630867242951,8.211044082121067,0.0,0.0
2025-02-04,0.0,47.694608890471706,11.29781881328874,20.688017754038814,12.10977120950541,8.209783332695329,0.0,0.0
2025-02-12,0.0,47.710930761387594,11.273687976853918,20.700095512533665,12.116840948802581,8.198444800422244,0.0,0.0
2025-02-13,0.0,47.71276332240056,11.270280028661677,20.700890596330936,12.117306352641256,8.198759699965567,0.0,0.0
2025-02-14,0.0,47.72926270863338,11.239596710023347,20.708049099958238,12.12149659658631,8.201594884798725,0.0,0.0
2025-02-17,0.0,47.742103455933695,11.215717231392421,20.713620248777325,12.124757679323931,8.20380138457263,0.0,0.0
2025-02-18,0.0,47.76596889767652,11.17133552269689,20.723974624926388,12.130818633431428,8.207902321268769,0.0,0.0
2025-02-20,0.0,47.79537452354356,11.128193783160627,20.725189840709323,12.138286592784658,8.212955259801836,0.0,0.0
2025-02-21,0.0,45.31605455309193,10.631512046166321,19.821129641030844,11.548605933954747,7.905485545651951,0.0,4.77721228010421
2025-02-24,0.0,44.99000674560673,10.683747322264333,19.441312507731865,11.621353227447313,8.456275170950116,0.0,4.807305025999646
2025-02-25,0.0,41.29873334965214,10.90188693327548,21.552694309724956,12.02237685338018,9.254926416893415,0.0,4.969382137073833
2025-02-26,0.0,39.54250924653183,12.00704803788716,23.1139941276142,11.714893688575378,8.754531126164698,0.018590617926763694,4.848433155299971
2025-02-27,0.0,39.749326112571964,12.971743516640366,21.87516273311222,11.765640351565871,8.740068004692453,0.022433859304200582,4.875625422112926
2025-02-28,0.0,40.89701446966952,13.29415270958649,19.675425256999382,12.101504547838902,8.992421321596957,0.023081595546452303,5.0164000987623005
2025-03-03,0.0,40.62989695826913,13.172543947358745,20.288346317427187,11.968958676306626,8.933687616067667,0.022930838860628914,4.983635645710017
2025-03-04,0.0,40.48908225079513,13.107847866311362,20.606504372651614,11.927476774038853,8.879873961770828,0.02285136537907887,4.966363409053141
2025-03-05,0.0,40.006836039031036,13.01758250275064,21.508845770719937,11.76283507441025,8.774110004156736,0.022579193628693456,4.9072114153027115
2025-03-06,78.51030294889148,8.571542728127474,2.797105193097569,4.664751289225543,2.5202103796925495,1.8798701983967665,0.0048376363171081975,1.051379626251515
2025-03-07,78.45021329541204,8.564982302132778,2.8006039540961516,4.744969199795707,2.5053909891942627,1.8784313968055726,0.004833933721664848,1.050574928841827
2025-03-10,78.37393727253139,8.556654692065106,2.8117247702734005,4.843379387435079,2.4833161493434184,1.8766050247642,0.004829233756888859,1.049553469830512
2025-03-11,78.28761147732361,8.547229875010908,2.813451681082061,4.957034488562982,2.466913116842923,1.8745380184775264,0.004823914546717523,1.048397428153275
2025-03-12,78.02539461816562,8.519403039765857,2.8200541517337143,5.258544651277748,2.458650427547547,1.8682594328583984,0.004807757306799006,1.0448859213443173
2025-03-13,78.00195621348249,8.516843857372972,2.8135996575229574,5.299420778593841,2.4511029187816136,1.8676982178737807,0.004806313082621397,1.044572043289717
2025-03-14,78.39860971221366,8.560153488030542,2.866070257347209,4.786935055067204,2.463567202957051,1.8699496567599314,0.004830754019653814,1.0498838736047622
2025-03-17,78.30863979371293,8.550329891483372,2.861976965326789,4.898050836408884,2.4596945612547985,1.8678037103096474,0.004825210266428589,1.0486790312371466
2025-03-18,78.18854022025513,8.53721651120253,2.880552532786848,5.026240493178653,2.4506226117074537,1.864939116702837,0.004817809988549049,1.0470707041779934
2025-03-19,78.12561962462831,8.53435797521896,2.7614965940692215,5.286962043669067,2.385106609289052,1.8554151242833832,0.004813932956528213,1.046228095885465
2025-03-20,77.2162158954332,8.436601663736425,3.8092440678103396,5.309555835979423,2.3565503285604743,1.8330245983238749,0.0047578974510973935,1.0340497127051669
2025-03-21,77.36922897112383,8.447757908903599,3.7568831419456292,5.187386781847535,2.362014666395721,1.835862399332975,0.00476732578832385,1.0360988046623836
2025-03-24,77.34500026164423,8.4459067405303,3.7753259932940915,5.2014301899054125,2.3604806796789366,1.8344931808398142,0.002382916433630678,1.0349800376735911
2025-03-25,77.23539503625499,8.433938086980866,4.0337083043584725,5.0815863625983075,2.3467925884130634,1.8318935294353176,0.002379539614289954,1.0343065523447
2025-03-26,77.12234937399775,8.421593745166705,4.192544301262205,5.068446157380752,2.333853475927155,1.829212276660957,0.0023760567987823945,1.0296246128057043
2025-03-27,77.00772181046959,8.40828582140636,4.385605009912885,5.0265112693209355,2.319660836760552,1.8217484533587,0.0023725252465947384,1.0280942735243865
2025-03-28,76.89709503005282,8.395417046703463,4.562121651158668,4.99638888335382,2.301324080315363,1.8178771389727895,0.0023691169542401844,1.0274070524888266
2025-03-31,76.77214197022535,8.381775009275346,4.714837078645052,5.0000963944971275,2.2881235007913463,1.8149232001950462,0.002365267284595242,1.0257375790861363
2025-04-01,76.76723944414573,8.38123976472541,4.71146134680965,5.020274771754999,2.27694017634965,1.814807302577849,0.002365116243029246,1.025672077393683
2025-04-02,76.75634718313702,8.380050577101173,4.713157633112237,5.031386364153256,2.276617108503501,1.8145498053047504,0.0023647806641596456,1.0255265480238998
2025-04-03,76.71099601311197,8.375099258904203,4.7568527578180575,5.037079329637867,2.275271978708263,1.8134776860630288,0.0023633834432924728,1.028859592313323
2025-04-07,76.67414989511254,8.371076499305333,4.777402994624867,5.059857215203527,2.2741791113989405,1.8126066295485417,0.0023622482539486325,1.0283654065523047
2025-04-08,76.67656494953481,8.371340168421282,4.761804653794931,5.0686784384918875,2.2742507426635523,1.8166009268033558,0.002362322659182991,1.0283977976309955
2025-04-09,76.80781004328362,8.384880364384264,4.840157495946331,4.836773789506629,2.278143512926874,1.819710350903136,0.002366366179638993,1.0301580768695082
2025-04-10,76.59996116406248,8.362190119926591,4.979670505525362,4.848071322254131,2.270405342196944,1.8155727043416323,0.0023599625787813767,1.1217688791140812
2025-04-11,76.61405479965708,8.365618742286877,4.958417733226885,4.851947847783802,2.2706279631063495,1.814743162696467,0.0023609301985497637,1.1222288210439877
2025-04-14,76.51718396654297,8.360881272586973,5.0185322548102125,4.928639815902651,2.2693421011149826,1.7909060684310856,0.0023595931981886683,1.1121549274129257
2025-04-15,76.49492268230127,8.358448826110616,5.056387316002106,4.916983988600237,2.2686818772680533,1.7903850368539567,0.0023589067174250447,1.111831366146338
2025-04-16,76.3225540823412,8.354901308203132,5.110045033461126,4.903107579799988,2.2677189965047173,1.7880532192406766,0.14226030110426277,1.1113594793449038
2025-04-17,76.32694539249546,8.355382017521547,5.124487293310786,4.897101576116905,2.267849472450866,1.7745423391299926,0.14226848622217841,1.1114234227522668
2025-04-22,76.31854715280278,8.354462676382632,5.1309967921809445,4.899706457940055,2.267599941392619,1.7751330138155264,0.1422528324469374,1.1113011330385054
2025-04-23,76.16960719752804,8.373686093121236,5.167222896984545,4.918857920608807,2.266436975292114,1.7800052876361685,0.11894808325591483,1.205235545573177
2025-04-24,76.16900718710365,8.37362013113021,5.168757652139224,4.918031443871109,2.2664191219006966,1.779991266010387,0.1189471462668382,1.205226051577897
2025-04-25,76.1204377158487,8.368280658852992,5.17254681752513,4.971575796062934,2.2649739307073493,1.7788562474796061,0.11887129914456612,1.2044575343787163
2025-04-28,74.50538493791463,8.372564880587714,5.1822836241728965,4.987510755065428,2.266133505886302,1.7797669500371662,1.6941925067665162,1.2121628395693484
2025-04-29,74.44551805522407,8.365837321768403,5.200155457936717,5.011913771641863,2.264312612686823,1.7783368641540693,1.6928311820227766,1.2410947345652807
2025-04-30,74.47011739430232,8.37196482548462,5.207114573246709,4.993532651297505,2.2659710938902298,1.779639395547482,1.5948367958122909,1.3168232704188396
2025-05-02,74.4408035837677,8.36866935343108,5.229470062151066,5.00416325716694,2.265079135482651,1.778938872789007,1.5942090172441632,1.3186667179673943
