date,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,CSC SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-27,0.0,74.42317133038783,0.0,0.0,0.0,0.0,25.576828669612173,0.0
2024-04-03,0.0,74.7903305377405,0.0,0.0,0.0,0.0,25.209669462259498,0.0
2024-04-08,61.02396304494274,29.14060244442306,0.0,0.0,0.0,0.0,9.835434510634203,0.0
2024-04-10,61.008953499566765,29.151824395879466,0.0,0.0,0.0,0.0,9.83922210455377,0.0
2024-04-22,60.962000962000964,29.20634920634921,0.0,0.0,0.0,0.0,9.831649831649832,0.0
2024-05-17,60.7749112880023,29.4236117771171,0.0,0.0,0.0,0.0,9.801476934880599,0.0
2024-05-20,60.705048376281255,29.50474183350896,0.0,0.0,0.0,0.0,9.79020979020979,0.0
2024-05-21,49.56202096042547,24.08884717659941,0.0,18.356014390739873,0.0,0.0,7.993117472235258,0.0
2024-05-22,49.41901271153396,24.019340247991888,0.0,18.591593230913205,0.0,0.0,7.9700538095609454,0.0
2024-05-28,49.28065946030018,23.952095808383234,0.0,18.53954428804728,0.0,0.0,8.227700443269304,0.0
2024-05-30,42.32850177008884,20.920446195978894,0.0,15.924119965266181,0.0,13.679780909758868,7.147151158907221,0.0
2024-05-31,42.28331220391006,20.364315740308268,0.0,15.773670514445854,0.0,14.439180623206779,7.139520918129046,0.0
2024-06-13,41.90306156185942,20.842425444686903,0.0,15.631819083515175,0.0,14.309330159359915,7.3133637505785885,0.0
2024-06-18,41.91414776109531,20.84793967855017,0.0,15.609497982670812,0.0,14.313115946821881,7.31529863086183,0.0
2024-06-19,41.94744158337195,20.78506652545178,0.0,15.621897133779042,0.0,14.324485337922818,7.321109419474416,0.0
2024-07-05,41.90306156185942,20.868875223170004,0.0,15.605369305032072,0.0,14.309330159359915,7.3133637505785885,0.0
2024-07-08,41.748468278542724,20.897292311746494,0.0,15.547796297516307,0.0,14.520060610053362,7.286382502141116,0.0
2024-07-12,41.75947281713344,20.876441515650743,0.0,15.551894563426687,0.0,14.523887973640855,7.28830313014827,0.0
2024-07-15,41.72647659182196,20.93896095344703,0.0,15.539606242180811,0.0,14.512411931256997,7.2825442812932115,0.0
2024-07-19,41.81458264599142,21.00956779940614,0.0,15.57241834378093,0.0,14.305509732761465,7.297921478060046,0.0
2024-09-20,41.95855128120241,20.737601800966697,0.0,15.62603456266967,0.0,14.354763954181287,7.323048400979938,0.0
2024-09-23,41.98372262290743,20.750347383047707,0.0,15.615695096936413,0.0,14.332032025408589,7.318202871699861,0.0
2024-09-30,41.994837514064464,20.72936660268714,0.0,15.619829240849825,0.0,14.335826328678273,7.3201403137203,0.0
2024-10-04,42.243850409972666,20.611959202719817,0.0,15.73228451436571,0.0,14.439037397506832,6.972868475434971,0.0
2024-10-10,42.26639098245848,21.103181484692858,0.0,15.740678983525648,0.0,13.913159474421397,6.976589074901621,0.0
2024-10-16,42.255117690204706,21.044208841768352,0.0,15.736480629459226,0.0,13.989464559578582,6.974728278989131,0.0
2024-10-28,42.243850409972666,21.03859742683821,0.0,15.73228451436571,0.0,14.01239917338844,6.972868475434971,0.0
2024-11-01,42.15653787527337,21.15448339850222,0.0,15.640532838491616,0.0,13.983696732719201,7.064749155013586,0.0
2024-11-07,42.05619834710744,21.10413223140496,0.0,15.841322314049586,0.0,13.950413223140496,7.047933884297521,0.0
2024-11-18,41.23023074928701,20.689655172413794,0.0,17.494166450609285,0.0,13.676432460461498,6.909515167228415,0.0
2024-11-26,41.24092323651452,20.66908713692946,0.0,17.498703319502074,0.0,13.679979253112034,6.9113070539419095,0.0
