date,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,CSC SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL
2024-11-27,41.25162127107652,20.67444876783398,0.0,17.477302204928662,0.0,13.683527885862517,6.913099870298314,0.0
2024-12-09,41.26232485729113,20.679813181110536,0.0,17.481837052413077,0.0,13.687078360145302,6.888946549039958,0.0
2024-12-13,40.997392438070406,20.78226857887875,0.0,17.542372881355934,0.0,13.754889178617994,6.923076923076923,0.0
2024-12-17,36.17278269872311,18.336592660761532,0.0,15.477970781088231,11.768089267226504,12.136201541470149,6.108363050730473,0.0
2024-12-19,36.373575785475886,18.368051559442975,0.0,15.462078490044885,11.773506732650478,11.911612383473356,6.1111750489124175,0.0
2025-01-03,36.340117281821314,18.374152006439,0.0,15.447855582384731,11.762676785098309,11.900655398413246,6.1745429458433945,0.0
2025-01-08,33.83470720479606,17.107376083931054,0.0,14.382828390964564,10.951718231452736,11.080184134460978,5.748849159618884,6.89433679477572
2025-02-04,33.96378485841707,17.25861049916716,0.0,13.970232658105422,10.993498468647573,11.122454462414701,5.770780721078932,6.920638332169148
2025-02-13,33.993008873353055,17.187415972035495,0.0,13.982253293896207,11.002957784350633,11.13202473783275,5.775746168324818,6.9265931702070445
2025-02-17,33.97839058216417,17.22302854378326,0.0,13.976240391334732,10.998226092565714,11.127237542331882,5.773262377035962,6.923614470784282
2025-02-19,33.956888673869805,17.244530452077623,0.0,13.976240391334732,10.998226092565714,11.127237542331882,5.773262377035962,6.923614470784282
2025-02-28,27.766377269139703,16.879768481978427,7.587476979742173,13.680610365693239,10.765588003157065,10.891870560378848,5.651144435674822,6.777163904235728
2025-03-03,21.443223057907748,16.914742544574764,13.89575553568611,13.674854047230841,10.761058223320886,10.887287645295324,5.648766633356125,6.774312312628202
2025-03-07,21.533829820947552,16.436909100512334,13.954471029419532,13.711509005440236,10.80652828394866,11.186816669307559,5.566999419003856,6.802936671420272
2025-03-10,21.734990743189634,16.22851097593229,13.975138852155514,13.710658555937583,10.822533721237768,11.182226924094154,5.532927796879132,6.813012430573923
2025-03-13,21.666227260743476,16.49354073292908,13.930925388874241,13.667281834959136,10.788294226206169,11.146849459530713,5.515423147904034,6.791457948853151
2025-03-14,22.12781677133358,16.000844371734658,13.942688268510212,13.678822101430155,10.797403556915933,11.135152250778404,5.520080215314793,6.7971924639822685
2025-04-07,22.128984589402574,15.84863837872071,13.943424108085287,13.679544015199493,10.797973400886637,10.945746252902682,5.858138062064598,6.7975511927380206
2025-04-09,22.09633220910624,14.982082630691398,13.922849915682967,13.659359190556492,10.782040472175378,10.508010118043845,7.261804384485666,6.787521079258011
2025-04-10,22.054173693086003,14.982082630691398,13.922849915682967,13.659359190556492,10.782040472175378,10.508010118043845,7.303962900505902,6.787521079258011
2025-04-11,22.054173693086003,14.982082630691398,13.922849915682967,13.659359190556492,10.782040472175378,10.402613827993253,7.409359190556493,6.787521079258011
2025-04-17,22.054173693086003,14.982082630691398,13.922849915682967,13.659359190556492,10.782040472175378,10.002107925801011,7.809865092748735,6.787521079258011
2025-04-23,22.007782919646612,14.950567942785023,13.893563315103071,13.63062684055532,10.7593605384939,9.981068573832562,8.003786285233486,6.773243584350021
2025-04-24,22.007782919646612,14.950567942785023,13.893563315103071,13.63062684055532,10.7593605384939,9.960033655868743,8.024821203197307,6.773243584350021
2025-04-25,21.89265536723164,14.872358233940156,13.820883029922578,13.559322033898304,10.703075957313246,9.907930529399456,8.505963590709353,6.737811257585269
