date,FUNDERSTONE SECURITIES LTD,UBS SECURITIES HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK (HONG KONG) LTD
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,28.54440622952994,25.88409710797311,45.571496662496955,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,28.71001748639175,26.034273567077378,45.25570894653087,0.0,0.0
2024-03-20,0.0,0.0,0.0,0.0,27.412494528037783,24.601410826586346,41.572347324129225,6.413747321246643,0.0
2024-03-21,0.0,0.0,0.0,0.0,24.0683629060427,21.734654311768185,36.727999234996986,5.871098490891746,11.597885056300376
2024-03-22,0.0,0.0,0.0,0.0,24.102061874486356,21.765085772048444,36.12936051562989,6.389368171370579,11.61412366646473
2024-04-03,0.0,0.0,0.0,0.0,24.09447058708801,21.767262708937984,36.13297416266651,6.390007233923274,11.615285307384228
2024-04-05,0.0,0.0,0.0,0.0,24.093265686739528,21.766174186061804,36.13616798265145,6.389687686668019,11.614704457879194
2024-04-15,0.0,0.0,0.0,0.0,24.090856247529572,21.763997466881577,36.13255419690871,6.399049155548021,11.613542933132123
2024-04-19,0.0,0.0,0.0,0.0,24.131882365521975,21.801061003307527,36.02378955440415,6.409946574178446,11.633320502587896
2024-04-22,0.0,0.0,0.0,0.0,24.131882365521975,21.801061003307527,36.00876330730704,6.424972821275563,11.633320502587896
2024-04-23,0.0,0.0,0.0,0.0,24.493840539882054,21.79778561417944,35.65279359817789,6.424007534029963,11.63157271373065
2024-04-24,0.0,62.41647201230054,0.0,0.0,9.116547828614536,8.218099490526832,13.441649995605468,2.4219493657287035,4.385281307223924
2024-04-25,0.0,62.47545169681066,0.0,0.0,9.125162399374753,8.225865083480059,13.359857737722495,2.4242379572636756,4.389425125348363
2024-04-30,0.0,62.50380155544949,0.0,0.0,9.129303178785747,8.22959778338002,13.32054252320426,2.425338018192068,4.391416940988421
2024-05-03,0.0,62.68394986606788,0.0,0.0,9.155615635050065,8.253317110858518,13.070715193647182,2.432328321754136,4.404073872622223
2024-05-10,87.12295212048474,8.04605825139709,0.0,0.0,1.175207000905539,1.0593887332101146,1.6779892278082724,0.35310150648132144,0.565303159712919
2024-05-13,87.12274007036744,8.04603866795146,0.0,0.0,1.1752041405481206,1.0593861547448573,1.6779851437201656,0.353344038856546,0.5653017838114095
2024-05-14,87.12231597322949,8.045999501346184,0.0,0.0,1.1751984198750554,1.0593809978519977,1.6784637568246636,0.3533423188441191,0.5652990320284836
2024-05-16,87.12210392620884,8.045979918186537,0.0,0.0,1.175195559559408,1.0593784194243945,1.6784596716114213,0.35358484886233166,0.565297656147067
2024-05-17,87.12719333960915,8.046449940329817,0.0,0.0,1.1986310176595054,1.0594403051512178,1.649349213866263,0.35360550423435383,0.5653306791496887
2024-05-21,87.16538290182633,8.054847076076536,0.0,0.0,1.2001304449064165,1.0599046786711042,1.5645998213413916,0.3895566024745001,0.5655784747037186
2024-05-23,87.17026509156244,8.05529823329528,0.0,0.0,1.2001976649924766,1.0631298639572182,1.5388738517746778,0.4066251412963007,0.5656101531215979
2024-05-27,87.18449024011404,8.05904840502731,0.0,0.0,1.207700452089205,1.063303354082877,1.4955269671195228,0.4242281276082008,0.5657024539588386
2024-05-28,87.18236678885965,8.058852120156025,0.0,0.0,1.2076710375335558,1.0632774564394452,1.475762314141428,0.44638160706794505,0.565688675801942
2024-05-29,85.96601108561607,7.946416187306345,0.0,1.395185457845379,1.1908217868392772,1.0484427639906537,1.4551726929421642,0.44015375579963667,0.5577962696604752
2024-06-04,85.9435132476374,7.944336560932673,0.0,1.4269933847827871,1.1905101413961137,1.0481683800203347,1.4547918652282417,0.4340361290833508,0.5576502909190931
2024-06-05,85.9364979826524,7.9436880928400955,0.0,1.4415216520938703,1.1904129642643715,1.0480828217430789,1.4546731157142065,0.4275185987936098,0.5576047718983789
2024-06-06,85.94041813660824,7.944290547801118,0.0,1.4571931807121912,1.2207184538716436,1.0517319637491098,1.4124838474869041,0.41553366168867706,0.5576302080821155
2024-06-07,85.93938648247136,7.945395611699333,0.0,1.4571756881352904,1.2207038000071382,1.051719338448293,1.4124668916140315,0.41552867349999484,0.5576235141245633
2024-06-13,85.9344348873728,7.944937819485808,0.0,1.4590123061566296,1.2206334663545455,1.0554998943130733,1.4123855090905617,0.4155047318612745,0.5575913853653018
2024-06-14,85.92707869598811,7.944257713970291,0.0,1.4600876688305726,1.2277305227563964,1.0554095410194344,1.4122646055420895,0.41562759767248547,0.5575436542206148
2024-06-17,85.91305467577565,7.942961144455252,0.0,1.4689698391518429,1.2347305170019869,1.0552372893269495,1.41203411210889,0.41555976376123105,0.5574526584181883
2024-06-18,85.91820838359914,7.943437622694168,0.0,1.4784190016839651,1.234326452117232,1.062501392455106,1.390036356705788,0.4155846921450919,0.5574860985995175
2024-06-24,85.92852095483515,7.944391055824164,0.0,1.478596453024704,1.2464773829002203,1.084714032413846,1.344112534737058,0.415634573850297,0.5575530124145638
2024-06-27,85.92852095483515,7.943910944731066,0.0,1.478596453024704,1.2464773829002203,1.084714032413846,1.3445926458301556,0.415634573850297,0.5575530124145638
2024-07-05,85.92831467914971,7.943891874978008,0.0,1.4785929035804282,1.246474390669309,1.0847114285038977,1.344829473038963,0.4156335760988443,0.5575516739808456
2024-07-08,85.92583944816946,7.943663045082461,0.0,1.478550311578295,1.2464384850188912,1.0875607592234133,1.3447907341949947,0.4156216034550443,0.5575356132774363
2024-07-11,85.92604571197121,7.943682113736895,0.0,1.4785538608180846,1.2464414770774177,1.087563369898133,1.3445539137152012,0.41562260114901584,0.5575369516340464
2024-07-12,85.92501440286505,7.9435867713801915,0.0,1.4785361147895322,1.2464265169284319,1.0887505454019484,1.3445377759925417,0.41561761272705666,0.5575302599152493
2024-07-17,85.92040681617141,7.9431608096860105,0.0,1.478456830737316,1.2463596793692657,1.0942129191580738,1.3444656773794796,0.41543690422069346,0.5575003632777598
2024-07-19,85.92205674565902,7.945713717072335,0.0,1.4784852215423832,1.2463836132129635,1.0942339313276848,1.3401708203737694,0.4154448818551568,0.5575110689566877
2024-07-22,85.91277671647065,7.944855538648661,0.0,1.478325537445771,1.2481690897969995,1.1029961761789897,1.3400260749521453,0.415400011646321,0.5574508548604624
2024-07-25,85.91195192199822,7.945739302126135,0.0,1.4783113449731455,1.248157106911505,1.1029855870072274,1.3400132102055757,0.41539602365237477,0.5574455031258158
2024-07-30,85.9107147599829,7.947064915526093,0.0,1.4782900567751485,1.2481391330146572,1.1029697036308035,1.3399939135488637,0.4153900418050266,0.5574374757165129
2024-07-31,85.9111271433623,7.94662304863486,0.0,1.4782971527730233,1.2481451242560881,1.1029749980387833,1.3400003457060166,0.4153920357350002,0.5574401514939255
2024-08-01,85.91793204074774,7.9417318920823865,0.0,1.4784142465740746,1.2482439880444602,1.103062363109292,1.3377062255683272,0.41542493834345035,0.5574843055302602
2024-08-02,85.91772581589754,7.941712829909556,0.0,1.478410698004535,1.2482409919419781,1.103059715479569,1.3379430401223031,0.41542394121812803,0.5574829674263897
2024-08-05,85.91840636166025,7.941775735427174,0.0,1.478422408348664,1.2482508791347526,1.1022763626496856,1.3379536378360817,0.41542723174985746,0.5574873831935397
2024-08-07,85.92397486833974,7.935809297519075,0.0,1.4785182272238575,1.2483317802321134,1.1023478029096716,1.3380403527099327,0.41545415624034565,0.5575235148252646
2024-08-09,85.92438737903001,7.935127264390849,0.0,1.4785253254124062,1.2483377733231584,1.1023530951491636,1.3382868204797878,0.4154561507858846,0.5575261914287423
2024-08-26,85.99044014416268,7.941227245007303,0.0,1.4796619140927696,1.2492974096297154,1.1032005084657805,1.2624424744562723,0.41577552492852154,0.5579547792569604
2024-08-29,85.99167960343964,7.9413417092170775,0.0,1.4796832418203998,1.2493154169019358,1.1032164099090371,1.2610192792562698,0.41578151788344353,0.5579628215722005
2024-09-04,85.9920927644722,7.941379864686951,0.0,1.4792098849097295,1.2493214194413678,1.1032217104919908,1.261025338028815,0.41578351557347637,0.5579655023954679
