date,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCOM INTERNATIONAL SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,INTERACTIVE BROKERS HONG KONG LTD,SILVERBRICKS SECURITIES CO LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA INDUSTRIAL SECURITIES
2024-03-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,99.85676753899895,0.0,0.0,0.0,0.0,0.0,0.0,0.14323246100104015,0.0
2024-05-07,98.35290324554249,0.0,0.0,1.5060214049780256,0.0,0.0,0.0,0.1410753494794877,0.0
2024-05-09,98.34206087839937,0.0,0.0,1.516817783223533,0.0,0.0,0.0,0.14112133837710672,0.0
2024-05-10,93.43434424171481,0.0,4.9822221214219065,1.442157775962262,0.0,0.0,0.0017984197285844928,0.13947744117244176,0.0
2024-05-13,93.43433112190542,0.0,4.982232077137973,1.4421606577513493,0.0,0.0,0.001798423322273363,0.1394777198829786,0.0
2024-05-16,93.44628176883967,0.0,4.982869325735821,1.4295546924017988,0.0,0.0,0.001798653348238174,0.13949555967447172,0.0
2024-05-22,93.44478777079168,0.0,4.983589049453883,1.4303312257116982,0.0,0.0,0.00179862459177467,0.13949332945096884,0.0
2024-05-27,93.44404078968182,0.0,4.984148748262218,1.4305196374761222,0.0,0.0,0.0017986102138877289,0.13949221436595943,0.0
2024-05-28,93.4436673036053,0.0,4.984528516701078,1.4305139198384613,0.0,0.0,0.0017986030250304588,0.13949165683014003,0.0
2024-05-29,93.4423601258485,0.0,4.986057524315523,1.430294066481633,0.0,0.0,0.0017985778644825535,0.13948970548986916,0.0
2024-05-31,93.44049279249312,0.0,4.986357559926168,1.4302654837723057,0.0,0.0,0.001798541922063783,0.14108562188633675,0.0
2024-06-03,93.44292034040889,0.0,4.986487103569829,1.4281043665036046,0.0,0.0,0.0021982750135968307,0.14028991450408865,0.0
2024-06-05,93.44310708008841,0.0,4.986497068744294,1.4281072204785314,0.0,0.0,0.0021982794067083693,0.14009035128205155,0.0
2024-06-12,93.42947704466862,0.0,4.985769715665062,1.4424853638425994,0.0,0.0,0.002197958755703578,0.1400699170680189,0.0
2024-06-13,93.41585098494647,0.0,4.985042574744922,1.4568593132960006,0.0,0.0,0.0021976381982283643,0.1400494888143712,0.0
2024-06-14,93.43078386200143,0.0,4.985839452652659,1.441106819592119,0.0,0.0,0.00219798949900526,0.14007187625478976,0.0
2024-06-17,93.44516126582508,0.0,4.986606688292216,1.425940287223509,0.0,0.0,0.002198327732094196,0.14009343092709375,0.0
2024-06-18,93.44516126582508,0.0,4.986606688292216,1.425940287223509,0.0,0.0,0.0001998479756449269,0.14209191068354304,0.0
2024-06-20,93.44534801446143,0.0,4.986616653944652,1.4257432885669643,0.0,0.0,0.0001998483750378588,0.14209219465191758,0.0
2024-06-26,93.43321090546831,0.0,4.9859689693769145,1.4385465636688675,0.0,0.0,0.0001998224178172858,0.1420737390680902,0.0
2024-06-28,93.42051699623396,0.0,4.985291571726451,1.4519371999512098,0.0,0.0,0.0001997952697870492,0.14205443681859198,0.0
2024-07-02,93.43395771344177,0.0,4.9860088220304375,1.4377587658549116,0.0,0.0,0.00019982401498999831,0.1420748746578888,0.0
2024-07-03,93.44534801446143,0.0,4.986616653944652,1.4257432885669643,0.0,0.0,0.0001998483750378588,0.14209219465191758,0.0
2024-07-04,93.16029378611896,0.0,4.971415655038106,1.4213971108527865,0.0,0.30842222803779207,0.00019923916539909048,0.13827198078696878,0.0
2024-07-08,93.15656806394777,0.0,4.971227467027913,1.4253279377425085,0.0,0.3084105530201671,0.00019923162339804078,0.1382667466382403,0.0
2024-07-22,93.14543355438428,0.0,4.970633282624985,1.4371100444860923,0.0,0.30837369034560264,0.00019920781030077688,0.13825022034873918,0.0
2024-07-24,93.13615682945337,0.0,4.970138237447398,1.4469263154896435,0.0,0.3083429781808501,0.00019918797040106598,0.1382364514583398,0.0
2024-07-26,93.12780935675322,0.0,4.969692781089036,1.4557592877756254,0.0,0.30831534246256126,0.00019917011786987158,0.1382240618016909,0.0
2024-07-29,93.11872158804347,0.0,4.969207819412551,1.465375612624839,0.0,0.30828525586929423,0.0001991506820861074,0.13821057336775852,0.0
2024-07-30,93.1289222666587,0.0,4.969752170656573,1.4545816496203223,0.0,0.30831902693877744,0.00019917249802246605,0.13822571362759145,0.0
2024-07-31,93.1383830749123,0.0,4.9702570392968415,1.444570588774872,0.0,0.30835034854246196,0.0001991927316165775,0.13823975574190478,0.0
2024-08-01,93.14858806184854,0.0,4.970801620451048,1.4337720668719438,0.0,0.30838413387536956,0.00019921455676703462,0.13825490239632202,0.0
2024-08-02,93.16028015871822,0.0,4.9714255600649,1.4213999428381696,0.0,0.30842284253688945,0.00019923956236233168,0.1382722562794582,0.0
2024-08-15,93.14933032995074,0.0,4.970841231008351,1.43298662751671,0.0,0.30838659127929335,0.00019921614423726961,0.1382560041006651,0.0
2024-08-16,93.1391251803829,0.0,4.9702966411754375,1.4437853215100882,0.0,0.3083528054079664,0.00019919431873899638,0.13824085720486348,0.0
2024-08-19,93.12947873158627,0.0,4.96978186597264,1.453992819987717,0.0,0.30832086920990887,0.00019917368812009617,0.13822653955534672,0.0
2024-08-21,93.13931070859834,0.0,4.970306541743693,1.4435890027386287,0.0,0.3083534196304599,0.00019919471552355293,0.13824113257334575,0.0
2024-08-23,93.1495158988247,0.0,4.970851133746316,1.432790265721995,0.0,0.30838720563639377,0.0001992165411087815,0.13825627952949435,0.0
2024-08-27,93.16028015871822,0.0,4.9714255600649,1.4213999428381696,0.0,0.30842284253688945,0.00019923956236233168,0.1382722562794582,0.0
2024-09-04,93.15192836147025,0.0,4.970979872930423,1.4302374911931557,0.0,0.30839519250145453,0.00019922170058233498,0.1382598602041405,0.0
2024-09-05,94.55458157838407,0.0,3.947518507157092,1.1430472368556983,0.0,0.2449005550288225,0.000158204492912676,0.10979391808139717,0.0
2024-09-09,94.54800009428331,0.0,3.9472437396116318,1.149928188069269,0.0,0.24488350869344366,0.00015819348106811606,0.10978627586127254,0.0
2024-09-10,94.54126997861219,0.0,3.946962766910747,1.1569645338061505,0.0,0.24486607739571323,0.00015818222053986644,0.10977846105466729,0.0
2024-09-11,94.53454082099903,0.0,3.946681834207413,1.1639998778920178,0.0,0.24484864857939542,0.0001581709616145965,0.10977064736053,0.0
2024-09-12,94.54126997861219,0.0,3.946962766910747,1.1569645338061505,0.0,0.24486607739571323,0.00015818222053986644,0.10977846105466729,0.0
2024-09-13,94.5403727022471,0.0,3.9469253069061865,1.157902637552767,0.0,0.24486375341017858,0.0001581807192572213,0.1097774191645116,0.0
2024-09-16,94.54829923277501,0.0,3.9472562282157,1.1496154383404944,0.0,0.2448842834753889,0.00015819398157324862,0.10978662321183455,0.0
2024-09-17,94.54949580567079,0.0,3.9473061834222314,1.1483644196350955,0.0,0.24488738265219678,0.00015819598362545013,0.10978801263606239,0.0
2024-09-19,94.55637668761914,0.0,3.9475934503994976,1.1411704475357838,0.0,0.24490520444126412,0.00015820749640908536,0.10979600250790524,0.0
2024-09-20,94.56655026088849,0.0,3.9480181825287537,1.1305339618644101,0.0,0.24493155444671816,0.0001582245183764329,0.10980781575324443,0.0
2024-10-03,94.56655026088849,0.0,3.9480181825287537,1.1306921863827866,0.0,0.24477332992834172,0.0001582245183764329,0.10980781575324443,0.0
2024-10-04,94.56684951677288,0.0,3.948030676033799,1.1302210894014078,0.0,0.2469892547807294,0.00015822501907798166,0.10775123799210552,0.0
2024-10-07,94.56580212946366,0.0,3.9456136001125284,1.131790804158677,0.0,0.24888519841909643,0.00015822326663642494,0.10775004457940537,0.0
2024-10-08,94.56176242430725,0.0,3.934369894056644,1.1459819414842576,0.0,0.24998208198051627,0.00015821650758260524,0.10774544166375416,0.0
2024-10-09,94.55488075852332,0.0,3.9245912734442,1.162826477757248,0.0,0.249805684716749,0.00015820499348749144,0.10773760056498166,0.0
2024-10-10,94.54527484564512,0.0,3.9244453697334722,1.168478415629566,0.0,0.25390957465321173,0.00015819911193346524,0.10773359522668984,0.0
2024-10-14,94.53660584227971,0.0,3.9243087888570956,1.1684377495504137,0.0,0.2627595798884039,0.0001581936061941023,0.10772984581818366,0.0
2024-10-15,94.52897936341068,0.0,3.9239922061134367,1.176410712133325,0.0,0.2627383824869762,0.00015818084436301997,0.10772115501121661,0.0
