date,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCOM INTERNATIONAL SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,INTERACTIVE BROKERS HONG KONG LTD,SILVERBRICKS SECURITIES CO LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA INDUSTRIAL SECURITIES
2024-10-16,94.5204571077532,0.0,3.92363843878194,1.185320148145149,0.0,0.2627146953205467,0.0001581665835764881,0.10771144341558839,0.0
2024-10-17,94.52703555579177,0.0,3.9239115167206373,1.1784428301893957,0.0,0.26273297977478044,0.0001581775916765686,0.10771893993174321,0.0
2024-10-18,94.51128725193321,0.0,3.9238618633590674,1.1784279181181914,0.0,0.26272965513925145,0.00015817559008985638,0.12353513586017785,0.0
2024-10-21,94.52010820852905,0.0,3.9242280864440677,1.1692046726899226,0.0,0.26275417630441394,0.00015819035298278984,0.12354666567955885,0.0
2024-10-22,94.52593357483833,0.0,3.9245881689969715,1.1629837628015425,0.0,0.2627782863185379,0.0001582048683434906,0.12355800217626618,0.0
2024-10-23,94.51027129287233,0.0,3.9245881689969715,1.1629837628015425,0.0,0.2627782863185379,0.0001582048683434906,0.13922028414227175,0.0
2024-10-24,94.51012177325862,0.0,3.9245819601172487,1.1629819229075224,0.0,0.2627778705911537,0.0001582046180560829,0.13937826850740903,0.0
2024-10-30,94.50818856464471,0.0,3.924606795754014,1.1629892825185322,0.0,0.26277953350858296,0.00015820561921046537,0.14127761795494556,0.0
2024-10-31,94.50664127166138,0.0,3.9245819601172487,1.1645639690880834,0.0,0.2627778705911537,0.0001582046180560829,0.14127672392408203,0.0
2024-11-01,94.49841872422873,0.0,3.9242405019838715,1.1731631431763268,0.0,0.2627550076105619,0.00015819085346812883,0.14126443214703902,0.0
2024-11-04,94.48945030415632,0.0,3.9238680699605415,1.182542353953874,0.0,0.26273007071409116,0.00015817584028542515,0.14125102537488465,0.0
2024-11-05,94.47867298203417,0.0,3.9234336552698834,1.1937988333609055,0.0,0.2627009836499083,0.00015815832850686834,0.14123538735663344,0.0
2024-11-06,92.06720011661449,0.0,3.8232919672006953,3.7157274922642376,0.0,0.2559958059225362,0.00015412149664210487,0.13763049650139966,0.0
2024-11-07,92.07339506556316,0.0,3.8235748288367644,3.709066415411545,0.0,0.2561688783620229,0.00015413289913479117,0.1376406789273685,0.0
2024-11-08,92.08318826921412,0.0,3.823981515773276,3.6988246216592504,0.0,0.2561961252555805,0.00015414929317423615,0.1376553188045929,0.0
2024-11-11,92.08296859635105,0.0,3.8240876222459974,3.6989272553231944,0.0,0.2562032340941205,0.00015415357045374278,0.1376591384151923,0.0
2024-11-21,92.07530397844724,0.0,3.8237693204915906,3.7069429713406663,0.0,0.256181908761923,0.00015414073932727015,0.13764768021925225,0.0
2024-11-22,92.06749873466961,0.0,3.8234451787249464,3.715105754972403,0.0,0.2561601921651494,0.00015412767278288173,0.13763601179511337,0.0
2024-11-25,92.05912730782988,0.0,3.823097524101662,3.723860657180247,0.0,0.25613690027238123,0.00015411365840696826,0.13762349695742265,0.0
2024-11-26,92.05033185552199,0.0,3.822732260244345,3.733059008465356,0.0,0.25611242860991257,0.00015409893418165619,0.13761034822421897,0.0
2024-11-27,92.05742483104697,0.0,3.823026822423687,3.725641120419173,0.0,0.2561321634566117,0.00015411080833731153,0.13762095184521916,0.0
2024-11-28,92.06593784470792,0.0,3.8233803569661227,3.716738145630935,0.0,0.25615584928760815,0.00015412505973983642,0.13763367834767393,0.0
2024-11-29,92.07388474478051,0.0,3.8237103815370723,3.7084272167626455,0.0,0.2561779600159074,0.00015413836342714044,0.1376455585404364,0.0
2024-12-02,92.08296859635105,0.0,3.8240876222459974,3.6989272553231944,0.0,0.2562032340941205,0.00015415357045374278,0.1376591384151923,0.0
2024-12-04,92.08268469885857,0.0,3.8240758323471327,3.6992241574918663,0.0,0.2562024442036898,0.00015415309518874239,0.13765871400354696,0.0
2024-12-30,91.97256554269849,0.0,3.939035227066258,3.6948498403911643,0.0,0.25589948588453737,0.0001539708097981573,0.13749593314975445,0.0
2025-01-02,91.97251610277064,0.0,3.93905948707342,3.694872596492196,0.0,0.2559010619362868,0.0001539717580844084,0.1374967799693767,0.0
2025-01-03,91.9691107706494,0.0,3.938992772772767,3.6983513083463113,0.0,0.2558967278406887,0.0001539691503253241,0.13749445124051443,0.0
2025-01-06,91.96273902949392,0.0,3.9387198741641893,3.705023213436702,0.0,0.2558789989782622,0.00015395848313974863,0.13748492544379554,0.0
2025-01-07,91.95594347865855,0.0,3.9384288239908956,3.7121388932962662,0.0,0.25586009089914663,0.000153947106437513,0.13747476604869913,0.0
2025-01-08,91.94815814456982,0.0,3.9380953818769924,3.7202909837327014,0.0,0.25583842882693825,0.00015393407269972216,0.1374631269208519,0.0
2025-01-09,91.95537722808874,0.0,3.9384045717513834,3.7127318191491945,0.0,0.25585851535202275,0.00015394615845488736,0.1374739195002144,0.0
2025-01-10,91.96245586148972,0.0,3.938707746214787,3.7053197210949054,0.0,0.25587821108583725,0.00015395800907691773,0.13748450210568755,0.0
2025-01-13,91.9713764914002,0.0,3.9390898125026044,3.6959788526168755,0.0,0.2559030320282738,0.0001539729434586485,0.1374978385085731,0.0
2025-01-24,91.9635266792361,0.0,3.9387865792209755,3.704162194129062,0.0,0.25588333247333234,0.00015396109053750443,0.13748725384999144,0.0
2025-01-27,91.95626207264138,0.0,3.9385743437005836,3.7116602407155095,0.0,0.2558695445893902,0.00015395279457845382,0.13747984555855924,0.0
2025-02-03,91.9541385831502,0.0,3.9384833926218796,3.7138837682164576,0.0,0.2558636359511224,0.00015394923944110853,0.13747667082090992,0.0
2025-02-06,91.96121726287804,0.0,3.9387865792209755,3.706471610487124,0.0,0.25588333247333234,0.00015396109053750443,0.13748725384999144,0.0
2025-02-07,91.96928828727282,0.0,3.9391322688879127,3.698020358537408,0.0,0.25590579020801746,0.00015397460301324757,0.13749932049083008,0.0
2025-02-12,91.9692635566837,0.0,3.9391443994518145,3.6980317465968104,0.0,0.25590657827029345,0.0001539750771782752,0.13749974392019976,0.0
2025-02-13,91.96704051181503,0.0,3.9391019428050194,3.697991888695758,0.0,0.25590382007356216,0.00015397341761345498,0.13980786319301713,0.0
2025-02-14,91.96554362964076,0.0,3.9398359651151647,3.6986809819430135,0.0,0.255951505844561,0.00015400210941309326,0.13983391534708867,0.0
2025-02-19,91.95846273102127,0.0,3.9395326169486093,3.706095714134837,0.0,0.25593179882611844,0.00015399025200127465,0.13982314881715738,0.0
2025-02-20,91.95331162166283,0.0,3.941754206657022,3.708493817783857,0.0,0.2560761244366951,0.00015407709051546036,0.14021015236906895,0.0
2025-02-21,91.9432842480351,0.0,3.9430421754853207,3.71247986257628,0.0,0.2561597973520151,0.0016954017875283793,0.143338514763763,0.0
2025-02-24,91.92436391381416,0.0,3.9430239436402963,3.7283377492309056,0.0,0.2561586129199145,0.004777928399829934,0.143337851994898,0.0
2025-02-25,91.91515563571363,0.0,3.942628961728166,3.7381356176365297,0.0,0.25613295291374005,0.0047774497835896155,0.14316938222434689,0.0
2025-02-26,91.92229029477716,0.0,3.9431333372395265,3.730599020647011,0.0,0.2561657196768203,0.004778060956667526,0.14303356670282144,0.0
2025-02-27,91.94057074543271,0.0,3.943917502366054,3.711454066484108,0.0,0.2562166629766791,0.004779011162621572,0.14306201157783285,0.0
2025-02-28,91.94283859499124,0.0,3.9440147848986093,3.7115456149637183,0.0,0.2562229829379466,0.00477912904396892,0.140598893164505,0.0
2025-03-04,91.91449851438404,0.0,3.9427990980802754,3.741225170223451,0.0,0.25614400582454827,0.004777655944982548,0.1405555555427124,0.0
2025-03-05,91.94453955558257,0.0,3.9440877499475806,3.7097642596258704,0.0,0.25622772311350817,0.00477921745879588,0.14060149427167234,0.0
2025-03-06,91.94468130513938,0.0,3.9439396619473905,3.7097699789153706,0.0,0.25622811813605517,0.0047792248268457935,0.14060171103494723,0.0
2025-03-07,91.94482305513327,0.0,3.943791573490589,3.709775698222505,0.0,0.2562285131598201,0.004779232194918426,0.14060192779889047,0.0
2025-03-10,91.9441143095345,0.0,3.9445320112085085,3.7097471018631762,0.0,0.2562265380531752,0.004779195354782449,0.14060084398585787,0.0
2025-03-12,91.94383081435443,0.0,3.9448281830994434,3.7097356634428853,0.0,0.25622574801904313,0.004779180618887086,0.14060041046532332,0.0
2025-03-14,91.94376871405696,0.0,3.944858591473193,3.7097642596258704,0.0,0.25622772311350817,0.00477921745879588,0.14060149427167234,0.0
2025-03-17,91.9436269661256,0.0,3.945006677828383,3.7097585403540045,0.0,0.2562273280921792,0.004779210090768685,0.14060127750906584,0.0
2025-03-18,91.94334347157405,0.0,3.9453028491689572,3.7097471018631762,0.0,0.2562265380531752,0.004779195354782449,0.14060084398585787,0.0
2025-03-19,91.9427764877156,0.0,3.9458951863709353,3.709724225093132,0.0,0.25622495798978295,0.004779165883082594,0.14059997694746212,0.0
2025-03-20,91.94008340988061,0.0,3.94577960792887,3.710386374917002,0.0,0.258375722714936,0.004779025897471966,0.1405958586611107,0.0
2025-03-21,91.9049351331206,0.0,3.9447275472084056,3.7093970769453284,0.0,0.26000216339677984,0.04346212808410902,0.13747595124477038,0.0
2025-03-24,91.90659748085986,0.0,3.9448187441326215,3.709482833337897,0.0,0.2583128038744393,0.04330900828682425,0.13747912950835314,0.0
2025-03-25,91.63047329103031,0.0,3.9333429078742324,3.6986916106329226,0.30182010045184576,0.2554098813395965,0.04318301844550339,0.1370791902255837,0.0
2025-03-26,91.63821872942654,0.0,3.9336753896795744,3.699004257583089,0.29354639555725676,0.2554314708985135,0.043032979453419835,0.1370907774016089,0.0
2025-03-27,91.63632360221322,0.0,3.933627025196445,3.6989587783782008,0.2935427864084864,0.2574262655676517,0.04303245036354775,0.13708909187244497,0.0
2025-03-28,91.64407009469039,0.0,3.9339595550378963,3.7031139783665736,0.29356760109874513,0.25544992305032166,0.03273816703352499,0.13710068072255532,0.0
2025-03-31,91.64378838110807,0.0,3.9339474620586365,3.703102595005888,0.29356669867286567,0.25575653748253846,0.03273806639650282,0.13710025927549538,0.0
2025-04-01,91.62943477498243,0.0,3.93346984883942,3.704189820049402,0.29353105728788015,0.25541812419500354,0.04379913682044285,0.1401572378254171,0.0
2025-04-02,91.63491353294081,0.0,3.9337842141150983,3.7029489264861186,0.29355451646649106,0.25543853736508276,0.04380263727379578,0.13555763535258908,0.0
2025-04-03,86.09341125368253,5.775677372697065,3.7125442344133646,3.5025240332845584,0.28197640131664703,0.24107241717503466,0.21916992921268194,0.1736243582181206,0.0
2025-04-07,86.02030870219323,5.771569630163766,3.7098106533369353,3.508931544891039,0.2768407246678471,0.25278022189566773,0.18842562411947708,0.18059871357912957,0.09073418515291742
2025-04-08,86.02511073596506,5.771631098234802,3.7100365054111637,3.5165376997146023,0.2768575786417395,0.25844872393624163,0.18147941804160095,0.1691585310339843,0.09073970902080047
2025-04-09,86.02573421440684,5.771672928899509,3.7100633943946177,3.5264199673336134,0.2768595852038961,0.2542469698678711,0.17901653807686477,0.16524603514787517,0.09074036666892092
2025-04-10,86.02012323375921,5.7710065883282935,3.709821407574075,3.533582062159054,0.2768415271915016,0.25988317186092275,0.17248241746486226,0.1655251434830863,0.09073444817899477
2025-04-11,86.02523543093042,5.771349560675307,3.7100418831766735,3.533792063813822,0.27685797995184397,0.2542454957254106,0.1724926681375363,0.16524507703932048,0.09073984054966194
2025-04-14,86.02074663990764,5.771048412041798,3.709848293439709,3.5336076707806265,0.2768435335209941,0.2598850552896034,0.1724836674816665,0.16480162178710486,0.09073510575085986
2025-04-15,86.02548482194562,5.771366292076492,3.710052638754465,3.533802308435483,0.2768587825755432,0.25424623279450403,0.17249316820151642,0.16495565160783673,0.09074010360852881
2025-04-16,86.02810351490969,5.771541977646104,3.7101655760864833,3.5344897071679164,0.2768672104053598,0.25410901562334853,0.17191859242971552,0.16206153991266606,0.09074286581872
2025-04-22,86.0228662884026,5.771190617202283,3.7099397082978554,3.534709377680335,0.2768503552587968,0.2597465113213423,0.17190812635441516,0.1620516739158821,0.0907373415664957
2025-04-23,86.0277294061538,5.77151687905273,3.710149441760942,3.5349092048735176,0.2768660063982574,0.25410791058436927,0.1719178448106457,0.1620608351587706,0.09074247120696814
2025-04-24,86.0228662884026,5.771190617202283,3.7099397082978554,3.534709377680335,0.2768503552587968,0.2597465113213423,0.17190812635441516,0.1620516739158821,0.0907373415664957
2025-04-25,86.0277294061538,5.77151687905273,3.710149441760942,3.5349092048735176,0.2768660063982574,0.25410791058436927,0.1719178448106457,0.1620608351587706,0.09074247120696814
2025-04-28,86.03149410803827,5.771818076581205,3.7103430629294407,3.5285703192893356,0.27688045517465254,0.2597747516612447,0.17192681666865858,0.15844520288266767,0.09074720677451963
2025-04-29,86.04794948201608,5.773106887634998,3.711171559442916,3.5132636756798834,0.27694228085704126,0.25417791536250955,0.17196520685678057,0.1606555220887967,0.09076747006099886
2025-04-30,86.04775741173988,5.7737263912095065,3.7115697997823798,3.51204555212008,0.27697199912421744,0.2542051908192425,0.17198366018917377,0.16096278483135149,0.0907772101841676
2025-05-02,86.0371524903757,5.773014810615209,3.711112368850438,3.514222597101683,0.27693786382122826,0.25895865171974536,0.17196246413192495,0.16587273100077754,0.09076602238329261
