date,SDICS INTERNATIONAL SECURITIES (HONG,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,CITIBANK N.A.,USMART SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4.816772266007314,0.0,4.816772266007314
2024-03-14,0.0,0.0,10.572296914438779,0.0,0.0,0.0,4.81636017101942,0.0,15.388657085458199
2024-03-15,0.0,0.0,10.572296914438779,10.543553289033122,0.0,0.0,4.816051099778499,0.0,25.9319013032504
2024-03-20,0.0,0.0,10.572296914438779,10.543553289033122,0.0,0.0,4.816875289754289,0.0,25.93272549322619
2024-03-21,0.0,0.0,10.572296914438779,10.543553289033122,0.0,0.0,4.816669242260341,0.0,25.932519445732243
2024-03-22,0.0,0.0,10.57209086694483,10.543553289033122,0.0,0.0,4.816669242260341,0.05419049090815433,25.98650388914645
2024-03-27,0.0,0.0,10.57209086694483,10.543553289033122,0.0,0.0,4.816566218513367,0.05419049090815433,25.986400865399474
2024-03-28,0.0,0.0,10.57209086694483,10.543553289033122,0.0,0.0,4.81636017101942,0.05419049090815433,25.986194817905528
2024-04-02,0.0,0.0,10.57209086694483,10.543450265286149,0.0,0.0,4.816051099778499,0.05408746716118065,25.98567969917066
2024-04-12,0.0,0.0,10.57209086694483,10.543553289033122,0.0,0.0,4.816257147272447,0.0538814196672333,25.985782722917634
2024-04-15,0.0,0.0,10.57209086694483,10.543553289033122,0.0,0.0,4.816257147272447,0.05367537217328594,25.985576675423683
2024-04-17,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.816257147272447,0.05367537217328594,32.31576778447432
2024-04-18,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.816051099778499,0.05367537217328594,32.31556173698038
2024-04-22,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815845052284551,0.05367537217328594,32.315355689486424
2024-04-30,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.33029413279761,4.815845052284551,0.05367537217328594,32.315458713233404
2024-05-02,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815845052284551,0.05367537217328594,32.315355689486424
2024-05-20,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815845052284551,0.05346932467933859,32.31514964199248
2024-05-21,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815742028537578,0.05346932467933859,32.31504661824551
2024-05-27,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815020862308763,0.05316025343841755,32.31401638077577
2024-05-28,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815020862308763,0.05326327718539123,32.31411940452274
2024-05-30,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815020862308763,0.05377839592025962,32.31463452325761
2024-05-31,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815020862308763,0.0538814196672333,32.31473754700458
2024-06-06,0.0,0.0,10.57209086694483,10.543553289033122,0.0,6.330191109050635,4.815020862308763,0.0529542059444702,32.31381033328182
2024-06-24,0.0,0.0,10.57209086694483,10.543450265286149,0.0,6.330191109050635,4.815020862308763,0.0529542059444702,32.31370730953485
2024-06-25,0.0,0.0,10.57209086694483,10.543450265286149,0.0,6.330191109050635,4.815020862308763,0.05511770463091743,32.3158708082213
2024-06-26,0.0,0.0,10.57209086694483,10.543450265286149,0.0,6.330191109050635,4.815020862308763,0.0529542059444702,32.31370730953485
2024-07-10,0.0,0.0,10.57209086694483,10.543347241539175,0.0,6.330191109050635,4.815020862308763,0.0529542059444702,32.313604285787875
2024-07-15,0.0,0.0,10.57209086694483,10.543347241539175,0.0,6.325864111677741,4.815020862308763,0.0529542059444702,32.309277288414975
2024-07-25,0.0,0.0,10.57209086694483,10.543347241539175,0.0,6.325864111677741,4.815020862308763,0.05316025343841755,32.30948333590893
2024-08-23,0.0,0.0,10.572296914438779,10.543347241539175,0.0,6.325864111677741,4.815020862308763,0.05316025343841755,32.309689383402876
2024-10-03,0.0,0.0,10.572296914438779,10.543347241539175,0.0,6.325864111677741,4.815020862308763,0.05192396847473343,32.30845309843919
2024-10-04,0.0,0.0,10.572296914438779,10.543347241539175,0.0,6.32637923041261,4.815020862308763,0.05192396847473343,32.30896821717406
2024-10-08,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.815020862308763,0.0611961057023644,71.71884819450884
2024-10-09,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.815020862308763,0.06912893421933756,71.72678102302581
2024-10-22,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.81522690980271,0.06912893421933756,71.72698707051975
2024-10-28,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.81522690980271,0.06902591047236388,71.72688404677278
2024-11-01,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.81522690980271,0.0689228867253902,71.72678102302581
2024-11-18,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.815329933549684,0.0689228867253902,71.72688404677278
2024-11-20,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.815639004790604,0.0689228867253902,71.7271931180137
2025-01-17,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.815639004790604,0.06881986297841652,71.72709009426673
2025-01-20,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.8154329572966565,0.06881986297841652,71.72688404677278
2025-02-03,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.815020862308763,0.06881986297841652,71.72647195178489
2025-02-04,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.814917838561788,0.06881986297841652,71.72636892803791
2025-02-18,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.32637923041261,4.814917838561788,0.0689228867253902,71.72647195178489
2025-02-20,18.238190903003144,21.162519960850975,10.572193890691803,10.543347241539175,0.0,6.322258280533663,4.814917838561788,0.05862051202802246,71.71204862720857
2025-02-27,18.238087879256167,10.624529954154433,10.572193890691803,10.543347241539175,10.53902024416628,6.322258280533663,4.818626693452841,0.05965074949775924,71.71771493329211
2025-02-28,18.238087879256167,10.624529954154433,10.572193890691803,10.543347241539175,10.53902024416628,6.322258280533663,4.816978313501262,0.06171122443723278,71.71812702828002
2025-03-07,18.238087879256167,10.624529954154433,10.572193890691803,10.543347241539175,10.53902024416628,6.322258280533663,4.816978313501262,0.061814248184206465,71.71823005202698
2025-03-11,18.238087879256167,10.624529954154433,10.572193890691803,10.543347241539175,10.53902024416628,6.322258280533663,4.814917838561788,0.061814248184206465,71.71616957708751
2025-03-13,18.238087879256167,10.624529954154433,10.572193890691803,10.543347241539175,10.53902024416628,6.322258280533663,4.814917838561788,0.062432390666048526,71.71678771956937
2025-03-21,18.238087879256167,10.624529954154433,10.572193890691803,10.543347241539175,10.539947457889042,6.322258280533663,4.814917838561788,0.062432390666048526,71.71771493329211
2025-04-01,18.238087879256167,10.624529954154433,10.572193890691803,10.543347241539175,10.541080719105754,6.322258280533663,4.8154329572966565,0.062432390666048526,71.7193633132437
