date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-03-01,0.0,31.648528000147948,14.307454904544123,24.307189198514003,5.719925186991264,11.733002181277127,5.595888892335996,2.10429578572537,2.2057518256795094,2.3779640247846605
2024-03-04,0.0,31.65186892938554,14.444687431649628,23.892225657484534,5.832846704054597,11.8050052143981,5.627313760293781,2.1239165501487767,2.230582479268617,2.3915532733164233
2024-03-05,0.0,31.620811163218583,14.477374776738024,23.83724613036169,5.81894049955364,11.83159132185246,5.639587165983641,2.134903646436226,2.2456931482611973,2.393852147594542
2024-03-06,0.0,31.517478170224063,14.548404342440469,23.800747647784984,5.802974700320165,11.851019562075415,5.673851776491721,2.1444958546967547,2.257201824993706,2.4038261209727225
2024-03-07,0.0,31.435726531579196,14.492019174179916,23.76034560759263,5.884552608166395,11.8852006174954,5.7210882092284985,2.154268705567506,2.25479771744428,2.41200082874618
2024-03-08,0.0,31.290099218703745,14.458905845991445,23.956125964047878,5.939193320737153,11.846758188953247,5.703621411737369,2.144562722936539,2.25083476921921,2.4098985576734098
2024-03-11,0.0,31.106737560422165,14.542188283638552,23.971264259564514,5.908456497940789,11.905626041424668,5.712869805066754,2.1704955103352486,2.261950307234544,2.420411734372766
2024-03-12,0.0,31.153507629352085,14.434418300989368,23.990022850930277,5.902598711133745,11.95923808348509,5.722209650472583,2.162944610027924,2.2593537313616885,2.415706432247243
2024-03-13,0.0,31.074031571097333,14.397328743675025,24.084498659870643,5.877128772353187,12.001006228024078,5.722866984385606,2.1627431082291144,2.2658930591577775,2.4145028732072373
2024-03-14,0.0,30.70901230764572,14.322575314118058,24.657589990985855,5.831890310384644,12.038777628466237,5.682538559304113,2.139478138598652,2.226020799988563,2.3921169505081594
2024-03-15,0.0,30.484708895925074,14.363236807590003,24.77654939031195,5.872130175768605,12.033984619277179,5.675995812178517,2.163781592193992,2.242784289387805,2.3868284173668775
2024-03-18,0.0,30.428056076158132,14.424865428382319,24.619851365789543,5.910646187880984,12.060840361308875,5.696320100426306,2.179820820831803,2.260423597493889,2.419176061728147
2024-03-19,0.0,30.408623549371878,14.560273844413734,24.379597831703403,5.960564342994468,12.06647263929217,5.7215198147969835,2.186920782854345,2.2696816857054896,2.4463455088675303
2024-03-20,0.0,30.14524789539982,14.545962306284604,24.70364428432942,5.954029973488516,12.053768614167671,5.703691137465237,2.17728114750088,2.2813895803894852,2.4349850609743684
2024-03-21,0.0,29.9463595830872,14.575840100232037,24.802233866982064,6.053464317710669,12.041523111312936,5.7035897459459,2.171151440532184,2.2776387322101814,2.428199101986827
2024-03-22,0.0,29.560793322419464,14.719049872228155,24.97146427330276,6.111516870493234,12.040004574405426,5.706443961752253,2.1843347989475173,2.27484076146711,2.4315515649840798
2024-03-25,0.0,29.368369084210222,14.670716064328257,25.181640651483324,6.124808879386419,12.136599373769817,5.6847818363958735,2.168364853658153,2.2649383234322142,2.3997809333357196
2024-03-26,0.0,28.97976253169387,14.660895992627882,25.33931820350909,6.31889441219851,12.109897757757397,5.713484446874686,2.162027153324047,2.298413143389242,2.417306358625276
2024-03-27,0.0,28.928020141859584,14.744524680202975,25.181554587382198,6.333075407340108,12.129500087816764,5.738019365127592,2.181887902281902,2.3311886175921193,2.4322292103967578
2024-03-28,0.0,28.74160926054899,14.76967643793638,25.224712399253196,6.3935871071728405,12.123502474550936,5.76744533505158,2.2033471779531655,2.336234376894172,2.439885430638739
2024-04-02,0.0,28.932838561335455,14.748559168421336,25.13570857775647,6.222719141389706,12.162205037969334,5.767402249328046,2.262059951453036,2.3394039095386066,2.4291034028080043
2024-04-03,0.0,28.70362010995377,14.748223775785297,25.084688972139592,6.400004228231021,12.211705856491447,5.799551743083597,2.271872371807573,2.336459911065516,2.4438730314421884
2024-04-05,0.0,28.513677395696536,14.796517911975734,25.49952599410325,6.202078567713584,12.198758934415302,5.848636560792151,2.2633540045155813,2.2742333592721184,2.4032172715157385
2024-04-08,0.0,28.52976865519062,14.739817327310941,25.337117988703696,6.298641989492595,12.20356420725077,5.906146210568557,2.3081761159156318,2.277801138404665,2.3989663671625316
2024-04-09,0.0,28.39098293460723,14.767887476411381,25.296633060855928,6.310636969881379,12.263169153552447,5.93436586706145,2.3210432448933993,2.3058626534394695,2.4094186392973143
2024-04-10,69.85214833841961,8.086379289879138,4.5397670587274295,7.76079649145217,1.9461600766551426,3.796040639533348,1.8379800769094579,0.7201671874513896,0.7140953168272203,0.7464655241451011
2024-04-11,69.81298374787393,8.168095601319955,4.518421472304354,7.736566842906702,1.957367940893631,3.795238000719724,1.8438359901776402,0.7158479582599432,0.7058001154120987,0.7458423301320161
2024-04-12,69.7868215055373,8.213320068718385,4.48659689779144,7.703842971570884,1.9700055576409994,3.797129095265031,1.8524466182117179,0.7361998370865893,0.7085035060862319,0.74513394209142
2024-04-15,69.73899055312877,8.250166043550458,4.47815363513727,7.683227025552399,1.9829453721036943,3.822736445366584,1.8650034448413406,0.7286987001156047,0.7082906621499554,0.7417881180539292
2024-04-16,69.80537601924007,8.254515567342892,4.52479997811334,7.497953162826504,1.9918744515058748,3.8284869636512315,1.8879532847695877,0.7343537884521532,0.7283058489367306,0.7463809351616171
2024-04-17,69.77927805948232,8.309142784817212,4.536630977272617,7.431786940410634,2.025701716945583,3.8123219563903397,1.8902420232983812,0.7341465144432182,0.7345166219767216,0.7462324049629743
2024-04-18,69.7617368627379,8.35948762423926,4.570566683513802,7.42216229708133,2.054198401631208,3.7174349136977805,1.893121448353734,0.7371063724044377,0.7348868739574804,0.7492985223830546
2024-04-19,69.79617574491755,8.260520679182566,4.60203670464702,7.4456655065313555,2.053025454530338,3.717503630163345,1.9013076229194557,0.7406330397148344,0.7339763043082417,0.7491553130853051
2024-04-22,69.77121963919203,8.297152317539883,4.607311535490678,7.464343071685731,2.060296418148009,3.6806119497010625,1.8991318138717954,0.7403850385500471,0.732140691224155,0.7474075245966159
2024-04-23,69.66396769829468,8.205663359078635,4.65556543556273,7.4333337471587,2.1717897806326842,3.667381187502678,1.9167659732106248,0.7660032639680328,0.755690289169488,0.7638392654217394
2024-04-24,69.77040609684163,8.13118615819301,4.680899932558601,7.426972758662694,2.133393183405126,3.677019950622901,1.9135486710791512,0.7591434580034959,0.7530434722520435,0.7543863183813522
2024-04-25,69.85554843162872,8.100321764097187,4.696184329143438,7.346708885836481,2.147892395509257,3.6790067093547982,1.9138633001704854,0.7450591091602103,0.7615561990501495,0.7538588760492712
2024-04-26,69.8204595546905,8.084174203609837,4.688389583528305,7.428215605032221,2.126761535762806,3.6763425064705832,1.908485054031782,0.7449793718637778,0.7687039623816546,0.7534886226285352
2024-04-29,69.87253285836302,8.159659888104,4.665217394141812,7.345295294697869,2.131295013062126,3.6849958315678473,1.9006623281962496,0.7091905481798274,0.7764434289726465,0.7547074147146108
2024-04-30,69.86028837659106,8.129389209426355,4.652671654448323,7.352847701467513,2.220747961411364,3.686606467535126,1.8873136414631977,0.7057995473811782,0.7550560749510781,0.7492793653248049
2024-05-02,69.8306997747413,8.136900628083646,4.660917869979659,7.338279546854842,2.238389518909857,3.7017252003413494,1.8840428993771727,0.7029085404868686,0.75436312127409,0.751772899951216
2024-05-03,69.8613994677654,8.121791656412322,4.648072818790529,7.2584372550977205,2.237698098207266,3.765522331391804,1.8838025762039152,0.7103488943772601,0.7626084380163066,0.7503184637374875
