date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB WING LUNG BANK LTD
2025-02-06,569304144.0,0.0,227895677.0,40918505.0,14819000.0,30370798.0,22792467.0,0.0,0.0
2025-02-07,569479144.0,242314527.0,226535774.0,40994005.0,0.0,31213298.0,22758967.0,0.0,0.0
2025-02-10,571112144.0,241447527.0,225447345.0,40985505.0,14842000.0,31405798.0,0.0,73777000.0,0.0
2025-02-11,569483710.0,244201527.0,223992745.0,41101505.0,14935000.0,31307298.0,22813967.0,0.0,41646500.0
2025-02-12,568848566.0,245106027.0,224607127.0,40536005.0,14967000.0,31327798.0,22803967.0,73551000.0,0.0
2025-02-13,568803966.0,245898027.0,224824129.0,40149005.0,14854000.0,31340798.0,22685967.0,73557000.0,0.0
2025-02-14,567939699.0,247000527.0,224178941.0,40225505.0,14719500.0,32205949.0,0.0,0.0,0.0
2025-02-17,567775588.0,247857115.0,223475129.0,40037116.0,14764000.0,32267949.0,22686967.0,0.0,41646000.0
2025-02-18,567293088.0,248336513.0,222743397.0,40105116.0,14864500.0,0.0,22706967.0,0.0,41616000.0
2025-02-19,568581611.0,246927013.0,223426698.0,39758616.0,14819500.0,32701949.0,22701967.0,0.0,41612500.0
2025-02-20,569054111.0,246948513.0,222637731.0,39959616.0,14692500.0,32246449.0,22783967.0,0.0,0.0
2025-02-21,569919611.0,247863013.0,222307391.0,39924616.0,14637000.0,31345949.0,22773467.0,0.0,41649000.0
2025-02-24,569474611.0,247425356.0,223519440.0,39983116.0,14645000.0,30466949.0,22850967.0,0.0,41657000.0
2025-02-25,568487271.0,248873856.0,224741010.0,39785116.0,14121500.0,29897449.0,22845967.0,73530000.0,0.0
2025-02-26,567608712.0,249348326.0,226712252.0,39493115.0,14115500.0,29027449.0,22837967.0,73527000.0,0.0
2025-02-27,566190212.0,253376418.0,224603360.0,39470615.0,14046500.0,28677949.0,0.0,0.0,0.0
2025-02-28,564563212.0,253988113.0,226896888.0,39493615.0,14042500.0,28348949.0,22840967.0,0.0,41657500.0
2025-03-03,566288212.0,254901113.0,227135982.0,38544115.0,14046500.0,27853449.0,22678967.0,0.0,41657000.0
2025-03-04,562625443.0,256206527.0,228303106.0,39835615.0,14073000.0,26983949.0,22705467.0,0.0,0.0
2025-03-05,561527943.0,256305527.0,228209579.0,41016615.0,14103000.0,27379949.0,22708967.0,0.0,0.0
2025-03-06,563554443.0,255474027.0,229000262.0,39566615.0,0.0,27560949.0,22711467.0,0.0,0.0
2025-03-07,563059443.0,256878527.0,229381925.0,39613615.0,14075500.0,27154449.0,22713967.0,0.0,0.0
2025-03-10,562207197.0,258841027.0,229094737.0,38173115.0,14117500.0,26923949.0,22739467.0,0.0,41672500.0
2025-03-11,559802490.0,261135527.0,230685826.0,37203115.0,14164000.0,26653949.0,0.0,0.0,41678500.0
2025-03-12,559479990.0,261383027.0,231919490.0,36444615.0,14363000.0,26940949.0,0.0,0.0,0.0
2025-03-13,558846990.0,262296027.0,231312090.0,36444115.0,14376500.0,26811949.0,0.0,0.0,0.0
2025-03-14,557943490.0,262277027.0,230245082.0,37969115.0,14383500.0,26725949.0,22737467.0,0.0,0.0
2025-03-17,559766990.0,262675848.0,231017711.0,35662115.0,14338000.0,26659949.0,22715467.0,0.0,41673000.0
2025-03-18,559019490.0,264126848.0,230429798.0,35932615.0,14314000.0,26690949.0,0.0,0.0,0.0
2025-03-19,547788070.0,279404348.0,221473483.0,36701615.0,14687500.0,26558949.0,22780967.0,74538500.0,0.0
2025-03-20,545412070.0,283079348.0,220287601.0,36569615.0,14724500.0,26714949.0,22788967.0,76161500.0,41658000.0
2025-03-21,541800070.0,287453848.0,218917720.0,35635589.0,14797500.0,26626475.0,22666967.0,76687500.0,41663000.0
2025-03-24,537493120.0,293483848.0,216248836.0,36353589.0,14982500.0,26780975.0,22674967.0,77087500.0,41664000.0
2025-03-25,536893306.0,298652348.0,213756678.0,36535589.0,14942500.0,26747975.0,22459967.0,77244000.0,41659500.0
2025-03-26,534221806.0,304012848.0,211267787.0,36606426.0,0.0,26790475.0,22449967.0,0.0,41654500.0
2025-03-27,532311336.0,308282348.0,210388431.0,35734262.0,0.0,26683900.0,0.0,0.0,41658500.0
2025-03-28,528974836.0,311325848.0,211205882.0,35858762.0,15790500.0,0.0,22475967.0,0.0,41659500.0
2025-03-31,527216389.0,311467848.0,211020595.0,36261762.0,16755500.0,26949900.0,22459967.0,0.0,0.0
2025-04-01,525482389.0,313881348.0,206211605.0,40827262.0,16735500.0,26829900.0,0.0,0.0,0.0
2025-04-02,522914376.0,316156848.0,205788107.0,40588674.0,16788500.0,26910311.0,22481967.0,0.0,0.0
2025-04-03,521320547.0,316956348.0,206156560.0,40426174.0,16766000.0,26914311.0,22461967.0,0.0,0.0
2025-04-07,520487469.0,317457848.0,204646513.0,39981674.0,16714000.0,27066811.0,0.0,0.0,0.0
2025-04-08,519656469.0,318645848.0,204937761.0,39904174.0,16693000.0,26175311.0,22462494.0,0.0,0.0
2025-04-09,520076004.0,321996348.0,204655015.0,36731117.0,16894500.0,26030863.0,22500494.0,0.0,41648500.0
2025-04-10,519090049.0,321342848.0,205811219.0,36678117.0,16899000.0,26224363.0,22511494.0,0.0,0.0
2025-04-11,518583850.0,322911348.0,204558614.0,36576117.0,16846500.0,26320863.0,0.0,0.0,0.0
2025-04-14,517466132.0,322244348.0,204936992.0,36695617.0,17662500.0,26327389.0,22561494.0,0.0,41651000.0
2025-04-15,516581694.0,321841348.0,207193453.0,36556119.0,18454500.0,26265386.0,22577494.0,0.0,0.0
2025-04-16,516035696.0,322197348.0,207720330.0,36893621.0,18276000.0,26347890.0,0.0,0.0,41648500.0
2025-04-17,516642821.0,322989848.0,207864492.0,36916496.0,18262500.0,27033890.0,0.0,0.0,0.0
2025-04-22,516111244.0,323595848.0,207138713.0,36803396.0,18722000.0,27883174.0,0.0,0.0,0.0
2025-04-23,516361744.0,323600348.0,206502114.0,36785896.0,19031000.0,27758174.0,0.0,0.0,0.0
2025-04-24,515128813.0,325062348.0,204924041.0,37283591.0,19859500.0,27689674.0,22574494.0,0.0,0.0
2025-04-25,514484438.0,325018848.0,205667968.0,36931896.0,19869500.0,28150174.0,22565494.0,73523500.0,0.0
2025-04-28,501480301.0,325538848.0,204885215.0,36575396.0,31779500.0,28160674.0,22621494.0,0.0,0.0
2025-04-29,502039801.0,325748348.0,204299552.0,36510396.0,31798500.0,28188674.0,0.0,0.0,0.0
2025-04-30,501272301.0,327027848.0,203567971.0,36544396.0,0.0,28760674.0,22751494.0,0.0,0.0
2025-05-02,500770561.0,327463848.0,202980895.0,36518898.0,31801500.0,28736674.0,0.0,0.0,0.0
