date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,SDICS INTERNATIONAL SECURITIES (HONG,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,KGI ASIA LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-05-10,39.42354539346181,21.695713673672472,10.210510861753377,8.936005442330131,0.0,5.381912368676102,4.94734123401733,2.9985044329030948,3.073844654740922,3.3326219384447637
2024-05-16,39.42354539346181,21.695713673672472,10.210510861753377,9.245373503016861,0.0,5.381912368676102,4.94734123401733,2.9985044329030948,3.073844654740922,3.0232538777580333
2024-05-17,39.41242501007984,21.669588264822437,10.243656151412535,9.234240466954041,0.0,5.375431611087687,4.941383775580911,3.0335181535554185,3.0701432117022422,3.0196133548048874
2024-05-20,39.45194580949602,21.606462442944157,10.243888895225462,9.234450276059695,0.0,5.375553745063173,4.941496047652919,3.0335870774407194,3.0702129677372714,3.0424027383805843
2024-05-23,39.45069091908112,21.608955990394143,10.243563056848618,9.23415654598123,0.0,5.375382759051431,4.94133886818057,3.0334905848782325,3.070115310175753,3.042305965408901
2024-06-14,39.468625504279196,21.573318823469993,10.248219858797961,9.238354464026466,0.0,5.37782644908115,4.943585238544672,3.0348696328511475,3.071511008028325,3.0436890209210885
2024-07-04,39.43764478960035,21.545028677079518,10.240175566113455,9.231102860503535,0.0,5.373605149132579,4.9397047942218935,3.0415724418037735,3.1498658302153184,3.0412998913295834
2024-07-09,39.457251536759486,21.530738300854814,10.238780273904064,9.229845061179471,0.0,5.372872959596128,4.9390317265023445,3.0411580072752886,3.1494366399904874,3.040885493937918
2024-07-29,39.46860625914992,21.51711263398629,10.24105121838215,9.229845061179471,0.0,5.372872959596128,4.9390317265023445,3.0411580072752886,3.1494366399904874,3.040885493937918
2024-07-31,11.547361271578138,6.294554266956771,2.9958876797889276,2.700072337839217,0.0,1.5717648082681877,1.4448501412585024,0.8896516199366107,0.9213271398435507,0.8895718996683886
2024-08-02,39.36578673716752,21.52297793253284,10.24384280217167,9.232361002688123,0.0,5.374337538254833,5.0266974587701,3.041986989301981,3.150295137432091,3.041714401680848
2024-08-05,39.36757525611566,21.52395579318401,10.239764880677752,9.232780459631778,0.0,5.374581712328758,5.0269258383960835,3.0421251969137497,3.15043826584416,3.0418525969080528
2024-08-09,39.37204726457759,21.51504120976177,10.240928079449754,9.233829268761475,0.0,5.375192244593966,5.027496878261774,3.0424707708926997,3.150796143780304,3.042198139920667
2024-08-21,39.36221018675507,21.509665692118176,10.263354319310384,9.231522203129195,0.0,5.373849256659767,5.026240761765936,3.041710611748704,3.1500089196194425,3.0414380488933244
2024-08-26,39.37047286527314,21.5067347236051,10.261955805322346,9.230264289533864,0.0,5.373117000603781,5.025555871836788,3.041296139568776,3.1495796904026117,3.0410236138535907
2024-08-27,39.359382703254845,21.513086165230888,10.26498640081262,9.232990202396927,0.0,5.374703807686141,5.027040035991288,3.035379150469126,3.1505098349274054,3.0419216992307643
2024-08-28,39.36027685787503,21.513574893053022,10.265219597686812,9.23319995469182,0.0,5.374825908590975,5.027154238775106,3.035448107299874,3.1505814072624214,3.0397190347649405
2024-08-29,39.36117105312241,21.514063643081204,10.265452805156636,9.23340971651711,0.0,5.374948015043639,5.02726844674789,3.035517067263774,3.1506529828494285,3.0375162702179055
2024-08-30,39.35826991972966,21.513113052896838,10.268252121516875,9.235927602027944,0.0,5.376413725343958,5.028639347289484,3.02952750814886,3.151512143629546,3.038344579416838
2024-09-02,39.44228687001174,21.515557694721124,10.18987447927346,9.236977126327217,0.0,5.3770246739233345,5.02921077653998,3.01850827201174,3.1518702655980917,3.038689841593315
2024-09-04,39.40372607978861,21.529257962844177,10.196362993979289,9.242858873157708,0.0,5.38044855355417,5.032413181844252,3.020430340370134,3.15387725367344,3.040624760788221
2024-09-09,39.40999976754523,21.516764196833964,10.19798641399667,9.24433048044762,0.0,5.381305204880677,5.033214420511409,3.020911239988808,3.1543794001220324,3.04110887567359
2024-09-10,39.40372607978861,21.513338937739828,10.196362993979289,9.242858873157708,0.0,5.38044855355417,5.032413181844252,3.0363493654744818,3.15387725367344,3.040624760788221
2024-09-13,38.94818271358954,21.62151401397432,10.26591780655853,9.289334548836042,0.0,5.407502951485653,5.176567798049311,3.0653304669703534,3.16973582929193,3.055913871244327
2024-09-16,38.75374834858075,21.68793720798829,10.304333418572313,9.317872202147425,0.0,5.4241152764803555,5.192470669927482,3.074747431952219,3.179473536735822,3.0653019076153436
2024-09-17,38.601523001390994,21.737773292129134,10.339500804048077,9.339283471399385,0.0,5.436579194220247,5.204402298220377,3.0818128052176013,3.18677955709086,3.072345576283323
2024-09-20,38.51675465780697,21.767785030616075,10.353775789348846,9.352177530484111,0.0,5.444085077681621,5.211587632185175,3.0860676365994975,3.1911793083164177,3.0765873369612815
2024-09-23,38.48844650448903,21.777807367475642,10.358542881112353,9.356483465766416,0.0,5.446591646653333,5.213987154541236,3.087488525742876,3.192648593039794,3.0780038611793183
2024-09-24,38.48384229839022,21.777807367475642,10.363147087211168,9.356483465766416,0.0,5.446591646653333,5.213987154541236,3.087488525742876,3.192648593039794,3.0780038611793183
2024-09-25,38.174991535470895,21.887145997706423,10.415176765326882,9.403459043640785,0.0,5.473937047410294,5.24016473081872,3.1029897082339173,3.2086777468513272,3.0934574245407536
2024-09-26,38.07105298897714,21.827554153664106,10.386819500769066,9.650125052082922,0.0,5.459033231131054,5.225897403345887,3.0945412390375515,3.1999415222246697,3.08503490876761
2024-09-27,38.06929619624516,21.826546918889044,10.390954710379248,9.649679746050568,0.0,5.458781323470217,5.225656253762268,3.09439844110761,3.199793860587609,3.0848925495082757
2024-10-02,37.934508322715004,21.74926800544295,10.342669140667335,9.981068864482708,0.0,5.43945400197565,5.207154333195803,3.0834424364685464,3.1884646936920573,3.073970201359946
2024-10-04,37.9253081600096,21.763778678322282,10.317360879547307,9.987728032287455,0.0,5.443083095959186,5.210628441526358,3.085499647061871,3.190591973016855,3.076021092269084
2024-10-08,35.43242879796297,20.380196901068743,9.650686761535356,9.24506320062325,6.584338096157086,5.1995994090322375,4.750113007137708,2.889346159724252,2.9877574846789208,2.880470182079479
2024-10-09,35.478288676190836,20.277145696324528,9.663177559787513,9.257029003899312,6.592860146537053,5.206329204415207,4.7562610362586595,2.8930858148237837,2.9916245126832117,2.884198349079895
2024-10-14,35.48977220051209,20.251341200941116,9.666305313088728,9.260025296045166,6.5949941071271585,5.208014376115258,4.757800531012384,2.8940222416515047,2.992592834271804,2.8851318992347874
2024-10-29,35.49360169411238,20.253526404641157,9.667348347519205,9.271814905887513,6.595705734341458,5.186995513043432,4.758313917420784,2.8943345186531957,2.9929157474492216,2.8854432169316624
2024-11-01,35.28082432678221,20.2775948069442,9.814957393543493,9.282833123988196,6.603543781697509,5.193159510969413,4.763968488943815,2.8977740188272776,2.9964723972310696,2.8888721510728197
2024-11-05,35.23362531093818,20.25046725148498,9.93560778468658,9.270414463255145,6.594709499235959,5.186212053739714,4.757595207466392,2.893897349717729,2.9924636885103455,2.88500739096498
2024-11-06,35.23286507133326,20.250030305042856,10.045436634496498,9.162328913522462,6.594567204501882,5.186100150301792,4.757492552338826,2.89383490779305,2.9923991198095035,2.8849451408598674
2024-11-07,35.11765867995118,20.183815624173207,10.01258950434757,9.224847584154162,6.573003920084928,5.480127065860068,4.7419362372939835,2.8843724846745395,2.906137113462236,2.875511785998126
2024-11-11,35.11690343650506,20.183381549265007,10.01237417271995,9.226799802539706,6.572862560486409,5.4800092097669815,4.741834256797569,2.88431045310703,2.9060746138227107,2.8754499449895783
2024-11-14,35.118413955883355,20.18424971775272,10.004202040146625,9.227196684341273,6.573145285763893,5.484546329568044,4.742038222176991,2.8844345189102776,2.906199615790122,2.8755736296667047
2024-11-18,35.09158454287,20.237019334459674,9.998396078090662,9.221841659161134,6.569330545521311,5.481363360276155,4.739286169202112,2.8827605305899207,2.9045129960448772,2.8739047837841474
2024-11-25,35.1550584285408,20.092743537812733,10.01648124175082,9.238522186152801,6.58121319321055,5.4912780858658525,4.747858620756632,2.8879748865307695,2.9097666979862944,2.87910312139275
2024-11-26,35.1550584285408,20.12289031255358,10.01648124175082,9.238522186152801,6.58121319321055,5.4912780858658525,4.717711846015788,2.8879748865307695,2.9097666979862944,2.87910312139275
2024-12-03,35.17240396135261,20.102655538227697,10.017128350562107,9.239119035382153,6.581638368573385,5.491632846619538,4.718016630982783,2.888161462430105,2.9099546817326436,2.8792891241369767
2024-12-05,35.11946361346516,20.068097203352085,10.156868092868471,9.225212616689697,6.571731902547221,5.483367021124935,4.710915227221542,2.8838142966024805,2.9055747134667005,2.874955312661711
2024-12-09,35.11946361346516,20.046594815146335,10.178370481074221,9.225212616689697,6.571731902547221,5.483367021124935,4.710915227221542,2.8838142966024805,2.9055747134667005,2.874955312661711
2024-12-10,35.11946361346516,19.850923082474,10.374042213746554,9.225212616689697,6.571731902547221,5.483367021124935,4.710915227221542,2.8838142966024805,2.9055747134667005,2.874955312661711
2024-12-16,35.08845452684308,19.66875377252863,10.433165267088903,9.392384713480816,6.568342261463039,5.480538749002751,4.70848537889007,2.882326850741349,2.904076043775366,2.873472436185998
2024-12-17,35.068441144199355,19.560177949595843,10.551583852544903,9.446756801545881,6.565802324467778,5.4784194588427,4.6722918578921036,2.8812122729210685,2.902953055677758,2.8723612823126143
2024-12-18,35.04510206665762,19.547160076687874,10.619701876333393,9.431882231701174,6.561432590183201,5.474773409791638,4.669182310435445,2.879294741532223,2.9010210551594606,2.870449641517972
2024-12-19,35.063921477601866,19.557657008258413,10.625404714160375,9.383246658505042,6.564956115269896,5.477713392971871,4.671689686801664,2.8808409385119735,2.902578919288123,2.8719910886307742
2024-12-20,35.06316831309718,19.557236914542916,10.732575266893496,9.277794300484011,6.564815101609344,5.477595733020543,4.671589340043495,2.880779058749326,2.9025165725989357,2.8719293989607495
2024-12-27,35.13927845207185,19.56732414726191,10.815477923302733,9.095609332025715,6.5682011022993425,5.480420967645504,4.673998852647268,2.882264907128858,2.904013632754544,2.873410682862275
2025-01-02,35.12754675906565,19.564380962997873,10.813851132424617,9.115728835215913,6.567213158011109,5.479596639871769,4.67329582142186,2.881831376378532,2.903576830708329,2.8729784839043457
2025-01-07,35.13434133409925,19.5488226362901,10.815942810600303,9.11749205266977,6.568483426694252,5.4806565354226535,4.674199757564358,2.8823887970163935,2.9041384574788336,2.873534192164096
2025-01-09,35.16003346735215,19.526555086171633,10.787289305782142,9.12415925666036,6.5732866575236955,5.484664288312696,4.677617785580881,2.884496555814415,2.9062621208065424,2.875635475995485
2025-01-10,35.18444841882459,19.526975062105244,10.787521318130318,9.12435549851077,6.573428035364729,5.45897272668732,4.677718391493594,2.884558595387124,2.906324628511671,2.8756973249846403
2025-01-13,35.18444841882459,19.526975062105244,10.787521318130318,9.231895187861298,6.573428035364729,5.351433037336791,4.677718391493594,2.884558595387124,2.906324628511671,2.8756973249846403
2025-01-21,35.18596197379266,19.527815068171698,10.7879853727686,9.232292323000662,6.573710809292052,5.347361471199353,4.677919616302531,2.8846826825389456,2.906449651988746,2.875821030944758
2025-01-23,35.18456786753663,19.52823509830687,10.788217415059995,9.232490903383507,6.57385220537913,5.347476489339053,4.678020235199315,2.884744730118403,2.90651216776104,2.875882887916065
2025-01-24,35.14923798049252,19.54925966800959,10.765380297459197,9.242430826144103,6.5809297734855985,5.353233711720789,4.683056704803996,2.8878505159893546,2.9096413889812514,2.878979132913602
2025-02-05,35.19243146551964,19.573282967041852,10.7764535460172,9.133058393562914,6.58901681343205,5.359812085348753,4.688811524859338,2.891399279353504,2.9132169302729003,2.8825169945918527
2025-02-10,35.19319019352199,19.573704955442956,10.77668587998024,9.13325529689871,6.5891588687364475,5.357771698886987,4.688912612861886,2.891461616211399,2.9132797375064414,2.882579139952943
2025-02-18,35.18332928058178,19.56606518833268,10.782287666675963,9.130696215586438,6.587312627415427,5.356270484589968,4.6875988087195095,2.9122048142377754,2.912463454648762,2.881771459211696
2025-02-28,12.900680384438667,7.174294148310849,3.953544188259419,3.344793535132552,2.4153716130998877,1.9639850743867684,1.7188030592415235,1.067818887260344,1.0679137230062743,1.0566598811558736
2025-03-03,35.20870827393504,19.561005921721776,10.779499652455623,9.119716141422657,6.585609322713603,5.354885494804805,4.686386719732276,2.9114517951489107,2.911710368682332,2.881026309382974
2025-03-04,35.201726974595125,19.56311363147862,10.780661149808175,9.120698796137235,6.586318925945654,5.355462486829108,4.6868916806250365,2.9117655057719616,2.9120241071668316,2.881336741642251
2025-03-07,30.74696928668617,17.087413194617643,9.416374869975686,20.621420507940634,5.752824168954001,4.677731882795742,4.0937683159182665,2.5432833065438665,2.5435091820854643,2.5167052844825273
2025-03-11,30.74696928668617,17.087413194617643,9.416374869975686,20.621420507940634,5.752824168954001,4.658908920995926,4.0937683159182665,2.562106268343682,2.5435091820854643,2.5167052844825273
2025-03-12,30.63454399979653,17.000759372936443,9.381217405774528,20.548534876892717,5.732491029454689,5.027774338056416,4.079299046599269,2.553050600616614,2.5345192450565825,2.5078100848162137
2025-03-19,30.63224579316335,16.999483974224443,9.3880156361399,20.5469933236985,5.732060977389654,5.027397153909854,4.078993017166362,2.5528590704986787,2.534329105162842,2.507621948646414
2025-03-31,10.878375354080477,6.021512348295858,3.32606245734239,7.278101747476584,2.0303955113502976,1.7807913515467018,1.444212379112725,0.9042670024440076,0.8977033670270494,0.8882432285313525
2025-04-01,30.752412404231233,16.98609109912726,9.382493405962046,20.465214704604378,5.727545029915248,5.023436368850242,4.073980358943996,2.5508478257618536,2.5323324590756986,2.5056463435280416
2025-04-02,30.77677472881828,16.984217074159027,9.388115480866748,20.437104330080864,5.727545029915248,5.023436368850242,4.073980358943996,2.5508478257618536,2.5323324590756986,2.5056463435280416
2025-04-09,34.8472063853564,19.230491917748743,10.665827648152538,9.878314165214702,6.485050675306497,5.687818995052673,4.6127911592073705,2.8882142922769485,2.867250146101851,2.8370346155822768
2025-04-11,34.85302595445688,19.232532371290993,10.654226733302377,9.87936230486792,6.485738772349397,5.688422501737047,4.613280599940386,2.8885207465844447,2.8675543760062214,2.837335639464329
2025-04-15,34.89239901688001,19.212147300445622,10.672611978161614,9.868890906894741,6.4788643659110505,5.6823931919479,4.608390861551086,2.8854591268808765,2.864514979114572,2.83432827221253
2025-04-22,34.89239901688001,19.207907594420053,10.67685168418718,9.868890906894741,6.4788643659110505,5.6823931919479,4.608390861551086,2.8854591268808765,2.864514979114572,2.83432827221253
2025-04-23,34.883771680135645,19.19308939101824,10.71970001450452,9.8634545476965,6.4752954305340085,5.679262999225282,4.605852291788217,2.883869648142733,2.8629370376313674,2.8327669593234885
2025-04-25,34.892345512917785,19.1710023726122,10.730975507670319,9.864081514223999,6.475707030087794,5.67962399929723,4.606145060939593,2.884052960158854,2.863119019074507,2.8329470230177156
2025-04-28,34.87056623782902,19.1935602864613,10.730793614713786,9.863914315356679,6.47559726509052,5.679527728124074,4.606066985526713,2.88400407467595,2.863070488427604,2.8328990037943607
